StartIndst,FinalIndst,Counts
3011,3011,94
8810,8520,93
4711,8610,93
8810,8710,93
4711,4719,93
7111,7111,93
6190,6120,93
8610,8542,92
8520,8559,92
6492,6492,92
8810,8790,91
8730,8899,91
4711,5630,91
4711,4771,90
4511,4520,90
5510,5610,90
8520,8730,89
5530,5530,89
6020,6020,88
2811,2811,88
6612,6612,87
5621,5610,87
9700,8520,86
7820,8810,85
8411,8423,85
8520,5630,85
8542,8520,84
8730,8520,84
7711,7711,84
6820,8730,83
8899,8810,83
8790,8899,82
5229,5210,82
4645,4645,81
8520,8690,80
4649,4649,80
8110,8121,80
8790,8610,79
8899,8790,79
8520,4771,79
4520,4511,79
9491,9491,79
4777,4777,79
9700,9700,79
8899,8730,78
8610,8810,78
5610,5621,78
8532,8559,78
8121,4711,76
8610,8730,76
8810,8899,76
4775,4775,76
8559,8520,75
8430,8430,73
7820,7810,73
6419,4711,72
4719,4711,72
7739,7739,72
5610,4771,72
9311,8411,71
8541,8541,71
5911,6130,71
5621,8520,70
5610,7820,70
8690,8810,70
8621,8690,70
8610,8899,70
8810,8610,69
4791,4791,69
5911,5911,69
8520,9311,69
5610,8520,68
5610,5510,68
5110,5110,68
7490,7490,68
4771,4719,68
5510,5630,68
8899,8610,67
8412,8411,67
8541,8532,67
4711,8121,67
4531,4532,67
4776,4776,67
4329,4329,66
8810,8730,66
5629,5629,66
5630,7820,66
4674,4673,66
8899,8891,66
4674,4674,66
8790,8710,65
8610,8790,65
4639,4690,65
2540,2540,65
2562,2562,64
8520,8425,64
6629,6622,63
2410,2410,63
4332,4332,63
4719,4771,62
8542,8532,62
7120,7120,62
3600,8110,62
8690,8520,61
8532,8542,61
1089,1012,61
4761,4763,61
8790,8622,60
8520,5621,60
6202,6209,60
4941,5210,60
8720,8720,60
8411,9311,60
4719,8520,59
6832,8520,59
1920,4671,59
6201,6209,59
4771,5630,59
4531,5320,59
1721,1721,59
7112,4120,58
8121,7820,58
8129,8129,58
8520,6820,57
2120,8690,57
7820,8121,57
6512,6622,57
4791,5320,57
9499,8520,56
4120,4299,56
1051,1051,56
4633,1051,56
6419,8520,55
5510,4711,55
7490,7112,55
4711,6419,55
8411,8424,55
7820,5210,55
4690,4690,55
7112,7022,55
6420,4110,55
8110,8520,54
8520,8710,54
8710,8790,54
4666,4666,54
8810,8690,54
6820,8520,53
9312,8520,53
4771,8610,53
8110,7112,53
7820,6920,53
7022,7820,53
8520,9312,53
4634,4634,53
6391,6391,53
7820,8899,52
8520,9499,52
9311,8520,51
5610,8610,51
7820,8690,51
8520,5610,51
5811,5811,51
8891,8899,50
4762,4778,50
4771,4772,50
4222,4222,50
8610,4711,49
6832,6820,49
9412,9412,49
8810,7820,49
6209,6202,49
8520,8424,49
1089,1013,49
8010,5629,48
6201,6202,48
1012,1013,48
6621,6621,48
8121,8610,47
4120,4321,47
6622,6629,47
4532,4532,47
4651,9511,47
4771,7820,46
4652,4652,46
7820,5610,46
6512,6629,45
9601,9601,45
5630,8610,44
7820,8299,44
6419,7820,44
7820,5630,44
1013,1013,44
5621,4711,43
7500,8411,43
6492,6419,43
8121,5629,43
4671,4671,43
4753,4753,43
5621,8121,43
4939,4939,43
4730,4730,43
2511,2511,43
4711,8730,42
4321,4120,42
5630,4771,42
8690,8621,42
1089,1089,42
8121,8129,42
8510,8520,41
4719,8610,41
7820,8730,41
4771,6419,41
4719,7820,41
8720,8810,41
1013,1089,41
8121,5610,41
8730,6820,40
8520,6920,40
7820,8542,40
8520,8299,40
4764,4771,40
8121,5621,40
7820,4941,40
2223,2223,40
5629,8121,40
6629,6512,40
8411,7500,40
8413,8413,40
2361,2363,40
6920,8520,39
6619,6419,39
8559,8531,39
8790,7820,39
8411,8899,39
4649,6420,39
6420,6420,39
8520,8510,39
4779,4779,39
8130,8130,39
8710,8520,38
7810,8520,38
5510,8520,38
4322,4120,38
3030,2651,38
6920,7820,38
8730,7820,38
4711,8810,38
8710,8810,38
4711,5510,38
8532,8541,38
4339,4339,38
8425,8520,37
8690,8710,37
8542,7820,37
4941,7820,37
8531,8532,37
7112,7490,37
8520,4719,37
4771,5610,37
8790,8720,37
7820,7022,37
4110,4110,37
4771,4764,37
3821,3821,37
7022,6920,36
8532,8531,36
7820,4771,36
3250,3250,36
4120,3600,36
8129,8121,36
6419,6512,36
2361,7010,36
4211,4211,36
3521,3521,36
1039,1039,36
6130,6130,36
4711,8542,35
8520,6419,35
6511,6419,35
5510,7820,35
4772,4771,35
8121,8010,35
5610,8121,35
8121,5630,35
4711,4730,35
2363,2363,35
8730,8720,35
4633,4633,35
8110,7022,35
4120,4110,35
3822,3822,35
7022,8520,34
4762,4711,34
7820,6190,34
8710,8690,34
4711,9200,34
4711,5621,34
7820,4719,34
2229,2229,34
3011,6420,34
5630,8121,34
4672,4672,34
7820,5320,34
8520,7022,34
4642,4642,34
4764,4711,33
8110,4120,33
7820,8790,33
8520,5629,33
8899,7820,33
8559,7820,33
5222,5222,33
7820,2910,33
8542,8559,33
8531,8559,33
7219,8542,32
6820,8790,32
4642,4771,32
8790,8690,32
4711,8899,32
4531,4511,32
2932,2932,32
4321,2562,32
6420,2562,32
7112,4321,32
8520,8541,32
1623,1623,32
6630,6630,32
5510,8121,32
9001,9001,32
2562,7112,31
7820,6820,31
7219,6920,31
7820,8710,31
8710,7820,31
8891,8810,31
7820,8532,31
7820,6202,31
7820,5510,31
4646,7219,31
2042,7219,31
5621,5630,31
6622,6512,31
8110,3011,31
7010,811,31
4120,8520,30
7820,8411,30
8299,7820,30
8690,7820,30
6420,4649,30
4631,4631,30
2829,2829,30
9104,9104,30
7820,8559,30
8899,8559,30
2363,2361,30
3700,3700,30
4321,8110,30
9511,9511,30
510,510,30
4741,4741,30
8412,8520,29
4742,6190,29
4120,6820,29
4711,8531,29
8520,5510,29
9499,8899,29
7820,4791,29
1101,1101,29
4711,9499,29
5320,4941,29
8291,8291,29
7820,6910,29
1071,4724,29
4321,7022,29
5814,5811,29
9102,9102,29
8520,6832,29
4799,4799,29
7112,8520,28
5629,8520,28
8541,8520,28
6820,4120,28
8690,8790,28
5621,8899,28
1105,4634,28
4674,4690,28
1071,1039,28
2446,2446,28
210,210,28
9200,8520,27
7820,7112,27
4711,6920,27
6419,6920,27
8899,8542,27
5630,8542,27
8520,4120,27
8542,8531,27
8532,7820,27
8121,8810,27
6209,6201,27
6612,6619,27
7820,7311,27
4322,4321,27
8510,8510,27
2712,2712,27
5914,5914,27
9312,9313,27
2361,2332,27
8621,8520,26
9609,8520,26
8531,4711,26
8810,4711,26
4941,4711,26
8891,4711,26
5813,4711,26
8623,8610,26
8520,7112,26
8790,6820,26
5630,6419,26
5210,7820,26
4616,4771,26
5630,9312,26
8520,9200,26
8121,4719,26
2892,2892,26
4724,1071,26
4719,5610,26
5210,5320,26
5621,8110,26
6499,6499,26
4724,1082,26
9329,9329,26
8122,8122,26
9319,9319,26
7912,7912,26
9313,9313,26
2811,2813,26
6419,6492,26
1013,1011,26
8299,8520,25
7490,8520,25
8899,4711,25
4752,4711,25
4711,8411,25
8541,8542,25
5610,8542,25
8610,8622,25
8730,8690,25
4511,4531,25
8520,8621,25
8520,6910,25
8520,4299,25
2120,4646,25
2221,2221,25
6419,6831,25
8010,8121,25
4719,8121,25
8541,8559,25
8220,6512,25
2219,2219,25
8810,9700,25
5913,5913,25
3311,3040,25
8424,8520,24
5813,8520,24
4772,4711,24
3312,3312,24
2222,2222,24
4711,8710,24
3030,3316,24
8690,8899,24
8810,9499,24
4334,4334,24
2931,2932,24
5630,4719,24
7320,7311,24
4532,4520,24
4771,8891,24
8810,8891,24
5819,5819,24
8891,8510,24
8610,8121,24
8520,9609,24
8610,5630,24
3320,3320,24
4676,4676,24
3030,7010,24
4711,4762,24
6120,6120,24
5224,5224,24
1013,147,24
8622,8622,23
7820,4120,23
5610,6419,23
4711,8790,23
7820,8531,23
8899,8531,23
7820,4673,23
9700,8810,23
4711,8690,23
8899,8690,23
7490,8690,23
8299,8899,23
8520,7490,23
4711,4511,23
4663,4663,23
8520,8412,23
4763,4761,23
6612,6630,23
6419,6622,23
4391,4391,23
2751,4643,23
6920,7022,23
9312,9311,23
3012,3012,23
8423,8520,22
6910,8520,22
8411,4711,22
8542,4711,22
4778,4711,22
8411,8610,22
8899,6820,22
8559,8542,22
6920,6419,22
4719,6419,22
7112,7820,22
8542,7219,22
3109,3109,22
6511,6619,22
4778,4719,22
7112,7111,22
4711,8891,22
7820,6209,22
3250,4646,22
8520,8220,22
7410,7410,22
4719,5630,22
2014,2059,22
8299,7010,22
5814,5813,22
4771,4642,22
6820,6832,22
4120,6832,22
4920,4920,22
8520,9319,22
5520,5520,22
7312,7312,22
111,111,22
8622,8610,21
8899,8411,21
8531,8542,21
8690,8730,21
4299,7820,21
8121,4771,21
5610,8810,21
8520,8423,21
4532,4531,21
3822,7219,21
7022,7490,21
6622,9499,21
4771,4759,21
7112,4299,21
2223,2221,21
2059,2059,21
8610,8559,21
4511,4519,21
4643,4643,21
8610,8110,21
7820,8110,21
6419,7022,21
6910,7022,21
7712,7712,21
5110,7911,21
7912,7911,21
6831,6832,21
2042,4645,21
9312,9319,21
7911,7912,21
8610,9700,21
3832,3832,21
4778,8520,20
9200,4711,20
9700,8610,20
6619,6920,20
5610,8710,20
2892,910,20
7820,5629,20
4120,7820,20
4511,7820,20
6910,7820,20
8220,7820,20
5320,7820,20
8520,7810,20
1012,1012,20
5621,5510,20
8121,5510,20
8542,8899,20
8899,5621,20
5630,5621,20
3316,3030,20
8899,9499,20
7112,4399,20
8412,8621,20
7820,1085,20
1085,1085,20
8299,8010,20
5229,4941,20
7820,4639,20
4675,4675,20
5814,5819,20
4673,4674,20
7820,8220,20
1089,1071,20
1072,1071,20
2361,2361,20
6832,8110,20
8520,5813,20
6619,7022,20
6209,7022,20
4722,4722,20
1061,1061,20
8899,9700,20
7820,1013,20
147,147,20
9491,8520,19
4299,8520,19
4752,8520,19
8730,4711,19
9312,4711,19
4639,4711,19
2892,3312,19
3320,3312,19
8299,8610,19
7111,7112,19
2599,2599,19
910,910,19
6202,6419,19
8411,7820,19
8010,7820,19
4711,8532,19
4651,6202,19
4771,5510,19
1107,1107,19
5610,9200,19
5210,4941,19
4711,4639,19
7820,4299,19
8520,4321,19
4761,4761,19
7820,1089,19
4771,8121,19
3312,2892,19
2312,2312,19
4321,4322,19
9411,9411,19
8299,7022,19
113,113,19
4711,9311,19
4778,4776,19
8121,8122,19
2630,2630,19
6920,2042,19
4641,4641,19
2740,2740,19
2910,2920,19
8292,8292,19
6619,6492,19
812,2362,19
113,119,19
4764,8520,18
8299,4711,18
9499,4711,18
8010,4711,18
9312,8610,18
8891,8610,18
8110,8610,18
6202,6190,18
4711,7112,18
4321,7112,18
8121,6820,18
4110,6820,18
4771,8542,18
8899,8299,18
5610,8299,18
8720,8790,18
4651,4666,18
8411,8531,18
6419,6612,18
5510,4771,18
4711,9312,18
8559,8899,18
8720,8899,18
9700,8899,18
8121,9200,18
5630,9200,18
8520,9491,18
6920,6619,18
8610,4719,18
5610,4719,18
3317,3317,18
2822,4669,18
8411,8412,18
6419,6511,18
5819,4778,18
6419,6630,18
8559,6630,18
1061,1089,18
6512,8220,18
6832,6831,18
6820,8121,18
8299,8121,18
8810,8121,18
9200,8121,18
9602,5630,18
8520,7010,18
4661,4661,18
2829,2825,18
5814,6010,18
9004,9311,18
2813,2813,18
1712,1813,18
4616,4616,18
5310,8520,17
6920,4711,17
9311,4711,17
6920,8610,17
6419,8610,17
7810,8610,17
5510,8610,17
7219,7112,17
8121,8542,17
4711,8299,17
8610,8299,17
4399,7732,17
4334,4120,17
3316,3316,17
8121,8531,17
9312,7820,17
5621,7820,17
4321,7820,17
2221,4673,17
6419,4771,17
4778,4771,17
7820,9312,17
5510,9312,17
9311,9312,17
6820,8810,17
5630,8810,17
6190,6202,17
4614,4651,17
5629,5621,17
7820,5621,17
8690,7490,17
6499,6619,17
4711,8010,17
4711,4941,17
4719,4773,17
4646,4773,17
8299,6910,17
6190,4742,17
4771,4778,17
8610,8891,17
3250,2120,17
4651,6209,17
2016,2221,17
6419,8220,17
8542,8121,17
7010,8121,17
4669,4652,17
6419,5630,17
9312,5630,17
4764,5630,17
4779,7010,17
4763,4763,17
1072,1072,17
5912,5912,17
2651,2611,17
3511,3822,17
4645,2042,17
9420,9420,17
5520,5530,17
4651,4741,17
113,111,17
6190,8520,16
8790,4711,16
5210,4711,16
4725,4711,16
2822,3312,16
8532,8610,16
5621,8610,16
3312,7112,16
4299,7112,16
8411,8542,16
8121,8730,16
9700,8730,16
7022,8299,16
8121,8710,16
4399,4120,16
6512,6419,16
8411,8790,16
6820,7820,16
8110,7820,16
5621,4771,16
4777,4771,16
8559,8810,16
2120,3250,16
8610,6202,16
6419,8899,16
8531,8899,16
7820,7219,16
7820,4931,16
8230,8230,16
4942,4942,16
4652,4669,16
7112,2562,16
2511,2562,16
5630,6910,16
7820,2229,16
8520,4778,16
3821,3811,16
8510,8891,16
2814,2812,16
7021,7021,16
1071,1089,16
4711,8220,16
8122,8121,16
1105,1105,16
2790,2790,16
6820,5630,16
9311,5630,16
1089,1051,16
8542,5610,16
9312,5610,16
9200,5610,16
4711,8559,16
5829,5829,16
2041,2041,16
8610,8720,16
8810,8720,16
7820,3513,16
3822,3511,16
4711,5813,16
4778,4110,16
1032,1039,16
7820,8292,16
150,150,16
9311,8130,16
4638,4638,16
4765,4765,16
6629,8520,15
5310,4711,15
8532,4711,15
8690,4711,15
8559,4711,15
4730,4711,15
8423,8610,15
7219,8610,15
7022,8610,15
4711,6190,15
8610,8411,15
4771,8411,15
7120,8411,15
7430,8411,15
6910,6920,15
5630,6920,15
8720,8730,15
6910,8299,15
8621,8710,15
8622,8790,15
8299,8810,15
9609,8810,15
4711,5310,15
9602,8532,15
6311,6202,15
2811,6202,15
7022,6202,15
8121,8690,15
7820,1012,15
1013,1012,15
6820,5510,15
9312,5510,15
8423,8899,15
5510,5621,15
4711,4931,15
2811,3030,15
7820,8010,15
4771,6910,15
7820,8412,15
6511,6311,15
8291,4649,15
2221,2223,15
8520,6629,15
4777,4778,15
7219,4646,15
8610,8220,15
8520,6831,15
7112,6831,15
4771,6831,15
8690,8121,15
8610,5610,15
4764,5610,15
4711,6512,15
3299,3299,15
4711,4752,15
3109,3101,15
3101,3101,15
8610,7022,15
7490,7022,15
4649,7022,15
7010,7022,15
7820,1039,15
2611,2612,15
2899,2620,15
4540,4540,15
2512,2512,15
3311,3311,15
7311,7312,15
2362,812,15
4321,8520,14
6820,4711,14
4511,4711,14
5320,4711,14
8110,4711,14
6209,6190,14
6920,7112,14
8299,7112,14
4120,7112,14
8531,8411,14
8610,6920,14
9499,8542,14
4719,8542,14
5630,8730,14
8121,8299,14
8559,8299,14
6190,6419,14
4669,2651,14
5510,5629,14
6202,7820,14
8610,4771,14
8542,4771,14
4775,4771,14
8610,9312,14
4771,8810,14
8520,5310,14
4711,6202,14
4711,8424,14
4771,8690,14
1011,1012,14
4719,5510,14
5630,9499,14
8899,8621,14
6630,6619,14
6622,6619,14
7022,6619,14
7820,2932,14
4752,4719,14
7820,4669,14
4799,4669,14
4711,4773,14
4631,4639,14
7022,7311,14
7311,7320,14
8520,4520,14
2221,2229,14
8220,6629,14
5610,4724,14
5630,8891,14
6820,6831,14
610,610,14
8730,8121,14
8531,8121,14
8899,8121,14
2020,8121,14
8610,8623,14
8542,5630,14
9200,5630,14
2012,2016,14
8299,5610,14
2822,2822,14
4299,4211,14
2599,2511,14
2562,2550,14
2711,2712,14
4771,4777,14
4711,8110,14
7112,8110,14
2752,2752,14
2920,2920,14
4632,4632,14
4647,4647,14
1393,1393,14
2120,2110,14
4791,8520,13
4322,8520,13
9101,8520,13
4772,8520,13
7112,4711,13
8710,4711,13
4724,4711,13
7022,4711,13
4776,4711,13
9311,8610,13
8542,7112,13
8542,8411,13
4711,6820,13
6831,6820,13
8690,8542,13
7490,8299,13
6831,8299,13
8219,8299,13
4771,8710,13
4711,4120,13
4110,4120,13
8891,8790,13
5610,5629,13
4771,8531,13
8541,8531,13
4673,7820,13
1812,7820,13
5621,8810,13
8899,8532,13
9311,8532,13
2660,3250,13
4711,7810,13
7820,8424,13
5630,8690,13
7022,6201,13
6820,8899,13
9312,8899,13
4520,4531,13
8610,5621,13
8129,5621,13
3103,3109,13
6492,6619,13
1013,1085,13
4110,4719,13
7820,2562,13
2550,2562,13
7022,6910,13
4299,4321,13
7022,4321,13
6512,6511,13
4711,4649,13
7022,6629,13
4711,4778,13
4621,4621,13
8532,8510,13
4120,8121,13
9312,8121,13
1061,1071,13
7022,8559,13
4673,2312,13
7820,6622,13
8520,4322,13
8520,4211,13
6010,5814,13
7022,8110,13
2016,2014,13
8542,7022,13
6202,7022,13
4120,4332,13
8520,8122,13
7219,3822,13
7820,9700,13
3250,2660,13
2561,2561,13
9003,9003,13
5010,5010,13
4729,4729,13
4725,4725,13
812,812,13
2013,2013,13
4677,4677,13
4511,8520,12
4759,8520,12
6831,8520,12
5629,4711,12
2640,7112,12
6419,8411,12
8810,6820,12
8531,8730,12
4771,8730,12
6920,8299,12
6202,8299,12
4339,4120,12
7810,6419,12
6910,6419,12
7022,6419,12
4711,5629,12
8610,8531,12
6190,7820,12
4669,7820,12
6512,7820,12
6832,7820,12
2223,4673,12
5510,8810,12
7820,5310,12
7820,3250,12
9492,8424,12
8720,8690,12
4651,6201,12
8710,8899,12
4771,8899,12
8532,8899,12
9609,8899,12
7820,9200,12
4771,9200,12
4519,4511,12
8542,8621,12
7820,8621,12
6629,6619,12
2651,4669,12
2931,4669,12
8520,4759,12
5630,4759,12
3811,3600,12
3700,3600,12
4711,6910,12
8411,6910,12
4399,4299,12
4711,4321,12
4531,4520,12
4519,4520,12
7820,4631,12
3600,3811,12
8790,8891,12
8559,8891,12
4646,2120,12
8899,8510,12
7022,6209,12
8610,4646,12
8299,6831,12
9499,5630,12
2920,2910,12
7820,1071,12
1723,1812,12
4724,5610,12
8299,8559,12
7820,6512,12
6511,6512,12
5630,9602,12
4120,7010,12
2550,2550,12
2825,8110,12
2825,2825,12
5510,7022,12
4772,4642,12
4711,7911,12
2711,2711,12
8520,9329,12
4771,4762,12
1031,1031,12
4711,4764,12
5510,9311,12
2030,2030,12
4719,4645,12
2651,2630,12
9101,9101,12
8891,9700,12
3312,2444,12
7420,7420,12
4771,4775,12
4711,4772,12
2511,3832,12
111,150,12
2620,2620,12
7990,7990,12
4711,5530,12
2620,2899,12
4778,9004,12
1413,1413,12
6202,8520,11
8623,8520,11
8720,8520,11
4762,8520,11
9313,8520,11
9001,8520,11
6619,4711,11
4649,4711,11
1071,4711,11
9602,4711,11
5530,4711,11
6202,7112,11
7120,7112,11
2511,7112,11
8790,8411,11
8532,8411,11
6910,8411,11
8121,8411,11
5610,8411,11
8559,8411,11
8610,6820,11
5510,6820,11
8299,6920,11
7810,6920,11
5510,8542,11
5610,8730,11
9700,8299,11
2511,7732,11
6820,8710,11
5630,8710,11
8121,4120,11
6629,6419,11
9700,8790,11
7732,7739,11
4649,4666,11
4741,4666,11
9312,8531,11
5610,8531,11
8531,7820,11
9200,7820,11
4791,7820,11
5813,7820,11
4711,4673,11
6619,6612,11
4752,4771,11
4762,4771,11
5621,9312,11
8121,9312,11
8790,8532,11
5610,8532,11
6419,8424,11
8219,4651,11
8542,8690,11
8899,8423,11
8542,5510,11
8121,8899,11
5630,8899,11
2932,4531,11
6419,9200,11
8610,7490,11
7820,7490,11
8520,4931,11
8520,4511,11
4120,4399,11
4711,8621,11
4711,6619,11
7820,6619,11
4759,4719,11
4711,4759,11
5814,7311,11
4672,2562,11
6419,6910,11
7112,7120,11
2562,4321,11
4652,4321,11
8542,8541,11
4711,4520,11
4333,4333,11
2014,4675,11
2059,2120,11
7820,4646,11
4690,4646,11
4711,4754,11
1051,1089,11
5610,8220,11
2521,8220,11
4711,6831,11
5630,6831,11
8411,8121,11
4752,8121,11
4778,5210,11
8690,5630,11
8110,5630,11
4772,5630,11
2016,2016,11
6820,5610,11
8899,5610,11
4321,2811,11
2813,2811,11
4511,7711,11
4520,7711,11
7820,7010,11
8110,7010,11
8219,8219,11
5819,5814,11
5610,5914,11
8520,4752,11
4771,4752,11
6622,7022,11
6820,4110,11
8411,9102,11
1085,1039,11
5630,9311,11
1392,1392,11
7010,1722,11
2042,2042,11
8790,9700,11
4932,4932,11
4645,4775,11
5610,4772,11
1011,8292,11
7820,6492,11
2731,2732,11
5223,5224,11
2529,2529,11
4765,4741,11
4771,4616,11
4649,4647,11
5530,5520,11
2211,2211,11
8010,8520,10
4773,8520,10
6622,8520,10
9602,8520,10
9329,8520,10
7810,4711,10
4759,4711,10
6910,4711,10
4754,4711,10
4775,4711,10
6820,8610,10
8010,8610,10
8559,8610,10
4779,8610,10
4321,4329,10
7022,6190,10
8610,7112,10
5630,8411,10
8411,6820,10
8299,6820,10
5630,6820,10
5610,6820,10
6419,8542,10
7022,8542,10
9311,8542,10
5510,8730,10
9609,8299,10
5630,8299,10
5621,8710,10
8720,8710,10
4332,4120,10
8299,6419,10
8220,6419,10
4719,8790,10
5630,8790,10
5610,8790,10
4669,7739,10
6920,8531,10
5630,8531,10
2932,7820,10
4639,7820,10
7311,7820,10
6629,7820,10
8891,7820,10
4754,7820,10
4764,7820,10
4775,7820,10
1013,7820,10
4649,4673,10
5210,4673,10
4752,4673,10
9602,4771,10
5610,9312,10
8532,8810,10
9499,8810,10
8520,6202,10
7112,7810,10
6202,4651,10
7820,6201,10
9311,5510,10
9491,8899,10
4719,8899,10
5610,8899,10
6920,7219,10
7820,4511,10
4771,9499,10
5610,9499,10
4771,8621,10
8520,8010,10
5629,8010,10
5630,8010,10
5610,8010,10
2712,3317,10
4711,7311,10
8299,7311,10
8121,4299,10
2896,2229,10
7820,2223,10
7820,3811,10
9609,8891,10
2812,2812,10
7320,8220,10
5210,8220,10
6419,8121,10
8520,8623,10
4711,5210,10
7810,5210,10
4646,4690,10
4671,1920,10
4675,1920,10
8730,5630,10
7820,1051,10
4711,1071,10
7820,1812,10
4520,4532,10
8730,5610,10
1071,5610,10
2059,2811,10
7022,6622,10
4519,4519,10
4120,4322,10
4711,9602,10
4771,9602,10
4666,8219,10
7732,2511,10
5813,5814,10
8520,8720,10
4120,8110,10
7311,7022,10
4941,5229,10
8899,4779,10
4321,2711,10
6511,4110,10
6202,9511,10
5630,4764,10
4772,4764,10
2612,2612,10
1722,1722,10
1729,1722,10
7820,6832,10
4110,6832,10
9603,9603,10
1722,1729,10
8220,2521,10
8520,9101,10
8710,9700,10
8520,9001,10
8122,7729,10
1013,4632,10
4719,4772,10
1520,4772,10
4721,4721,10
3109,3103,10
4110,6430,10
2593,2593,10
7820,1011,10
1011,1011,10
4764,4765,10
2830,2830,10
150,111,10
8531,8560,10
8559,8560,10
8110,4950,10
