"","Source","Target","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"2331","6411","7530",-0.22598888308424,"National post activities","Compulsory social security activities","NA","NA","NA","NA",15
"2332","7411","7530",-0.328387044734203,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified","Compulsory social security activities","NA","NA","NA","NA",10
"2333","7522","7530",-0.127455773136641,"Defence activities","Compulsory social security activities","NA","NA","NA","NA",10
"2334","5540","7530",-0.436104885395476,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Compulsory social security activities","NA","NA","NA","NA",14
"2335","7450","7530",-0.4577010455797,"Labour recruitment and provision of personnel","Compulsory social security activities","NA","NA","NA","NA",17
"2336","5212","7530",-0.249231964094407,"Other retail sale in non-specialised stores","Compulsory social security activities","NA","NA","NA","NA",21
"2337","5242","7530",-0.480206061081658,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Compulsory social security activities","NA","NA","NA","NA",11
"2338","7412","7530",0.633953580846931,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","Compulsory social security activities","NA","NA","NA","NA",132
"2339","7530","7530",1,"Compulsory social security activities","Compulsory social security activities","NA","NA","NA","NA",2671
"2340","7512","7530",-0.301468463885487,"Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","Compulsory social security activities","NA","NA","NA","NA",10
"2341","7523","7530",0.351650399415881,"Justice and judicial activities","Compulsory social security activities","NA","NA","NA","NA",10
"2342","9271","7530",0.113921101492522,"Gambling and betting activities","Compulsory social security activities","NA","NA","NA","NA",11
"2343","7230","7530",0.461821762349385,"Data processing","Compulsory social security activities","NA","NA","NA","NA",10
"2344","7413","7530",0.413607843781084,"Market research and public opinion polling","Compulsory social security activities","NA","NA","NA","NA",15
"2345","7487","7530",-0.0402458542827988,"Other business activities not elsewhere classified, Specialty design activities, Activities of exhibition and fair organisers,Activities of conference organisers,Credit reporting and collection agency activities","Compulsory social security activities","NA, NA, NA","NA","NA, NA, NA","NA",10
"2346","7513","7530",0.957408775656623,"Regulation of and contribution to more efficient operation of business","Compulsory social security activities","NA","NA","NA","NA",423
"2347","8010","6603",-0.828513406434899,"Primary education","Non-life insurance","NA","NA","NA","NA",29
"2348","8511","6603",-0.259726762282656,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Non-life insurance","NA","NA","NA","NA",176
"2349","5211","6603",-0.566461103571454,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Non-life insurance","NA","NA","NA","NA",72
"2350","6512","6603",0.188122101892549,"Banks,Building societies","Non-life insurance","NA","NA","NA","NA",81
"2351","7511","6603",-0.818560431495042,"General (overall) public service activities","Non-life insurance","NA","NA","NA","NA",11
"2352","8030","6603",-0.648180473925553,"Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","Non-life insurance","NA, NA, NA","NA","NA, NA, NA","NA",15
"2353","7524","6603",-0.594904319895473,"Public security, law and order activities","Non-life insurance","NA","NA","NA","NA",10
"2354","8532","6603",-0.741301085300065,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation","Non-life insurance","NA","NA","NA","NA",10
"2355","8531","6603",-0.706745137707481,"Charitable social work activities with accommodation, Non-charitable social work activities with accommodation","Non-life insurance","NA, NA","NA","NA, NA","NA",10
"2356","7411","6603",-0.167409507114484,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified","Non-life insurance","NA","NA","NA","NA",19
"2357","6420","6603",-0.446450269050512,"Telecommunications","Non-life insurance","NA","NA","NA","NA",14
"2358","7420","6603",-0.452785833176039,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities, Other engineering activities, Quantity surveying activities","Non-life insurance","NA, NA, NA","NA","NA, NA, NA","NA",14
"2359","5540","6603",-0.0923949502957858,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Non-life insurance","NA","NA","NA","NA",58
"2360","7450","6603",-0.197751453968995,"Labour recruitment and provision of personnel","Non-life insurance","NA","NA","NA","NA",56
"2361","5212","6603",-0.251232683728575,"Other retail sale in non-specialised stores","Non-life insurance","NA","NA","NA","NA",38
"2362","5010","6603",-0.357768603363206,"Sale of new and used motor vehicles","Non-life insurance","NA","NA","NA","NA",14
"2363","5248","6603",-0.467013788448559,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Non-life insurance","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",16
"2364","5242","6603",-0.427544151421557,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Non-life insurance","NA","NA","NA","NA",24
"2365","7412","6603",-0.169936554416789,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","Non-life insurance","NA","NA","NA","NA",10
"2366","8514","6603",-0.401543772315807,"Other human health activities","Non-life insurance","NA","NA","NA","NA",20
"2367","7415","6603",-0.638266864925246,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Non-life insurance","NA, NA","NA","NA, NA","NA",13
"2368","6601","6603",0.922074521149242,"Life insurance","Non-life insurance","NA","NA","NA","NA",514
"2369","6603","6603",1,"Non-life insurance","Non-life insurance","NA","NA","NA","NA",2579
"2370","6720","6603",0.92890147786416,"Activities auxiliary to insurance and pension funding","Non-life insurance","NA","NA","NA","NA",389
"2371","8512","6603",-0.242524734837065,"Medical practice activities","Non-life insurance","NA","NA","NA","NA",10
"2372","7220","6603",-0.377730079306452,"","Non-life insurance","","NA","","NA",11
"2373","5530","6603",-0.451241546641887,"Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","Non-life insurance","NA","NA","NA","NA",10
"2374","8042","6603",-0.251348925970943,"Other adult and other education n.e.c., Activities of private training providers","Non-life insurance","NA, NA","NA","NA, NA","NA",11
"2375","7414","6603",0.0731065526971229,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","Non-life insurance","NA, NA","NA","NA, NA","NA",19
"2376","7484","6603",-0.136279510675755,"","Non-life insurance","","NA","","NA",25
"2377","5020","6603",-0.0769845266832225,"Maintenance and repair of motor vehicles","Non-life insurance","NA","NA","NA","NA",10
"2378","5511","6603",-0.099788285109386,"","Non-life insurance","","NA","","NA",14
"2379","7031","6603",0.342205611252809,"Real estate agencies","Non-life insurance","NA","NA","NA","NA",24
"2380","6522","6603",0.306361372529996,"Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Activities of mortgage finance companies,Other credit granting not elsewhere classified, Factoring","Non-life insurance","NA, NA","NA","NA, NA","NA",22
"2381","7222","6603",-0.0911116580948556,"Other software consultancy and supply","Non-life insurance","NA","NA","NA","NA",10
"2382","9133","6603",0.590776137677709,"Activities of other membership organizations n.e.c.","Non-life insurance","NA","NA","NA","NA",87
"2383","6712","6603",0.427247330922321,"Security broking and fund management, Fund management activities","Non-life insurance","NA, NA","NA","NA, NA","NA",18
"2384","6713","6603",0.427599902847428,"Activities auxiliary to financial intermediation n.e.c.","Non-life insurance","NA","NA","NA","NA",21
"2385","7487","6603",-0.0889294500436474,"Other business activities not elsewhere classified, Specialty design activities, Activities of exhibition and fair organisers,Activities of conference organisers,Credit reporting and collection agency activities","Non-life insurance","NA, NA, NA","NA","NA, NA, NA","NA",15
"2386","7430","6603",0.590676258992806,"Technical testing and analysis","Non-life insurance","NA","NA","NA","NA",10
"2387","7486","6603",0.371082161743841,"Call centre activities","Non-life insurance","NA","NA","NA","NA",10
"2388","8010","6720",-0.81525427426334,"Primary education","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",33
"2389","8511","6720",-0.830774285472874,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",16
"2390","5211","6720",-0.531528960528537,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",56
"2391","6512","6720",0.0720549821362801,"Banks,Building societies","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",106
"2392","7511","6720",-0.806539282783996,"General (overall) public service activities","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",11
"2393","8030","6720",-0.62474265498396,"Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","Activities auxiliary to insurance and pension funding","NA, NA, NA","NA","NA, NA, NA","NA",15
"2394","7524","6720",-0.557652610454116,"Public security, law and order activities","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",10
"2395","8532","6720",-0.715106965756523,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",11
"2396","7411","6720",-0.136730587980996,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",18
"2397","7420","6720",-0.184931966057965,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities, Other engineering activities, Quantity surveying activities","Activities auxiliary to insurance and pension funding","NA, NA, NA","NA","NA, NA, NA","NA",29
"2398","5540","6720",-0.218464520215294,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",30
"2399","7450","6720",-0.185454578922027,"Labour recruitment and provision of personnel","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",49
"2400","5212","6720",-0.498643178469213,"Other retail sale in non-specialised stores","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",14
"2401","5242","6720",-0.534567055150529,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",13
"2402","7412","6720",0.480627378996492,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",47
"2403","7415","6720",-0.283575472375881,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Activities auxiliary to insurance and pension funding","NA, NA","NA","NA, NA","NA",41
"2404","6601","6720",0.895374527650084,"Life insurance","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",317
"2405","6603","6720",0.92890147786416,"Non-life insurance","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",882
"2406","6720","6720",1,"Activities auxiliary to insurance and pension funding","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",2578
"2407","7220","6720",-0.0719833156820631,"","Activities auxiliary to insurance and pension funding","","NA","","NA",10
"2408","5530","6720",-0.326847296691139,"Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",14
"2409","6330","6720",0.112212770100067,"Activities of travel agencies, organisers,tour guides,Other tourist assistance activities n.e.c.","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",13
"2410","7414","6720",0.411401599036984,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","Activities auxiliary to insurance and pension funding","NA, NA","NA","NA, NA","NA",55
"2411","7484","6720",-0.00425432262597085,"","Activities auxiliary to insurance and pension funding","","NA","","NA",29
"2412","7031","6720",0.00190129515575995,"Real estate agencies","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",10
"2413","5245","6720",0.0949036773066094,"Retail sale of electrical household appliances and radio and television goods","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",11
"2414","6522","6720",0.531550349132595,"Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Activities of mortgage finance companies,Other credit granting not elsewhere classified, Factoring","Activities auxiliary to insurance and pension funding","NA, NA","NA","NA, NA","NA",14
"2415","7222","6720",-0.0509038149959784,"Other software consultancy and supply","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",15
"2416","9133","6720",0.296734861891899,"Activities of other membership organizations n.e.c.","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",32
"2417","6712","6720",0.50687415962226,"Security broking and fund management, Fund management activities","Activities auxiliary to insurance and pension funding","NA, NA","NA","NA, NA","NA",20
"2418","6713","6720",0.549668782334133,"Activities auxiliary to financial intermediation n.e.c.","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",25
"2419","7487","6720",0.00236749352345036,"Other business activities not elsewhere classified, Specialty design activities, Activities of exhibition and fair organisers,Activities of conference organisers,Credit reporting and collection agency activities","Activities auxiliary to insurance and pension funding","NA, NA, NA","NA","NA, NA, NA","NA",10
"2420","6523","6720",0.737026390955165," Activities of bank holding companies Financial intermediation not elsewhere classified, Activities of investment trusts,unit trusts, venture and development capital companies,open-ended investment companies,property unit trusts, Security dealing on own account","Activities auxiliary to insurance and pension funding","NA, NA, NA","NA","NA, NA, NA","NA",24
"2421","7486","6720",0.718058789188496,"Call centre activities","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",26
"2422","6602","6720",0.918638213121514,"Pension funding","Activities auxiliary to insurance and pension funding","NA","NA","NA","NA",10
"2423","8010","8512",-0.385240145094814,"Primary education","Medical practice activities","NA","NA","NA","NA",125
"2424","8511","8512",0.605922122494643,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Medical practice activities","NA","NA","NA","NA",678
"2425","5211","8512",-0.585074816034448,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Medical practice activities","NA","NA","NA","NA",52
"2426","6512","8512",-0.674613683242986,"Banks,Building societies","Medical practice activities","NA","NA","NA","NA",18
"2427","7511","8512",-0.619082801060583,"General (overall) public service activities","Medical practice activities","NA","NA","NA","NA",21
"2428","8030","8512",-0.263005935814153,"Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","Medical practice activities","NA, NA, NA","NA","NA, NA, NA","NA",30
"2429","8532","8512",-0.0852996268601701,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation","Medical practice activities","NA","NA","NA","NA",42
"2430","8531","8512",-0.23994444021169,"Charitable social work activities with accommodation, Non-charitable social work activities with accommodation","Medical practice activities","NA, NA","NA","NA, NA","NA",39
"2431","7411","8512",-0.390859462166601,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified","Medical practice activities","NA","NA","NA","NA",11
"2432","7420","8512",-0.528579441272513,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities, Other engineering activities, Quantity surveying activities","Medical practice activities","NA, NA, NA","NA","NA, NA, NA","NA",10
"2433","8021","8512",-0.595916955265683,"General secondary education","Medical practice activities","NA","NA","NA","NA",11
"2434","7450","8512",-0.0772724909249492,"Labour recruitment and provision of personnel","Medical practice activities","NA","NA","NA","NA",57
"2435","5212","8512",-0.356242168062252,"Other retail sale in non-specialised stores","Medical practice activities","NA","NA","NA","NA",17
"2436","7470","8512",-0.276159545520413,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","Medical practice activities","NA","NA","NA","NA",22
"2437","5248","8512",-0.210543226061631,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Medical practice activities","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",22
"2438","5242","8512",-0.340031220313013,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Medical practice activities","NA","NA","NA","NA",24
"2439","7412","8512",-0.209532728782985,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","Medical practice activities","NA","NA","NA","NA",10
"2440","8514","8512",0.664114921426123,"Other human health activities","Medical practice activities","NA","NA","NA","NA",161
"2441","7415","8512",-0.503608239522614,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Medical practice activities","NA, NA","NA","NA, NA","NA",18
"2442","6603","8512",-0.242524734837065,"Non-life insurance","Medical practice activities","NA","NA","NA","NA",16
"2443","8512","8512",1,"Medical practice activities","Medical practice activities","NA","NA","NA","NA",2560
"2444","5552","8512",-0.206919528429751,"Catering","Medical practice activities","NA","NA","NA","NA",13
"2445","7512","8512",-0.131123587509151,"Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","Medical practice activities","NA","NA","NA","NA",14
"2446","6330","8512",-0.0261317009421584,"Activities of travel agencies, organisers,tour guides,Other tourist assistance activities n.e.c.","Medical practice activities","NA","NA","NA","NA",10
"2447","7484","8512",-0.158677865827719,"","Medical practice activities","","NA","","NA",14
"2448","9133","8512",0.0517581716148519,"Activities of other membership organizations n.e.c.","Medical practice activities","NA","NA","NA","NA",12
"2449","9261","8512",0.0816961702647154,"Operation of ice rinks and roller skating rinks,Operation of other sports arenas and stadiums not elsewhere classified","Medical practice activities","NA","NA","NA","NA",12
"2450","5231","8512",0.508532503932166,"Dispensing chemists","Medical practice activities","NA","NA","NA","NA",12
"2451","5146","8512",0.302972211191647,"Wholesale of pharmaceutical goods","Medical practice activities","NA","NA","NA","NA",10
"2452","8513","8512",0.619774497234568,"Dental practice activities","Medical practice activities","NA","NA","NA","NA",16
"2453","7487","8512",-0.0885697137449258,"Other business activities not elsewhere classified, Specialty design activities, Activities of exhibition and fair organisers,Activities of conference organisers,Credit reporting and collection agency activities","Medical practice activities","NA, NA, NA","NA","NA, NA, NA","NA",12
"2454","8010","7220",-0.826851938769069,"Primary education","","NA","","NA","",24
"2455","8511","7220",-0.886057077665468,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","","NA","","NA","",14
"2456","5211","7220",-0.738341459853829,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","","NA","","NA","",30
"2457","6512","7220",-0.337155249614273,"Banks,Building societies","","NA","","NA","",43
"2458","7511","7220",-0.49566319391097,"General (overall) public service activities","","NA","","NA","",63
"2459","8030","7220",-0.499737004478749,"Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","","NA, NA, NA","","NA, NA, NA","",29
"2460","7411","7220",-0.388893358010546,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified","","NA","","NA","",10
"2461","6420","7220",0.0849297326790044,"Telecommunications","","NA","","NA","",25
"2462","7420","7220",0.049109624693985,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities, Other engineering activities, Quantity surveying activities","","NA, NA, NA","","NA, NA, NA","",42
"2463","7522","7220",-0.13548953820911,"Defence activities","","NA","","NA","",16
"2464","5540","7220",-0.635512161162105,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","","NA","","NA","",10
"2465","7450","7220",-0.250786338841118,"Labour recruitment and provision of personnel","","NA","","NA","",48
"2466","5248","7220",-0.139190153973315,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","","NA, NA, NA, NA","","NA, NA, NA, NA","",33
"2467","7412","7220",-0.053067472962864,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","","NA","","NA","",22
"2468","7415","7220",-0.365135183184515,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","","NA, NA","","NA, NA","",23
"2469","6603","7220",-0.377730079306452,"Non-life insurance","","NA","","NA","",10
"2470","6720","7220",-0.0719833156820631,"Activities auxiliary to insurance and pension funding","","NA","","NA","",26
"2471","7220","7220",1,"","","","","","",2501
"2472","8042","7220",-0.194740398940294,"Other adult and other education n.e.c., Activities of private training providers","","NA, NA","","NA, NA","",10
"2473","7414","7220",0.238100410279444,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","","NA, NA","","NA, NA","",35
"2474","7484","7220",0.368019165533718,"","","","","","",65
"2475","4010","7220",0.297923362523422,"","","","","","",23
"2476","5165","7220",0.504158993931896,"","","","","","",68
"2477","8022","7220",-0.245637852837793,"Technical and vocational secondary education","","NA","","NA","",10
"2478","3320","7220",0.253032274723671,"Manufacture of electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","","NA, NA, NA","","NA, NA, NA","",21
"2479","7310","7220",0.00731484788250723,"Research and experimental development on natural sciences and engineering","","NA","","NA","",15
"2480","5147","7220",0.10294597763899," Wholesale of photographic goods, Wholesale of other household goods n.e.c., Wholesale of furniture,jewellery, imitation jewellery, musical instruments, toys and games,travel and fancy goods","","NA, NA","","NA, NA","",10
"2481","5245","7220",0.0986576030053907,"Retail sale of electrical household appliances and radio and television goods","","NA","","NA","",10
"2482","7440","7220",0.166686397179152,"Planning, creation and placement of advertising activities, Advertising activities not elsewhere classified,Sale or leasing activities of advertising space or time","","NA","","NA","",15
"2483","6522","7220",0.079417904977703,"Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Activities of mortgage finance companies,Other credit granting not elsewhere classified, Factoring","","NA, NA","","NA, NA","",11
"2484","7222","7220",0.947324786218853,"Other software consultancy and supply","","NA","","NA","",10
"2485","6412","7220",0.164672901818568,"Courier activities other than national post activities","","NA","","NA","",12
"2486","7230","7220",0.773011508767294,"Data processing","","NA","","NA","",75
"2487","7413","7220",0.218991414380463,"Market research and public opinion polling","","NA","","NA","",10
"2488","5164","7220",0.833116072325397,"","","","","","",115
"2489","5261","7220",0.150191953618713,"Retail sale via mail order houses","","NA","","NA","",10
"2490","9305","7220",0.315623841441035,"Other service activities n.e.c., Operation of coin-operated photographic machines","","NA, NA","","NA, NA","",10
"2491","3110","7220",0.70706729153551,"Manufacture of electric motors, generators and transformers","","NA","","NA","",38
"2492","3220","7220",0.593521834986138,"Manufacture of telegraph and telephone apparatus and equipment, Manufacture of radio and electronic capital goods","","NA, NA","","NA, NA","",16
"2493","7260","7220",0.888322111163597,"Other computer related activities","","NA","","NA","",57
"2494","3002","7220",0.706459167805693,"Manufacture of computers and other information processing equipment","","NA","","NA","",32
"2495","2971","7220",0.712804911815022,"Manufacture of electric domestic appliances","","NA","","NA","",20
"2496","7250","7220",0.885510208403931,"Maintenance and repair of office, accounting and computing machinery","","NA","","NA","",75
"2497","3001","7220",0.719198027330826,"Manufacture of office machinery","","NA","","NA","",10
"2498","7210","7220",0.83433665970836,"Hardware consultancy","","NA","","NA","",22
"2499","7240","7220",0.872415535697799,"Database activities","","NA","","NA","",10
"2500","7221","7220",0.967037680106544,"Publishing of software","","NA","","NA","",10
"2501","8010","5530",-0.409131826139945,"Primary education","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",119
"2502","8511","5530",-0.462714530751996,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",61
"2503","5211","5530",0.194795731149082,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",171
"2504","6512","5530",-0.279542159249742,"Banks,Building societies","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",27
"2505","7511","5530",-0.669990939122551,"General (overall) public service activities","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",22
"2506","8030","5530",-0.277147042903288,"Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA, NA","NA","NA, NA, NA","NA",33
"2507","4521","5530",-0.598739338987146,"Construction of commercial buildings, Construction of domestic buildings, Construction of civil engineering constructions","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA, NA","NA","NA, NA, NA","NA",13
"2508","7524","5530",-0.553434348726435,"Public security, law and order activities","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2509","8532","5530",-0.348232388830773,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",25
"2510","8531","5530",-0.303114684078259,"Charitable social work activities with accommodation, Non-charitable social work activities with accommodation","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA","NA","NA, NA","NA",20
"2511","6411","5530",-0.323153523536194,"National post activities","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",15
"2512","7411","5530",-0.408040904136052,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2513","6420","5530",-0.417861292852638,"Telecommunications","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2514","7420","5530",-0.483511270005135,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities, Other engineering activities, Quantity surveying activities","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA, NA","NA","NA, NA, NA","NA",10
"2515","8021","5530",-0.634508333332617,"General secondary education","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2516","5540","5530",0.728876284176745,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",324
"2517","7450","5530",0.06029127524558,"Labour recruitment and provision of personnel","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",57
"2518","5212","5530",0.124358405379924,"Other retail sale in non-specialised stores","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",41
