"","Source","Target","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"507","7414","6512",-0.195198902554901,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","Banks,Building societies","NA, NA","NA","NA, NA","NA",59
"508","7484","6512",-0.360313072327769,"","Banks,Building societies","","NA","","NA",56
"509","7523","6512",-0.647971914055062,"Justice and judicial activities","Banks,Building societies","NA","NA","NA","NA",10
"510","9271","6512",-0.283985902304135,"Gambling and betting activities","Banks,Building societies","NA","NA","NA","NA",35
"511","4533","6512",-0.637206265140644,"Plumbing","Banks,Building societies","NA","NA","NA","NA",10
"512","4010","6512",-0.582072999172836,"","Banks,Building societies","","NA","","NA",13
"513","9220","6512",-0.305657875821706,"Radio activities","Banks,Building societies","NA","NA","NA","NA",18
"514","5030","6512",-0.547653175220343,"Sale of motor vehicle parts and accessories","Banks,Building societies","NA","NA","NA","NA",16
"515","5511","6512",-0.477881980698328,"","Banks,Building societies","","NA","","NA",25
"516","8022","6512",-0.775324175430662,"Technical and vocational secondary education","Banks,Building societies","NA","NA","NA","NA",10
"517","5246","6512",-0.35576334433855,"Retail sale of hardware, paints and glass","Banks,Building societies","NA","NA","NA","NA",27
"518","7031","6512",0.420598250618107,"Real estate agencies","Banks,Building societies","NA","NA","NA","NA",118
"519","7310","6512",-0.685478593492348,"Research and experimental development on natural sciences and engineering","Banks,Building societies","NA","NA","NA","NA",10
"520","7020","6512",-0.645500685675778,"Other letting of own property, Letting of conference and exhibition centres","Banks,Building societies","NA","NA","NA","NA",14
"521","4100","6512",-0.510210060837523,"Collection, purification and distribution of water","Banks,Building societies","NA","NA","NA","NA",10
"522","6312","6512",-0.598954070823684,"Storage and warehousing of frozen and refrigerated goods, liquids or gases, Storage and warehousing of grain, Storage and warehousing n.e.c.","Banks,Building societies","NA","NA","NA","NA",16
"523","9262","6512",-0.272054080365108,"Other sporting activities not elsewhere classified, Activities of racehorse owners","Banks,Building societies","NA, NA","NA","NA, NA","NA",35
"524","5245","6512",-0.229183369277586,"Retail sale of electrical household appliances and radio and television goods","Banks,Building societies","NA","NA","NA","NA",37
"525","2212","6512",-0.486868225240108,"Publishing of newspapers","Banks,Building societies","NA","NA","NA","NA",12
"526","7440","6512",-0.442795181001642,"Planning, creation and placement of advertising activities, Advertising activities not elsewhere classified,Sale or leasing activities of advertising space or time","Banks,Building societies","NA","NA","NA","NA",19
"527","6522","6512",0.527676306892741,"Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Activities of mortgage finance companies,Other credit granting not elsewhere classified, Factoring","Banks,Building societies","NA, NA","NA","NA, NA","NA",173
"528","7222","6512",-0.190591100301216,"Other software consultancy and supply","Banks,Building societies","NA","NA","NA","NA",46
"529","5244","6512",-0.520830431202058,"Retail sale of furniture, lighting equipment and household articles n.e.c.","Banks,Building societies","NA","NA","NA","NA",17
"530","6412","6512",-0.514575578168601,"Courier activities other than national post activities","Banks,Building societies","NA","NA","NA","NA",12
"531","2452","6512",-0.34733864371085,"","Banks,Building societies","","NA","","NA",18
"532","5247","6512",-0.229076814129029,"Retail sale of books, newspapers and stationery","Banks,Building societies","NA","NA","NA","NA",40
"533","7230","6512",-0.463922861284528,"Data processing","Banks,Building societies","NA","NA","NA","NA",10
"534","7413","6512",-0.186983453127031,"Market research and public opinion polling","Banks,Building societies","NA","NA","NA","NA",32
"535","5164","6512",-0.574661026176369,"","Banks,Building societies","","NA","","NA",11
"536","9133","6512",-0.391550091483613,"Activities of other membership organizations n.e.c.","Banks,Building societies","NA","NA","NA","NA",22
"537","5139","6512",-0.287307513488068,"Non-specialised wholesale of food, beverages and tobacco","Banks,Building societies","NA","NA","NA","NA",13
"538","2213","6512",-0.178117873845568,"Publishing of journals and periodicals","Banks,Building societies","NA","NA","NA","NA",13
"539","5261","6512",-0.335293960156522,"Retail sale via mail order houses","Banks,Building societies","NA","NA","NA","NA",19
"540","9261","6512",-0.394062558695187,"Operation of ice rinks and roller skating rinks,Operation of other sports arenas and stadiums not elsewhere classified","Banks,Building societies","NA","NA","NA","NA",22
"541","9302","6512",-0.129242900047384,"Hairdressing and other beauty treatment","Banks,Building societies","NA","NA","NA","NA",14
"542","5243","6512",-0.0328799484236103,"Retail sale of footwear, leather goods","Banks,Building societies","NA","NA","NA","NA",26
"543","6712","6512",0.725526914964751,"Security broking and fund management, Fund management activities","Banks,Building societies","NA, NA","NA","NA, NA","NA",140
"544","7032","6512",-0.437312516549715,"Management of real estate on a fee or contract basis","Banks,Building societies","NA","NA","NA","NA",10
"545","6713","6512",0.708789441838436,"Activities auxiliary to financial intermediation n.e.c.","Banks,Building societies","NA","NA","NA","NA",221
"546","3210","6512",-0.337692806797169,"Manufacture of electronic valves and tubes and other electronic components","Banks,Building societies","NA","NA","NA","NA",10
"547","7260","6512",-0.159650498086129,"Other computer related activities","Banks,Building societies","NA","NA","NA","NA",15
"548","7487","6512",-0.307501080599677,"Other business activities not elsewhere classified, Specialty design activities, Activities of exhibition and fair organisers,Activities of conference organisers,Credit reporting and collection agency activities","Banks,Building societies","NA, NA, NA","NA","NA, NA, NA","NA",33
"549","5510","6512",-0.392034947891023,"Hotels and motels with restaurant (licensed and unlicensed) and without restaurant","Banks,Building societies","NA","NA","NA","NA",21
"550","6523","6512",0.714935664790715," Activities of bank holding companies Financial intermediation not elsewhere classified, Activities of investment trusts,unit trusts, venture and development capital companies,open-ended investment companies,property unit trusts, Security dealing on own account","Banks,Building societies","NA, NA, NA","NA","NA, NA, NA","NA",123
"551","7140","6512",-0.0120548726650995,"Renting of sporting and recreational equipment,Renting of records and other pre-recorded media,Renting of video tapes and DVDs,Renting of radios, televisions and video recorders and DVD players, Renting of other personal and household goods not elsewhere classified","Banks,Building societies","NA","NA","NA","NA",14
"552","7250","6512",-0.233401734729334,"Maintenance and repair of office, accounting and computing machinery","Banks,Building societies","NA","NA","NA","NA",10
"553","5233","6512",0.0127823882025854,"Retail sale of cosmetic and toilet articles","Banks,Building societies","NA","NA","NA","NA",14
"554","7486","6512",-0.0508040283172539,"Call centre activities","Banks,Building societies","NA","NA","NA","NA",18
"555","6521","6512",0.687140789963025,"Financial leasing","Banks,Building societies","NA","NA","NA","NA",10
"556","6711","6512",0.883536888832459,"Administration of financial markets","Banks,Building societies","NA","NA","NA","NA",37
"557","6511","6512",0.910546916604537,"Central banking","Banks,Building societies","NA","NA","NA","NA",10
"558","8010","7511",0.38191697422782,"Primary education","General (overall) public service activities","NA","NA","NA","NA",2303
"559","8511","7511",-0.655194582937394,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","General (overall) public service activities","NA","NA","NA","NA",147
"560","5211","7511",-0.634736375752794,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","General (overall) public service activities","NA","NA","NA","NA",201
"561","6512","7511",-0.769566179674769,"Banks,Building societies","General (overall) public service activities","NA","NA","NA","NA",88
"562","7511","7511",1,"General (overall) public service activities","General (overall) public service activities","NA","NA","NA","NA",13683
"563","8030","7511",-0.447761575837775,"Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","General (overall) public service activities","NA, NA, NA","NA","NA, NA, NA","NA",125
"564","4521","7511",-0.425189606733574,"Construction of commercial buildings, Construction of domestic buildings, Construction of civil engineering constructions","General (overall) public service activities","NA, NA, NA","NA","NA, NA, NA","NA",151
"565","7524","7511",-0.105542939155342,"Public security, law and order activities","General (overall) public service activities","NA","NA","NA","NA",121
"566","8532","7511",-0.0931056890303681,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation","General (overall) public service activities","NA","NA","NA","NA",283
"567","8531","7511",-0.228726115636089,"Charitable social work activities with accommodation, Non-charitable social work activities with accommodation","General (overall) public service activities","NA, NA","NA","NA, NA","NA",121
"568","6411","7511",-0.654933206862803,"National post activities","General (overall) public service activities","NA","NA","NA","NA",25
"569","7411","7511",-0.583937243508562,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified","General (overall) public service activities","NA","NA","NA","NA",42
"570","6420","7511",-0.791047632416555,"Telecommunications","General (overall) public service activities","NA","NA","NA","NA",18
"571","7420","7511",-0.628212322387403,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities, Other engineering activities, Quantity surveying activities","General (overall) public service activities","NA, NA, NA","NA","NA, NA, NA","NA",33
"572","8021","7511",0.223005649089993,"General secondary education","General (overall) public service activities","NA","NA","NA","NA",594
"573","7522","7511",-0.496021354450817,"Defence activities","General (overall) public service activities","NA","NA","NA","NA",32
"574","5540","7511",-0.488956164352507,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","General (overall) public service activities","NA","NA","NA","NA",79
"575","6024","7511",-0.816631118664377,"Freight transport by road n.e.c.,Furniture removal activities","General (overall) public service activities","NA","NA","NA","NA",18
"576","7450","7511",-0.519624272917771,"Labour recruitment and provision of personnel","General (overall) public service activities","NA","NA","NA","NA",132
"577","5212","7511",-0.68032174880917,"Other retail sale in non-specialised stores","General (overall) public service activities","NA","NA","NA","NA",53
"578","5010","7511",-0.754269045804947,"Sale of new and used motor vehicles","General (overall) public service activities","NA","NA","NA","NA",17
"579","7470","7511",-0.411925109494731,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","General (overall) public service activities","NA","NA","NA","NA",77
"580","5248","7511",-0.718835218015268,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","General (overall) public service activities","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",34
"581","5242","7511",-0.630223902400429,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","General (overall) public service activities","NA","NA","NA","NA",58
"582","6021","7511",-0.712362079689518,"Urban and suburban passenger railway transportation by underground, metro and similar systems, Other scheduled passenger land transport n.e.c.","General (overall) public service activities","NA","NA","NA","NA",10
"583","7412","7511",-0.349511978802043,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","General (overall) public service activities","NA","NA","NA","NA",70
"584","8514","7511",-0.735085047183004,"Other human health activities","General (overall) public service activities","NA","NA","NA","NA",16
"585","7415","7511",-0.759846105721787,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","General (overall) public service activities","NA, NA","NA","NA, NA","NA",32
"586","6601","7511",-0.744162677058353,"Life insurance","General (overall) public service activities","NA","NA","NA","NA",14
"587","7530","7511",0.627432324862429,"Compulsory social security activities","General (overall) public service activities","NA","NA","NA","NA",690
"588","6603","7511",-0.818560431495042,"Non-life insurance","General (overall) public service activities","NA","NA","NA","NA",14
"589","6720","7511",-0.806539282783996,"Activities auxiliary to insurance and pension funding","General (overall) public service activities","NA","NA","NA","NA",13
"590","8512","7511",-0.619082801060583,"Medical practice activities","General (overall) public service activities","NA","NA","NA","NA",27
"591","7220","7511",-0.49566319391097,"","General (overall) public service activities","","NA","","NA",12
"592","5530","7511",-0.669990939122551,"Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","General (overall) public service activities","NA","NA","NA","NA",28
"593","5552","7511",-0.640924066951717,"Catering","General (overall) public service activities","NA","NA","NA","NA",24
"594","7512","7511",0.524175541700545,"Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","General (overall) public service activities","NA","NA","NA","NA",366
"595","2222","7511",-0.704513581897179,"Other printing, Other printing","General (overall) public service activities","NA, NA","NA","NA, NA","NA",12
"596","7460","7511",-0.538920617282611,"Security and related activities, Investigation activities","General (overall) public service activities","NA, NA","NA","NA, NA","NA",26
"597","6330","7511",-0.530315775173105,"Activities of travel agencies, organisers,tour guides,Other tourist assistance activities n.e.c.","General (overall) public service activities","NA","NA","NA","NA",22
"598","8042","7511",-0.35868219321341,"Other adult and other education n.e.c., Activities of private training providers","General (overall) public service activities","NA, NA","NA","NA, NA","NA",63
"599","7414","7511",-0.536655897526254,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","General (overall) public service activities","NA, NA","NA","NA, NA","NA",14
"600","7484","7511",-0.581240291669835,"","General (overall) public service activities","","NA","","NA",27
"601","4531","7511",-0.68032174880917,"Installation of electrical wiring and fittings","General (overall) public service activities","NA","NA","NA","NA",10
"602","7523","7511",0.762102954153284,"Justice and judicial activities","General (overall) public service activities","NA","NA","NA","NA",403
"603","5020","7511",-0.738389005958884,"Maintenance and repair of motor vehicles","General (overall) public service activities","NA","NA","NA","NA",11
"604","9271","7511",-0.507645668170544,"Gambling and betting activities","General (overall) public service activities","NA","NA","NA","NA",23
"605","9220","7511",-0.565236195763825,"Radio activities","General (overall) public service activities","NA","NA","NA","NA",10
"606","5511","7511",-0.600601953275697,"","General (overall) public service activities","","NA","","NA",15
"607","8022","7511",-0.268084513002337,"Technical and vocational secondary education","General (overall) public service activities","NA","NA","NA","NA",45
"608","5246","7511",-0.684766102292004,"Retail sale of hardware, paints and glass","General (overall) public service activities","NA","NA","NA","NA",10
"609","7031","7511",-0.696142041670653,"Real estate agencies","General (overall) public service activities","NA","NA","NA","NA",11
"610","7310","7511",-0.399289700023583,"Research and experimental development on natural sciences and engineering","General (overall) public service activities","NA","NA","NA","NA",31
"611","7020","7511",-0.143134911541681,"Other letting of own property, Letting of conference and exhibition centres","General (overall) public service activities","NA","NA","NA","NA",25
"612","4100","7511",-0.492168763440889,"Collection, purification and distribution of water","General (overall) public service activities","NA","NA","NA","NA",10
"613","9262","7511",0.189014629205495,"Other sporting activities not elsewhere classified, Activities of racehorse owners","General (overall) public service activities","NA, NA","NA","NA, NA","NA",106
"614","5245","7511",-0.645544457593401,"Retail sale of electrical household appliances and radio and television goods","General (overall) public service activities","NA","NA","NA","NA",10
"615","2212","7511",-0.623184554197117,"Publishing of newspapers","General (overall) public service activities","NA","NA","NA","NA",10
"616","7440","7511",-0.614201796139439,"Planning, creation and placement of advertising activities, Advertising activities not elsewhere classified,Sale or leasing activities of advertising space or time","General (overall) public service activities","NA","NA","NA","NA",10
"617","6522","7511",-0.537927154691431,"Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Activities of mortgage finance companies,Other credit granting not elsewhere classified, Factoring","General (overall) public service activities","NA, NA","NA","NA, NA","NA",10
"618","7222","7511",-0.775190883920374,"Other software consultancy and supply","General (overall) public service activities","NA","NA","NA","NA",10
"619","7525","7511",-0.0692439495861173,"Fire service activities","General (overall) public service activities","NA","NA","NA","NA",28
"620","5247","7511",-0.583177884959377,"Retail sale of books, newspapers and stationery","General (overall) public service activities","NA","NA","NA","NA",16
"621","7230","7511",0.318722170163175,"Data processing","General (overall) public service activities","NA","NA","NA","NA",185
"622","7413","7511",-0.394296464524877,"Market research and public opinion polling","General (overall) public service activities","NA","NA","NA","NA",15
"623","9133","7511",0.0622300026892051,"Activities of other membership organizations n.e.c.","General (overall) public service activities","NA","NA","NA","NA",69
"624","9261","7511",0.701370518562469,"Operation of ice rinks and roller skating rinks,Operation of other sports arenas and stadiums not elsewhere classified","General (overall) public service activities","NA","NA","NA","NA",320
"625","9131","7511",-0.25928503428346,"Activities of religious organizations","General (overall) public service activities","NA","NA","NA","NA",10
"626","4523","7511",-0.147330379685928,"Construction of motorways, roads, airfields and sport facilities","General (overall) public service activities","NA","NA","NA","NA",18
"627","9305","7511",-0.441213187492036,"Other service activities n.e.c., Operation of coin-operated photographic machines","General (overall) public service activities","NA, NA","NA","NA, NA","NA",12
"628","9000","7511",0.165274558446935,"","General (overall) public service activities","","NA","","NA",46
"629","7032","7511",-0.225474266149445,"Management of real estate on a fee or contract basis","General (overall) public service activities","NA","NA","NA","NA",10
"630","5224","7511",-0.335903644955006,"Retail sale of bread, cakes, flour confectionery and sugar confectionery","General (overall) public service activities","NA","NA","NA","NA",14
"631","1822","7511",-0.323572057530496,"Manufacture of other men's outerwear Manufacture of other women's outerwear","General (overall) public service activities","NA","NA","NA","NA",10
"632","7260","7511",-0.438883709026389,"Other computer related activities","General (overall) public service activities","NA","NA","NA","NA",10
"633","7011","7511",-0.456838813169226,"Development and selling of real estate","General (overall) public service activities","NA","NA","NA","NA",14
"634","7487","7511",-0.63036602537746,"Other business activities not elsewhere classified, Specialty design activities, Activities of exhibition and fair organisers,Activities of conference organisers,Credit reporting and collection agency activities","General (overall) public service activities","NA, NA, NA","NA","NA, NA, NA","NA",13
"635","5510","7511",-0.591854688070624,"Hotels and motels with restaurant (licensed and unlicensed) and without restaurant","General (overall) public service activities","NA","NA","NA","NA",10
"636","7513","7511",0.80346776377462,"Regulation of and contribution to more efficient operation of business","General (overall) public service activities","NA","NA","NA","NA",107
"637","7430","7511",0.228830255209549,"Technical testing and analysis","General (overall) public service activities","NA","NA","NA","NA",30
"638","9252","7511",0.465578625458731,"Museums activities,Preservation of historical sites and buildings","General (overall) public service activities","NA","NA","NA","NA",21
"639","8520","7511",0.116044168225427,"Veterinary activities","General (overall) public service activities","NA","NA","NA","NA",10
"640","3511","7511",0.392899400225201,"Building and repairing of ships","General (overall) public service activities","NA","NA","NA","NA",10
"641","9251","7511",0.251851937080501,"","General (overall) public service activities","","NA","","NA",26
"642","9272","7511",0.494468195416612,"Other recreational activities not elsewhere classified, Motion picture, television and other theatrical casting","General (overall) public service activities","NA, NA","NA","NA, NA","NA",43
"643","5551","7511",0.0394734500467859,"Canteens","General (overall) public service activities","NA","NA","NA","NA",17
"644","9111","7511",0.331356043375854,"Activities of business and employers' organizations","General (overall) public service activities","NA","NA","NA","NA",10
"645","9002","7511",0.0367022625303934,"Collection and treatment of other waste","General (overall) public service activities","NA","NA","NA","NA",10
"646","7514","7511",0.771595235073557,"Supporting service activities for the government as a whole","General (overall) public service activities","NA","NA","NA","NA",52
"647","201","7511",0.677837412878158,"","General (overall) public service activities","","NA","","NA",11
"648","9232","7511",0.400144812287167,"Operation of arts facilities","General (overall) public service activities","NA","NA","NA","NA",10
"649","8041","7511",0.823834538329558,"Driving school activities","General (overall) public service activities","NA","NA","NA","NA",10
"650","9253","7511",0.659735432175098,"Botanical and zoological gardens and nature reserves activities","General (overall) public service activities","NA","NA","NA","NA",10
"651","7485","7511",0.686031884336768,"Secretarial and translation activities","General (overall) public service activities","NA","NA","NA","NA",10
"652","7521","7511",0.859571884460692,"Foreign affairs","General (overall) public service activities","NA","NA","NA","NA",24
"653","8010","8030",-0.0284666274625342,"Primary education","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",930
"654","8511","8030",-0.0890157119001358,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",514
"655","5211","8030",-0.588172944413729,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",133
"656","6512","8030",-0.692211192595774,"Banks,Building societies","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",60
"657","7511","8030",-0.447761575837775,"General (overall) public service activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",140
"658","8030","8030",1,"Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA",9486
"659","4521","8030",-0.756560939136494,"Construction of commercial buildings, Construction of domestic buildings, Construction of civil engineering constructions","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA",25
"660","7524","8030",-0.641875960758611,"Public security, law and order activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",20
"661","8532","8030",-0.108789217988433,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",139
"662","8531","8030",-0.433238856785136,"Charitable social work activities with accommodation, Non-charitable social work activities with accommodation","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA","NA, NA, NA","NA, NA","NA, NA, NA",73
"663","6411","8030",-0.676828038126052,"National post activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",16
"664","7411","8030",-0.370477211641735,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",30
"665","6420","8030",-0.731176918155127,"Telecommunications","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",17
"666","7420","8030",-0.326971410496174,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities, Other engineering activities, Quantity surveying activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA",53
"667","8021","8030",0.0939654409172375,"General secondary education","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",187
"668","7522","8030",-0.344537207622617,"Defence activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",32
"669","5540","8030",-0.223237593753168,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",106
"670","7450","8030",-0.277671229622821,"Labour recruitment and provision of personnel","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",128
"671","5212","8030",-0.521185560607903,"Other retail sale in non-specialised stores","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",45
"672","5010","8030",-0.740224314670603,"Sale of new and used motor vehicles","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",11
"673","7470","8030",-0.300568775660562,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",67
"674","5248","8030",-0.578384514327965,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA, NA, NA","NA, NA, NA","NA, NA, NA, NA","NA, NA, NA",33
"675","5242","8030",-0.566775427593838,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",39
"676","7412","8030",-0.351524456456939,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",22
"677","8514","8030",-0.406967037811291,"Other human health activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",50
"678","7415","8030",-0.709891824652352,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA","NA, NA, NA","NA, NA","NA, NA, NA",28
"679","7530","8030",-0.523918414607678,"Compulsory social security activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",20
"680","6603","8030",-0.648180473925553,"Non-life insurance","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",16
"681","6720","8030",-0.62474265498396,"Activities auxiliary to insurance and pension funding","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",15
"682","8512","8030",-0.263005935814153,"Medical practice activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",39
"683","7220","8030",-0.499737004478749,"","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","","NA, NA, NA","","NA, NA, NA",14
"684","5530","8030",-0.277147042903288,"Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",50
"685","5552","8030",-0.0875332299873278,"Catering","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",52
"686","7512","8030",-0.264403629924106,"Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",55
"687","3410","8030",-0.503758884098833,"Manufacture of motor vehicles","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",12
"688","2222","8030",-0.572431788136879,"Other printing, Other printing","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA","NA, NA, NA","NA, NA","NA, NA, NA",10
"689","7460","8030",-0.520665614111983,"Security and related activities, Investigation activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA","NA, NA, NA","NA, NA","NA, NA, NA",15
"690","6330","8030",-0.410364936568851,"Activities of travel agencies, organisers,tour guides,Other tourist assistance activities n.e.c.","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",17
"691","8042","8030",0.563776798682208,"Other adult and other education n.e.c., Activities of private training providers","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA","NA, NA, NA","NA, NA","NA, NA, NA",229
"692","7414","8030",-0.172963847899887,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA","NA, NA, NA","NA, NA","NA, NA, NA",46
"693","7484","8030",-0.21972663517816,"","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","","NA, NA, NA","","NA, NA, NA",37
"694","4531","8030",-0.584029056479657,"Installation of electrical wiring and fittings","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",10
