,Source,Target,Weight,mst_Weight,is_mstree,is_mtree_or_weight,Counts
3867,4677,3832,0.9981847164650292,0.9981847164650292,1,0.9981847164650292,13.0
4114,811,2351,0.9981528172629119,0.9981528172629119,1,0.9981528172629119,10.0
4067,111,150,0.998011957303777,0.998011957303777,1,0.998011957303777,22.0
3870,2711,2712,0.99792934637189,0.99792934637189,1,0.99792934637189,34.0
4062,2361,2332,0.9979284640617141,0.9979284640617141,1,0.9979284640617141,27.0
3839,3103,3109,0.997915752899909,0.997915752899909,1,0.997915752899909,21.0
3424,3315,3011,0.9978931887945219,0.9978931887945219,1,0.9978931887945219,29.0
4158,3832,4677,0.997891271658011,0.997891271658011,1,0.997891271658011,10.0
4137,4643,2751,0.9978837214895029,0.9978837214895029,1,0.9978837214895029,10.0
3563,1105,4634,0.9978769872535621,0.9978769872535621,1,0.9978769872535621,53.0
4223,1082,4636,0.9978330365209979,0.9978330365209979,1,0.9978330365209979,26.0
4098,3109,3103,0.997744840868818,0.997744840868818,1,0.997744840868818,17.0
4088,3011,3315,0.9977351171401779,0.9977351171401779,1,0.9977351171401779,23.0
3880,4634,1105,0.997672178471167,0.997672178471167,1,0.997672178471167,34.0
4168,2014,2016,0.9976256773105849,0.9976256773105849,1,0.9976256773105849,10.0
4101,2932,2931,0.9975954850078492,0.9975954850078492,1,0.9975954850078492,10.0
4055,150,111,0.9975452869074741,0.9975452869074741,1,0.9975452869074741,19.0
4306,1812,1814,0.997513147002552,0.997513147002552,1,0.997513147002552,13.0
4221,1812,1723,0.997513147002552,0.997513147002552,1,0.997513147002552,10.0
3245,1814,1812,0.9974719805452421,0.9974719805452421,1,0.9974719805452421,10.0
3243,1723,1812,0.9974719805452421,0.9974719805452421,1,0.9974719805452421,15.0
3678,2931,2932,0.9974455535903901,0.9974455535903901,1,0.9974455535903901,27.0
3516,1920,4671,0.9973852341876259,0.9973852341876259,1,0.9973852341876259,59.0
3994,2363,2361,0.997367928454365,0.997367928454365,1,0.997367928454365,30.0
3841,2361,2363,0.9973220552723171,0.9973220552723171,1,0.9973220552723171,41.0
4129,4675,2014,0.997321051384295,0.997321051384295,1,0.997321051384295,10.0
3919,2014,4675,0.997299491937482,0.997299491937482,1,0.997299491937482,14.0
4009,2712,2711,0.9972835864901101,0.9972835864901101,1,0.9972835864901101,26.0
4091,3109,3101,0.9971943530698991,0.9971943530698991,1,0.9971943530698991,17.0
3988,2892,910,0.997150548475264,0.997150548475264,1,0.997150548475264,21.0
3990,8292,4676,0.9971276209943292,0.9971276209943292,1,0.9971276209943292,10.0
3955,1072,1031,0.9970055459212579,0.9970055459212579,1,0.9970055459212579,19.0
4082,1920,610,0.996946571176621,0.996946571176621,1,0.996946571176621,10.0
4130,2059,2014,0.9969095423032149,0.9969095423032149,1,0.9969095423032149,10.0
4053,113,111,0.996866686525293,0.996866686525293,1,0.996866686525293,20.0
3308,2110,2120,0.9968478305657421,0.9968478305657421,1,0.9968478305657421,10.0
3773,2813,2829,0.996842028803677,0.996842028803677,1,0.996842028803677,13.0
3504,4636,1082,0.9968066915264009,0.9968066915264009,1,0.9968066915264009,10.0
3368,4633,1051,0.9967563134176329,0.9967563134176329,1,0.9967563134176329,69.0
3838,3101,3109,0.9966206075255001,0.9966206075255001,1,0.9966206075255001,14.0
3822,4675,1920,0.9965187657067521,0.9965187657067521,1,0.9965187657067521,10.0
3938,4676,8292,0.99646206283334,0.99646206283334,1,0.99646206283334,11.0
3797,2016,2221,0.996263662747123,0.996263662747123,1,0.996263662747123,18.0
4120,2811,2813,0.996230922908986,0.996230922908986,1,0.996230922908986,26.0
4326,2120,2110,0.996189809284508,0.996189809284508,1,0.996189809284508,19.0
4236,8122,7729,0.996138419635364,0.996138419635364,1,0.996138419635364,10.0
4235,9601,7729,0.996124404735715,0.996124404735715,1,0.996124404735715,11.0
3980,2059,2825,0.996122471661553,0.996122471661553,1,0.996122471661553,29.0
4334,4759,2341,0.996107587115907,0.996107587115907,1,0.996107587115907,10.0
4000,1031,1072,0.996089773205473,0.996089773205473,1,0.996089773205473,10.0
3996,2332,2361,0.9960870326320881,0.9960870326320881,1,0.9960870326320881,10.0
2705,2341,4759,0.9958472615950631,0.9958472615950631,1,0.9958472615950631,10.0
3640,7729,9601,0.9957828757575071,0.9957828757575071,1,0.9957828757575071,10.0
3767,910,2892,0.9957828757575071,0.9957828757575071,1,0.9957828757575071,10.0
3977,2829,2825,0.995769737571791,0.995769737571791,1,0.995769737571791,44.0
3816,5224,5222,0.995754482549482,0.995754482549482,1,0.995754482549482,11.0
3591,1729,1721,0.9956815107299909,0.9956815107299909,1,0.9956815107299909,10.0
4269,9319,8551,0.995651377166847,0.995651377166847,1,0.995651377166847,10.0
3939,1011,8292,0.995647392631577,0.995647392631577,1,0.995647392631577,11.0
3356,4614,4651,0.9955946576342081,0.9955946576342081,1,0.9955946576342081,17.0
4041,2712,3317,0.9955623515007429,0.9955623515007429,1,0.9955623515007429,10.0
3158,6010,5814,0.995543097220431,0.995543097220431,1,0.995543097220431,17.0
3967,111,113,0.9954855343381078,0.9954855343381078,1,0.9954855343381078,11.0
3846,7729,8122,0.99545416176843,0.99545416176843,1,0.99545416176843,10.0
4263,1721,1729,0.995436359518793,0.995436359518793,1,0.995436359518793,11.0
3886,5222,5224,0.995278891912014,0.995278891912014,1,0.995278891912014,10.0
3646,2822,3312,0.9952728067062099,0.9952728067062099,1,0.9952728067062099,18.0
2791,3521,3522,0.9952637838831649,0.9952637838831649,1,0.9952637838831649,87.0
4309,6492,6611,0.995132857216374,0.995132857216374,1,0.995132857216374,18.0
4200,5814,6010,0.995113163383466,0.995113163383466,1,0.995113163383466,19.0
3602,2512,2223,0.9950826627266981,0.9950826627266981,1,0.9950826627266981,12.0
3540,1084,1089,0.9950769589672249,0.9950769589672249,1,0.9950769589672249,10.0
4205,1013,1011,0.995005571880449,0.995005571880449,1,0.995005571880449,43.0
3644,2892,3312,0.994968593733384,0.994968593733384,1,0.994968593733384,33.0
3740,1051,4633,0.994940258616627,0.994940258616627,1,0.994940258616627,19.0
3736,8551,9319,0.9948955964228009,0.9948955964228009,1,0.9948955964228009,11.0
3892,4765,4741,0.9947786459592042,0.9947786459592042,1,0.9947786459592042,11.0
4231,1089,1084,0.994642917079383,0.994642917079383,1,0.994642917079383,14.0
3901,4741,4765,0.994635586912753,0.994635586912753,1,0.994635586912753,10.0
4167,2221,2016,0.994628745472506,0.994628745472506,1,0.994628745472506,10.0
4023,2223,2512,0.994439069682173,0.994439069682173,1,0.994439069682173,11.0
3664,3522,3523,0.994435603873141,0.994435603873141,1,0.994435603873141,265.0
3712,1039,1085,0.994376750575348,0.994376750575348,1,0.994376750575348,99.0
4106,3312,2822,0.9942265512799939,0.9942265512799939,1,0.9942265512799939,10.0
3692,5911,6130,0.994221427115563,0.994221427115563,1,0.994221427115563,71.0
4178,7320,7220,0.994039189653482,0.994039189653482,1,0.994039189653482,20.0
3663,6430,6630,0.9939926966003192,0.9939926966003192,1,0.9939926966003192,20.0
3586,2599,2511,0.9939881385745492,0.9939881385745492,1,0.9939881385745492,27.0
3537,1085,1089,0.9939339745894828,0.9939339745894828,1,0.9939339745894828,73.0
3049,5911,6020,0.993888192819239,0.993888192819239,1,0.993888192819239,189.0
3933,1013,147,0.9938633268901959,0.9938633268901959,1,0.9938633268901959,26.0
4078,2825,2059,0.993836823948341,0.993836823948341,1,0.993836823948341,10.0
4121,2829,2813,0.993767782886533,0.993767782886533,1,0.993767782886533,10.0
3765,3312,2892,0.993660255289481,0.993660255289481,1,0.993660255289481,19.0
4206,8292,1011,0.993646801665846,0.993646801665846,1,0.993646801665846,10.0
4117,2651,2611,0.993602377219773,0.993602377219773,1,0.993602377219773,20.0
3478,2813,2811,0.993494959013941,0.993494959013941,1,0.993494959013941,11.0
3820,4671,1920,0.993493716534461,0.993493716534461,1,0.993493716534461,10.0
3613,1107,1039,0.9934472489140451,0.9934472489140451,1,0.9934472489140451,10.0
3875,3011,6420,0.9933902124695541,0.9933902124695541,1,0.9933902124695541,34.0
4164,6630,6430,0.9933019376896479,0.9933019376896479,1,0.9933019376896479,15.0
3487,7911,7912,0.993292872775466,0.993292872775466,1,0.993292872775466,122.0
3917,1920,4675,0.99327916355612,0.99327916355612,1,0.99327916355612,10.0
3090,6611,6492,0.993227240477521,0.993227240477521,1,0.993227240477521,10.0
3871,3317,2712,0.993200596790043,0.993200596790043,1,0.993200596790043,10.0
4262,1812,1729,0.993176003249196,0.993176003249196,1,0.993176003249196,20.0
2621,7912,7911,0.993153480248494,0.993153480248494,1,0.993153480248494,133.0
3968,150,113,0.993115205155782,0.0,0,0.993115205155782,10.0
4197,4651,4614,0.99294034592305,0.99294034592305,1,0.99294034592305,10.0
3415,2550,2562,0.9928427815633578,0.9928427815633578,1,0.9928427815633578,21.0
3645,3320,3312,0.9926671897861491,0.9926671897861491,1,0.9926671897861491,20.0
4112,4666,8219,0.9925169858254441,0.9925169858254441,1,0.9925169858254441,10.0
3559,1011,1012,0.9922985477555128,0.9922985477555128,1,0.9922985477555128,16.0
3064,2211,4531,0.9922911018473392,0.9922911018473392,1,0.9922911018473392,11.0
4100,4669,2931,0.9922712463643001,0.9922712463643001,1,0.9922712463643001,10.0
4289,4673,4613,0.9922644211334101,0.9922644211334101,1,0.9922644211334101,10.0
3793,2223,2221,0.992119464273749,0.992119464273749,1,0.992119464273749,25.0
4299,4772,1520,0.9920818635624421,0.9920818635624421,1,0.9920818635624421,12.0
4004,2910,2920,0.992073858568441,0.992073858568441,1,0.992073858568441,26.0
3717,1012,1013,0.9920371676486899,0.0,0,0.9920371676486899,50.0
3903,1039,1107,0.9920371676486899,0.9920371676486899,1,0.9920371676486899,10.0
4280,6492,6491,0.991967081475696,0.991967081475696,1,0.991967081475696,14.0
4066,113,150,0.991865226497783,0.0,0,0.991865226497783,10.0
2747,3821,3811,0.991864870100024,0.991864870100024,1,0.991864870100024,67.0
2987,1520,4772,0.9918004151168291,0.9918004151168291,1,0.9918004151168291,10.0
3833,6430,6499,0.991784822030573,0.991784822030573,1,0.991784822030573,14.0
3721,4632,1013,0.9917726401018109,0.9917726401018109,1,0.9917726401018109,14.0
4165,6499,6430,0.991714461265312,0.991714461265312,1,0.991714461265312,10.0
3596,8219,4666,0.9915616727339979,0.9915616727339979,1,0.9915616727339979,10.0
3271,7220,7320,0.9915616727339979,0.9915616727339979,1,0.9915616727339979,10.0
2060,4613,4673,0.9913911774978941,0.9913911774978941,1,0.9913911774978941,11.0
3530,6420,4110,0.9913841103255259,0.9913841103255259,1,0.9913841103255259,55.0
3972,1013,4632,0.991305372606302,0.991305372606302,1,0.991305372606302,12.0
2796,2920,2910,0.991284803260905,0.991284803260905,1,0.991284803260905,40.0
3335,6130,5911,0.991129353663096,0.991129353663096,1,0.991129353663096,10.0
3772,2825,2829,0.991061181671519,0.991061181671519,1,0.991061181671519,10.0
2739,2521,8220,0.990852604371716,0.990852604371716,1,0.990852604371716,14.0
3470,1623,4332,0.9907959294095141,0.9907959294095141,1,0.9907959294095141,19.0
3021,2611,2651,0.9907768790568441,0.9907768790568441,1,0.9907768790568441,18.0
3595,4741,4666,0.9906890449082429,0.9906890449082429,1,0.9906890449082429,11.0
3711,1089,1085,0.9906720687842141,0.9906720687842141,1,0.9906720687842141,114.0
3965,4631,113,0.990610000800984,0.990610000800984,1,0.990610000800984,10.0
3499,4221,4211,0.99057072886878,0.99057072886878,1,0.99057072886878,22.0
4238,8220,2521,0.9905595793912672,0.9905595793912672,1,0.9905595793912672,13.0
4094,4649,4647,0.990496312896038,0.990496312896038,1,0.990496312896038,14.0
3539,1061,1089,0.990486784849257,0.990486784849257,1,0.990486784849257,19.0
3089,6491,6492,0.9904187763689009,0.9904187763689009,1,0.9904187763689009,12.0
3789,4651,9511,0.9903462863031159,0.9903462863031159,1,0.9903462863031159,52.0
3890,4666,4741,0.9901767325726322,0.9901767325726322,1,0.9901767325726322,10.0
4212,4531,2211,0.9900398426824871,0.9900398426824871,1,0.9900398426824871,10.0
3804,2221,2222,0.989986169154415,0.989986169154415,1,0.989986169154415,11.0
3601,2221,2223,0.989959768623794,0.989959768623794,1,0.989959768623794,17.0
3244,1729,1812,0.989926122617976,0.989926122617976,1,0.989926122617976,11.0
3242,1813,1812,0.989926122617976,0.989926122617976,1,0.989926122617976,11.0
3803,2229,2222,0.9898716505445699,0.9898716505445699,1,0.9898716505445699,15.0
3556,1089,1012,0.9897894685708359,0.0,0,0.9897894685708359,71.0
1627,8413,8430,0.989653912435365,0.989653912435365,1,0.989653912435365,1018.0
4133,4646,4618,0.9895312676403271,0.9895312676403271,1,0.9895312676403271,10.0
2951,4618,4646,0.989490429517114,0.989490429517114,1,0.989490429517114,12.0
4152,2562,2550,0.989357717194419,0.989357717194419,1,0.989357717194419,14.0
3754,113,4631,0.989310081192071,0.989310081192071,1,0.989310081192071,10.0
3958,2511,2599,0.9892467968891101,0.9892467968891101,1,0.9892467968891101,15.0
3760,3109,1623,0.9892263834567379,0.9892263834567379,1,0.9892263834567379,10.0
4029,2651,2630,0.989184197024115,0.989184197024115,1,0.989184197024115,14.0
2901,9103,9499,0.988889622299827,0.988889622299827,1,0.988889622299827,20.0
3778,5814,5819,0.9888837271605401,0.9888837271605401,1,0.9888837271605401,24.0
1693,8430,8413,0.9887829931731491,0.9887829931731491,1,0.9887829931731491,1032.0
3796,2222,2221,0.9887610708445129,0.9887610708445129,1,0.9887610708445129,10.0
3836,1623,3109,0.9885312160193679,0.9885312160193679,1,0.9885312160193679,10.0
3077,1061,1071,0.98847986824433,0.98847986824433,1,0.98847986824433,29.0
4110,1812,8219,0.9884473571733859,0.9884473571733859,1,0.9884473571733859,15.0
3873,4649,6420,0.9883497341632159,0.9883497341632159,1,0.9883497341632159,39.0
4336,8299,4635,0.9879941885308949,0.9879941885308949,1,0.9879941885308949,10.0
4149,8299,1200,0.9879941885308949,0.9879941885308949,1,0.9879941885308949,10.0
3857,3312,3320,0.987864393778579,0.987864393778579,1,0.987864393778579,10.0
3635,2222,2229,0.9878582782136079,0.9878582782136079,1,0.9878582782136079,13.0
2786,2931,4669,0.987841552074259,0.987841552074259,1,0.987841552074259,13.0
3289,4647,4649,0.987735974815681,0.987735974815681,1,0.987735974815681,10.0
4038,7010,2041,0.987710396922975,0.987710396922975,1,0.987710396922975,34.0
4311,7219,7211,0.987572927026833,0.987572927026833,1,0.987572927026833,10.0
3512,4531,4532,0.987559900342814,0.987559900342814,1,0.987559900342814,85.0
4139,1812,1813,0.9873813800513442,0.9873813800513442,1,0.9873813800513442,10.0
3253,5520,5530,0.987331393724394,0.987331393724394,1,0.987331393724394,25.0
4018,4645,2042,0.9873178411016619,0.9873178411016619,1,0.9873178411016619,18.0
3583,2410,2511,0.9873050602271709,0.9873050602271709,1,0.9873050602271709,16.0
3593,4651,4666,0.987292533460889,0.987292533460889,1,0.987292533460889,39.0
3723,1011,1013,0.9870975237223101,0.9870975237223101,1,0.9870975237223101,10.0
4160,9499,9103,0.987092188853437,0.987092188853437,1,0.987092188853437,14.0
3020,2630,2651,0.9870876476239909,0.9870876476239909,1,0.9870876476239909,11.0
3538,1013,1089,0.9870647066494829,0.9870647066494829,1,0.9870647066494829,42.0
2468,7211,7219,0.9870160488469909,0.9870160488469909,1,0.9870160488469909,10.0
3477,2059,2811,0.9869006375433059,0.0,0,0.9869006375433059,10.0
3818,7311,7312,0.9867819552717009,0.9867819552717009,1,0.9867819552717009,31.0
4077,2811,2059,0.9865707709303921,0.0,0,0.9865707709303921,10.0
3655,4643,4652,0.986547697941504,0.986547697941504,1,0.986547697941504,10.0
2623,3513,3511,0.9865456804560329,0.9865456804560329,1,0.9865456804560329,296.0
2569,4635,8299,0.986493410670001,0.986493410670001,1,0.986493410670001,10.0
2568,1200,8299,0.986493410670001,0.986493410670001,1,0.986493410670001,21.0
2011,3511,3513,0.9864741423051531,0.9864741423051531,1,0.9864741423051531,374.0
2787,2822,4669,0.986399168981482,0.986399168981482,1,0.986399168981482,18.0
3889,4651,4741,0.9863716322562729,0.0,0,0.9863716322562729,19.0
3076,1072,1071,0.9863656600920121,0.0,0,0.9863656600920121,29.0
3758,4332,1623,0.9862638535554871,0.9862638535554871,1,0.9862638535554871,12.0
3634,2221,2229,0.9862567867522081,0.0,0,0.9862567867522081,16.0
3957,2562,2599,0.985904358402433,0.985904358402433,1,0.985904358402433,18.0
3720,147,1013,0.985496409951757,0.985496409951757,1,0.985496409951757,10.0
4058,4673,2030,0.9854779651715079,0.9854779651715079,1,0.9854779651715079,43.0
3352,4666,4651,0.9854703792639069,0.9854703792639069,1,0.9854703792639069,25.0
3770,2932,2829,0.9854218446999701,0.9854218446999701,1,0.9854218446999701,10.0
3716,1089,1013,0.985396426007847,0.985396426007847,1,0.985396426007847,52.0
2785,4799,4669,0.9853103838584921,0.9853103838584921,1,0.9853103838584921,18.0
4005,2511,2920,0.98519818254437,0.98519818254437,1,0.98519818254437,10.0
3355,8219,4651,0.9851846288817809,0.0,0,0.9851846288817809,11.0
3763,3811,3821,0.984903124191305,0.984903124191305,1,0.984903124191305,22.0
4204,1012,1011,0.984804524034702,0.984804524034702,1,0.984804524034702,10.0
3363,4932,4939,0.9847793366836421,0.9847793366836421,1,0.9847793366836421,11.0
3744,4652,4643,0.984680564097069,0.984680564097069,1,0.984680564097069,10.0
3438,5814,5811,0.9844781585168059,0.9844781585168059,1,0.9844781585168059,35.0
3157,5819,5814,0.9844597776458299,0.9844597776458299,1,0.9844597776458299,15.0
3865,2511,3832,0.9844332549716359,0.9844332549716359,1,0.9844332549716359,12.0
2507,2041,7010,0.9843582052883192,0.9843582052883192,1,0.9843582052883192,35.0
4163,4110,6430,0.9841469680871751,0.9841469680871751,1,0.9841469680871751,10.0
3885,5223,5224,0.984110308222333,0.984110308222333,1,0.984110308222333,13.0
4340,8110,4950,0.9838775705143079,0.9838775705143079,1,0.9838775705143079,10.0
4050,1089,1061,0.983540588126548,0.983540588126548,1,0.983540588126548,10.0
3354,4741,4651,0.9835228850555671,0.0,0,0.9835228850555671,12.0
2809,3700,3600,0.9833773953039571,0.9833773953039571,1,0.9833773953039571,13.0
3999,1013,1072,0.98318545954549,0.98318545954549,1,0.98318545954549,10.0
3852,5530,5520,0.9829572458415659,0.9829572458415659,1,0.9829572458415659,21.0
3413,6420,2562,0.982955032229438,0.0,0,0.982955032229438,32.0
3584,3320,2511,0.982556871009732,0.982556871009732,1,0.982556871009732,11.0
3506,4332,4329,0.982453035838636,0.982453035838636,1,0.982453035838636,11.0
3241,8219,1812,0.9824370621623001,0.9824370621623001,1,0.9824370621623001,10.0
4105,4669,2822,0.9823127220369001,0.9823127220369001,1,0.9823127220369001,10.0
3585,3832,2511,0.982249882146498,0.982249882146498,1,0.982249882146498,10.0
4274,7112,2640,0.98212624109124,0.98212624109124,1,0.98212624109124,10.0
3198,2042,4645,0.9821153029947679,0.9821153029947679,1,0.9821153029947679,21.0
3303,7219,2120,0.9821120920004681,0.9821120920004681,1,0.9821120920004681,159.0
3940,3030,3316,0.9820978200405459,0.9820978200405459,1,0.9820978200405459,29.0
3856,2511,3320,0.9820809774582421,0.9820809774582421,1,0.9820809774582421,10.0
3610,1071,1039,0.9819641122641991,0.0,0,0.9819641122641991,30.0
3587,2920,2511,0.9818945401095269,0.9818945401095269,1,0.9818945401095269,10.0
3531,6430,4110,0.9814940886165751,0.9814940886165751,1,0.9814940886165751,10.0
2464,2120,7219,0.9814793465470859,0.9814793465470859,1,0.9814793465470859,194.0
2059,2030,4673,0.9813121800691129,0.9813121800691129,1,0.9813121800691129,33.0
3983,4939,4932,0.9812483604239559,0.9812483604239559,1,0.9812483604239559,10.0
3558,1013,1012,0.981060103275568,0.0,0,0.981060103275568,28.0
3431,4639,4690,0.9806545439683391,0.9806545439683391,1,0.9806545439683391,69.0
1968,4950,8110,0.980634306499734,0.980634306499734,1,0.980634306499734,10.0
1381,2640,7112,0.9806275607687671,0.9806275607687671,1,0.9806275607687671,12.0
3288,6420,4649,0.9805735965751771,0.9805735965751771,1,0.9805735965751771,30.0
3794,2229,2221,0.980433793933795,0.0,0,0.980433793933795,11.0
3419,7732,7739,0.9803746290232779,0.9803746290232779,1,0.9803746290232779,24.0
4111,4651,8219,0.9803577692037879,0.0,0,0.9803577692037879,10.0
3469,4329,4332,0.98031191194709,0.98031191194709,1,0.98031191194709,10.0
3669,2511,2410,0.980251896099244,0.980251896099244,1,0.980251896099244,10.0
2929,5224,5223,0.97986693712299,0.97986693712299,1,0.97986693712299,10.0
2859,4638,4639,0.979703829787234,0.979703829787234,1,0.979703829787234,10.0
2858,4631,4639,0.979624425055439,0.979624425055439,1,0.979624425055439,23.0
2950,3250,4646,0.9796017453599559,0.9796017453599559,1,0.9796017453599559,27.0
3287,8291,4649,0.9795398508832741,0.9795398508832741,1,0.9795398508832741,15.0
2093,3316,3030,0.9795212963156179,0.9795212963156179,1,0.9795212963156179,23.0
3306,3250,2120,0.979429236625047,0.979429236625047,1,0.979429236625047,24.0
3945,4639,4638,0.979333231224792,0.979333231224792,1,0.979333231224792,10.0
3612,1085,1039,0.979323125934927,0.979323125934927,1,0.979323125934927,12.0
3589,1812,1721,0.979272204769763,0.0,0,0.979272204769763,17.0
3018,2712,2651,0.9791724570742201,0.9791724570742201,1,0.9791724570742201,15.0
3062,4532,4531,0.979025253374115,0.979025253374115,1,0.979025253374115,36.0
3156,5811,5814,0.9789791264281089,0.9789791264281089,1,0.9789791264281089,21.0
1457,4939,4931,0.978798965655867,0.978798965655867,1,0.978798965655867,178.0
3359,4931,4939,0.978727096411984,0.978727096411984,1,0.978727096411984,168.0
4049,1071,1061,0.978659771014443,0.978659771014443,1,0.978659771014443,10.0
2625,3822,3511,0.978331130439655,0.978331130439655,1,0.978331130439655,17.0
3722,1072,1013,0.9781246970503549,0.9781246970503549,1,0.9781246970503549,10.0
3906,3600,3700,0.9775240092793029,0.9775240092793029,1,0.9775240092793029,10.0
3908,4669,4799,0.977370700647338,0.977370700647338,1,0.977370700647338,10.0
3950,7010,811,0.9772743201243241,0.9772743201243241,1,0.9772743201243241,31.0
3748,3511,3822,0.9772691408366451,0.9772691408366451,1,0.9772691408366451,17.0
3998,1071,1072,0.9771890782708579,0.0,0,0.9771890782708579,13.0
3831,4671,6499,0.97716632611083,0.97716632611083,1,0.97716632611083,10.0
3600,2229,2223,0.9766152632992192,0.0,0,0.9766152632992192,10.0
3187,7739,7732,0.9761988099404971,0.9761988099404971,1,0.9761988099404971,18.0
3333,6020,5911,0.9759214956357579,0.9759214956357579,1,0.9759214956357579,10.0
3353,9511,4651,0.9759006834164978,0.9759006834164978,1,0.9759006834164978,15.0
1658,1610,4941,0.9758496617661551,0.9758496617661551,1,0.9758496617661551,10.0
3502,4724,1082,0.975798941099859,0.975798941099859,1,0.975798941099859,27.0
3661,6612,6630,0.97570198236763,0.97570198236763,1,0.97570198236763,30.0
2372,7729,6209,0.975540902744515,0.975540902744515,1,0.975540902744515,14.0
2768,7021,7311,0.9755394898815749,0.9755394898815749,1,0.9755394898815749,19.0
2940,1082,4724,0.9754946203546229,0.9754946203546229,1,0.9754946203546229,29.0
3695,4646,3250,0.9753819683376709,0.9753819683376709,1,0.9753819683376709,19.0
