East,East Midlands,London,North East,North West,Scotland,South East,South West,Wales,West Midlands,Yorkshire and The Humber,Total,Description,log_East,log_East_Midlands,log_London,log_North_East,log_North_West,log_Scotland,log_South_East,log_South_West,log_Wales,log_West_Midlands,log_Yorkshire_and_The_Humber,log_Total,%Total,%Total North West,%Total London,LQ North West,LQ London,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,MainIndustry,MainActivity,SubActivity,Id
300,500,150,225,1000,1000,1000,1250,75,1500,350,7350, Manufacture of fluid power equipment,8.228818690495881,8.965784284662087,7.22881869049588,7.813781191217037,9.965784284662087,9.965784284662087,9.965784284662087,10.287712379549449,6.22881869049588,10.550746785383243,8.451211111832329,12.843528534611089,0.00025768587565867666,0.00031900114361909987,3.066343405930717e-05,1.2379457849744147,0.11899540081864275,93,1,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",General machinery,Fluid power equipment,2812
500,700,250,350,1250,2000,2500,2000,40,1250,2500,13340, Manufacture of other pumps and compressors,8.965784284662087,9.451211111832329,7.965784284662087,8.451211111832329,10.287712379549449,10.965784284662087,11.287712379549449,10.965784284662087,5.321928094887363,10.287712379549449,11.287712379549449,13.703471046071947,0.00046769109949479544,0.00039875142952387483,5.1105723432178616e-05,0.852595719599133,0.10927238830797406,94,1,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",General machinery,"Other pumps, compressors",2813
700,350,150,800,1500,600,450,2250,300,900,1000,9000, Manufacture of other taps and valves,9.451211111832329,8.451211111832329,7.22881869049588,9.643856189774725,10.550746785383243,9.228818690495881,8.813781191217037,11.1357092861044,8.228818690495881,9.813781191217037,9.965784284662087,13.1357092861044,0.0003155337252963388,0.0004785017154286498,3.066343405930717e-05,1.516483586593658,0.09717957733522492,95,1,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",General machinery,"Other taps, valves",2814
1250,1750,700,1250,2000,1500,2500,1500,500,3000,1500,17450, Manufacture of lifting and handling equipment,10.287712379549449,10.77313920671969,9.451211111832329,10.287712379549449,10.965784284662087,10.550746785383243,11.287712379549449,10.550746785383243,8.965784284662087,11.550746785383243,10.550746785383243,14.090939415984376,0.0006117848340467902,0.0006380022872381997,0.00014309602561010011,1.0428540423566701,0.23389926923091384,96,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",General machinery,"Lifting, handling equipment",2822
3500,1250,500,1250,1250,1750,4000,2000,700,2250,2000,20450, Manufacture of non-domestic cooling and ventilation equipment,11.77313920671969,10.287712379549449,8.965784284662087,10.287712379549449,10.287712379549449,10.77313920671969,11.965784284662087,10.965784284662087,9.451211111832329,11.1357092861044,10.965784284662087,14.319813222716473,0.000716962742478903,0.00039875142952387483,0.00010221144686435723,0.5561675745453514,0.14256172714213927,97,1,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",General machinery,Non-domestic cooling/ventilation eq,2825
2000,1500,800,1250,3000,1250,5000,2500,600,3500,3000,24400, Manufacture of other general-purpose machinery n.e.c.,10.965784284662087,10.550746785383243,9.643856189774725,10.287712379549449,11.550746785383243,10.287712379549449,12.287712379549449,11.287712379549449,9.228818690495881,11.77313920671969,11.550746785383243,14.57459352733761,0.0008554469885811851,0.0009570034308572996,0.00016353831498297158,1.118717399946141,0.19117293902011462,98,1,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",General machinery,Other,2829
350,2500,75,2500,200,3500,400,700,30,3000,600,13855," Manufacture of machinery for mining, quarrying and construction",8.451211111832329,11.287712379549449,6.22881869049588,11.287712379549449,7.643856189774724,11.77313920671969,8.643856189774725,9.451211111832329,4.906890595608519,11.550746785383243,9.228818690495881,13.75811909036878,0.0004857466404423082,6.380022872381997e-05,1.5331717029653584e-05,0.13134466285906815,0.031563197257922206,99,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",Special purpose machinery,"Mining, quarrying, construction",2892
300,300,225,200,350,300,350,250,75,250,150,2750, Manufacture of plastics and rubber machinery,8.228818690495881,8.228818690495881,7.813781191217037,7.643856189774724,8.451211111832329,8.228818690495881,8.451211111832329,7.965784284662087,6.22881869049588,7.965784284662087,7.22881869049588,11.425215903299383,9.641308272943684e-05,0.00011165040026668495,4.5995151088960756e-05,1.1580420115806116,0.47706337964564965,100,5,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,"Manufacture machinery, vehicle, transport",Special purpose machinery,"Plastics, rubber machinery",2896
1250,700,400,350,900,700,1000,600,500,1000,1250,8650, Manufacture of other special-purpose machinery n.e.c.,10.287712379549449,9.451211111832329,8.643856189774725,8.451211111832329,9.813781191217037,9.451211111832329,9.965784284662087,9.228818690495881,8.965784284662087,9.965784284662087,10.287712379549449,13.078484417411449,0.00030326296931259227,0.0002871010292571899,8.176915749148579e-05,0.9467065164862142,0.26963119723068185,101,5,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,"Manufacture machinery, vehicle, transport",Special purpose machinery,Other,2899
4000,4000,4000,8000,12000,2500,8000,3500,2500,28000,2250,78750, Manufacture of motor vehicles,11.965784284662087,11.965784284662087,11.965784284662087,12.965784284662087,13.550746785383243,11.287712379549449,12.965784284662087,11.77313920671969,11.287712379549449,14.77313920671969,11.1357092861044,16.264992303049365,0.002760920096342964,0.0038280137234291984,0.0008176915749148579,1.3864992791713444,0.29616633092639977,102,7,8,6,7,6,5,4,7,5,6,1,4,4,5,4,3,3,5,5,4,"Manufacture machinery, vehicle, transport","Motor vehicles,trailers/semitrailer",Manufacture of motor vehicles,2910
1500,1250,125,300,3500,500,1000,1250,600,2250,5000,17275, Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,10.550746785383243,10.287712379549449,6.965784284662087,8.228818690495881,11.77313920671969,8.965784284662087,9.965784284662087,10.287712379549449,9.228818690495881,11.1357092861044,12.287712379549449,14.076398090162984,0.0006056494560549169,0.0011165040026668495,2.5552861716089308e-05,1.8434822181456911,0.04219084399503253,103,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,1,2,4,"Manufacture machinery, vehicle, transport","Motor vehicles,trailers/semitrailer","Motor vehicle coachwork,trailer",2920
700,200,150,150,400,0,450,200,0,700,150,3100, Manufacture of electrical and electronic equipment for motor vehicles,9.451211111832329,7.643856189774724,7.22881869049588,7.22881869049588,8.643856189774725,-inf,8.813781191217037,7.643856189774724,-inf,9.451211111832329,7.22881869049588,11.5980525001616,0.00010868383871318335,0.00012760045744763995,3.066343405930717e-05,1.174051808975735,0.28213425677968523,104,1,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport","Motor vehicles,trailers/semitrailer",Motor vehicle electrical/electronic,2931
2000,3500,150,6000,4000,700,3500,3500,7000,20000,4500,54850, Manufacture of other parts and accessories for motor vehicles,10.965784284662087,11.77313920671969,7.22881869049588,12.550746785383243,11.965784284662087,9.451211111832329,11.77313920671969,11.77313920671969,12.77313920671969,14.287712379549449,12.1357092861044,15.743204000177917,0.0019230027591671311,0.0012760045744763995,3.066343405930717e-05,0.6635479686098048,0.01594560065664584,105,1,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport","Motor vehicles,trailers/semitrailer",Motor vehicle other parts,2932
450,40,50,200,9000,6000,700,6000,300,50,100,22890, Building of ships and floating structures,8.813781191217037,5.321928094887363,5.643856189774724,7.643856189774724,13.1357092861044,12.550746785383243,9.451211111832329,12.550746785383243,8.228818690495881,5.643856189774724,6.643856189774724,14.482429842443048,0.0008025074413370216,0.002871010292571899,1.0221144686435724e-05,3.5775497455682626,0.01273651079098623,106,0,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",Other transport equipment,Ships and floating structures,3011
7000,15000,500,1500,14000,2250,9000,19000,9000,6000,1250,84500, Manufacture of air and spacecraft and related machinery,12.77313920671969,13.872674880270605,8.965784284662087,10.550746785383243,13.77313920671969,11.1357092861044,13.1357092861044,14.213711798105672,13.1357092861044,12.550746785383243,10.287712379549449,16.36666372094427,0.0029625110875045138,0.004466016010667398,0.00010221144686435723,1.5075103109333405,0.03450162508942897,107,8,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",Other transport equipment,"Air, spacecraft and related m/c",3030
2250,3000,700,1000,3000,700,1250,1500,1250,1500,2250,18400, Manufacture of office and shop furniture,11.1357092861044,11.550746785383243,9.451211111832329,9.965784284662087,11.550746785383243,9.451211111832329,10.287712379549449,10.550746785383243,10.287712379549449,10.550746785383243,11.1357092861044,14.167418145831737,0.0006450911717169592,0.0009570034308572996,0.00014309602561010011,1.4835165521024916,0.22182294826518734,108,5,4,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,All other Manufacturing,Furniture,"Office, shop furniture",3101
450,300,200,100,1750,125,600,900,40,250,1750,6465, Manufacture of mattresses,8.813781191217037,8.228818690495881,7.643856189774724,6.643856189774724,10.77313920671969,6.965784284662087,9.228818690495881,9.813781191217037,5.321928094887363,7.965784284662087,10.77313920671969,12.658434654697617,0.00022665839267120333,0.0005582520013334248,4.0884578745742895e-05,2.4629663819386556,0.18037972591225046,109,5,4,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,All other Manufacturing,Furniture,Mattresses,3103
3500,7000,3000,2250,3000,1250,2500,3500,2000,3500,6000,37500, Manufacture of other furniture,11.77313920671969,12.77313920671969,11.550746785383243,11.1357092861044,11.550746785383243,10.287712379549449,11.287712379549449,11.77313920671969,10.965784284662087,11.77313920671969,12.550746785383243,15.194602975157968,0.0013147238554014114,0.0009570034308572996,0.0006132686811861434,0.7279121215649558,0.4664619712090797,110,5,4,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,All other Manufacturing,Furniture,Other,3109
3500,1250,1250,1750,2250,2500,11000,3500,4000,3000,4000,38000, Manufacture of medical and dental instruments and supplies,11.77313920671969,10.287712379549449,10.287712379549449,10.77313920671969,11.1357092861044,11.287712379549449,13.425215903299383,11.77313920671969,11.965784284662087,11.550746785383243,11.965784284662087,15.213711798105672,0.0013322535068067637,0.0007177525731429747,0.00025552861716089307,0.5387507478687995,0.19180179737215444,111,14,1,9,2,1,1,2,2,2,2,4,5,5,6,5,5,0,1,2,4,All other Manufacturing,Other manufacturing,"Medical, dental instruments",3250
2250,4500,1500,1250,3000,6000,3000,1250,1750,3500,4500,32500, Repair of machinery,11.1357092861044,12.1357092861044,10.550746785383243,10.287712379549449,11.550746785383243,12.550746785383243,11.550746785383243,10.287712379549449,10.77313920671969,11.77313920671969,12.1357092861044,14.988152097690541,0.00113942734134789,0.0009570034308572996,0.0003066343405930717,0.8398986018057182,0.269112675697546,112,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Machinery repair excluding motor vehicles,Repair/installation excl. household,Machinery,3312
1250,250,75,125,125,200,600,600,300,450,400,4375, Repair of electronic and optical equipment,10.287712379549449,7.965784284662087,6.22881869049588,6.965784284662087,6.965784284662087,7.643856189774724,9.228818690495881,9.228818690495881,8.228818690495881,8.813781191217037,8.643856189774725,12.095067301607054,0.00015338444979683135,3.987514295238748e-05,1.5331717029653584e-05,0.259968614844627,0.09995613668765992,113,14,1,9,2,1,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Machinery repair excluding motor vehicles,Repair/installation excl. household,"Electronic, optical equipment",3313
350,100,15,350,150,800,3000,1500,400,35,350,7050, Repair and maintenance of ships and boats,8.451211111832329,6.643856189774724,3.9068905956085187,8.451211111832329,7.22881869049588,9.643856189774725,11.550746785383243,10.550746785383243,8.643856189774725,5.129283016944966,8.451211111832329,12.783407542173519,0.00024716808481546534,4.785017154286498e-05,3.066343405930717e-06,0.19359364935238188,0.012405903489603182,114,0,8,6,7,6,5,4,7,5,6,1,4,4,5,4,2,3,5,5,3,Machinery repair excluding motor vehicles,Repair/installation excl. household,Ships and boats,3315
2250,600,600,300,900,2000,3000,2250,3500,800,450,16650, Repair and maintenance of aircraft and spacecraft,11.1357092861044,9.228818690495881,9.228818690495881,8.228818690495881,9.813781191217037,10.965784284662087,11.550746785383243,11.1357092861044,11.77313920671969,9.643856189774725,8.813781191217037,14.023234556845987,0.0005837373917982268,0.0002871010292571899,0.00012265373623722867,0.49183251457091604,0.21011800504913494,115,8,2,2,6,8,8,7,6,7,2,4,5,5,6,5,2,0,1,2,4,Machinery repair excluding motor vehicles,Repair/installation excl. household,Aircraft and spacecraft,3316
250,1250,4000,600,1500,600,900,500,350,1000,1750,12700, Repair and maintenance of transport equipment n.e.c.,7.965784284662087,10.287712379549449,11.965784284662087,9.228818690495881,10.550746785383243,9.228818690495881,9.813781191217037,8.965784284662087,8.451211111832329,9.965784284662087,10.77313920671969,13.63254087654689,0.0004452531456959447,0.0004785017154286498,0.0008176915749148579,1.0746734078222773,1.8364644535790537,116,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Machinery repair excluding motor vehicles,Repair/installation excl. household,Transport equipment nec,3317
1750,1500,700,700,1250,2500,3500,2500,600,3000,1250,19250, Installation of industrial machinery and equipment,10.77313920671969,10.550746785383243,9.451211111832329,9.451211111832329,10.287712379549449,11.287712379549449,11.77313920671969,11.287712379549449,9.228818690495881,11.550746785383243,10.287712379549449,14.232570825356989,0.0006748915791060579,0.00039875142952387483,0.00014309602561010011,0.5908377610105161,0.21202816873139982,117,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Machinery repair excluding motor vehicles,Repair/installation excl. household,"Industrial machinery, equipment",3320
1250,1750,2250,1000,2500,4500,2250,3000,4500,600,3000,26600, Production of electricity,10.287712379549449,10.77313920671969,11.1357092861044,9.965784284662087,11.287712379549449,12.1357092861044,11.1357092861044,11.550746785383243,12.1357092861044,9.228818690495881,11.550746785383243,14.699138625275914,0.0009325774547647345,0.0007975028590477497,0.00045995151088960753,0.8551599172520628,0.49320462181411145,118,14,1,9,2,6,5,4,7,5,6,1,4,4,5,4,2,3,5,5,3,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Electricity production,3511
3000,8000,4500,3500,3500,7000,5000,3500,3000,2500,2500,46000, Distribution of electricity,11.550746785383243,12.965784284662087,12.1357092861044,11.77313920671969,11.77313920671969,12.77313920671969,12.287712379549449,11.77313920671969,11.550746785383243,11.287712379549449,11.287712379549449,15.4893462407191,0.001612727929292398,0.0011165040026668495,0.0009199030217792151,0.692307724314496,0.5704018669676245,119,14,1,9,2,6,5,4,7,5,6,1,4,4,5,4,2,3,1,5,3,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Electricity distribution,3513
600,1500,300,20,600,225,500,30,50,2500,150,6475, Manufacture of gas,9.228818690495881,10.550746785383243,8.228818690495881,4.321928094887363,9.228818690495881,7.813781191217037,8.965784284662087,4.906890595608519,5.643856189774724,11.287712379549449,7.22881869049588,12.660664477461278,0.00022700898569931037,0.00019140068617145992,6.132686811861434e-05,0.8431414535501419,0.27015172077745925,120,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Gas manufacture,3521
350,150,500,50,900,1500,3000,450,900,1750,450,10000, Distribution of gaseous fuels through mains,8.451211111832329,7.22881869049588,8.965784284662087,5.643856189774724,9.813781191217037,10.550746785383243,11.550746785383243,8.813781191217037,9.813781191217037,10.77313920671969,8.813781191217037,13.287712379549449,0.00035059302810704307,0.0002871010292571899,0.00010221144686435723,0.8189011367605753,0.29153873200567476,121,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Mains gaseous fuels distribution,3522
20,5000,100,0,4000,5000,5000,250,1500,3000,3000,26870, Trade of gas through mains,4.321928094887363,12.287712379549449,6.643856189774724,-inf,11.965784284662087,12.287712379549449,12.287712379549449,7.965784284662087,10.550746785383243,11.550746785383243,11.550746785383243,14.71370870090053,0.0009420434665236247,0.0012760045744763995,2.0442289372871448e-05,1.3545071112113058,0.021699942836298832,122,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Trade of mains gas,3523
4500,2250,900,2500,1250,3500,4500,4000,2250,4500,3500,33650," Water collection, treatment and supply",12.1357092861044,11.1357092861044,9.813781191217037,11.287712379549449,10.287712379549449,11.77313920671969,12.1357092861044,11.965784284662087,11.1357092861044,12.1357092861044,11.77313920671969,15.038318884385042,0.0011797455395801998,0.00039875142952387483,0.00018398060435584302,0.3379978276211719,0.15594939602086616,123,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling",Water and sewerage,"Water collection, treatment, supply",3600
6000,1250,3500,250,2250,1250,4000,1750,1000,1250,900,23400, Sewerage,12.550746785383243,10.287712379549449,11.77313920671969,7.965784284662087,11.1357092861044,10.287712379549449,11.965784284662087,10.77313920671969,9.965784284662087,10.287712379549449,9.813781191217037,14.51422090935813,0.0008203876857704808,0.0007177525731429747,0.0007154801280505007,0.8748943768809565,0.8721244119827878,124,3,3,4,3,3,6,5,3,2,2,4,6,5,6,5,5,0,1,2,4,"Utilities, sewerage, waste and recycling",Water and sewerage,Sewerage,3700
4500,4000,8000,450,11000,5000,8000,5000,2500,4500,6000,58950, Collection of non-hazardous waste,12.1357092861044,11.965784284662087,12.965784284662087,8.813781191217037,13.425215903299383,12.287712379549449,12.965784284662087,12.287712379549449,11.287712379549449,12.1357092861044,12.550746785383243,15.847204192754488,0.0020667459006910188,0.0035090125798100985,0.0016353831498297157,1.697844219087047,0.7912840902613735,125,7,7,5,4,4,3,1,4,4,3,5,2,2,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling",Waste,Non-hazardous waste collection,3811
3000,1250,1500,1750,3500,2500,5000,3500,1750,1750,1750,27250, Treatment and disposal of non-hazardous waste,11.550746785383243,10.287712379549449,10.550746785383243,10.77313920671969,11.77313920671969,11.287712379549449,12.287712379549449,11.77313920671969,10.77313920671969,10.77313920671969,10.77313920671969,14.733968609439014,0.0009553660015916923,0.0011165040026668495,0.0003066343405930717,1.1686662502189658,0.32096007193285303,126,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,0,1,2,4,"Utilities, sewerage, waste and recycling",Waste,"Non-hazardous treatment, disposal",3821
800,75,125,50,1250,2000,800,1500,350,175,225,7350, Treatment and disposal of hazardous waste,9.643856189774725,6.22881869049588,6.965784284662087,5.643856189774724,10.287712379549449,10.965784284662087,9.643856189774725,10.550746785383243,8.451211111832329,7.451211111832329,7.813781191217037,12.843528534611089,0.00025768587565867666,0.00039875142952387483,2.5552861716089308e-05,1.5474322312180182,0.09916283401553563,127,14,1,9,2,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,"Utilities, sewerage, waste and recycling",Waste,"Hazardous treatment, disposal",3822
4500,3500,1250,900,1500,1750,2500,900,4000,4000,2000,26800, Recovery of sorted materials,12.1357092861044,11.77313920671969,10.287712379549449,9.813781191217037,10.550746785383243,10.77313920671969,11.287712379549449,9.813781191217037,11.965784284662087,11.965784284662087,10.965784284662087,14.709945380232497,0.0009395893153268754,0.0004785017154286498,0.00025552861716089307,0.5092668760948851,0.27195777239335334,128,7,7,5,4,4,3,1,4,4,3,5,2,5,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling",Materials recovery/recycling,Recovery of sorted materials,3832
7000,3500,21000,1000,7000,4000,10000,6000,1250,2250,6000,69000, Development of building projects,12.77313920671969,11.77313920671969,14.358101707440847,9.965784284662087,12.77313920671969,11.965784284662087,13.287712379549449,12.550746785383243,10.287712379549449,11.1357092861044,12.550746785383243,16.074308741440255,0.002419091893938597,0.002233008005333699,0.0042928807683030035,0.9230769657526613,1.7745835861214985,129,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Construction (including development of real estate),Construction of buildings,Building projects development,4110
44000,18000,35000,15000,27000,34000,52000,27000,14000,33000,26000,325000, Construction of residential and non-residential buildings,15.425215903299383,14.1357092861044,15.095067301607054,13.872674880270605,14.720671786825555,15.053247125912426,15.66622400280318,14.720671786825555,13.77313920671969,15.010178404020541,14.66622400280318,18.310080192577903,0.0113942734134789,0.008613030877715696,0.007154801280505006,0.7559087416251463,0.6279295766276072,130,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Construction of buildings,"Residential, non-residential buildings",4120
7000,4500,3500,2250,3500,4500,4000,5000,2000,3000,8000,47250, Construction of roads and motorways,12.77313920671969,12.1357092861044,11.77313920671969,11.1357092861044,11.77313920671969,12.1357092861044,11.965784284662087,12.287712379549449,10.965784284662087,11.550746785383243,12.965784284662087,15.528026708883159,0.0016565520578057785,0.0011165040026668495,0.0007154801280505007,0.6739927051527368,0.43190923260099967,131,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Civil engineering,"Roads, motorways",4211
1000,450,1500,75,900,800,400,300,175,150,1750,7500, Construction of railways and underground railways,9.965784284662087,8.813781191217037,10.550746785383243,6.22881869049588,9.813781191217037,9.643856189774725,8.643856189774725,8.228818690495881,7.451211111832329,7.22881869049588,10.77313920671969,12.872674880270605,0.0002629447710802823,0.0002871010292571899,0.0003066343405930717,1.0918681823474337,1.1661549280226993,132,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Civil engineering,"Railways, underground railways",4212
1000,400,500,300,1250,350,400,700,150,250,600,5900, Construction of utility projects for fluids,9.965784284662087,8.643856189774725,8.965784284662087,8.228818690495881,10.287712379549449,8.451211111832329,8.643856189774725,9.451211111832329,7.22881869049588,7.965784284662087,9.228818690495881,12.526499239136566,0.0002068498865831554,0.00039875142952387483,0.00010221144686435723,1.9277333727885482,0.4941334440774149,133,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Civil engineering,Utility - fluids,4221
600,700,700,75,8000,350,225,250,150,75,150,11275, Construction of utility projects for electricity and telecommunications,9.228818690495881,9.451211111832329,9.451211111832329,6.22881869049588,12.965784284662087,8.451211111832329,7.813781191217037,7.965784284662087,7.22881869049588,6.22881869049588,7.22881869049588,13.460839813030105,0.00039529363919069106,0.002552009148952799,0.00014309602561010011,6.455983339822224,0.3619993124682436,134,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Civil engineering,"Utility - electricity, telecomms",4222
14000,11000,19000,4000,13000,12000,10000,6000,8000,6000,6000,109000, Construction of other civil engineering projects n.e.c.,13.77313920671969,13.425215903299383,14.213711798105672,11.965784284662087,13.66622400280318,13.550746785383243,13.287712379549449,12.550746785383243,12.965784284662087,12.550746785383243,12.550746785383243,16.733968609439014,0.003821464006366769,0.004147014867048299,0.0038840349808455746,1.0851900894890398,1.016373561120701,135,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Civil engineering,Other civil engineering nec,4299
18000,18000,17000,8000,17000,19000,29000,21000,10000,19000,15000,191000, Electrical installation,14.1357092861044,14.1357092861044,14.053247125912426,12.965784284662087,14.053247125912426,14.213711798105672,14.82376527978966,14.358101707440847,13.287712379549449,14.213711798105672,13.872674880270605,17.543213112697835,0.006696326836844522,0.005423019441524698,0.003475189193388146,0.8098498734688645,0.518969470586018,136,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,Electrical installation,4321
13000,12000,10000,4500,11000,14000,19000,15000,6000,12000,10000,126500," Plumbing, heat and air-conditioning installation",13.66622400280318,13.550746785383243,13.287712379549449,12.1357092861044,13.425215903299383,13.77313920671969,14.213711798105672,13.872674880270605,12.550746785383243,13.550746785383243,13.287712379549449,16.948777859356397,0.004435001805554095,0.0035090125798100985,0.0020442289372871445,0.7912088277879954,0.4609308015899996,137,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,"Plumbing, heat, air con inst",4322
4500,4500,4000,1500,3500,2500,4500,3500,2000,3000,3000,36500, Other construction installation,12.1357092861044,12.1357092861044,11.965784284662087,10.550746785383243,11.77313920671969,11.287712379549449,12.1357092861044,11.77313920671969,10.965784284662087,11.550746785383243,11.550746785383243,15.155608843542105,0.0012796645525907072,0.0011165040026668495,0.0008176915749148579,0.8724974059853923,0.6389890016562735,138,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,Other construction installation,4329
9000,4000,4000,1250,8000,8000,11000,7000,1000,6000,5000,64250, Joinery installation,13.1357092861044,11.965784284662087,11.965784284662087,10.287712379549449,12.965784284662087,12.965784284662087,13.425215903299383,12.77313920671969,9.965784284662087,12.550746785383243,12.287712379549449,15.971408833855966,0.0022525602055877515,0.002552009148952799,0.0008176915749148579,1.1329371541867017,0.36300542506543165,139,5,4,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,Joinery installation,4332
6000,2500,3500,1750,5000,6000,8000,4000,1000,5000,3500,46250, Painting and glazing,12.550746785383243,11.287712379549449,11.77313920671969,10.77313920671969,12.287712379549449,12.550746785383243,12.965784284662087,11.965784284662087,9.965784284662087,12.287712379549449,11.77313920671969,15.4971657451784,0.0016214927549950743,0.0015950057180954993,0.0007154801280505007,0.9836650291418321,0.4412478106031834,140,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,"Painting, glazing",4334
9000,2500,7000,800,4500,3000,10000,6000,800,5000,3000,51600, Other building completion and finishing,13.1357092861044,11.287712379549449,12.77313920671969,9.643856189774725,12.1357092861044,11.550746785383243,13.287712379549449,12.550746785383243,9.643856189774725,12.287712379549449,11.550746785383243,15.65508344519798,0.0018090600250323422,0.0014355051462859494,0.0014309602561010013,0.7935088534501699,0.7909965597053192,141,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,"Other building completion,finishing",4339
3000,3000,1500,2000,4500,3500,3500,2000,300,5000,2250,30550, Roofing activities,11.550746785383243,11.550746785383243,10.550746785383243,10.965784284662087,12.1357092861044,11.77313920671969,11.77313920671969,10.965784284662087,8.228818690495881,12.287712379549449,11.1357092861044,14.898884759593454,0.0010710617008670167,0.0014355051462859494,0.0003066343405930717,1.3402637262857204,0.2862900805293042,142,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,Roofing activities,4391
12000,12000,7000,6000,17000,12000,14000,8000,3000,17000,9000,117000, Other specialised construction activities n.e.c.,13.550746785383243,13.550746785383243,12.77313920671969,12.550746785383243,14.053247125912426,13.550746785383243,13.77313920671969,12.965784284662087,11.550746785383243,14.053247125912426,13.1357092861044,16.83614900424549,0.0041019384288524035,0.005423019441524698,0.0014309602561010013,1.3220626139534455,0.34884976479311514,143,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,Other,4399
