East,East Midlands,London,North East,North West,Scotland,South East,South West,Wales,West Midlands,Yorkshire and The Humber,Total,Description,log_East,log_East_Midlands,log_London,log_North_East,log_North_West,log_Scotland,log_South_East,log_South_West,log_Wales,log_West_Midlands,log_Yorkshire_and_The_Humber,log_Total,%Total,%Total North West,%Total London,LQ North West,LQ London,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,MainIndustry,MainActivity,SubActivity,Id
5000,6000,100,300,700,600,50,1000,2000,5000,1500,22250, Processing and preserving of poultry meat,12.287712379549449,12.550746785383243,6.643856189774724,8.228818690495881,9.451211111832329,9.228818690495881,5.643856189774724,9.965784284662087,10.965784284662087,12.287712379549449,10.550746785383243,14.441517715628486,0.0007800694875381708,0.0002233008005333699,2.0442289372871448e-05,0.28625757589633094,0.026205728719611215,12,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco","Food products - meat, fish","Poultry meat processing, preserving",1012
3500,4500,1250,500,3500,2500,1250,1750,1750,3000,7000,30500, Production of meat and poultry meat products,11.77313920671969,12.1357092861044,10.287712379549449,8.965784284662087,11.77313920671969,11.287712379549449,10.287712379549449,10.77313920671969,10.77313920671969,11.550746785383243,12.77313920671969,14.896521622224974,0.0010693087357264814,0.0011165040026668495,0.00025552861716089307,1.0441362399497316,0.23896617377514323,13,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco","Food products - meat, fish","Meat, poultry meat production",1013
50,200,150,50,500,8000,100,1250,125,300,4000,14725," Processing and preserving of fish, crustaceans and molluscs",5.643856189774724,7.643856189774724,7.22881869049588,5.643856189774724,8.965784284662087,12.965784284662087,6.643856189774724,10.287712379549449,6.965784284662087,8.228818690495881,11.965784284662087,13.845980013605185,0.0005162482338876209,0.00015950057180954993,3.066343405930717e-05,0.30896100236203555,0.059396685637828475,14,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco","Food products - meat, fish","Fish processing, preserving",1020
1000,1500,800,1000,600,40,800,150,30,900,1750,8570, Processing and preserving of potatoes,9.965784284662087,10.550746785383243,9.643856189774725,9.965784284662087,9.228818690495881,5.321928094887363,9.643856189774725,7.22881869049588,4.906890595608519,9.813781191217037,10.77313920671969,13.065079488999862,0.0003004582250877359,0.00019140068617145992,0.00016353831498297158,0.6370292779156556,0.5442963491354489,15,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco","Food products - fruit, vegetables","Potato processing, preserving",1031
150,30,100,0,100,0,25,1000,0,150,10,1565, Manufacture of fruit and vegetable juice,7.22881869049588,4.906890595608519,6.643856189774724,-inf,6.643856189774724,-inf,4.643856189774724,9.965784284662087,-inf,7.22881869049588,3.321928094887362,10.61194694181998,5.486780889875224e-05,3.1900114361909987e-05,2.0442289372871448e-05,0.5813994581189742,0.37257345943217224,16,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco","Food products - fruit, vegetables","Fruit, vegetable juice",1032
2500,5000,2250,300,2500,450,2500,500,250,3000,1250,20500, Other processing and preserving of fruit and vegetables,11.287712379549449,12.287712379549449,11.1357092861044,8.228818690495881,11.287712379549449,8.813781191217037,11.287712379549449,8.965784284662087,7.965784284662087,11.550746785383243,10.287712379549449,14.32333628928017,0.0007187157076194383,0.0007975028590477497,0.00045995151088960753,1.1096221365319447,0.6399630702563592,17,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco","Food products - fruit, vegetables","Other fruit, vegetable",1039
300,900,1250,250,2500,1250,500,6000,1500,2250,1250,17950, Operation of dairies and cheese making,8.228818690495881,9.813781191217037,10.287712379549449,7.965784284662087,11.287712379549449,10.287712379549449,8.965784284662087,12.550746785383243,10.550746785383243,11.1357092861044,10.287712379549449,14.131696223597777,0.0006293144854521423,0.0007975028590477497,0.00025552861716089307,1.267256479047625,0.40604280223631584,18,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,"Dairies, cheese making",1051
1250,2250,400,50,1750,250,700,700,1000,700,300,9350, Manufacture of grain mill products,10.287712379549449,11.1357092861044,8.643856189774725,5.643856189774724,10.77313920671969,7.965784284662087,9.451211111832329,9.451211111832329,9.965784284662087,9.451211111832329,8.228818690495881,13.19075064966236,0.0003278044812800853,0.0005582520013334248,8.176915749148579e-05,1.7030029582067814,0.24944490438988215,19,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,Grain mill products,1061
3000,7000,7000,3000,12000,7000,6000,6000,5000,6000,10000,72000, Manufacture of bread; manufacture of fresh pastry goods and cakes,11.550746785383243,12.77313920671969,12.77313920671969,11.550746785383243,13.550746785383243,12.77313920671969,12.550746785383243,12.550746785383243,12.287712379549449,12.550746785383243,13.287712379549449,16.1357092861044,0.0025242698023707102,0.0038280137234291984,0.0014309602561010013,1.516483586593658,0.5668808677888121,20,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,"Bread; pastry goods, cakes",1071
500,2500,2250,1000,5000,5000,600,2500,1000,1250,2500,24100, Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,8.965784284662087,11.287712379549449,11.1357092861044,9.965784284662087,12.287712379549449,12.287712379549449,9.228818690495881,11.287712379549449,9.965784284662087,10.287712379549449,11.287712379549449,14.556745526004686,0.0008449291977379738,0.0015950057180954993,0.00045995151088960753,1.887738904473433,0.5443669269815504,21,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,"Rusks, biscuits; preserved pastry",1072
900,3000,250,900,2000,700,1750,1000,700,2500,3500,17200," Manufacture of cocoa, chocolate and sugar confectionery",9.813781191217037,11.550746785383243,7.965784284662087,9.813781191217037,10.965784284662087,9.451211111832329,10.77313920671969,9.965784284662087,9.451211111832329,11.287712379549449,11.77313920671969,14.070120944476823,0.000603020008344114,0.0006380022872381997,5.1105723432178616e-05,1.0580118046002265,0.08474963139699848,22,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,"Cocoa, choc, sugar confectionery",1082
700,1250,175,125,1250,100,1000,800,700,450,1250,7800, Manufacture of condiments and seasonings,9.451211111832329,10.287712379549449,7.451211111832329,6.965784284662087,10.287712379549449,6.643856189774724,9.965784284662087,9.643856189774725,9.451211111832329,8.813781191217037,10.287712379549449,12.929258408636972,0.0002734625619234936,0.00039875142952387483,3.577400640252503e-05,1.458157294801594,0.13081866179741816,23,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,Condiments and seasonings,1084
1250,6000,4500,500,5000,2000,600,1000,3000,1250,1500,26600, Manufacture of prepared meals and dishes,10.287712379549449,12.550746785383243,12.1357092861044,8.965784284662087,12.287712379549449,10.965784284662087,9.228818690495881,9.965784284662087,11.550746785383243,10.287712379549449,10.550746785383243,14.699138625275914,0.0009325774547647345,0.0015950057180954993,0.0009199030217792151,1.7103198345041255,0.9864092436282229,24,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,Prepared meals and dishes,1085
1000,9000,3000,700,3500,1750,2500,1500,2250,2250,2500,29950, Manufacture of other food products n.e.c.,9.965784284662087,13.1357092861044,11.550746785383243,9.451211111832329,11.77313920671969,10.77313920671969,11.287712379549449,10.550746785383243,11.1357092861044,11.1357092861044,11.287712379549449,14.870268382563511,0.001050026119180594,0.0011165040026668495,0.0006132686811861434,1.0633106951074063,0.5840508821482634,25,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,Other food products nec,1089
1000,900,0,50,1250,700,400,1000,700,800,900,7700, Manufacture of prepared feeds for farm animals,9.965784284662087,9.813781191217037,-inf,5.643856189774724,10.287712379549449,9.451211111832329,8.643856189774725,9.965784284662087,9.451211111832329,9.643856189774725,9.813781191217037,12.910642730469625,0.00026995663164242317,0.00039875142952387483,0.0,1.4770944025262902,0.0,26,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,Prepared farm animals feeds,1091
45,10,250,125,600,8000,40,30,25,75,175,9375," Distilling, rectifying and blending of spirits",5.491853096329675,3.321928094887362,7.965784284662087,6.965784284662087,9.228818690495881,12.965784284662087,5.321928094887363,4.906890595608519,4.643856189774724,6.22881869049588,7.451211111832329,13.194602975157968,0.00032868096385035286,0.00019140068617145992,5.1105723432178616e-05,0.5823296972519647,0.15548732373635987,27,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Beverages,"Spirits distilling, rectifying etc",1101
2000,800,700,600,1750,1250,1000,1000,600,2000,2500,14200, Manufacture of beer,10.965784284662087,9.643856189774725,9.451211111832329,9.228818690495881,10.77313920671969,10.287712379549449,9.965784284662087,9.965784284662087,9.228818690495881,10.965784284662087,11.287712379549449,13.793603309279407,0.0004978420999120012,0.0005582520013334248,0.00014309602561010011,1.1213434971291132,0.28743255268165113,28,7,7,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Manufacture food, drink, tobacco",Beverages,Beer,1105
1250,900,900,300,800,1500,600,600,600,600,1750,9800, Manufacture of soft drinks; production of mineral waters and other bottled waters,10.287712379549449,9.813781191217037,9.813781191217037,8.228818690495881,9.643856189774725,10.550746785383243,9.228818690495881,9.228818690495881,9.228818690495881,9.228818690495881,10.77313920671969,13.258566033889933,0.0003435811675449022,0.0002552009148952799,0.00018398060435584302,0.7427674709846488,0.5354793036838925,29,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Beverages,Soft drinks; waters,1107
20,400,0,0,40,0,0,150,0,0,20,630, Manufacture of tobacco products,4.321928094887363,8.643856189774725,-inf,-inf,5.321928094887363,-inf,-inf,7.22881869049588,-inf,-inf,4.321928094887363,9.29920801838728,2.2087360770743714e-05,1.2760045744763995e-05,0.0,0.5777080329880602,0.0,30,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,"Manufacture food, drink, tobacco",Tobacco,Tobacco products,1200
250,1000,700,200,1250,600,175,250,35,600,1250,6310, Finishing of textiles,7.965784284662087,9.965784284662087,9.451211111832329,7.643856189774724,10.287712379549449,9.228818690495881,7.451211111832329,7.965784284662087,5.129283016944966,9.228818690495881,10.287712379549449,12.623424289869911,0.00022122420073554416,0.00039875142952387483,0.00014309602561010011,1.8024765292317646,0.6468371233089456,31,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,"Manufacture textiles, leather",Textiles ,Finishing of textiles,1330
300,100,150,0,100,175,125,1000,20,600,25,2595," Manufacture of luggage, handbags and the like, saddlery and harness",8.228818690495881,6.643856189774724,7.22881869049588,-inf,6.643856189774724,7.451211111832329,6.965784284662087,9.965784284662087,4.321928094887363,9.228818690495881,4.643856189774724,11.341518823245243,9.097889079377767e-05,3.1900114361909987e-05,3.066343405930717e-05,0.3506320431430423,0.33703899653835234,32,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Manufacture textiles, leather",Leather goods,"Luggage, handbags, bridlewear",1512
125,1750,300,0,800,10,45,100,20,50,15,3215, Manufacture of footwear,6.965784284662087,10.77313920671969,8.228818690495881,-inf,9.643856189774725,3.321928094887362,5.491853096329675,6.643856189774724,4.321928094887363,5.643856189774724,3.9068905956085187,11.650603022215309,0.00011271565853641434,0.0002552009148952799,6.132686811861434e-05,2.264112353234699,0.5440847253605128,33,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Manufacture textiles, leather",Leather goods,Footwear,1520
400,500,50,500,600,2000,400,600,450,1000,600,7100, Sawmilling and planing of wood,8.643856189774725,8.965784284662087,5.643856189774724,8.965784284662087,9.228818690495881,10.965784284662087,8.643856189774725,9.228818690495881,8.813781191217037,9.965784284662087,9.228818690495881,12.793603309279407,0.0002489210499560006,0.00019140068617145992,1.0221144686435724e-05,0.768921255174249,0.041061793240235886,34,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,1,2,4,All other Manufacturing,"Wood,cork, straw,plaiting materials","Sawmilling, planing of wood",1610
4500,6000,1500,900,2500,3000,4000,3000,1500,6000,8000,40900, Manufacture of other builders' carpentry and joinery,12.1357092861044,12.550746785383243,10.550746785383243,9.813781191217037,11.287712379549449,11.550746785383243,11.965784284662087,11.550746785383243,10.550746785383243,12.550746785383243,12.965784284662087,15.319813222716473,0.001433925484957806,0.0007975028590477497,0.0003066343405930717,0.5561675745453514,0.2138425907132089,35,5,4,3,1,7,7,2,2,2,7,4,5,5,6,5,2,0,1,2,4,All other Manufacturing,"Wood,cork, straw,plaiting materials","Other builders  carpentry, joinery",1623
450,600,350,200,300,175,600,800,175,1500,500,5650," Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting",8.813781191217037,9.228818690495881,8.451211111832329,7.643856189774724,8.228818690495881,7.451211111832329,9.228818690495881,9.643856189774725,7.451211111832329,10.550746785383243,8.965784284662087,12.464035152189913,0.00019808506088047934,9.570034308572996e-05,7.154801280505006e-05,0.48312751431302375,0.36119842903357935,36,5,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,"Wood,cork, straw,plaiting materials",Other products,1629
350,225,30,125,2500,1500,1000,900,600,600,700,8530, Manufacture of paper and paperboard,8.451211111832329,7.813781191217037,4.906890595608519,6.965784284662087,11.287712379549449,10.550746785383243,9.965784284662087,9.813781191217037,9.228818690495881,9.228818690495881,9.451211111832329,13.058330026205653,0.00029905585297530774,0.0007975028590477497,6.132686811861434e-06,2.666735498113115,0.02050682757366997,37,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,Paper and paper products,"Paper, paperboard",1712
2500,5000,125,1750,4000,2000,2000,2500,1000,1250,3000,25125, Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,11.287712379549449,12.287712379549449,6.965784284662087,10.77313920671969,11.965784284662087,10.965784284662087,10.965784284662087,11.287712379549449,9.965784284662087,10.287712379549449,11.550746785383243,14.616835975841015,0.0008808649831189457,0.0012760045744763995,2.5552861716089308e-05,1.4485813364476732,0.02900882905529102,38,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,Paper and paper products,"Corrugated paper, containers",1721
300,1000,10,400,2250,225,800,20,1250,175,20,6450, Manufacture of household and sanitary goods and of toilet requisites,8.228818690495881,9.965784284662087,3.321928094887362,8.643856189774725,11.1357092861044,7.813781191217037,9.643856189774725,4.321928094887363,10.287712379549449,7.451211111832329,4.321928094887363,12.65508344519798,0.00022613250312904278,0.0007177525731429747,2.0442289372871447e-06,3.1740354138006794,0.009039960682346505,39,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,Paper and paper products,"Household, sanitary, toilet goods",1722
300,600,125,500,700,300,350,250,75,350,500,4050, Manufacture of paper stationery,8.228818690495881,9.228818690495881,6.965784284662087,8.965784284662087,9.451211111832329,8.228818690495881,8.451211111832329,7.965784284662087,6.22881869049588,8.451211111832329,8.965784284662087,11.98370619265935,0.00014199017638335244,0.0002233008005333699,2.5552861716089308e-05,1.572649645356386,0.17996218025041652,40,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,Paper and paper products,Paper stationery,1723
1000,1750,125,800,1750,450,800,500,225,800,1250,9450, Manufacture of other articles of paper and paperboard n.e.c.,9.965784284662087,10.77313920671969,6.965784284662087,9.643856189774725,10.77313920671969,8.813781191217037,9.643856189774725,8.965784284662087,7.813781191217037,9.643856189774725,10.287712379549449,13.206098613995797,0.0003313104115611557,0.0005582520013334248,2.5552861716089308e-05,1.6849817628818422,0.07712664867874995,41,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,Paper and paper products,Other,1729
8000,10000,12000,7000,8000,3500,14000,7000,5000,6000,11000,91500, Other printing,12.965784284662087,13.287712379549449,13.550746785383243,12.77313920671969,12.965784284662087,11.77313920671969,13.77313920671969,12.77313920671969,12.287712379549449,12.550746785383243,13.425215903299383,16.481484122946128,0.003207926207179444,0.002552009148952799,0.0024530747247445738,0.7955323732950337,0.7646917560804585,42,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,Printing,Other,1812
450,900,1500,600,900,300,800,400,300,600,2000,8750, Pre-press and pre-media services,8.813781191217037,9.813781191217037,10.550746785383243,9.228818690495881,9.813781191217037,8.228818690495881,9.643856189774725,8.643856189774725,8.228818690495881,9.228818690495881,10.965784284662087,13.095067301607054,0.0003067688995936627,0.0002871010292571899,0.0003066343405930717,0.9358870134406574,0.9995613668765992,43,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,Printing,"Pre-press, pre-media services",1813
225,800,800,125,500,225,500,250,125,150,500,4200, Binding and related services,7.813781191217037,9.643856189774725,9.643856189774725,6.965784284662087,8.965784284662087,7.813781191217037,8.965784284662087,7.965784284662087,6.965784284662087,7.22881869049588,8.965784284662087,12.036173612553485,0.0001472490718049581,0.00015950057180954993,0.00016353831498297158,1.0832025618526127,1.1106237409739992,44,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,Printing,"Binding, related services",1814
125,125,20,100,1500,1250,1500,300,600,700,2250,8470, Manufacture of refined petroleum products,6.965784284662087,6.965784284662087,4.321928094887363,6.643856189774724,10.550746785383243,10.287712379549449,10.550746785383243,8.228818690495881,9.228818690495881,9.451211111832329,11.1357092861044,13.04814625421956,0.0002969522948066655,0.0004785017154286498,4.088457874574289e-06,1.611375711846862,0.013768062904636353,45,1,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Coke, refined petroleum",Refined petroleum products,1920
175,75,40,600,400,300,300,10,350,300,500,3050, Manufacture of dyes and pigments,7.451211111832329,6.22881869049588,5.321928094887363,9.228818690495881,8.643856189774725,8.228818690495881,8.228818690495881,3.321928094887362,8.451211111832329,8.228818690495881,8.965784284662087,11.57459352733761,0.00010693087357264813,0.00012760045744763995,8.176915749148579e-06,1.1932985599425505,0.07646917560804585,46,1,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Chemicals, chemical products",Dyes and pigments,2012
175,250,250,2500,1250,500,700,20,700,800,2250,9395, Manufacture of other organic basic chemicals,7.451211111832329,7.965784284662087,7.965784284662087,11.287712379549449,10.287712379549449,8.965784284662087,9.451211111832329,4.321928094887363,9.451211111832329,9.643856189774725,11.1357092861044,13.197677446307418,0.00032938214990656695,0.00039875142952387483,5.1105723432178616e-05,1.210604246881579,0.15515632357939052,47,1,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Chemicals, chemical products",Other organic basic chemicals,2014
800,800,225,800,2000,500,600,250,1000,1000,1000,8975, Manufacture of plastics in primary forms,9.643856189774725,9.643856189774725,7.813781191217037,9.643856189774725,10.965784284662087,8.965784284662087,9.228818690495881,7.965784284662087,9.965784284662087,9.965784284662087,9.965784284662087,13.131696223597777,0.00031465724272607116,0.0006380022872381997,4.5995151088960756e-05,2.0276103664761997,0.1461754088050737,48,1,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Chemicals, chemical products",Plastics in primary forms,2016
500,150,15,50,200,400,175,30,250,10,800,2580, Manufacture of pesticides and other agrochemical products,8.965784284662087,7.22881869049588,3.9068905956085187,5.643856189774724,7.643856189774724,8.643856189774725,7.451211111832329,4.906890595608519,7.965784284662087,3.321928094887362,9.643856189774725,11.333155350310616,9.04530012516171e-05,6.380022872381997e-05,3.066343405930717e-06,0.7053412030668177,0.03389985255879939,49,10,2,2,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Chemicals, chemical products","Pesticides, other agrochemical",2020
1000,800,500,1750,2500,350,1500,900,800,1500,2000,13600," Manufacture of paints, varnishes and similar coatings, printing ink and mastics",9.965784284662087,9.643856189774725,8.965784284662087,10.77313920671969,11.287712379549449,8.451211111832329,10.550746785383243,9.813781191217037,9.643856189774725,10.550746785383243,10.965784284662087,13.731319031025064,0.0004768065182255786,0.0007975028590477497,0.00010221144686435723,1.6725921910959463,0.21436671471005497,50,5,4,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Chemicals, chemical products","Paints, varnishes, printing ink etc",2030
1000,1250,300,450,4000,500,1500,225,350,700,600,10875," Manufacture of soap and detergents, cleaning and polishing preparations",9.965784284662087,10.287712379549449,8.228818690495881,8.813781191217037,11.965784284662087,8.965784284662087,10.550746785383243,7.813781191217037,8.451211111832329,9.451211111832329,9.228818690495881,13.408727780510816,0.00038126991806640935,0.0012760045744763995,6.132686811861434e-05,3.3467223979997964,0.1608489555893378,51,10,2,2,8,2,2,0,1,1,1,3,1,1,3,1,1,1,2,1,1,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Chemicals, chemical products","Soap and detergents, cleaning",2041
