StartIndust,FinalIndust,Counts
2420,2442,15
9305,5242,15
9262,5242,15
7413,5242,15
5147,5242,15
1824,5242,15
7522,5242,15
3430,4521,15
6411,4521,15
1450,4521,15
9002,4521,15
6024,9305,15
7415,9305,15
8511,9305,15
5511,7511,15
7413,7511,15
2924,8010,15
1551,8010,15
3162,8010,15
112,8010,15
9231,8010,15
6322,8010,15
2621,8010,15
6210,8010,15
2125,2121,15
5211,3530,15
8532,9261,15
8511,6024,15
5165,6024,15
1513,6024,15
2924,2912,15
5247,8532,15
7011,8532,15
7310,8532,15
7222,3320,15
2940,3430,15
7450,1582,15
8010,5030,15
6713,7521,15
9271,7415,15
4545,4525,15
5540,8513,15
5020,7420,15
7020,7420,15
9262,7420,15
8042,7420,15
6024,5153,15
5030,5153,15
5113,5153,15
8531,5248,15
7220,5248,15
5164,5248,15
5242,5224,15
1772,1822,15
5246,5245,15
5248,5511,15
7450,5511,15
6512,5511,15
6411,5530,15
1513,5530,15
5246,5530,15
5010,7484,15
8042,7484,15
7430,7484,15
7470,1581,15
5540,1581,15
8010,8520,15
5137,5227,15
7011,7450,15
7482,7450,15
4010,7450,15
7230,6420,15
8030,6603,15
7487,6603,15
8010,7440,15
141,7470,15
5147,7470,15
1513,7470,15
6412,6340,15
2442,8511,15
5245,8511,15
9302,8511,15
7032,8511,15
1513,8511,15
7412,7020,15
6512,7020,15
6420,5164,15
8010,112,15
8010,5165,15
7450,5165,15
8042,7412,15
5530,6330,15
7020,6330,15
8042,9262,15
9305,4531,15
7511,4531,15
3120,4531,15
2121,5156,15
3120,6312,15
5154,6312,15
2840,2811,15
5242,9133,15
5552,9133,15
7420,5147,15
7470,5147,15
5190,5147,15
2912,2513,15
2222,5540,15
4531,5540,15
5139,5540,15
5155,2414,15
7524,6512,15
7260,6512,15
8531,7411,15
5248,7411,15
5530,7411,15
7440,7411,15
8512,5211,15
1822,5211,15
6603,5211,15
6340,5211,15
5142,5211,15
5146,5211,15
9302,5211,15
6210,5211,15
2710,5152,15
7450,2875,15
5010,4544,15
7450,3150,15
7011,2922,15
7511,7460,15
9262,7460,15
5145,9302,15
6330,7414,15
9231,7414,15
2417,2416,15
7415,8514,15
7414,8514,15
5212,8514,15
5552,8514,15
2441,8514,15
5242,8042,15
5030,4533,15
7415,6601,15
6712,6601,15
7420,7011,15
5540,7011,15
5211,7011,15
6412,6411,15
5135,5139,15
7470,7512,15
3230,7310,15
1571,5121,15
2451,2452,15
6420,7524,15
7450,1533,15
3612,2030,15
2010,2030,15
5211,7032,15
7522,7032,15
8030,6720,15
7222,6720,15
2212,9240,15
5211,7481,15
9211,7481,15
5248,7230,15
5248,5261,15
3002,7260,15
4531,4523,15
9262,9272,15
5552,9271,15
7450,6322,15
7415,2430,15
7487,5552,15
7413,7530,15
6411,7530,15
5245,5246,15
124,1512,15
7222,7240,15
4013,4100,15
2030,3613,15
5010,5040,15
6024,5133,15
1561,1587,15
1120,4010,15
5242,7522,15
6330,6023,15
5020,7110,15
5540,7110,15
3130,3220,15
9252,9251,15
7415,2441,15
7415,2932,15
1543,1589,15
3320,3330,15
3120,3330,15
8010,9303,15
5540,5225,15
5164,5114,15
7032,3511,15
5540,5134,15
2862,2745,15
2811,2710,15
1754,1724,15
8010,6210,15
7450,7525,15
8511,7525,15
7123,6220,15
8030,7523,15
1513,1531,15
5271,5274,15
1430,1430,15
2624,2624,15
5530,7487,15
3320,5187,15
5165,5184,15
4521,7222,15
8010,7486,15
5010,8531,14
7220,8030,14
5510,8030,14
7415,8022,14
7512,8022,14
8511,7220,14
3310,2442,14
7460,5242,14
2523,4521,14
2710,4521,14
8531,9305,14
9262,9305,14
5224,7511,14
6603,7511,14
7414,7511,14
6601,7511,14
7011,7511,14
2121,8010,14
2523,8010,14
5164,8010,14
5131,8010,14
7481,8010,14
1512,8010,14
4100,8010,14
2522,2121,14
7482,2121,14
2911,3530,14
6220,3530,14
4521,9261,14
8021,9261,14
5146,6024,14
5261,6024,14
3663,2524,14
5211,2524,14
4525,2852,14
7415,2912,14
8010,3320,14
2862,3320,14
3310,3320,14
3110,3430,14
7484,8512,14
7512,8512,14
5153,5030,14
2911,5030,14
2821,2924,14
6021,5010,14
5212,5010,14
5165,3120,14
2956,3120,14
2112,2521,14
5247,7415,14
3161,7415,14
5153,2612,14
5010,7420,14
3162,7420,14
7412,7420,14
7460,7420,14
4523,7420,14
4010,7420,14
2430,5153,14
5190,5153,14
1822,1823,14
5170,5248,14
5050,5248,14
8511,5224,14
1513,1584,14
5244,5245,14
7020,8021,14
7414,8021,14
8030,5511,14
9261,5511,14
7450,2213,14
7440,2213,14
5050,5530,14
6411,6412,14
5020,7484,14
8512,7484,14
2213,7484,14
4531,7484,14
7260,7484,14
5272,7140,14
2522,7450,14
7132,7450,14
5233,7450,14
6712,7450,14
3612,7450,14
5010,6603,14
7420,6603,14
5511,6603,14
6420,6603,14
7484,2222,14
5241,1740,14
7411,7470,14
7512,7470,14
6021,7470,14
6024,8511,14
6322,8511,14
2621,8511,14
7222,8511,14
7487,7020,14
6312,5142,14
5211,5142,14
2414,5165,14
2922,5165,14
7220,7412,14
4521,7412,14
8512,7412,14
7020,7412,14
6023,6330,14
5242,4531,14
5248,4531,14
8511,4531,14
5139,6312,14
8010,2811,14
2862,2811,14
3420,2811,14
9305,9133,14
5211,5131,14
6024,5147,14
2213,5147,14
5261,5147,14
5165,5540,14
9272,5540,14
7530,5540,14
2466,2414,14
2417,2414,14
4010,3110,14
8531,6512,14
4521,6512,14
8512,6512,14
7420,6512,14
7140,6512,14
7470,6512,14
7020,6512,14
9302,6512,14
8514,6512,14
5233,6512,14
4521,7411,14
7523,7411,14
2442,3310,14
2852,5211,14
1582,5211,14
5153,5211,14
5154,5211,14
9213,5211,14
9272,5211,14
5263,5211,14
2621,5211,14
5157,5152,14
7450,5154,14
5246,5154,14
5161,5154,14
3430,2922,14
1740,5241,14
5242,7460,14
5170,5146,14
5147,5146,14
5248,9302,14
1740,5244,14
6024,7414,14
5245,7414,14
6523,7414,14
7260,7414,14
2412,2416,14
5248,4533,14
7415,7011,14
7512,7011,14
8030,6411,14
5530,6411,14
1551,5139,14
5540,5139,14
3002,7250,14
4521,7512,14
5211,7310,14
8030,7031,14
5530,7031,14
5512,5512,14
8010,9304,14
8532,7524,14
5530,7524,14
7411,7524,14
5552,7524,14
7530,7524,14
1561,1533,14
6411,6021,14
7484,6110,14
6322,6110,14
6330,6522,14
7110,6522,14
4525,4542,14
5530,6720,14
6522,6720,14
5212,6720,14
5212,6713,14
7513,6713,14
8512,5212,14
5224,5212,14
9271,5212,14
7512,9112,14
6720,6712,14
5211,9301,14
7522,7230,14
1533,1520,14
2466,2320,14
1533,1513,14
7415,5261,14
7414,5261,14
7240,7260,14
7487,7260,14
8531,9271,14
7511,9271,14
7415,9271,14
5153,2430,14
8022,5552,14
5540,7530,14
7470,5246,14
6512,5246,14
9271,7134,14
7415,2112,14
1589,1587,14
7220,4010,14
5242,9220,14
8010,9220,14
7415,9220,14
7414,9220,14
2112,2122,14
3350,3350,14
1725,2125,14
7414,5151,14
5211,6323,14
8010,9132,14
3614,3615,14
7415,5145,14
7450,6210,14
6323,6210,14
5124,5124,14
6321,6010,14
7450,7513,14
1543,1543,14
1721,1723,14
2661,1411,14
1588,1588,14
7511,5510,14
5242,7487,14
8010,5190,14
7450,5190,14
7415,5187,14
5211,5187,14
7450,5184,14
7260,5184,14
7511,7222,14
5540,7222,14
5147,5185,14
6512,7486,14
9003,9003,14
9261,8531,13
7031,8531,13
7487,8030,13
5552,8022,13
7222,8022,13
7110,5020,13
8030,2442,13
7420,2442,13
2452,2442,13
1771,2442,13
5231,5242,13
5020,4521,13
6021,4521,13
7220,9305,13
5242,9305,13
7511,9305,13
6720,7511,13
7487,7511,13
1822,8010,13
9304,8010,13
3230,8010,13
9253,8010,13
6522,8010,13
5250,8010,13
5187,8010,13
3511,3530,13
141,9261,13
7450,9261,13
141,6024,13
6512,6024,13
7414,6024,13
5161,6024,13
1740,2524,13
5020,2852,13
3320,2852,13
2924,2852,13
2914,2852,13
2940,2912,13
3120,2912,13
5010,8532,13
8513,8532,13
5224,8532,13
5244,8532,13
7032,8532,13
9271,8532,13
7450,3611,13
2971,3430,13
2911,3430,13
1533,1582,13
5132,5222,13
5552,8512,13
5540,5030,13
5182,5030,13
8532,5010,13
5245,5010,13
2852,3120,13
3002,3120,13
3130,3120,13
2640,2521,13
2524,7415,13
3320,7415,13
2521,7415,13
2742,7415,13
5146,7415,13
8042,7415,13
2320,7415,13
5246,7415,13
1910,7415,13
7470,4525,13
2523,2612,13
3410,7420,13
5540,5153,13
6024,5248,13
7412,5248,13
9302,5248,13
3340,5248,13
7414,5248,13
5233,5248,13
5540,5224,13
1581,1584,13
5248,8021,13
5530,8021,13
8532,5511,13
9220,2213,13
4521,5530,13
7470,6412,13
8531,7484,13
7483,7484,13
9231,7484,13
6720,7484,13
6323,7484,13
7210,7484,13
8010,130,13
9301,7140,13
8010,9000,13
5224,7450,13
3230,7450,13
2971,7450,13
3320,6420,13
8511,6420,13
6330,6420,13
8042,6420,13
5184,6420,13
7415,6603,13
7511,7440,13
7411,7440,13
2875,2222,13
8512,7470,13
1740,7470,13
6340,7470,13
6210,6340,13
7415,5162,13
5114,5162,13
3320,8511,13
2213,8511,13
2222,8511,13
5242,7020,13
5248,7020,13
7415,5142,13
5248,5142,13
7484,5164,13
3001,5164,13
5153,5144,13
3320,5165,13
4531,5165,13
8531,7412,13
8532,7412,13
5530,7412,13
8030,6330,13
5247,6330,13
7414,6330,13
8531,9262,13
3410,9262,13
5245,4531,13
2923,4531,13
4523,4531,13
5147,5156,13
5142,6312,13
2414,6312,13
5212,6312,13
5261,6312,13
2821,2811,13
8022,9133,13
5530,9133,13
7415,7413,13
7460,7413,13
5242,5147,13
2524,5147,13
5143,5147,13
3640,5147,13
3430,2513,13
6312,5540,13
6601,5540,13
2212,5540,13
5540,7132,13
2213,6512,13
5139,6512,13
4010,6512,13
3410,6512,13
7220,7411,13
2524,3310,13
3162,3310,13
3663,5211,13
3611,5211,13
1823,5211,13
130,5211,13
1740,5211,13
5131,5211,13
7525,5211,13
8010,5143,13
4521,5154,13
2956,2922,13
2960,2922,13
5242,5241,13
8532,7460,13
5511,7460,13
6411,7460,13
5510,7460,13
5232,5146,13
6024,5244,13
5245,5244,13
5151,5244,13
1740,5141,13
9133,8514,13
7470,8042,13
4525,4533,13
5154,4533,13
2956,3002,13
5248,6601,13
7411,6601,13
5212,6601,13
7450,7011,13
5139,6411,13
5261,6411,13
6312,5139,13
6512,5139,13
7530,7512,13
6420,7310,13
4020,7310,13
7415,7031,13
6713,7031,13
8531,7524,13
2524,2923,13
2523,2030,13
1533,1561,13
5242,6021,13
5010,6021,13
8010,9213,13
5540,7032,13
8010,5243,13
7470,5243,13
5142,5243,13
8010,6522,13
6024,6522,13
6523,6522,13
5242,6720,13
6330,6720,13
6330,6713,13
7222,6713,13
6024,5212,13
7530,5212,13
7412,9112,13
6603,6712,13
7440,5261,13
5540,5261,13
6512,5261,13
9213,9271,13
4100,6322,13
2320,2430,13
4521,5552,13
9133,5552,13
1513,5552,13
130,1512,13
7260,7240,13
4521,4100,13
2952,2722,13
4542,3612,13
5245,4010,13
5165,4010,13
2125,2122,13
2111,2122,13
2416,2420,13
5552,7522,13
4523,1421,13
3162,3220,13
1512,1511,13
2923,2971,13
5030,5151,13
5248,5151,13
3162,3210,13
5165,3210,13
3110,3210,13
6220,6323,13
5030,3410,13
5010,3410,13
5247,2212,13
8532,9132,13
3430,2911,13
7420,3520,13
3110,3520,13
7450,7210,13
2875,2744,13
1725,1724,13
5530,6210,13
9231,9232,13
9262,7525,13
8531,7523,13
6512,7523,13
2742,2412,13
2413,2412,13
7525,7513,13
2442,5232,13
2665,2665,13
2465,2465,13
8010,7514,13
4020,1110,13
8532,9500,13
8022,7487,13
6411,7487,13
5010,5187,13
7134,5187,13
3210,5187,13
5510,7222,13
7470,9002,13
7415,4013,13
7440,7486,13
7411,8531,12
3410,8030,12
2212,8030,12
7220,8022,12
5511,8022,12
7412,8022,12
3430,5020,12
8511,5020,12
6412,7220,12
2412,2442,12
6024,5242,12
5511,5242,12
8021,4521,12
141,4521,12
4534,4521,12
1120,4521,12
7460,9305,12
7220,7511,12
9305,7511,12
2222,7511,12
5262,8010,12
6321,8010,12
4545,8010,12
9132,8010,12
2830,3530,12
5242,9261,12
8512,9261,12
7420,9261,12
7512,9261,12
9271,9261,12
2666,2661,12
7131,7131,12
9305,6024,12
5050,6024,12
5131,6024,12
5244,6024,12
3161,2524,12
2952,2852,12
4533,2852,12
6024,5170,12
1730,1772,12
2213,8532,12
2211,8532,12
2524,3320,12
2912,3320,12
3120,3320,12
3110,3320,12
2742,3430,12
5165,3430,12
5211,3430,12
9261,8512,12
5231,8512,12
9133,8512,12
7487,8512,12
5244,3614,12
3615,3614,12
3161,5030,12
2521,2924,12
2732,2924,12
5511,5010,12
7470,5010,12
6330,5010,12
6312,5010,12
4531,3120,12
2030,2020,12
1551,7415,12
5224,7415,12
8021,7415,12
2213,7415,12
1513,7415,12
7487,7415,12
6024,4525,12
2852,4525,12
4531,4525,12
9261,7420,12
9133,7420,12
8514,7420,12
6601,7420,12
5552,7420,12
2612,5153,12
3612,5153,12
6024,4550,12
7133,5248,12
9271,5248,12
5250,5248,12
7222,5248,12
1572,1584,12
1821,1822,12
5020,5050,12
8030,2213,12
5540,2213,12
2442,7484,12
5164,7484,12
112,111,12
112,130,12
1561,1581,12
5552,1581,12
1585,1581,12
5242,5231,12
8512,5231,12
1823,7450,12
5050,7450,12
5154,7450,12
2416,7450,12
3210,7450,12
7523,7450,12
7415,2523,12
4543,2523,12
6601,6420,12
5246,6420,12
2212,6420,12
5530,7440,12
5147,7440,12
7260,7440,12
2524,2222,12
2521,2222,12
1730,2222,12
6512,2222,12
7481,2222,12
3430,7470,12
5050,8511,12
4531,8511,12
2452,8511,12
6522,8511,12
3210,8511,12
6210,8511,12
5530,7020,12
7460,7020,12
6512,5164,12
5211,9131,12
3120,5165,12
7484,5165,12
5164,5165,12
7413,5165,12
5211,5165,12
5248,7412,12
5523,6330,12
8022,9262,12
2852,9262,12
7415,9262,12
7440,9262,12
5261,9262,12
9271,9262,12
2924,4531,12
5511,4531,12
7484,5156,12
4521,6312,12
5530,6312,12
5147,6312,12
5244,6312,12
2710,2811,12
6603,9133,12
9262,9133,12
7121,9133,12
7450,2211,12
5540,2211,12
5211,2211,12
7220,7413,12
8532,7413,12
7530,7413,12
2875,5147,12
3622,5147,12
5153,5540,12
1822,5540,12
2523,5540,12
7031,5540,12
9133,7121,12
3430,3110,12
5143,3110,12
2524,2956,12
2953,2956,12
2811,7132,12
6024,6512,12
6412,6512,12
2222,6512,12
8042,6512,12
2212,6512,12
7470,7411,12
6330,7411,12
2416,2640,12
7220,5211,12
2442,5211,12
2213,5211,12
7132,5211,12
3230,5211,12
3220,5211,12
2971,5211,12
7222,5211,12
5147,5143,12
5211,5143,12
2812,2875,12
5248,7460,12
5530,7460,12
2875,2874,12
5119,5146,12
5242,9302,12
8010,9302,12
9262,5244,12
2613,5244,12
5248,3340,12
5211,3340,12
9261,7414,12
4533,7414,12
7524,7414,12
8513,8514,12
7420,8514,12
7140,8514,12
3310,8514,12
7524,8042,12
5212,8042,12
9111,8042,12
7220,3002,12
3663,3002,12
8511,6601,12
7484,7011,12
6420,6411,12
6601,6411,12
5132,5139,12
6512,7250,12
7032,7512,12
5248,5121,12
6720,7031,12
5511,5512,12
5540,9304,12
7450,3230,12
5165,3230,12
3110,3161,12
6024,7524,12
5248,7524,12
7412,7524,12
9262,7524,12
8514,7524,12
6601,7524,12
9251,7524,12
1581,1533,12
9272,9253,12
7450,2923,12
3410,2754,12
1582,1561,12
1571,1561,12
1589,1561,12
5050,6021,12
5211,9231,12
5131,7482,12
5248,6522,12
7140,6522,12
7412,6522,12
5540,6522,12
6521,6522,12
5212,6522,12
4534,4542,12
7415,6713,12
5540,6713,12
5511,5212,12
7411,5212,12
8514,5212,12
8042,5212,12
8042,9112,12
7222,6712,12
5211,7230,12
8010,1520,12
5133,1513,12
6522,5261,12
8030,7260,12
7511,7260,12
8030,9271,12
9261,9271,12
5244,5552,12
8030,7530,12
4521,5246,12
3614,3613,12
9112,9111,12
5156,2112,12
2125,2112,12
7511,9220,12
5155,2451,12
8010,6023,12
6024,7110,12
5211,7110,12
5165,3220,12
8030,9251,12
7513,7430,12
3320,2913,12
2914,2913,12
8010,5522,12
1581,1589,12
7430,1589,12
2521,2125,12
6330,2212,12
6512,2212,12
7420,2911,12
7450,2911,12
7420,3511,12
1712,1751,12
7450,5134,12
1591,5134,12
2722,2710,12
2030,2010,12
5242,6210,12
6340,6210,12
2416,2417,12
8531,5250,12
6210,6311,12
7415,1412,12
1730,1721,12
7450,1120,12
1715,1715,12
4512,4512,12
7415,1583,12
7012,7012,12
2664,2664,12
6512,5510,12
5523,5510,12
2213,7487,12
6603,7487,12
2222,7487,12
7020,7487,12
7310,7487,12
7031,7487,12
6713,7487,12
1421,7487,12
5187,7487,12
8010,5187,12
5248,5187,12
2943,2943,12
8022,7222,12
5530,7222,12
6312,7222,12
3220,7222,12
3230,5186,12
6024,9002,12
5242,4013,12
6603,8531,11
7412,8531,11
5146,8531,11
5010,8030,11
2213,8030,11
5147,8030,11
7230,8030,11
5248,8022,11
5510,8022,11
2852,5020,11
7420,5020,11
6522,7220,11
5224,5242,11
7020,5242,11
5010,4521,11
5165,4521,11
7411,4521,11
5244,4521,11
6601,4521,11
7512,4521,11
7134,4521,11
1421,4521,11
3410,4521,11
9133,9305,11
5020,7511,11
201,7511,11
7031,7511,11
2442,8010,11
130,8010,11
2875,8010,11
5146,8010,11
3002,8010,11
9233,8010,11
6010,8010,11
8010,2121,11
5156,2121,11
2840,3530,11
2956,3530,11
5242,6024,11
3420,6024,11
5134,6024,11
7525,6024,11
8010,2524,11
3320,2524,11
7470,2524,11
2956,2524,11
2615,2524,11
2614,2524,11
3663,2852,11
2953,2852,11
5245,8532,11
6603,8532,11
5147,8532,11
6411,8532,11
6523,8532,11
6713,8532,11
9112,8532,11
9132,8532,11
5510,8532,11
5530,3320,11
5211,3320,11
7470,3430,11
5540,3430,11
2922,3430,11
2874,3430,11
1561,1582,11
4542,2812,11
5187,2952,11
8021,8512,11
7411,8512,11
6024,5030,11
7415,5030,11
5212,5030,11
8531,5010,11
3420,5010,11
5187,5010,11
3330,3120,11
2924,2521,11
2614,2521,11
8022,7415,11
2121,7415,11
2523,7415,11
6411,7415,11
6720,7415,11
5134,7415,11
5540,4525,11
8532,8513,11
2912,7420,11
5165,7420,11
7512,7420,11
4542,7420,11
7230,7420,11
5246,7420,11
7470,5153,11
7132,5153,11
4542,5153,11
1771,1823,11
7420,5248,11
5153,5248,11
1581,5248,11
112,5248,11
9133,5248,11
5121,5248,11
7031,5248,11
5122,5248,11
7470,5224,11
2523,2522,11
7220,5245,11
4010,5245,11
5540,5050,11
9261,8021,11
2932,5166,11
7415,5511,11
7484,5511,11
5147,2213,11
2215,2213,11
7487,2213,11
5247,5530,11
7020,5530,11
7415,6412,11
5530,6412,11
6110,6412,11
6603,7484,11
2682,7484,11
121,130,11
5248,5231,11
8010,5227,11
7450,9000,11
2121,7450,11
2912,7450,11
112,7450,11
2922,7450,11
4542,7450,11
4100,7450,11
3615,7450,11
5190,7450,11
5211,2523,11
9305,6420,11
3162,6420,11
5143,6420,11
7250,6420,11
7210,6420,11
7220,6603,11
7511,6603,11
8042,6603,11
8532,7440,11
6512,7440,11
7414,2222,11
7470,1740,11
5141,1740,11
1725,1740,11
2524,7470,11
4525,7470,11
9000,7470,11
2222,7470,11
7412,7470,11
5010,6340,11
5020,8511,11
2524,8511,11
6412,8511,11
5227,8511,11
9301,8511,11
9272,8511,11
5225,8511,11
8022,7020,11
6021,7020,11
5212,7020,11
2924,3162,11
3120,3162,11
6312,5164,11
7414,5164,11
5153,5165,11
2524,7412,11
6420,7412,11
7470,7412,11
7032,7412,11
5010,6330,11
5248,6330,11
8511,6330,11
7411,9262,11
7460,9262,11
7414,9262,11
7487,9262,11
7484,4531,11
7487,4531,11
2112,5156,11
3320,2862,11
5170,6312,11
1581,6312,11
5190,6312,11
3530,2811,11
6024,2811,11
2523,2811,11
7134,2811,11
4521,9133,11
8512,9133,11
7415,9133,11
9253,9133,11
7440,2211,11
2215,2211,11
8010,5131,11
5221,5131,11
5030,5147,11
5530,5147,11
3614,5540,11
7222,5540,11
3162,3110,11
3530,2956,11
2875,2956,11
3002,2956,11
4525,7132,11
5164,6512,11
6601,7411,11
2452,7411,11
9112,7411,11
7530,7411,11
3430,3310,11
9131,5211,11
3150,5211,11
7032,5211,11
3210,5211,11
2231,5143,11
7415,5152,11
2873,2875,11
2924,2875,11
2222,2875,11
2953,2875,11
4525,4544,11
7470,5154,11
5211,3150,11
2875,3150,11
2924,2922,11
7470,2851,11
1772,1824,11
7524,7460,11
5211,5146,11
2416,5146,11
7415,5244,11
8511,5244,11
6512,5244,11
5261,5244,11
8531,7414,11
5164,7414,11
8022,8514,11
4521,8514,11
8021,8514,11
7420,8042,11
5248,8042,11
9262,8042,11
5245,4533,11
5165,4533,11
6512,4533,11
5242,6601,11
5530,6601,11
2822,2830,11
8531,6411,11
5242,6411,11
9262,6411,11
9271,6411,11
7484,7512,11
6512,7512,11
5212,7512,11
9232,7512,11
5530,7310,11
5248,7031,11
5245,7031,11
2524,3230,11
3320,3230,11
6603,7524,11
6720,7524,11
7230,7524,11
8010,2030,11
2020,2030,11
5530,6021,11
6512,6521,11
6711,6523,11
7470,9213,11
6120,6110,11
4533,7032,11
7450,5243,11
1930,5243,11
5154,2863,11
7415,6522,11
1542,1542,11
8010,4542,11
7420,4542,11
5211,4542,11
7511,6720,11
8532,6720,11
5245,6720,11
8511,6713,11
5164,6713,11
7411,6713,11
1581,5212,11
1740,5212,11
9302,5212,11
5523,5212,11
5225,5212,11
8532,9112,11
7487,9112,11
8511,7230,11
1581,1520,11
5222,1513,11
1584,1513,11
5552,1513,11
5247,5261,11
5246,5261,11
7250,7260,11
7210,7260,11
5184,7260,11
6024,6321,11
7420,6321,11
5211,6321,11
7420,4523,11
7414,4523,11
8030,9272,11
5020,3420,11
8010,3420,11
5010,3420,11
5212,9271,11
9262,6322,11
3663,2430,11
7450,2430,11
9261,5552,11
7460,5552,11
9301,5552,11
5245,5272,11
7020,5523,11
5242,7530,11
9271,7530,11
5248,5122,11
7415,5246,11
2852,2914,11
1411,2663,11
5170,3612,11
6420,4010,11
5211,4010,11
5248,5221,11
7530,7522,11
7121,7110,11
8030,7430,11
5143,2971,11
2971,2932,11
4533,4534,11
8511,6022,11
7415,2953,11
2956,2953,11
8010,5225,11
3530,6323,11
2222,2212,11
6024,1596,11
8010,3511,11
6420,7210,11
5248,3622,11
8532,9252,11
5248,9252,11
5211,9252,11
5212,6210,11
7513,7525,11
5248,7523,11
8021,7523,11
7522,7523,11
1713,1712,11
6322,6311,11
7414,7513,11
8030,7320,11
5146,5118,11
7420,4030,11
7122,7122,11
150,150,11
6523,6711,11
7450,9500,11
6330,5510,11
8042,5510,11
3320,7487,11
8021,7487,11
6412,7487,11
7530,7487,11
5153,5187,11
3150,5187,11
5190,5187,11
7440,7222,11
8042,7222,11
5181,5181,11
3120,5186,11
7511,9002,11
9001,9002,11
5261,7486,11
5510,7486,11
7420,8531,10
5246,8531,10
9132,8531,10
2222,8030,10
4531,8030,10
2211,8030,10
9302,8030,10
7513,8030,10
5530,8022,10
6512,8022,10
4521,5020,10
9133,5020,10
3410,5020,10
5540,7220,10
5261,7220,10
7240,7220,10
5134,1598,10
8042,5242,10
3614,4521,10
5030,4521,10
5245,4521,10
5147,4521,10
1513,4521,10
7530,4521,10
7413,9305,10
7011,9305,10
1822,7511,10
5245,7511,10
8520,7511,10
5246,7511,10
2212,7511,10
9232,7511,10
1772,8010,10
3611,8010,10
3614,8010,10
3120,8010,10
1584,8010,10
2513,8010,10
7132,8010,10
2922,8010,10
5241,8010,10
2851,8010,10
7250,8010,10
3420,8010,10
6023,8010,10
9234,8010,10
7450,2121,10
8010,3530,10
2524,3530,10
5540,3530,10
7260,3530,10
9133,9261,10
7414,9261,10
8042,9261,10
5510,9261,10
2912,6024,10
5248,6024,10
7110,6024,10
6311,6024,10
2416,2466,10
2912,2524,10
2840,2524,10
3120,2524,10
3130,2524,10
2681,2524,10
8010,2852,10
5540,2852,10
2851,2852,10
5511,5170,10
5540,5170,10
7415,3663,10
5190,3663,10
3530,2912,10
3320,2912,10
6330,8532,10
6601,8532,10
3612,3611,10
2956,2940,10
2852,3320,10
3430,3320,10
6420,3320,10
3530,2840,10
7450,2840,10
2862,2840,10
8030,3430,10
3320,3430,10
1751,3430,10
5224,5222,10
7420,8512,10
6330,8512,10
5146,8512,10
3613,3614,10
5530,5030,10
7470,5030,10
2922,5030,10
7525,2924,10
5187,2924,10
7121,5010,10
4533,5010,10
7524,5010,10
8010,3120,10
7450,2521,10
2956,2521,10
2922,7415,10
3340,7415,10
5141,7415,10
6601,7415,10
2621,7415,10
2830,4525,10
2030,2612,10
5212,8513,10
6024,7420,10
5511,7420,10
113,7420,10
2911,7420,10
6412,5153,10
6312,5153,10
1772,1823,10
9261,5248,10
3002,5248,10
6522,5248,10
5225,5248,10
5118,5248,10
8532,5224,10
5212,5224,10
7450,1584,10
2742,2522,10
7140,5245,10
8511,5245,10
7414,5245,10
8511,5050,10
8512,8021,10
7411,8021,10
9233,5511,10
2222,5247,10
6512,5247,10
5226,5247,10
5212,2213,10
2524,5530,10
5245,5530,10
6330,5530,10
5244,5530,10
5153,7484,10
5530,7484,10
3002,7484,10
7450,7140,10
4511,9000,10
1822,7450,10
141,7450,10
2875,7450,10
1533,7450,10
9301,7450,10
2430,7450,10
3220,7450,10
5187,7450,10
7420,6420,10
2222,6420,10
7411,6420,10
5244,6420,10
6522,6420,10
5530,6603,10
7222,7440,10
9305,2222,10
7440,2222,10
5164,2222,10
2212,2222,10
1730,1740,10
5244,1740,10
3110,7470,10
6512,7470,10
9213,7470,10
7134,7470,10
7484,6340,10
7440,8511,10
5139,8511,10
7260,8511,10
7525,8511,10
7320,8511,10
9500,8511,10
9261,7020,10
7411,7020,10
5165,3162,10
4521,5142,10
5212,5142,10
3320,5164,10
5211,5164,10
7470,5144,10
5147,5144,10
5511,7412,10
5164,7412,10
8531,6330,10
8532,6330,10
6411,9262,10
7522,9262,10
7523,9262,10
7470,4531,10
2863,4531,10
5246,4531,10
3220,4531,10
5170,5156,10
2840,2862,10
2811,2862,10
5153,6312,10
7470,6312,10
2924,2811,10
5153,2811,10
3162,2811,10
5211,2811,10
2923,2811,10
3612,2811,10
2932,2811,10
3511,2811,10
142,9133,10
7411,9133,10
6720,9133,10
7487,9133,10
5242,7413,10
9305,7413,10
3663,5147,10
8532,5147,10
3611,5147,10
3614,5147,10
8511,5147,10
3650,5147,10
2123,5147,10
5134,5147,10
5118,5147,10
5184,5147,10
7222,5147,10
2852,5540,10
5170,5540,10
5131,5540,10
1824,5540,10
2952,2414,10
3530,3110,10
5170,3110,10
7420,3110,10
6420,3110,10
7450,2956,10
4533,6512,10
3210,6512,10
5248,7133,10
5164,7133,10
9305,7411,10
2213,7411,10
9133,7411,10
5552,7411,10
7222,7411,10
2661,2640,10
8514,3310,10
2521,5211,10
3110,5211,10
4533,5211,10
6522,5211,10
5187,5143,10
5154,5152,10
4542,4544,10
7415,5154,10
5248,5154,10
7484,5154,10
2862,5154,10
4533,5154,10
2524,3150,10
3162,2922,10
6312,5241,10
5244,5241,10
5142,1824,10
7420,7460,10
6412,7460,10
6312,7460,10
5147,7460,10
