"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"66","3811","8520",-0.25360352879505,"Non-hazardous waste collection","Primary","Waste","Education","Utilities, sewerage, waste and recycling","Government administrative functions, Education, Health",10
"67","8720","8520",-0.463828189347326,"Learning, mental, substance abuse","Primary","Residential care activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",13
"68","4762","8520",-0.288400345185182,"Newspapers, stationery","Primary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",15
"69","4764","8520",-0.235332534639001,"Sporting equipment","Primary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",22
"70","4322","8520",-0.0224784895301128,"Plumbing, heat, air con inst","Primary","Specialised activities","Education","Construction (including development of real estate)","Government administrative functions, Education, Health",14
"71","9602","8520",-0.153019749936963,"Hairdressing, beauty treatment","Primary","Other personal service activities","Education","Other Service activities","Government administrative functions, Education, Health",11
"72","7010","8520",-0.482173396615874,"Head office activities","Primary","Head offices; mgment consultancy","Education","Business services","Government administrative functions, Education, Health",12
"73","8220","8520",-0.494268478756851,"Activities of call centres","Primary","Office admin, business support","Education","Business services","Government administrative functions, Education, Health",12
"74","9700","8520",0.468503647259341,"Households as employers","Primary","Domestic personnel employment","Education","Other Service activities","Government administrative functions, Education, Health",105
"75","8623","8520",0.0563159476965046,"Dental practices","Primary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",12
"76","9609","8520",0.166385927563825,"Other","Primary","Other personal service activities","Education","Other Service activities","Government administrative functions, Education, Health",29
"77","9491","8520",0.366838744522252,"Religious organisations","Primary","Membership organisations activities","Education","Other Service activities","Government administrative functions, Education, Health",22
"78","8541","8520",0.208969621491566,"Post-secondary non-tertiary","Primary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",32
"79","5629","8520",-0.354229468441276,"Other food service","Primary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",30
"80","7490","8520",0.0751040692656261,"Other","Primary","Other professional, scientific/tech","Education","Business services","Government administrative functions, Education, Health",30
"81","4791","8520",-0.138007809002147,"Via mail order houses, Internet","Primary","Other retail","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",14
"82","6420","8520",-0.3180890119954,"Holding companies activities","Primary","Financial, insurance, pension","Education","Business services","Government administrative functions, Education, Health",10
"83","8129","8520",-0.110454724169912,"Other cleaning activities","Primary","Buildings, landscape activities","Education","Business services","Government administrative functions, Education, Health",11
"84","8510","8520",0.552826756289041,"Pre-primary","Primary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",46
"85","4211","8520",0.38246956894968,"Roads, motorways","Primary","Civil engineering","Education","Construction (including development of real estate)","Government administrative functions, Education, Health",10
"86","9313","8520",0.322123169210834,"Fitness facilities","Primary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",13
"87","9104","8520",0.524423367046092,"Botanical/zoo gardens/reserves","Primary","Libraries, archives, museums","Education","Other Service activities","Government administrative functions, Education, Health",11
"88","9102","8520",0.280779790850798,"Museum activities","Primary","Libraries, archives, museums","Education","Other Service activities","Government administrative functions, Education, Health",10
"89","9001","8520",0.566968283232786,"Performing arts","Primary","Creative, arts and entertainment","Education","Other Service activities","Government administrative functions, Education, Health",14
"90","8122","8520",0.211991234269493,"Other industrial cleaning","Primary","Buildings, landscape activities","Education","Business services","Government administrative functions, Education, Health",10
"91","9319","8520",0.499783408987328,"Other sports activities","Primary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",10
"92","9329","8520",0.596013382571687,"Other amusement, recreation","Primary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",11
"93","9004","8520",0.371179633613774,"Operation of arts facilities","Primary","Creative, arts and entertainment","Education","Other Service activities","Government administrative functions, Education, Health",10
"94","9101","8520",0.693869773593957,"Library and archive activities","Primary","Libraries, archives, museums","Education","Other Service activities","Government administrative functions, Education, Health",16
"95","8560","8520",0.383707948320367,"Educational support activities","Primary","Other education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"96","8520","8610",-0.628637101507878,"Primary","Hospital activities","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",246
"97","8610","8610",1,"Hospital activities","Hospital activities","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",7737
"98","6419","8610",-0.857979662077091,"Other monetary intermediation","Hospital activities","Financial, insurance, pension","Human health activities","Business services","Government administrative functions, Education, Health",22
"99","4711","8610",-0.583539929047792,"Food, beverages, tobacco mainly","Hospital activities","Non specialised retail stores","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",102
"100","4771","8610",-0.55846505428032,"Clothing","Hospital activities","Specialised retail - other","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",64
"101","7820","8610",0.213519672606646,"Temporary employment agencies","Hospital activities","Employment activities","Human health activities","Business services","Government administrative functions, Education, Health",446
"102","5610","8610",-0.591695437833625,"Restaurants, mobile food service","Hospital activities","Food, beverage service","Human health activities","Other Service activities","Government administrative functions, Education, Health",55
"103","8411","8610",-0.798163205606791,"General public administration","Hospital activities","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",25
"104","8690","8610",0.672251384231062,"Other","Hospital activities","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",979
"105","8121","8610",-0.516798301017929,"General cleaning of buildings","Hospital activities","Buildings, landscape activities","Human health activities","Business services","Government administrative functions, Education, Health",59
"106","8542","8610",0.137557548881225,"Tertiary","Hospital activities","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",159
"107","8899","8610",-0.231939518414928,"Other","Hospital activities","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",84
"108","4719","8610",-0.38864827697995,"Other non specialised","Hospital activities","Non specialised retail stores","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",45
"109","6910","8610",-0.62556254040163,"Legal activities","Hospital activities","Legal and accounting activities","Human health activities","Business services ","Government administrative functions, Education, Health",11
"110","5621","8610",-0.653496577603055,"Event catering","Hospital activities","Food, beverage service","Human health activities","Other Service activities","Government administrative functions, Education, Health",21
"111","7112","8610",-0.728060300227731,"Engineering/tech consultancy","Hospital activities","Architectural, eng/tech testing","Human health activities","Business services","Government administrative functions, Education, Health",10
"112","5630","8610",-0.471637849136564,"Beverage serving","Hospital activities","Food, beverage service","Human health activities","Other Service activities","Government administrative functions, Education, Health",48
"113","6920","8610",-0.483356104152498,"Accounting, auditing; tax consltcy","Hospital activities","Legal and accounting activities","Human health activities","Business services","Government administrative functions, Education, Health",21
"114","6820","8610",-0.60952519588534,"Renting, operating own or leased ","Hospital activities","Real estate activities","Human health activities","Business services ","Government administrative functions, Education, Health",11
"115","8010","8610",-0.597269212380095,"Private security","Hospital activities","Security, investigation activities","Human health activities","Business services","Government administrative functions, Education, Health",10
"116","6202","8610",-0.532051007677273,"Consultancy activities","Hospital activities","Computer programming, consultancy","Human health activities","Information and Communication","Government administrative functions, Education, Health",10
"117","8810","8610",-0.067290198274524,"Elderly, disabled","Hospital activities","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",77
"118","8790","8610",-0.0227572783271986,"Other","Hospital activities","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",91
"119","8532","8610",-0.6355417460903,"Technical, vocational secondary","Hospital activities","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",17
"120","8531","8610",-0.777719029165433,"General secondary","Hospital activities","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"121","5510","8610",-0.584004961500532,"Hotels and similar","Hospital activities","Accommodation","Human health activities","Other Service activities","Government administrative functions, Education, Health",18
"122","7022","8610",-0.512387925660813,"Business, other management","Hospital activities","Head offices; mgment consultancy","Human health activities","Business services","Government administrative functions, Education, Health",16
"123","8730","8610",0.0495545191792828,"Elderly, disabled","Hospital activities","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",123
"124","8423","8610",-0.453662695957707,"Justice, judicial activities","Hospital activities","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",17
"125","8710","8610",0.490210249361713,"Residential nursing care","Hospital activities","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",163
"126","8110","8610",-0.485784477134929,"Combined facilities support","Hospital activities","Buildings, landscape activities","Human health activities","Business services","Government administrative functions, Education, Health",22
"127","8891","8610",-0.345150652352674,"Child day-care","Hospital activities","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",22
"128","8621","8610",0.665771640673685,"General medical practices","Hospital activities","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",166
"129","8559","8610",-0.427875236098047,"Other education nec","Hospital activities","Other education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",13
"130","8412","8610",0.595989393691414,"Health care, education etc","Hospital activities","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",197
"131","7219","8610",-0.370746716934888,"Other natural sciences, engineering","Hospital activities","Scientific research, development","Human health activities","Business services","Government administrative functions, Education, Health",17
"132","7810","8610",-0.261673219321765,"Employment placement agencies","Hospital activities","Employment activities","Human health activities","Business services","Government administrative functions, Education, Health",20
"133","4778","8610",-0.372191131419334,"Other new goods","Hospital activities","Specialised retail - other","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",10
"134","9311","8610",-0.38620625735727,"Operation of sports facilities","Hospital activities","Sports activities and recreation","Human health activities","Other Service activities","Government administrative functions, Education, Health",15
"135","8299","8610",-0.327410773191763,"Other","Hospital activities","Office admin, business support","Human health activities","Business services","Government administrative functions, Education, Health",25
"136","9499","8610",-0.398984350217668,"Other nec","Hospital activities","Membership organisations activities","Human health activities","Other Service activities","Government administrative functions, Education, Health",10
"137","4646","8610",-0.0554742863081725,"Pharmaceutical goods","Hospital activities","Household goods wholesale","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",10
"138","9312","8610",-0.214224867705718,"Activities of sport clubs","Hospital activities","Sports activities and recreation","Human health activities","Other Service activities","Government administrative functions, Education, Health",20
"139","4773","8610",0.0939886000066667,"Dispensing chemist","Hospital activities","Specialised retail - other","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",12
"140","8720","8610",0.592229063233343,"Learning, mental, substance abuse","Hospital activities","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",135
"141","8220","8610",-0.44589527680865,"Activities of call centres","Hospital activities","Office admin, business support","Human health activities","Business services","Government administrative functions, Education, Health",10
"142","9700","8610",0.00749777357788245,"Households as employers","Hospital activities","Domestic personnel employment","Human health activities","Other Service activities","Government administrative functions, Education, Health",27
"143","8623","8610",0.580633582060864,"Dental practices","Hospital activities","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",33
"144","7490","8610",-0.0803301747140672,"Other","Hospital activities","Other professional, scientific/tech","Human health activities","Business services","Government administrative functions, Education, Health",11
"145","4779","8610",0.471692258989672,"Other second hand goods","Hospital activities","Specialised retail - other","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",12
"146","8622","8610",0.553554420014892,"Specialist medical practices","Hospital activities","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",26
"147","8520","6419",-0.734882369968184,"Primary","Other monetary intermediation","Education","Financial, insurance, pension","Government administrative functions, Education, Health","Business services",40
"148","8610","6419",-0.857979662077091,"Hospital activities","Other monetary intermediation","Human health activities","Financial, insurance, pension","Government administrative functions, Education, Health","Business services",10
"149","6419","6419",1,"Other monetary intermediation","Other monetary intermediation","Financial, insurance, pension","Financial, insurance, pension","Business services","Business services",4031
"150","4711","6419",-0.255846194429447,"Food, beverages, tobacco mainly","Other monetary intermediation","Non specialised retail stores","Financial, insurance, pension","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",70
"151","8424","6419",-0.473150621476258,"Police, public order, safety activ.","Other monetary intermediation","Central/Local Gov. administration","Financial, insurance, pension","Government administrative functions, Education, Health","Business services",10
"152","4771","6419",-0.214113014350393,"Clothing","Other monetary intermediation","Specialised retail - other","Financial, insurance, pension","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",52
"153","7820","6419",-0.132715331996001,"Temporary employment agencies","Other monetary intermediation","Employment activities","Financial, insurance, pension","Business services","Business services",131
"154","5610","6419",-0.493241047400133,"Restaurants, mobile food service","Other monetary intermediation","Food, beverage service","Financial, insurance, pension","Other Service activities","Business services",26
"155","8411","6419",-0.707989688498342,"General public administration","Other monetary intermediation","Central/Local Gov. administration","Financial, insurance, pension","Government administrative functions, Education, Health","Business services",11
"156","8121","6419",-0.689681967417829,"General cleaning of buildings","Other monetary intermediation","Buildings, landscape activities","Financial, insurance, pension","Business services","Business services",10
"157","8542","6419",-0.581202671209723,"Tertiary","Other monetary intermediation","Education","Financial, insurance, pension","Government administrative functions, Education, Health","Business services",12
"158","8899","6419",-0.577129480549293,"Other","Other monetary intermediation","Non residential social work","Financial, insurance, pension","Government administrative functions, Education, Health","Business services",10
"159","4719","6419",-0.200119635217209,"Other non specialised","Other monetary intermediation","Non specialised retail stores","Financial, insurance, pension","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",31
"160","6910","6419",-0.143855353270117,"Legal activities","Other monetary intermediation","Legal and accounting activities","Financial, insurance, pension","Business services ","Business services",15
"161","6190","6419",-0.170638575789212,"Other","Other monetary intermediation","Telecommunications","Financial, insurance, pension","Information and Communication","Business services",16
"162","5630","6419",-0.171848426859246,"Beverage serving","Other monetary intermediation","Food, beverage service","Financial, insurance, pension","Other Service activities","Business services",39
"163","6920","6419",0.17173078629646,"Accounting, auditing; tax consltcy","Other monetary intermediation","Legal and accounting activities","Financial, insurance, pension","Business services","Business services",28
"164","6202","6419",-0.0472401537572064,"Consultancy activities","Other monetary intermediation","Computer programming, consultancy","Financial, insurance, pension","Information and Communication","Business services",22
"165","9200","6419",0.0256805730820085,"Gambling, betting activities","Other monetary intermediation","Gambling, betting","Financial, insurance, pension","Other Service activities","Business services",10
"166","6622","6419",0.21280052182603,"Insurance agents/brokers activities","Other monetary intermediation","Auxiliary financial services","Financial, insurance, pension","Business services","Business services",10
"167","5510","6419",-0.351337897135937,"Hotels and similar","Other monetary intermediation","Accommodation","Financial, insurance, pension","Other Service activities","Business services",11
"168","7022","6419",-0.0176436227321627,"Business, other management","Other monetary intermediation","Head offices; mgment consultancy","Financial, insurance, pension","Business services","Business services",14
"169","6512","6419",0.522015451916216,"Non-life insurance","Other monetary intermediation","Financial, insurance, pension","Financial, insurance, pension","Business services","Business services",22
"170","4754","6419",0.272769672946535,"Electrical household appliances","Other monetary intermediation","Specialised retail - household","Financial, insurance, pension","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"171","6831","6419",0.412018124306605,"Agencies fee/contract basis","Other monetary intermediation","Real estate activities","Financial, insurance, pension","Business services ","Business services",10
"172","6629","6419",0.744841059860142,"Other insurance & pension services","Other monetary intermediation","Auxiliary financial services","Financial, insurance, pension","Business services ","Business services",13
"173","7810","6419",0.105542260828935,"Employment placement agencies","Other monetary intermediation","Employment activities","Financial, insurance, pension","Business services","Business services",16
"174","6619","6419",0.769256798532158,"Other financial services","Other monetary intermediation","Auxiliary financial services","Financial, insurance, pension","Business services","Business services",48
"175","6511","6419",0.67893124027134,"Life insurance","Other monetary intermediation","Financial, insurance, pension","Financial, insurance, pension","Business services","Business services",35
"176","6612","6419",0.884322341983901,"Security,commodity contract broking","Other monetary intermediation","Auxiliary financial services","Financial, insurance, pension","Business services","Business services",168
"177","8299","6419",-0.204464409996013,"Other","Other monetary intermediation","Office admin, business support","Financial, insurance, pension","Business services","Business services",12
"178","8220","6419",0.0660648250196775,"Activities of call centres","Other monetary intermediation","Office admin, business support","Financial, insurance, pension","Business services","Business services",12
"179","6492","6419",0.799927932958438,"Other credit granting","Other monetary intermediation","Financial, insurance, pension","Financial, insurance, pension","Business services","Business services",48
"180","6630","6419",0.742713869494306,"Fund management activities","Other monetary intermediation","Auxiliary financial services","Financial, insurance, pension","Business services ","Business services",10
"181","6491","6419",0.889989375688892,"Financial leasing","Other monetary intermediation","Financial, insurance, pension","Financial, insurance, pension","Business services","Business services",11
"182","8520","4711",-0.287717841780105,"Primary","Food, beverages, tobacco mainly","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",262
"183","8610","4711",-0.583539929047792,"Hospital activities","Food, beverages, tobacco mainly","Human health activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",57
"184","6419","4711",-0.255846194429447,"Other monetary intermediation","Food, beverages, tobacco mainly","Financial, insurance, pension","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",77
"185","4711","4711",1,"Food, beverages, tobacco mainly","Food, beverages, tobacco mainly","Non specialised retail stores","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",3704
"186","5310","4711",-0.566277395211979,"Under universal service obligation","Food, beverages, tobacco mainly","Postal, courier activities","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",15
"187","8424","4711",-0.560776962499408,"Police, public order, safety activ.","Food, beverages, tobacco mainly","Central/Local Gov. administration","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"188","4771","4711",0.200010831071781,"Clothing","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",151
"189","7820","4711",-0.125108342999028,"Temporary employment agencies","Food, beverages, tobacco mainly","Employment activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",141
