"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"687","8810","8690",0.374517345346262,"Elderly, disabled","Other","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",73
"688","6202","8690",-0.152477751170792,"Consultancy activities","Other","Computer programming, consultancy","Human health activities","Information and Communication","Government administrative functions, Education, Health",11
"689","6820","8690",-0.103345497277183,"Renting, operating own or leased ","Other","Real estate activities","Human health activities","Business services ","Government administrative functions, Education, Health",12
"690","8790","8690",0.168471289458411,"Other","Other","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",38
"691","8710","8690",0.30148756421873,"Residential nursing care","Other","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",56
"692","7022","8690",-0.387945970220003,"Business, other management","Other","Head offices; mgment consultancy","Human health activities","Business services","Government administrative functions, Education, Health",11
"693","8730","8690",0.255537974319274,"Elderly, disabled","Other","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",52
"694","8891","8690",-0.270523853915031,"Child day-care","Other","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"695","8220","8690",-0.0931935379129668,"Activities of call centres","Other","Office admin, business support","Human health activities","Business services","Government administrative functions, Education, Health",11
"696","8621","8690",0.654196861809953,"General medical practices","Other","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",71
"697","8559","8690",0.0527810057170122,"Other education nec","Other","Other education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",17
"698","8412","8690",0.665330935855162,"Health care, education etc","Other","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",21
"699","9700","8690",0.246848459994929,"Households as employers","Other","Domestic personnel employment","Human health activities","Other Service activities","Government administrative functions, Education, Health",21
"700","8430","8690",0.494186469633617,"Compulsory social security activities","Other","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"701","8299","8690",-0.0168945630403905,"Other","Other","Office admin, business support","Human health activities","Business services","Government administrative functions, Education, Health",16
"702","5221","8690",0.63046512045953,"Incidental inland service","Other","Warehousing, transport support","Human health activities","Transportation and Storage","Government administrative functions, Education, Health",13
"703","8720","8690",0.769382078882915,"Learning, mental, substance abuse","Other","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",48
"704","8610","6910",-0.544041727807254,"Hospital activities","Legal activities","Human health activities","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",17
"705","8520","6910",-0.503886434168475,"Primary","Legal activities","Education","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",23
"706","4711","6910",-0.430630330761142,"Food, beverages, tobacco mainly","Legal activities","Non specialised retail stores","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services ",21
"707","5610","6910",-0.199506654417437,"Restaurants, mobile food service","Legal activities","Food, beverage service","Legal and accounting activities","Other Service activities","Business services ",25
"708","6419","6910",0.189890503356488,"Other monetary intermediation","Legal activities","Financial, insurance, pension","Legal and accounting activities","Business services","Business services ",15
"709","7820","6910",-0.325460451796406,"Temporary employment agencies","Legal activities","Employment activities","Legal and accounting activities","Business services","Business services ",19
"710","8411","6910",-0.164782606666351,"General public administration","Legal activities","Central/Local Gov. administration","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",10
"711","8542","6910",0.0754423083082383,"Tertiary","Legal activities","Education","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",18
"712","4771","6910",0.0848791385882657,"Clothing","Legal activities","Specialised retail - other","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services ",25
"713","6910","6910",1,"Legal activities","Legal activities","Legal and accounting activities","Legal and accounting activities","Business services ","Business services ",945
"714","6920","6910",0.388373000934175,"Accounting, auditing; tax consltcy","Legal activities","Legal and accounting activities","Legal and accounting activities","Business services","Business services ",17
"715","5630","6910",0.130537705215831,"Beverage serving","Legal activities","Food, beverage service","Legal and accounting activities","Other Service activities","Business services ",27
"716","8899","6910",-0.113248432588002,"Other","Legal activities","Non residential social work","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",12
"717","6820","6910",0.348963243530163,"Renting, operating own or leased ","Legal activities","Real estate activities","Legal and accounting activities","Business services ","Business services ",12
"718","8423","6910",0.527439382257922,"Justice, judicial activities","Legal activities","Central/Local Gov. administration","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",10
"719","7022","6910",0.400532414136727,"Business, other management","Legal activities","Head offices; mgment consultancy","Legal and accounting activities","Business services","Business services ",26
"720","6831","6910",0.627038025440162,"Agencies fee/contract basis","Legal activities","Real estate activities","Legal and accounting activities","Business services ","Business services ",10
"721","6512","6910",0.678192588035914,"Non-life insurance","Legal activities","Financial, insurance, pension","Legal and accounting activities","Business services","Business services ",10
"722","8610","6920",-0.519538445963959,"Hospital activities","Accounting, auditing; tax consltcy","Human health activities","Legal and accounting activities","Government administrative functions, Education, Health","Business services",24
"723","8520","6920",-0.275105013299097,"Primary","Accounting, auditing; tax consltcy","Education","Legal and accounting activities","Government administrative functions, Education, Health","Business services",74
"724","4711","6920",-0.21202579120046,"Food, beverages, tobacco mainly","Accounting, auditing; tax consltcy","Non specialised retail stores","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",55
"725","5610","6920",-0.162224941018099,"Restaurants, mobile food service","Accounting, auditing; tax consltcy","Food, beverage service","Legal and accounting activities","Other Service activities","Business services",41
"726","6419","6920",0.218148318645693,"Other monetary intermediation","Accounting, auditing; tax consltcy","Financial, insurance, pension","Legal and accounting activities","Business services","Business services",27
"727","7820","6920",0.185279282613479,"Temporary employment agencies","Accounting, auditing; tax consltcy","Employment activities","Legal and accounting activities","Business services","Business services",84
"728","8411","6920",-0.303444318830216,"General public administration","Accounting, auditing; tax consltcy","Central/Local Gov. administration","Legal and accounting activities","Government administrative functions, Education, Health","Business services",18
"729","8542","6920",-0.0534133717463848,"Tertiary","Accounting, auditing; tax consltcy","Education","Legal and accounting activities","Government administrative functions, Education, Health","Business services",22
"730","4771","6920",-0.0929175569299469,"Clothing","Accounting, auditing; tax consltcy","Specialised retail - other","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",25
"731","6910","6920",0.388373000934175,"Legal activities","Accounting, auditing; tax consltcy","Legal and accounting activities","Legal and accounting activities","Business services ","Business services",19
"732","6920","6920",1,"Accounting, auditing; tax consltcy","Accounting, auditing; tax consltcy","Legal and accounting activities","Legal and accounting activities","Business services","Business services",889
"733","5630","6920",0.0670452164065218,"Beverage serving","Accounting, auditing; tax consltcy","Food, beverage service","Legal and accounting activities","Other Service activities","Business services",29
"734","8531","6920",-0.121715545755237,"General secondary","Accounting, auditing; tax consltcy","Education","Legal and accounting activities","Government administrative functions, Education, Health","Business services",17
"735","4719","6920",-0.0353790105920326,"Other non specialised","Accounting, auditing; tax consltcy","Non specialised retail stores","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",15
"736","4120","6920",0.219269346287569,"Residential, non-residential buildings","Accounting, auditing; tax consltcy","Construction of buildings","Legal and accounting activities","Construction (including development of real estate)","Business services",13
"737","8899","6920",-0.205510686095364,"Other","Accounting, auditing; tax consltcy","Non residential social work","Legal and accounting activities","Government administrative functions, Education, Health","Business services",16
"738","7112","6920",0.238025820308433,"Engineering/tech consultancy","Accounting, auditing; tax consltcy","Architectural, eng/tech testing","Legal and accounting activities","Business services","Business services",14
"739","5510","6920",0.00244775526868136,"Hotels and similar","Accounting, auditing; tax consltcy","Accommodation","Legal and accounting activities","Other Service activities","Business services",13
"740","6202","6920",0.312558905027912,"Consultancy activities","Accounting, auditing; tax consltcy","Computer programming, consultancy","Legal and accounting activities","Information and Communication","Business services",13
"741","6820","6920",0.161311094940798,"Renting, operating own or leased ","Accounting, auditing; tax consltcy","Real estate activities","Legal and accounting activities","Business services ","Business services",11
"742","7022","6920",0.517907262271604,"Business, other management","Accounting, auditing; tax consltcy","Head offices; mgment consultancy","Legal and accounting activities","Business services","Business services",42
"743","5210","6920",0.369085899998453,"Warehousing and storage","Accounting, auditing; tax consltcy","Warehousing, transport support","Legal and accounting activities","Transportation and Storage","Business services",10
"744","8730","6920",-0.150751420240117,"Elderly, disabled","Accounting, auditing; tax consltcy","Residential care activities","Legal and accounting activities","Government administrative functions, Education, Health","Business services",10
"745","7010","6920",0.388468184147442,"Head office activities","Accounting, auditing; tax consltcy","Head offices; mgment consultancy","Legal and accounting activities","Business services","Business services",11
"746","6831","6920",0.597616931155549,"Agencies fee/contract basis","Accounting, auditing; tax consltcy","Real estate activities","Legal and accounting activities","Business services ","Business services",16
"747","6619","6920",0.580826746873419,"Other financial services","Accounting, auditing; tax consltcy","Auxiliary financial services","Legal and accounting activities","Business services","Business services",10
"748","8299","6920",0.363874441966663,"Other","Accounting, auditing; tax consltcy","Office admin, business support","Legal and accounting activities","Business services","Business services",22
"749","4639","6920",0.7916557173356,"Other non-specialised","Accounting, auditing; tax consltcy","Food, beverages, tobacco wholesale","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",21
"750","7810","6920",0.530912441921429,"Employment placement agencies","Accounting, auditing; tax consltcy","Employment activities","Legal and accounting activities","Business services","Business services",15
"751","7490","6920",0.709202280232731,"Other","Accounting, auditing; tax consltcy","Other professional, scientific/tech","Legal and accounting activities","Business services","Business services",11
"752","8610","5630",-0.502452746989186,"Hospital activities","Beverage serving","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",37
"753","8520","5630",-0.356505557176526,"Primary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",81
"754","4711","5630",0.0365707697674455,"Food, beverages, tobacco mainly","Beverage serving","Non specialised retail stores","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",116
"755","5610","5630",0.579388469641648,"Restaurants, mobile food service","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",275
"756","6419","5630",-0.309551768324839,"Other monetary intermediation","Beverage serving","Financial, insurance, pension","Food, beverage service","Business services","Other Service activities",10
"757","7820","5630",-0.240497687943939,"Temporary employment agencies","Beverage serving","Employment activities","Food, beverage service","Business services","Other Service activities",43
"758","8411","5630",-0.50900559550574,"General public administration","Beverage serving","Central/Local Gov. administration","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"759","8121","5630",0.0656085248253925,"General cleaning of buildings","Beverage serving","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",61
"760","8542","5630",-0.177960344023544,"Tertiary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",18
"761","4771","5630",0.201473917242301,"Clothing","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",62
"762","8690","5630",-0.510983412643922,"Other","Beverage serving","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",13
"763","6910","5630",0.130537705215831,"Legal activities","Beverage serving","Legal and accounting activities","Food, beverage service","Business services ","Other Service activities",12
"764","6920","5630",0.0670452164065218,"Accounting, auditing; tax consltcy","Beverage serving","Legal and accounting activities","Food, beverage service","Business services","Other Service activities",20
"765","5630","5630",1,"Beverage serving","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",848
"766","8531","5630",-0.225109612136881,"General secondary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",23
"767","4719","5630",0.192849670310345,"Other non specialised","Beverage serving","Non specialised retail stores","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",48
"768","4120","5630",-0.177360120895329,"Residential, non-residential buildings","Beverage serving","Construction of buildings","Food, beverage service","Construction (including development of real estate)","Other Service activities",10
"769","8899","5630",-0.36137877540729,"Other","Beverage serving","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",14
"770","8810","5630",-0.248068926857718,"Elderly, disabled","Beverage serving","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",16
"771","8110","5630",-0.265167006240686,"Combined facilities support","Beverage serving","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",13
"772","5510","5630",0.635156472724096,"Hotels and similar","Beverage serving","Accommodation","Food, beverage service","Other Service activities","Other Service activities",97
"773","6820","5630",-0.154634086440285,"Renting, operating own or leased ","Beverage serving","Real estate activities","Food, beverage service","Business services ","Other Service activities",10
"774","9200","5630",0.353755693018829,"Gambling, betting activities","Beverage serving","Gambling, betting","Food, beverage service","Other Service activities","Other Service activities",15
"775","8790","5630",-0.064344629764785,"Other","Beverage serving","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",21
"776","4511","5630",0.202566801488029,"Sale of cars, light motor vehicles","Beverage serving","Motor vehicle/cycle trade, repair","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"777","4941","5630",0.0121033290562757,"Road freight transport","Beverage serving","Land, pipeline transport","Food, beverage service","Transportation and Storage","Other Service activities",10
"778","8710","5630",-0.100650964273073,"Residential nursing care","Beverage serving","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",19
"779","7022","5630",-0.316738053858286,"Business, other management","Beverage serving","Head offices; mgment consultancy","Food, beverage service","Business services","Other Service activities",10
"780","8010","5630",-0.105229731217252,"Private security","Beverage serving","Security, investigation activities","Food, beverage service","Business services","Other Service activities",10
"781","5629","5630",0.274799114578366,"Other food service","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",32
"782","5310","5630",0.307019316186829,"Under universal service obligation","Beverage serving","Postal, courier activities","Food, beverage service","Transportation and Storage","Other Service activities",10
"783","6622","5630",0.0569092808610198,"Insurance agents/brokers activities","Beverage serving","Auxiliary financial services","Food, beverage service","Business services","Other Service activities",10
"784","8730","5630",-0.123321838591551,"Elderly, disabled","Beverage serving","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",18
"785","8891","5630",0.0104394101569367,"Child day-care","Beverage serving","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",16
"786","8220","5630",-0.0787047409078683,"Activities of call centres","Beverage serving","Office admin, business support","Food, beverage service","Business services","Other Service activities",10
"787","8532","5630",-0.0922203124428438,"Technical, vocational secondary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"788","7010","5630",-0.011019181454485,"Head office activities","Beverage serving","Head offices; mgment consultancy","Food, beverage service","Business services","Other Service activities",11
"789","4752","5630",0.282269247825538,"Hardware, paints, glass","Beverage serving","Specialised retail - household","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",14
"790","6831","5630",0.299994564994506,"Agencies fee/contract basis","Beverage serving","Real estate activities","Food, beverage service","Business services ","Other Service activities",10
"791","5621","5630",0.38966181347857,"Event catering","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",28
"792","8559","5630",0.0509878259648893,"Other education nec","Beverage serving","Other education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",11
"793","9311","5630",0.323380211210473,"Operation of sports facilities","Beverage serving","Sports activities and recreation","Food, beverage service","Other Service activities","Other Service activities",27
"794","9700","5630",-0.0692848303010175,"Households as employers","Beverage serving","Domestic personnel employment","Food, beverage service","Other Service activities","Other Service activities",12
"795","8299","5630",-0.0308686764305443,"Other","Beverage serving","Office admin, business support","Food, beverage service","Business services","Other Service activities",13
"796","9602","5630",0.713248075109774,"Hairdressing, beauty treatment","Beverage serving","Other personal service activities","Food, beverage service","Other Service activities","Other Service activities",20
"797","8623","5630",0.52415071894718,"Dental practices","Beverage serving","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"798","4778","5630",0.459084891693741,"Other new goods","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",18
"799","9312","5630",0.48782366445804,"Activities of sport clubs","Beverage serving","Sports activities and recreation","Food, beverage service","Other Service activities","Other Service activities",33
"800","4791","5630",0.508344210676039,"Via mail order houses, Internet","Beverage serving","Other retail","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"801","7810","5630",0.132654614693298,"Employment placement agencies","Beverage serving","Employment activities","Food, beverage service","Business services","Other Service activities",10
"802","4764","5630",0.552851634964805,"Sporting equipment","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",15
"803","9499","5630",0.44900905853487,"Other nec","Beverage serving","Membership organisations activities","Food, beverage service","Other Service activities","Other Service activities",12
"804","4776","5630",0.70630606084752,"Flowers, plants, pet animals/food","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",16
"805","9329","5630",0.79950186558374,"Other amusement, recreation","Beverage serving","Sports activities and recreation","Food, beverage service","Other Service activities","Other Service activities",11
"806","8610","8531",-0.730426823008155,"Hospital activities","General secondary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",21
"807","8520","8531",0.628765366312859,"Primary","General secondary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",1191
"808","4711","8531",-0.437780086866581,"Food, beverages, tobacco mainly","General secondary","Non specialised retail stores","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",55
"809","5610","8531",-0.434089761466409,"Restaurants, mobile food service","General secondary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",39
"810","7820","8531",-0.376011979895308,"Temporary employment agencies","General secondary","Employment activities","Education","Business services","Government administrative functions, Education, Health",56
"811","8411","8531",0.22950001149853,"General public administration","General secondary","Central/Local Gov. administration","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",104
"812","8121","8531",-0.106910217618685,"General cleaning of buildings","General secondary","Buildings, landscape activities","Education","Business services","Government administrative functions, Education, Health",46
"813","8542","8531",0.0380694038904502,"Tertiary","General secondary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",35
"814","4771","8531",-0.385072508376727,"Clothing","General secondary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",20
"815","8690","8531",-0.536606146675886,"Other","General secondary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"816","6920","8531",-0.121715545755237,"Accounting, auditing; tax consltcy","General secondary","Legal and accounting activities","Education","Business services","Government administrative functions, Education, Health",19
"817","5630","8531",-0.225109612136881,"Beverage serving","General secondary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",32
"818","8531","8531",1,"General secondary","General secondary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",822
"819","8899","8531",-0.240732971616027,"Other","General secondary","Non residential social work","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",29
"820","8810","8531",-0.496073279661267,"Elderly, disabled","General secondary","Non residential social work","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",14
"821","8110","8531",-0.331069859111842,"Combined facilities support","General secondary","Buildings, landscape activities","Education","Business services","Government administrative functions, Education, Health",10
"822","8790","8531",-0.436261618980514,"Other","General secondary","Residential care activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"823","5629","8531",-0.0995128155364911,"Other food service","General secondary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",16
"824","8891","8531",0.167414371348937,"Child day-care","General secondary","Non residential social work","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",32
"825","8621","8531",-0.197609884639121,"General medical practices","General secondary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"826","8532","8531",0.602159945452141,"Technical, vocational secondary","General secondary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",64
"827","5621","8531",-0.119167164327493,"Event catering","General secondary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",10
"828","8559","8531",0.48119364102827,"Other education nec","General secondary","Other education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",46
"829","9311","8531",0.162013288253951,"Operation of sports facilities","General secondary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",19
"830","9700","8531",-0.0841031457944104,"Households as employers","General secondary","Domestic personnel employment","Education","Other Service activities","Government administrative functions, Education, Health",15
"831","8299","8531",-0.276469012120854,"Other","General secondary","Office admin, business support","Education","Business services","Government administrative functions, Education, Health",12
"832","9312","8531",0.250709514878617,"Activities of sport clubs","General secondary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",19
"833","9491","8531",0.709704485362835,"Religious organisations","General secondary","Membership organisations activities","Education","Other Service activities","Government administrative functions, Education, Health",13
"834","8541","8531",0.719887015198911,"Post-secondary non-tertiary","General secondary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",30
"835","8560","8531",0.838405115098529,"Educational support activities","General secondary","Other education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",12
"836","8610","4719",-0.476897383061094,"Hospital activities","Other non specialised","Human health activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",15
"837","8520","4719",-0.466605896879241,"Primary","Other non specialised","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",32
"838","4711","4719",0.281077471122671,"Food, beverages, tobacco mainly","Other non specialised","Non specialised retail stores","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",112
"839","5610","4719",0.173519720727569,"Restaurants, mobile food service","Other non specialised","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",84
"840","7820","4719",-0.0996412690479373,"Temporary employment agencies","Other non specialised","Employment activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",43
"841","8411","4719",-0.490568986691421,"General public administration","Other non specialised","Central/Local Gov. administration","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"842","8121","4719",-0.206630871080577,"General cleaning of buildings","Other non specialised","Buildings, landscape activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",25
"843","8542","4719",-0.137276668167526,"Tertiary","Other non specialised","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"844","4771","4719",0.519571415760064,"Clothing","Other non specialised","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",99
"845","8690","4719",-0.407428897031803,"Other","Other non specialised","Human health activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"846","6920","4719",-0.0353790105920326,"Accounting, auditing; tax consltcy","Other non specialised","Legal and accounting activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"847","5630","4719",0.192849670310345,"Beverage serving","Other non specialised","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",27
"848","4719","4719",1,"Other non specialised","Other non specialised","Non specialised retail stores","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",822
"849","8899","4719",-0.379907190046894,"Other","Other non specialised","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"850","8810","4719",-0.340807345583696,"Elderly, disabled","Other non specialised","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"851","5510","4719",0.0505715470887383,"Hotels and similar","Other non specialised","Accommodation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",14
"852","6202","4719",0.0945697609855226,"Consultancy activities","Other non specialised","Computer programming, consultancy","Non specialised retail stores","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",10
"853","9200","4719",0.444644851072429,"Gambling, betting activities","Other non specialised","Gambling, betting","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"854","8790","4719",-0.195793450870556,"Other","Other non specialised","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"855","4511","4719",0.24679168953896,"Sale of cars, light motor vehicles","Other non specialised","Motor vehicle/cycle trade, repair","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"856","4941","4719",0.174355714481151,"Road freight transport","Other non specialised","Land, pipeline transport","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"857","8710","4719",-0.21044221960385,"Residential nursing care","Other non specialised","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"858","8730","4719",-0.14441634042736,"Elderly, disabled","Other non specialised","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"859","8891","4719",-0.0521123126187998,"Child day-care","Other non specialised","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"860","4752","4719",0.701705328323233,"Hardware, paints, glass","Other non specialised","Specialised retail - household","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",19
"861","4321","4719",0.456990997647902,"Electrical installation","Other non specialised","Specialised activities","Non specialised retail stores","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",10
"862","8299","4719",-0.0621797817995509,"Other","Other non specialised","Office admin, business support","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"863","4773","4719",0.732237371431057,"Dispensing chemist","Other non specialised","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",11
"864","4778","4719",0.8410615209443,"Other new goods","Other non specialised","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",14
"865","4759","4719",0.680596381330502,"Furniture, lighting, other","Other non specialised","Specialised retail - household","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"866","9312","4719",0.237593242934325,"Activities of sport clubs","Other non specialised","Sports activities and recreation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"867","4777","4719",0.718795580434741,"Watches, jewellery","Other non specialised","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"868","4791","4719",0.623377436600858,"Via mail order houses, Internet","Other non specialised","Other retail","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"869","4764","4719",0.60120027681025,"Sporting equipment","Other non specialised","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"870","4645","4719",0.846471589035268,"Perfume, cosmetics","Other non specialised","Household goods wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
