"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"1638","5630","4941",-0.283224770968465,"Beverage serving","Road freight transport","Food, beverage service","Land, pipeline transport","Other Service activities","Transportation and Storage",17
"1639","4931","4941",0.188854266738335,"Urban/suburban passenger transport","Road freight transport","Land, pipeline transport","Land, pipeline transport","Transportation and Storage","Transportation and Storage",14
"1640","4511","4941",0.256214395501177,"Sale of cars, light motor vehicles","Road freight transport","Motor vehicle/cycle trade, repair","Land, pipeline transport","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",17
"1641","4941","4941",1,"Road freight transport","Road freight transport","Land, pipeline transport","Land, pipeline transport","Transportation and Storage","Transportation and Storage",1026
"1642","4673","4941",0.50538990890715,"Wood, construction, sanitary equip","Road freight transport","Other wholesale","Land, pipeline transport","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",21
"1643","5210","4941",0.861249887623743,"Warehousing and storage","Road freight transport","Warehousing, transport support","Land, pipeline transport","Transportation and Storage","Transportation and Storage",101
"1644","5320","4941",0.769490427743976,"Other","Road freight transport","Postal, courier activities","Land, pipeline transport","Transportation and Storage","Transportation and Storage",57
"1645","4520","4941",0.646755395921807,"Maintenance/repair of vehicles","Road freight transport","Motor vehicle/cycle trade, repair","Land, pipeline transport","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",30
"1646","8299","4941",0.0557997107255463,"Other","Road freight transport","Office admin, business support","Land, pipeline transport","Business services","Transportation and Storage",12
"1647","3811","4941",0.716727478833823,"Non-hazardous waste collection","Road freight transport","Waste","Land, pipeline transport","Utilities, sewerage, waste and recycling","Transportation and Storage",17
"1648","4399","4941",0.562620581283743,"Other","Road freight transport","Specialised activities","Land, pipeline transport","Construction (including development of real estate)","Transportation and Storage",10
"1649","7810","4941",0.500984157973228,"Employment placement agencies","Road freight transport","Employment activities","Land, pipeline transport","Business services","Transportation and Storage",20
"1650","4639","4941",0.632787945730405,"Other non-specialised","Road freight transport","Food, beverages, tobacco wholesale","Land, pipeline transport","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",15
"1651","5229","4941",0.890515330881647,"Other support activities","Road freight transport","Warehousing, transport support","Land, pipeline transport","Transportation and Storage","Transportation and Storage",42
"1652","7732","4941",0.709390760192944,"Construction machinery, equipment","Road freight transport","Rental, leasing activities","Land, pipeline transport","Business services","Transportation and Storage",11
"1653","4645","4941",0.728585359830708,"Perfume, cosmetics","Road freight transport","Household goods wholesale","Land, pipeline transport","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",13
"1654","4649","4941",0.567110243515444,"Other","Road freight transport","Household goods wholesale","Land, pipeline transport","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",10
"1655","4939","4941",0.679092601162229,"Other passenger land transport","Road freight transport","Land, pipeline transport","Land, pipeline transport","Transportation and Storage","Transportation and Storage",11
"1656","3821","4941",0.833080480371245,"Non-hazardous treatment, disposal","Road freight transport","Waste","Land, pipeline transport","Utilities, sewerage, waste and recycling","Transportation and Storage",10
"1657","3832","4941",0.895730240381794,"Recovery of sorted materials","Road freight transport","Materials recovery/recycling","Land, pipeline transport","Utilities, sewerage, waste and recycling","Transportation and Storage",11
"1658","1610","4941",0.975849661766155,"Sawmilling, planing of wood","Road freight transport","Wood,cork, straw,plaiting materials","Land, pipeline transport","All other Manufacturing","Transportation and Storage",10
"1659","8520","8790",-0.249411942807066,"Primary","Other","Education","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",217
"1660","8610","8790",-0.187625676622339,"Hospital activities","Other","Human health activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",158
"1661","4711","8790",-0.397690735320571,"Food, beverages, tobacco mainly","Other","Non specialised retail stores","Residential care activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",66
"1662","6419","8790",-0.777294815474866,"Other monetary intermediation","Other","Financial, insurance, pension","Residential care activities","Business services","Government administrative functions, Education, Health",10
"1663","5610","8790",-0.377886092193806,"Restaurants, mobile food service","Other","Food, beverage service","Residential care activities","Other Service activities","Government administrative functions, Education, Health",41
"1664","7820","8790",-0.116030883847512,"Temporary employment agencies","Other","Employment activities","Residential care activities","Business services","Government administrative functions, Education, Health",105
"1665","4771","8790",-0.477960456405402,"Clothing","Other","Specialised retail - other","Residential care activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",24
"1666","8411","8790",-0.431383995530193,"General public administration","Other","Central/Local Gov. administration","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",26
"1667","8690","8790",0.0833499873581204,"Other","Other","Human health activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",72
"1668","8542","8790",-0.649447178457221,"Tertiary","Other","Education","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1669","8121","8790",-0.480646876125406,"General cleaning of buildings","Other","Buildings, landscape activities","Residential care activities","Business services","Government administrative functions, Education, Health",20
"1670","4719","8790",-0.217161414349217,"Other non specialised","Other","Non specialised retail stores","Residential care activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",25
"1671","8899","8790",0.591408975862342,"Other","Other","Non residential social work","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",194
"1672","6920","8790",-0.502233426397759,"Accounting, auditing; tax consltcy","Other","Legal and accounting activities","Residential care activities","Business services","Government administrative functions, Education, Health",10
"1673","5630","8790",-0.111846913432389,"Beverage serving","Other","Food, beverage service","Residential care activities","Other Service activities","Government administrative functions, Education, Health",43
"1674","8810","8790",0.752280489985761,"Elderly, disabled","Other","Non residential social work","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",280
"1675","6820","8790",0.328920612303792,"Renting, operating own or leased ","Other","Real estate activities","Residential care activities","Business services ","Government administrative functions, Education, Health",46
"1676","8531","8790",-0.399168745126717,"General secondary","Other","Education","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",16
"1677","8790","8790",1,"Other","Other","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",1018
"1678","5510","8790",-0.186386697515263,"Hotels and similar","Other","Accommodation","Residential care activities","Other Service activities","Government administrative functions, Education, Health",20
"1679","8710","8790",0.714911417647317,"Residential nursing care","Other","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",195
"1680","8730","8790",0.781325340565747,"Elderly, disabled","Other","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",269
"1681","8532","8790",-0.0409872711389317,"Technical, vocational secondary","Other","Education","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",19
"1682","8891","8790",0.318902107854535,"Child day-care","Other","Non residential social work","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",40
"1683","8621","8790",0.0552042302184816,"General medical practices","Other","Human health activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",18
"1684","8559","8790",0.0833820243329672,"Other education nec","Other","Other education","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",22
"1685","8299","8790",-0.0265290920166094,"Other","Other","Office admin, business support","Residential care activities","Business services","Government administrative functions, Education, Health",18
"1686","9311","8790",-0.119548947828925,"Operation of sports facilities","Other","Sports activities and recreation","Residential care activities","Other Service activities","Government administrative functions, Education, Health",11
"1687","7810","8790",0.259426674538201,"Employment placement agencies","Other","Employment activities","Residential care activities","Business services","Government administrative functions, Education, Health",20
"1688","9700","8790",0.422294005900832,"Households as employers","Other","Domestic personnel employment","Residential care activities","Other Service activities","Government administrative functions, Education, Health",26
"1689","9609","8790",0.339319486332883,"Other","Other","Other personal service activities","Residential care activities","Other Service activities","Government administrative functions, Education, Health",11
"1690","8720","8790",0.814881732993968,"Learning, mental, substance abuse","Other","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",55
"1691","8622","8790",0.91137696209957,"Specialist medical practices","Other","Human health activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",38
"1692","8411","8413",0.424514251560372,"General public administration","","Central/Local Gov. administration","","Government administrative functions, Education, Health","",60
"1693","8430","8413",0.988782993173149,"Compulsory social security activities","","Central/Local Gov. administration","","Government administrative functions, Education, Health","",1032
"1694","8413","8413",1,"","","","","","",72
"1695","8520","5510",-0.610188407942352,"Primary","Hotels and similar","Education","Accommodation","Government administrative functions, Education, Health","Other Service activities",69
"1696","8610","5510",-0.80223327467034,"Hospital activities","Hotels and similar","Human health activities","Accommodation","Government administrative functions, Education, Health","Other Service activities",20
"1697","4711","5510",-0.140897206954277,"Food, beverages, tobacco mainly","Hotels and similar","Non specialised retail stores","Accommodation","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",91
"1698","6419","5510",-0.615238599335065,"Other monetary intermediation","Hotels and similar","Financial, insurance, pension","Accommodation","Business services","Other Service activities",15
"1699","5610","5510",0.559942492648047,"Restaurants, mobile food service","Hotels and similar","Food, beverage service","Accommodation","Other Service activities","Other Service activities",254
"1700","7820","5510",-0.164815210026273,"Temporary employment agencies","Hotels and similar","Employment activities","Accommodation","Business services","Other Service activities",75
"1701","4771","5510",-0.0984896795686562,"Clothing","Hotels and similar","Specialised retail - other","Accommodation","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",44
"1702","8411","5510",-0.675555076994146,"General public administration","Hotels and similar","Central/Local Gov. administration","Accommodation","Government administrative functions, Education, Health","Other Service activities",10
"1703","8690","5510",-0.655588372380881,"Other","Hotels and similar","Human health activities","Accommodation","Government administrative functions, Education, Health","Other Service activities",10
"1704","8542","5510",-0.346964885888214,"Tertiary","Hotels and similar","Education","Accommodation","Government administrative functions, Education, Health","Other Service activities",18
"1705","8121","5510",0.230863481266393,"General cleaning of buildings","Hotels and similar","Buildings, landscape activities","Accommodation","Business services","Other Service activities",72
"1706","6910","5510",-0.362354976760098,"Legal activities","Hotels and similar","Legal and accounting activities","Accommodation","Business services ","Other Service activities",10
"1707","4719","5510",0.0514813000013933,"Other non specialised","Hotels and similar","Non specialised retail stores","Accommodation","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",34
"1708","8899","5510",-0.532183134111878,"Other","Hotels and similar","Non residential social work","Accommodation","Government administrative functions, Education, Health","Other Service activities",12
"1709","6920","5510",-0.408516199901341,"Accounting, auditing; tax consltcy","Hotels and similar","Legal and accounting activities","Accommodation","Business services","Other Service activities",10
"1710","5630","5510",0.673865347614875,"Beverage serving","Hotels and similar","Food, beverage service","Accommodation","Other Service activities","Other Service activities",218
"1711","7112","5510",-0.382016418267315,"Engineering/tech consultancy","Hotels and similar","Architectural, eng/tech testing","Accommodation","Business services","Other Service activities",10
"1712","8810","5510",-0.268791909694053,"Elderly, disabled","Hotels and similar","Non residential social work","Accommodation","Government administrative functions, Education, Health","Other Service activities",18
"1713","6820","5510",0.208744795877857,"Renting, operating own or leased ","Hotels and similar","Real estate activities","Accommodation","Business services ","Other Service activities",28
"1714","6202","5510",-0.282562915059273,"Consultancy activities","Hotels and similar","Computer programming, consultancy","Accommodation","Information and Communication","Other Service activities",10
"1715","4511","5510",-0.168310629625657,"Sale of cars, light motor vehicles","Hotels and similar","Motor vehicle/cycle trade, repair","Accommodation","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"1716","8010","5510",-0.230282149668904,"Private security","Hotels and similar","Security, investigation activities","Accommodation","Business services","Other Service activities",10
"1717","8790","5510",-0.448445077160479,"Other","Hotels and similar","Residential care activities","Accommodation","Government administrative functions, Education, Health","Other Service activities",10
"1718","5510","5510",1,"Hotels and similar","Hotels and similar","Accommodation","Accommodation","Other Service activities","Other Service activities",1010
"1719","7022","5510",-0.12887859623053,"Business, other management","Hotels and similar","Head offices; mgment consultancy","Accommodation","Business services","Other Service activities",16
"1720","9200","5510",0.0661698536849949,"Gambling, betting activities","Hotels and similar","Gambling, betting","Accommodation","Other Service activities","Other Service activities",13
"1721","8710","5510",-0.173910113214349,"Residential nursing care","Hotels and similar","Residential care activities","Accommodation","Government administrative functions, Education, Health","Other Service activities",18
"1722","8730","5510",-0.300986008098451,"Elderly, disabled","Hotels and similar","Residential care activities","Accommodation","Government administrative functions, Education, Health","Other Service activities",14
"1723","8110","5510",-0.215787537173619,"Combined facilities support","Hotels and similar","Buildings, landscape activities","Accommodation","Business services","Other Service activities",13
"1724","8532","5510",-0.238777778214105,"Technical, vocational secondary","Hotels and similar","Education","Accommodation","Government administrative functions, Education, Health","Other Service activities",10
"1725","5621","5510",0.377948110213752,"Event catering","Hotels and similar","Food, beverage service","Accommodation","Other Service activities","Other Service activities",42
"1726","8891","5510",-0.239518397482925,"Child day-care","Hotels and similar","Non residential social work","Accommodation","Government administrative functions, Education, Health","Other Service activities",10
"1727","5629","5510",0.210929512473945,"Other food service","Hotels and similar","Food, beverage service","Accommodation","Other Service activities","Other Service activities",20
"1728","8559","5510",-0.0239523068634411,"Other education nec","Hotels and similar","Other education","Accommodation","Government administrative functions, Education, Health","Other Service activities",14
"1729","7010","5510",0.622678030226819,"Head office activities","Hotels and similar","Head offices; mgment consultancy","Accommodation","Business services","Other Service activities",38
"1730","8299","5510",0.0632604832483021,"Other","Hotels and similar","Office admin, business support","Accommodation","Business services","Other Service activities",17
"1731","9311","5510",0.351483766430931,"Operation of sports facilities","Hotels and similar","Sports activities and recreation","Accommodation","Other Service activities","Other Service activities",23
"1732","7911","5510",0.316289460639519,"Travel agency activities","Hotels and similar","Travel agency, tour operators","Accommodation","Business services","Other Service activities",10
"1733","9602","5510",0.342668676882442,"Hairdressing, beauty treatment","Hotels and similar","Other personal service activities","Accommodation","Other Service activities","Other Service activities",10
"1734","8220","5510",-0.080951575713421,"Activities of call centres","Hotels and similar","Office admin, business support","Accommodation","Business services","Other Service activities",10
"1735","7810","5510",0.319664118449608,"Employment placement agencies","Hotels and similar","Employment activities","Accommodation","Business services","Other Service activities",18
"1736","6832","5510",0.25298790617102,"Managament of fee/contract basis","Hotels and similar","Real estate activities","Accommodation","Business services ","Other Service activities",10
"1737","9499","5510",0.203808728769591,"Other nec","Hotels and similar","Membership organisations activities","Accommodation","Other Service activities","Other Service activities",11
"1738","4764","5510",0.337435710304826,"Sporting equipment","Hotels and similar","Specialised retail - other","Accommodation","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",12
"1739","9312","5510",0.468755176975749,"Activities of sport clubs","Hotels and similar","Sports activities and recreation","Accommodation","Other Service activities","Other Service activities",27
"1740","5530","5510",0.602410685814012,"Camping, vehicle/trailer parks","Hotels and similar","Accommodation","Accommodation","Other Service activities","Other Service activities",11
"1741","4776","5510",0.57539883566264,"Flowers, plants, pet animals/food","Hotels and similar","Specialised retail - other","Accommodation","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"1742","9313","5510",0.773987688140226,"Fitness facilities","Hotels and similar","Sports activities and recreation","Accommodation","Other Service activities","Other Service activities",16
"1743","5520","5510",0.874614256113412,"Holiday and other short stay","Hotels and similar","Accommodation","Accommodation","Other Service activities","Other Service activities",19
"1744","8520","7022",-0.621935045988938,"Primary","Business, other management","Education","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",79
"1745","8610","7022",-0.619013364779874,"Hospital activities","Business, other management","Human health activities","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",51
"1746","4711","7022",-0.547664848054822,"Food, beverages, tobacco mainly","Business, other management","Non specialised retail stores","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",42
"1747","6419","7022",-0.0706247560388048,"Other monetary intermediation","Business, other management","Financial, insurance, pension","Head offices; mgment consultancy","Business services","Business services",65
"1748","5610","7022",-0.383134623097049,"Restaurants, mobile food service","Business, other management","Food, beverage service","Head offices; mgment consultancy","Other Service activities","Business services",38
"1749","7820","7022",-0.139124628170268,"Temporary employment agencies","Business, other management","Employment activities","Head offices; mgment consultancy","Business services","Business services",94
"1750","4771","7022",-0.331614061651126,"Clothing","Business, other management","Specialised retail - other","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",32
"1751","8411","7022",-0.490354616393121,"General public administration","Business, other management","Central/Local Gov. administration","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",21
"1752","8690","7022",-0.629422249711662,"Other","Business, other management","Human health activities","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",13
"1753","8542","7022",-0.115585824782853,"Tertiary","Business, other management","Education","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",35
"1754","6910","7022",0.223131448330148,"Legal activities","Business, other management","Legal and accounting activities","Head offices; mgment consultancy","Business services ","Business services",40
"1755","4719","7022",-0.47443839422449,"Other non specialised","Business, other management","Non specialised retail stores","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",13
"1756","8899","7022",-0.421918410673278,"Other","Business, other management","Non residential social work","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",19
"1757","6920","7022",0.42977013773743,"Accounting, auditing; tax consltcy","Business, other management","Legal and accounting activities","Head offices; mgment consultancy","Business services","Business services",71
"1758","4120","7022",-0.436369812048906,"Residential, non-residential buildings","Business, other management","Construction of buildings","Head offices; mgment consultancy","Construction (including development of real estate)","Business services",11
"1759","5630","7022",-0.412649156516571,"Beverage serving","Business, other management","Food, beverage service","Head offices; mgment consultancy","Other Service activities","Business services",21
"1760","7112","7022",0.583165010990447,"Engineering/tech consultancy","Business, other management","Architectural, eng/tech testing","Head offices; mgment consultancy","Business services","Business services",101
"1761","6190","7022",-0.0850644126056827,"Other","Business, other management","Telecommunications","Head offices; mgment consultancy","Information and Communication","Business services",15
"1762","8531","7022",-0.555157377942281,"General secondary","Business, other management","Education","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",10
"1763","6202","7022",0.377132354930636,"Consultancy activities","Business, other management","Computer programming, consultancy","Head offices; mgment consultancy","Information and Communication","Business services",47
"1764","5510","7022",-0.0255476851712215,"Hotels and similar","Business, other management","Accommodation","Head offices; mgment consultancy","Other Service activities","Business services",26
"1765","7022","7022",1,"Business, other management","Business, other management","Head offices; mgment consultancy","Head offices; mgment consultancy","Business services","Business services",984
"1766","9200","7022",-0.103492262634026,"Gambling, betting activities","Business, other management","Gambling, betting","Head offices; mgment consultancy","Other Service activities","Business services",11
"1767","6622","7022",0.416203788043579,"Insurance agents/brokers activities","Business, other management","Auxiliary financial services","Head offices; mgment consultancy","Business services","Business services",31
"1768","8110","7022",0.250669986801079,"Combined facilities support","Business, other management","Buildings, landscape activities","Head offices; mgment consultancy","Business services","Business services",40
"1769","8532","7022",-0.234475949767001,"Technical, vocational secondary","Business, other management","Education","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",12
"1770","5210","7022",0.0198065198872546,"Warehousing and storage","Business, other management","Warehousing, transport support","Head offices; mgment consultancy","Transportation and Storage","Business services",13
"1771","4321","7022",0.451176077155468,"Electrical installation","Business, other management","Specialised activities","Head offices; mgment consultancy","Construction (including development of real estate)","Business services",38
"1772","4299","7022",-0.0849936571310565,"Other civil engineering nec","Business, other management","Civil engineering","Head offices; mgment consultancy","Construction (including development of real estate)","Business services",12
"1773","6512","7022",0.00490646332641347,"Non-life insurance","Business, other management","Financial, insurance, pension","Head offices; mgment consultancy","Business services","Business services",11
"1774","4520","7022",-0.0328633672416056,"Maintenance/repair of vehicles","Business, other management","Motor vehicle/cycle trade, repair","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"1775","6831","7022",0.16115188201213,"Agencies fee/contract basis","Business, other management","Real estate activities","Head offices; mgment consultancy","Business services ","Business services",13
"1776","8559","7022",0.248260849966904,"Other education nec","Business, other management","Other education","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",29
"1777","6209","7022",0.517823973391973,"Other","Business, other management","Computer programming, consultancy","Head offices; mgment consultancy","Information and Communication","Business services",31
"1778","4752","7022",0.0472608849037348,"Hardware, paints, glass","Business, other management","Specialised retail - household","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"1779","6201","7022",0.354391995751935,"Programming activities","Business, other management","Computer programming, consultancy","Head offices; mgment consultancy","Information and Communication","Business services",19
"1780","6619","7022",0.680308320522228,"Other financial services","Business, other management","Auxiliary financial services","Head offices; mgment consultancy","Business services","Business services",54
"1781","7010","7022",0.454274010833196,"Head office activities","Business, other management","Head offices; mgment consultancy","Head offices; mgment consultancy","Business services","Business services",28
"1782","8299","7022",0.489769061964983,"Other","Business, other management","Office admin, business support","Head offices; mgment consultancy","Business services","Business services",52
"1783","9311","7022",0.0667106407659711,"Operation of sports facilities","Business, other management","Sports activities and recreation","Head offices; mgment consultancy","Other Service activities","Business services",15
"1784","7911","7022",0.416663256178343,"Travel agency activities","Business, other management","Travel agency, tour operators","Head offices; mgment consultancy","Business services","Business services",15
"1785","6629","7022",0.177543773822695,"Other insurance & pension services","Business, other management","Auxiliary financial services","Head offices; mgment consultancy","Business services ","Business services",15
"1786","8220","7022",0.9227267359752,"Activities of call centres","Business, other management","Office admin, business support","Head offices; mgment consultancy","Business services","Business services",348
"1787","7311","7022",0.614594776777175,"Advertising agencies","Business, other management","Advertising,market research","Head offices; mgment consultancy","Business services","Business services",28
"1788","7810","7022",0.331937872640788,"Employment placement agencies","Business, other management","Employment activities","Head offices; mgment consultancy","Business services","Business services",22
"1789","6832","7022",0.32768699618745,"Managament of fee/contract basis","Business, other management","Real estate activities","Head offices; mgment consultancy","Business services ","Business services",14
"1790","6492","7022",0.652595527937024,"Other credit granting","Business, other management","Financial, insurance, pension","Head offices; mgment consultancy","Business services","Business services",22
"1791","6311","7022",0.547472914341063,"Data processing, hosting","Business, other management","Information service activities","Head offices; mgment consultancy","Information and Communication","Business services",12
"1792","5814","7022",0.649552954602151,"Journals, periodicals","Business, other management","Publishing activities","Head offices; mgment consultancy","Information and Communication","Business services",19
"1793","4791","7022",0.357783081343223,"Via mail order houses, Internet","Business, other management","Other retail","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",11
"1794","9609","7022",0.404221565164059,"Other","Business, other management","Other personal service activities","Head offices; mgment consultancy","Other Service activities","Business services",12
"1795","7320","7022",0.655749117015234,"Market research, public polling","Business, other management","Advertising,market research","Head offices; mgment consultancy","Business services","Business services",16
"1796","4649","7022",0.655117436705889,"Other","Business, other management","Household goods wholesale","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",22
"1797","7490","7022",0.65359467511319,"Other","Business, other management","Other professional, scientific/tech","Head offices; mgment consultancy","Business services","Business services",29
"1798","4651","7022",0.410583120971369,"Computers, peripherals, software","Business, other management","Information/comms equip wholesale","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"1799","2562","7022",0.761597284167079,"Machining","Business, other management","Other fabricated metal products","Head offices; mgment consultancy","All other Manufacturing","Business services",32
"1800","5811","7022",0.774443459215488,"Books","Business, other management","Publishing activities","Head offices; mgment consultancy","Information and Communication","Business services",15
"1801","4110","7022",0.498477141664476,"Building projects development","Business, other management","Construction of buildings","Head offices; mgment consultancy","Construction (including development of real estate)","Business services",11
"1802","1085","7022",0.701351765558942,"Prepared meals and dishes","Business, other management","Food products - other","Head offices; mgment consultancy","Manufacture food, drink, tobacco","Business services",13
"1803","7021","7022",0.819186834390051,"Public relations, communication","Business, other management","Head offices; mgment consultancy","Head offices; mgment consultancy","Business services","Business services",10
"1804","6499","7022",0.786028084339396,"Other financial services nec","Business, other management","Financial, insurance, pension","Head offices; mgment consultancy","Business services","Business services",16
"1805","8520","9200",-0.624541414866466,"Primary","Gambling, betting activities","Education","Gambling, betting","Government administrative functions, Education, Health","Other Service activities",37
"1806","8610","9200",-0.79016103591972,"Hospital activities","Gambling, betting activities","Human health activities","Gambling, betting","Government administrative functions, Education, Health","Other Service activities",12
"1807","4711","9200",0.0431346067659382,"Food, beverages, tobacco mainly","Gambling, betting activities","Non specialised retail stores","Gambling, betting","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",74
"1808","6419","9200",-0.350774173618521,"Other monetary intermediation","Gambling, betting activities","Financial, insurance, pension","Gambling, betting","Business services","Other Service activities",17
"1809","5610","9200",0.127407388573083,"Restaurants, mobile food service","Gambling, betting activities","Food, beverage service","Gambling, betting","Other Service activities","Other Service activities",52
"1810","7820","9200",-0.38645739978005,"Temporary employment agencies","Gambling, betting activities","Employment activities","Gambling, betting","Business services","Other Service activities",26
"1811","4771","9200",0.0144872012680529,"Clothing","Gambling, betting activities","Specialised retail - other","Gambling, betting","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",31
"1812","8411","9200",-0.450109403584985,"General public administration","Gambling, betting activities","Central/Local Gov. administration","Gambling, betting","Government administrative functions, Education, Health","Other Service activities",11
"1813","8121","9200",0.132635427538615,"General cleaning of buildings","Gambling, betting activities","Buildings, landscape activities","Gambling, betting","Business services","Other Service activities",33
"1814","4719","9200",0.143495870492348,"Other non specialised","Gambling, betting activities","Non specialised retail stores","Gambling, betting","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",23
"1815","5630","9200",0.189304930947107,"Beverage serving","Gambling, betting activities","Food, beverage service","Gambling, betting","Other Service activities","Other Service activities",35
"1816","8810","9200",-0.273881313386082,"Elderly, disabled","Gambling, betting activities","Non residential social work","Gambling, betting","Government administrative functions, Education, Health","Other Service activities",10
"1817","4931","9200",0.143645688481831,"Urban/suburban passenger transport","Gambling, betting activities","Land, pipeline transport","Gambling, betting","Transportation and Storage","Other Service activities",10
"1818","8531","9200",-0.245672890399088,"General secondary","Gambling, betting activities","Education","Gambling, betting","Government administrative functions, Education, Health","Other Service activities",10
"1819","5510","9200",-0.127606284064636,"Hotels and similar","Gambling, betting activities","Accommodation","Gambling, betting","Other Service activities","Other Service activities",10
"1820","7022","9200",-0.0760545675272594,"Business, other management","Gambling, betting activities","Head offices; mgment consultancy","Gambling, betting","Business services","Other Service activities",10
"1821","9200","9200",1,"Gambling, betting activities","Gambling, betting activities","Gambling, betting","Gambling, betting","Other Service activities","Other Service activities",959
"1822","8891","9200",0.0441076586890562,"Child day-care","Gambling, betting activities","Non residential social work","Gambling, betting","Government administrative functions, Education, Health","Other Service activities",10
"1823","9312","9200",0.406515221818417,"Activities of sport clubs","Gambling, betting activities","Sports activities and recreation","Gambling, betting","Other Service activities","Other Service activities",13
"1824","9329","9200",0.860093635121135,"Other amusement, recreation","Gambling, betting activities","Sports activities and recreation","Gambling, betting","Other Service activities","Other Service activities",10
"1825","8520","8710",-0.561992166733421,"Primary","Residential nursing care","Education","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",101
"1826","8610","8710",0.256212798844324,"Hospital activities","Residential nursing care","Human health activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",389
"1827","4711","8710",-0.409370570390204,"Food, beverages, tobacco mainly","Residential nursing care","Non specialised retail stores","Residential care activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",64
"1828","5610","8710",-0.17941305185651,"Restaurants, mobile food service","Residential nursing care","Food, beverage service","Residential care activities","Other Service activities","Government administrative functions, Education, Health",63
"1829","7820","8710",-0.153523225678571,"Temporary employment agencies","Residential nursing care","Employment activities","Residential care activities","Business services","Government administrative functions, Education, Health",97
