"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"1240","4391","4120",0.890989851429612,"Roofing activities","Residential, non-residential buildings","Specialised activities","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",12
"1241","4221","4120",0.75222637225161,"Utility - fluids","Residential, non-residential buildings","Civil engineering","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",10
"1242","8520","5630",-0.522561774830467,"Primary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",159
"1243","8610","5630",-0.7099490685437,"Hospital activities","Beverage serving","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",55
"1244","4711","5630",0.00923024153686906,"Food, beverages, tobacco mainly","Beverage serving","Non specialised retail stores","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",219
"1245","6419","5630",-0.623260399777843,"Other monetary intermediation","Beverage serving","Financial, insurance, pension","Food, beverage service","Business services","Other Service activities",26
"1246","5610","5630",0.558514282383274,"Restaurants, mobile food service","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",450
"1247","8424","5630",-0.709867811141326,"Police, public order, safety activ.","Beverage serving","Central/Local Gov. administration","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"1248","7820","5630",-0.348035148568391,"Temporary employment agencies","Beverage serving","Employment activities","Food, beverage service","Business services","Other Service activities",90
"1249","4771","5630",0.153602228053242,"Clothing","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",130
"1250","8411","5630",-0.703362811906183,"General public administration","Beverage serving","Central/Local Gov. administration","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",16
"1251","8690","5630",-0.605701064448771,"Other","Beverage serving","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",21
"1252","8542","5630",-0.361157294083565,"Tertiary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",31
"1253","5310","5630",-0.601431490515923,"Under universal service obligation","Beverage serving","Postal, courier activities","Food, beverage service","Transportation and Storage","Other Service activities",10
"1254","8121","5630",0.0530020086165412,"General cleaning of buildings","Beverage serving","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",89
"1255","6910","5630",-0.38192786518249,"Legal activities","Beverage serving","Legal and accounting activities","Food, beverage service","Business services ","Other Service activities",17
"1256","4719","5630",0.109623354319638,"Other non specialised","Beverage serving","Non specialised retail stores","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",68
"1257","8899","5630",-0.572648374651863,"Other","Beverage serving","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",19
"1258","6920","5630",-0.187271792798331,"Accounting, auditing; tax consltcy","Beverage serving","Legal and accounting activities","Food, beverage service","Business services","Other Service activities",29
"1259","4120","5630",-0.555058800066004,"Residential, non-residential buildings","Beverage serving","Construction of buildings","Food, beverage service","Construction (including development of real estate)","Other Service activities",12
"1260","5630","5630",1,"Beverage serving","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",1626
"1261","7112","5630",-0.598273108632426,"Engineering/tech consultancy","Beverage serving","Architectural, eng/tech testing","Food, beverage service","Business services","Other Service activities",10
"1262","8810","5630",-0.396723953110412,"Elderly, disabled","Beverage serving","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",24
"1263","6820","5630",-0.194256868459394,"Renting, operating own or leased ","Beverage serving","Real estate activities","Food, beverage service","Business services ","Other Service activities",22
"1264","8531","5630",-0.255731328247296,"General secondary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",31
"1265","6202","5630",-0.521574313370314,"Consultancy activities","Beverage serving","Computer programming, consultancy","Food, beverage service","Information and Communication","Other Service activities",10
"1266","4511","5630",-0.428421975704558,"Sale of cars, light motor vehicles","Beverage serving","Motor vehicle/cycle trade, repair","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"1267","8010","5630",-0.340171137449231,"Private security","Beverage serving","Security, investigation activities","Food, beverage service","Business services","Other Service activities",14
"1268","4941","5630",-0.43910197646092,"Road freight transport","Beverage serving","Land, pipeline transport","Food, beverage service","Transportation and Storage","Other Service activities",11
"1269","8790","5630",-0.217929050067112,"Other","Beverage serving","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",30
"1270","5510","5630",0.622581489981122,"Hotels and similar","Beverage serving","Accommodation","Food, beverage service","Other Service activities","Other Service activities",176
"1271","7022","5630",-0.573441777910525,"Business, other management","Beverage serving","Head offices; mgment consultancy","Food, beverage service","Business services","Other Service activities",10
"1272","9200","5630",0.160460653247766,"Gambling, betting activities","Beverage serving","Gambling, betting","Food, beverage service","Other Service activities","Other Service activities",28
"1273","8710","5630",-0.238152221107634,"Residential nursing care","Beverage serving","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",28
"1274","8730","5630",-0.263856035861823,"Elderly, disabled","Beverage serving","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",27
"1275","6622","5630",-0.313155722166908,"Insurance agents/brokers activities","Beverage serving","Auxiliary financial services","Food, beverage service","Business services","Other Service activities",10
"1276","8110","5630",-0.239479520075347,"Combined facilities support","Beverage serving","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",22
"1277","8532","5630",-0.413935826387188,"Technical, vocational secondary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",12
"1278","5621","5630",0.287859680153612,"Event catering","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",61
"1279","4673","5630",-0.262834399692325,"Wood, construction, sanitary equip","Beverage serving","Other wholesale","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"1280","5210","5630",-0.302985854234201,"Warehousing and storage","Beverage serving","Warehousing, transport support","Food, beverage service","Transportation and Storage","Other Service activities",10
"1281","8891","5630",-0.0942826728051029,"Child day-care","Beverage serving","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",24
"1282","8621","5630",-0.270150311504149,"General medical practices","Beverage serving","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",13
"1283","4321","5630",-0.365098115681936,"Electrical installation","Beverage serving","Specialised activities","Food, beverage service","Construction (including development of real estate)","Other Service activities",10
"1284","4299","5630",-0.31864287087547,"Other civil engineering nec","Beverage serving","Civil engineering","Food, beverage service","Construction (including development of real estate)","Other Service activities",11
"1285","5629","5630",0.229538258566905,"Other food service","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",37
"1286","4520","5630",-0.0659741032113202,"Maintenance/repair of vehicles","Beverage serving","Motor vehicle/cycle trade, repair","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",14
"1287","6831","5630",-0.168423849332538,"Agencies fee/contract basis","Beverage serving","Real estate activities","Food, beverage service","Business services ","Other Service activities",10
"1288","8559","5630",-0.335528902274418,"Other education nec","Beverage serving","Other education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",13
"1289","4752","5630",0.256463938708444,"Hardware, paints, glass","Beverage serving","Specialised retail - household","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",23
"1290","6619","5630",-0.211692593485251,"Other financial services","Beverage serving","Auxiliary financial services","Food, beverage service","Business services","Other Service activities",10
"1291","7010","5630",-0.0947013763543715,"Head office activities","Beverage serving","Head offices; mgment consultancy","Food, beverage service","Business services","Other Service activities",13
"1292","8299","5630",-0.220983338383025,"Other","Beverage serving","Office admin, business support","Food, beverage service","Business services","Other Service activities",17
"1293","9311","5630",0.362871235804562,"Operation of sports facilities","Beverage serving","Sports activities and recreation","Food, beverage service","Other Service activities","Other Service activities",42
"1294","7911","5630",0.039463425254147,"Travel agency activities","Beverage serving","Travel agency, tour operators","Food, beverage service","Business services","Other Service activities",10
"1295","9602","5630",0.675677413203597,"Hairdressing, beauty treatment","Beverage serving","Other personal service activities","Food, beverage service","Other Service activities","Other Service activities",45
"1296","4778","5630",0.305732987006766,"Other new goods","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",24
"1297","4773","5630",0.162754022840584,"Dispensing chemist","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",11
"1298","4759","5630",0.203513881254158,"Furniture, lighting, other","Beverage serving","Specialised retail - household","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",13
"1299","8220","5630",-0.310870534538412,"Activities of call centres","Beverage serving","Office admin, business support","Food, beverage service","Business services","Other Service activities",11
"1300","7311","5630",3.12973006249888e-05,"Advertising agencies","Beverage serving","Advertising,market research","Food, beverage service","Business services","Other Service activities",10
"1301","7810","5630",-0.245534413448148,"Employment placement agencies","Beverage serving","Employment activities","Food, beverage service","Business services","Other Service activities",10
"1302","6832","5630",-0.0294238108256152,"Managament of fee/contract basis","Beverage serving","Real estate activities","Food, beverage service","Business services ","Other Service activities",10
"1303","9499","5630",0.424024590061068,"Other nec","Beverage serving","Membership organisations activities","Food, beverage service","Other Service activities","Other Service activities",32
"1304","8623","5630",0.240694686731728,"Dental practices","Beverage serving","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",12
"1305","4724","5630",0.24731772854022,"Bread, cakes, confectionery","Beverage serving","Specialised retail - food etc","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",13
"1306","4764","5630",0.503195373872798,"Sporting equipment","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",32
"1307","4772","5630",0.272383265369752,"Footwear, leather goods","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",16
"1308","4322","5630",0.136237613083913,"Plumbing, heat, air con inst","Beverage serving","Specialised activities","Food, beverage service","Construction (including development of real estate)","Other Service activities",10
"1309","5813","5630",0.17786766210066,"Newspapers","Beverage serving","Publishing activities","Food, beverage service","Information and Communication","Other Service activities",10
"1310","9700","5630",0.0683570940035534,"Households as employers","Beverage serving","Domestic personnel employment","Food, beverage service","Other Service activities","Other Service activities",17
"1311","1071","5630",0.147115041315141,"Bread; pastry goods, cakes","Beverage serving","Food products - other","Food, beverage service","Manufacture food, drink, tobacco","Other Service activities",10
"1312","9312","5630",0.532799431487896,"Activities of sport clubs","Beverage serving","Sports activities and recreation","Food, beverage service","Other Service activities","Other Service activities",57
"1313","4762","5630",0.402817136971244,"Newspapers, stationery","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",18
"1314","4777","5630",0.294724060345561,"Watches, jewellery","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"1315","4791","5630",0.124604190332091,"Via mail order houses, Internet","Beverage serving","Other retail","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"1316","9609","5630",0.135258976354189,"Other","Beverage serving","Other personal service activities","Food, beverage service","Other Service activities","Other Service activities",10
"1317","5530","5630",0.423864349566258,"Camping, vehicle/trailer parks","Beverage serving","Accommodation","Food, beverage service","Other Service activities","Other Service activities",12
"1318","7320","5630",0.335387452908566,"Market research, public polling","Beverage serving","Advertising,market research","Food, beverage service","Business services","Other Service activities",10
"1319","4649","5630",0.186348842513353,"Other","Beverage serving","Household goods wholesale","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"1320","7490","5630",0.0951288312238808,"Other","Beverage serving","Other professional, scientific/tech","Food, beverage service","Business services","Other Service activities",11
"1321","4776","5630",0.538842992701889,"Flowers, plants, pet animals/food","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",16
"1322","4690","5630",0.414189018633975,"Non-specialised wholesale trade","Beverage serving","Other wholesale","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"1323","9313","5630",0.467730464055194,"Fitness facilities","Beverage serving","Sports activities and recreation","Food, beverage service","Other Service activities","Other Service activities",10
"1324","8510","5630",0.315397445739725,"Pre-primary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"1325","5520","5630",0.631206946944779,"Holiday and other short stay","Beverage serving","Accommodation","Food, beverage service","Other Service activities","Other Service activities",10
"1326","1105","5630",0.774770743124375,"Beer","Beverage serving","Beverages","Food, beverage service","Manufacture food, drink, tobacco","Other Service activities",11
"1327","5914","5630",0.729673426873353,"Motion picture projection","Beverage serving","Motion picture, video, radio, TV","Food, beverage service","Information and Communication","Other Service activities",10
"1328","9329","5630",0.79623444199909,"Other amusement, recreation","Beverage serving","Sports activities and recreation","Food, beverage service","Other Service activities","Other Service activities",21
"1329","8520","7112",-0.672508924199815,"Primary","Engineering/tech consultancy","Education","Architectural, eng/tech testing","Government administrative functions, Education, Health","Business services",64
"1330","8610","7112",-0.825334632770764,"Hospital activities","Engineering/tech consultancy","Human health activities","Architectural, eng/tech testing","Government administrative functions, Education, Health","Business services",20
"1331","4711","7112",-0.485493114662289,"Food, beverages, tobacco mainly","Engineering/tech consultancy","Non specialised retail stores","Architectural, eng/tech testing","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",48
"1332","5610","7112",-0.577612892605661,"Restaurants, mobile food service","Engineering/tech consultancy","Food, beverage service","Architectural, eng/tech testing","Other Service activities","Business services",22
"1333","7820","7112",-0.340611548326872,"Temporary employment agencies","Engineering/tech consultancy","Employment activities","Architectural, eng/tech testing","Business services","Business services",59
"1334","4771","7112",-0.490804878497259,"Clothing","Engineering/tech consultancy","Specialised retail - other","Architectural, eng/tech testing","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",21
"1335","8411","7112",-0.553944588066511,"General public administration","Engineering/tech consultancy","Central/Local Gov. administration","Architectural, eng/tech testing","Government administrative functions, Education, Health","Business services",17
"1336","8542","7112",-0.141821039321102,"Tertiary","Engineering/tech consultancy","Education","Architectural, eng/tech testing","Government administrative functions, Education, Health","Business services",32
"1337","8121","7112",-0.549512785176957,"General cleaning of buildings","Engineering/tech consultancy","Buildings, landscape activities","Architectural, eng/tech testing","Business services","Business services",15
"1338","6910","7112",-0.420311785093766,"Legal activities","Engineering/tech consultancy","Legal and accounting activities","Architectural, eng/tech testing","Business services ","Business services",10
"1339","8899","7112",-0.636830239129319,"Other","Engineering/tech consultancy","Non residential social work","Architectural, eng/tech testing","Government administrative functions, Education, Health","Business services",10
"1340","6920","7112",0.0300409540267185,"Accounting, auditing; tax consltcy","Engineering/tech consultancy","Legal and accounting activities","Architectural, eng/tech testing","Business services","Business services",29
"1341","4120","7112",0.0350752406675775,"Residential, non-residential buildings","Engineering/tech consultancy","Construction of buildings","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",29
"1342","5630","7112",-0.505479759584477,"Beverage serving","Engineering/tech consultancy","Food, beverage service","Architectural, eng/tech testing","Other Service activities","Business services",16
"1343","7112","7112",1,"Engineering/tech consultancy","Engineering/tech consultancy","Architectural, eng/tech testing","Architectural, eng/tech testing","Business services","Business services",1528
"1344","6190","7112",-0.26350919559183,"Other","Engineering/tech consultancy","Telecommunications","Architectural, eng/tech testing","Information and Communication","Business services",10
"1345","6202","7112",0.0352723778765105,"Consultancy activities","Engineering/tech consultancy","Computer programming, consultancy","Architectural, eng/tech testing","Information and Communication","Business services",22
"1346","8010","7112",-0.20869171201254,"Private security","Engineering/tech consultancy","Security, investigation activities","Architectural, eng/tech testing","Business services","Business services",12
"1347","5510","7112",-0.450383817786213,"Hotels and similar","Engineering/tech consultancy","Accommodation","Architectural, eng/tech testing","Other Service activities","Business services",10
"1348","7022","7112",0.7325025695371,"Business, other management","Engineering/tech consultancy","Head offices; mgment consultancy","Architectural, eng/tech testing","Business services","Business services",154
"1349","8110","7112",0.463203755736243,"Combined facilities support","Engineering/tech consultancy","Buildings, landscape activities","Architectural, eng/tech testing","Business services","Business services",63
"1350","3513","7112",-0.0596053220111715,"Electricity distribution","Engineering/tech consultancy","Electricity, gas, steam, air con","Architectural, eng/tech testing","Utilities, sewerage, waste and recycling","Business services",10
"1351","5210","7112",-0.0929763995871168,"Warehousing and storage","Engineering/tech consultancy","Warehousing, transport support","Architectural, eng/tech testing","Transportation and Storage","Business services",10
"1352","4321","7112",0.408462110078108,"Electrical installation","Engineering/tech consultancy","Specialised activities","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",33
"1353","4299","7112",0.399742755405521,"Other civil engineering nec","Engineering/tech consultancy","Civil engineering","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",32
"1354","6831","7112",0.24702951889464,"Agencies fee/contract basis","Engineering/tech consultancy","Real estate activities","Architectural, eng/tech testing","Business services ","Business services",15
"1355","8559","7112",-0.254921616213486,"Other education nec","Engineering/tech consultancy","Other education","Architectural, eng/tech testing","Government administrative functions, Education, Health","Business services",10
"1356","6201","7112",0.114804751565443,"Programming activities","Engineering/tech consultancy","Computer programming, consultancy","Architectural, eng/tech testing","Information and Communication","Business services",11
"1357","7219","7112",0.50455995467211,"Other natural sciences, engineering","Engineering/tech consultancy","Scientific research, development","Architectural, eng/tech testing","Business services","Business services",27
"1358","7010","7112",-0.0066097558725769,"Head office activities","Engineering/tech consultancy","Head offices; mgment consultancy","Architectural, eng/tech testing","Business services","Business services",10
"1359","8299","7112",0.286964794088023,"Other","Engineering/tech consultancy","Office admin, business support","Architectural, eng/tech testing","Business services","Business services",31
"1360","9311","7112",-0.0700254921244818,"Operation of sports facilities","Engineering/tech consultancy","Sports activities and recreation","Architectural, eng/tech testing","Other Service activities","Business services",11
"1361","8220","7112",-0.14849933363262,"Activities of call centres","Engineering/tech consultancy","Office admin, business support","Architectural, eng/tech testing","Business services","Business services",10
"1362","4669","7112",0.48723338959644,"Other","Engineering/tech consultancy","Other m/c, equipment wholesale","Architectural, eng/tech testing","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",16
"1363","3600","7112",0.56177853869782,"Water collection, treatment, supply","Engineering/tech consultancy","Water and sewerage","Architectural, eng/tech testing","Utilities, sewerage, waste and recycling","Business services",16
"1364","4399","7112",0.582891383968778,"Other","Engineering/tech consultancy","Specialised activities","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",17
"1365","7810","7112",0.169969930820366,"Employment placement agencies","Engineering/tech consultancy","Employment activities","Architectural, eng/tech testing","Business services","Business services",15
"1366","4322","7112",0.53108135592551,"Plumbing, heat, air con inst","Engineering/tech consultancy","Specialised activities","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",16
"1367","2651","7112",0.719296043228049,"Measuring, testing appliances","Engineering/tech consultancy","Computer, electronic, optical","Architectural, eng/tech testing","Manufacture computer, electronic, light electrical","Business services",26
"1368","7111","7112",0.844460794385998,"Architectural activities","Engineering/tech consultancy","Architectural, eng/tech testing","Architectural, eng/tech testing","Business services","Business services",37
"1369","9312","7112",-0.00897326796222184,"Activities of sport clubs","Engineering/tech consultancy","Sports activities and recreation","Architectural, eng/tech testing","Other Service activities","Business services",11
"1370","7490","7112",0.855085767308398,"Other","Engineering/tech consultancy","Other professional, scientific/tech","Architectural, eng/tech testing","Business services","Business services",75
"1371","7120","7112",0.787567824775085,"Technical testing/analysis","Engineering/tech consultancy","Architectural, eng/tech testing","Architectural, eng/tech testing","Business services","Business services",20
"1372","2562","7112",0.836781630978088,"Machining","Engineering/tech consultancy","Other fabricated metal products","Architectural, eng/tech testing","All other Manufacturing","Business services",47
"1373","4211","7112",0.656511759467991,"Roads, motorways","Engineering/tech consultancy","Civil engineering","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",10
"1374","2511","7112",0.784943500247362,"Metal structures, parts of","Engineering/tech consultancy","Other fabricated metal products","Architectural, eng/tech testing","All other Manufacturing","Business services",22
"1375","3312","7112",0.86637392025369,"Machinery","Engineering/tech consultancy","Repair/installation excl. household","Architectural, eng/tech testing","Machinery repair excluding motor vehicles","Business services",25
"1376","7410","7112",0.836535929011708,"Specialised design activities","Engineering/tech consultancy","Other professional, scientific/tech","Architectural, eng/tech testing","Business services","Business services",10
"1377","4221","7112",0.779999582611599,"Utility - fluids","Engineering/tech consultancy","Civil engineering","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",11
"1378","910","7112",0.908119433227503,"Petroleum, natural gas extraction","Engineering/tech consultancy","Mining support activities","Architectural, eng/tech testing","Mining, Quarrying (inc extraction of petroleum and gas)","Business services",13
"1379","2711","7112",0.831600749096228,"Electric motors, generators etc","Engineering/tech consultancy","Electrical equipment","Architectural, eng/tech testing","Manufacture computer, electronic, light electrical","Business services",10
"1380","3317","7112",0.948978752975618,"Transport equipment nec","Engineering/tech consultancy","Repair/installation excl. household","Architectural, eng/tech testing","Machinery repair excluding motor vehicles","Business services",34
"1381","2640","7112",0.980627560768767,"Consumer electronics","Engineering/tech consultancy","Computer, electronic, optical","Architectural, eng/tech testing","Manufacture computer, electronic, light electrical","Business services",12
"1382","8520","6190",-0.825546003276714,"Primary","Other","Education","Telecommunications","Government administrative functions, Education, Health","Information and Communication",19
"1383","4711","6190",-0.284092442259341,"Food, beverages, tobacco mainly","Other","Non specialised retail stores","Telecommunications","Wholesale and retail,motor vehicle repair,sale of fuel","Information and Communication",47
"1384","6419","6190",-0.5994678871751,"Other monetary intermediation","Other","Financial, insurance, pension","Telecommunications","Business services","Information and Communication",11
"1385","5610","6190",-0.40831542665536,"Restaurants, mobile food service","Other","Food, beverage service","Telecommunications","Other Service activities","Information and Communication",21
"1386","7820","6190",-0.0279473139646744,"Temporary employment agencies","Other","Employment activities","Telecommunications","Business services","Information and Communication",69
"1387","6920","6190",-0.121967926949532,"Accounting, auditing; tax consltcy","Other","Legal and accounting activities","Telecommunications","Business services","Information and Communication",13
"1388","7112","6190",-0.172939131702954,"Engineering/tech consultancy","Other","Architectural, eng/tech testing","Telecommunications","Business services","Information and Communication",11
"1389","6190","6190",1,"Other","Other","Telecommunications","Telecommunications","Information and Communication","Information and Communication",1268
"1390","6202","6190",0.580611469097987,"Consultancy activities","Other","Computer programming, consultancy","Telecommunications","Information and Communication","Information and Communication",47
"1391","7022","6190",0.227851351429505,"Business, other management","Other","Head offices; mgment consultancy","Telecommunications","Business services","Information and Communication",23
"1392","6622","6190",0.143074482701686,"Insurance agents/brokers activities","Other","Auxiliary financial services","Telecommunications","Business services","Information and Communication",10
"1393","4321","6190",0.132224127674465,"Electrical installation","Other","Specialised activities","Telecommunications","Construction (including development of real estate)","Information and Communication",11
"1394","4299","6190",0.179506924629058,"Other civil engineering nec","Other","Civil engineering","Telecommunications","Construction (including development of real estate)","Information and Communication",12
"1395","6209","6190",0.657923208614039,"Other","Other","Computer programming, consultancy","Telecommunications","Information and Communication","Information and Communication",28
"1396","6201","6190",0.348607913944346,"Programming activities","Other","Computer programming, consultancy","Telecommunications","Information and Communication","Information and Communication",11
"1397","6619","6190",0.247887420657571,"Other financial services","Other","Auxiliary financial services","Telecommunications","Business services","Information and Communication",10
"1398","8220","6190",0.396817888011816,"Activities of call centres","Other","Office admin, business support","Telecommunications","Business services","Information and Communication",19
"1399","6020","6190",0.715269174954872,"Television programming, broadcasting","Other","Motion picture, video, radio, TV","Telecommunications","Information and Communication","Information and Communication",10
"1400","4742","6190",0.912832965259524,"Telecommunications equipment","Other","Specialised retail - info/comms","Telecommunications","Wholesale and retail,motor vehicle repair,sale of fuel","Information and Communication",44
"1401","6120","6190",0.793995520702867,"Wireless telecomms activities","Other","Telecommunications","Telecommunications","Information and Communication","Information and Communication",10
"1402","4652","6190",0.821659083679781,"Electronic, telecomms","Other","Information/comms equip wholesale","Telecommunications","Wholesale and retail,motor vehicle repair,sale of fuel","Information and Communication",11
"1403","9511","6190",0.92840529479295,"Computers, peripheral equipment","Other","Repair computers,personal,household","Telecommunications","Other Service activities","Information and Communication",25
"1404","8520","8810",-0.288392437895129,"Primary","Elderly, disabled","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",256
"1405","8610","8810",-0.319077768766193,"Hospital activities","Elderly, disabled","Human health activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",153
"1406","4711","8810",-0.307879458735215,"Food, beverages, tobacco mainly","Elderly, disabled","Non specialised retail stores","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",104
"1407","5610","8810",-0.335330594126592,"Restaurants, mobile food service","Elderly, disabled","Food, beverage service","Non residential social work","Other Service activities","Government administrative functions, Education, Health",58
"1408","7820","8810",0.041950877600362,"Temporary employment agencies","Elderly, disabled","Employment activities","Non residential social work","Business services","Government administrative functions, Education, Health",185
"1409","4771","8810",-0.349782566888448,"Clothing","Elderly, disabled","Specialised retail - other","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",42
"1410","8411","8810",-0.679947375009025,"General public administration","Elderly, disabled","Central/Local Gov. administration","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",16
"1411","8690","8810",0.387299664169685,"Other","Elderly, disabled","Human health activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",177
"1412","8542","8810",-0.715814706485584,"Tertiary","Elderly, disabled","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1413","8121","8810",-0.06681642695935,"General cleaning of buildings","Elderly, disabled","Buildings, landscape activities","Non residential social work","Business services","Government administrative functions, Education, Health",64
"1414","4719","8810",-0.407423628440196,"Other non specialised","Elderly, disabled","Non specialised retail stores","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",21
"1415","8899","8810",0.506294582918056,"Other","Elderly, disabled","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",195
"1416","6920","8810",-0.497345269486646,"Accounting, auditing; tax consltcy","Elderly, disabled","Legal and accounting activities","Non residential social work","Business services","Government administrative functions, Education, Health",13
"1417","5630","8810",-0.232644254266687,"Beverage serving","Elderly, disabled","Food, beverage service","Non residential social work","Other Service activities","Government administrative functions, Education, Health",43
"1418","8810","8810",1,"Elderly, disabled","Elderly, disabled","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",1245
"1419","4931","8810",-0.368666792816495,"Urban/suburban passenger transport","Elderly, disabled","Land, pipeline transport","Non residential social work","Transportation and Storage","Government administrative functions, Education, Health",10
"1420","6820","8810",0.107670330088951,"Renting, operating own or leased ","Elderly, disabled","Real estate activities","Non residential social work","Business services ","Government administrative functions, Education, Health",37
"1421","8531","8810",-0.547001012712911,"General secondary","Elderly, disabled","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",14
"1422","8010","8810",-0.444330207007155,"Private security","Elderly, disabled","Security, investigation activities","Non residential social work","Business services","Government administrative functions, Education, Health",10
"1423","8790","8810",0.719689949393947,"Other","Elderly, disabled","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",262
"1424","5510","8810",-0.0334372070138455,"Hotels and similar","Elderly, disabled","Accommodation","Non residential social work","Other Service activities","Government administrative functions, Education, Health",35
"1425","9200","8810",-0.175038072677894,"Gambling, betting activities","Elderly, disabled","Gambling, betting","Non residential social work","Other Service activities","Government administrative functions, Education, Health",13
"1426","8710","8810",0.785914271131686,"Residential nursing care","Elderly, disabled","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",347
