"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"17","6024","8010",-0.883495599598779,"Freight transport by road n.e.c.,Furniture removal activities","Primary education","NA","NA","NA","NA",30
"18","5540","8010",-0.36075063226846,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Primary education","NA","NA","NA","NA",343
"19","5212","8010",-0.524636184961886,"Other retail sale in non-specialised stores","Primary education","NA","NA","NA","NA",178
"20","5010","8010",-0.847890724113861,"Sale of new and used motor vehicles","Primary education","NA","NA","NA","NA",35
"21","5248","8010",-0.638008256117918,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Primary education","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",119
"22","7522","8010",-0.834522295086017,"Defence activities","Primary education","NA","NA","NA","NA",32
"23","5242","8010",-0.504463869016687,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Primary education","NA","NA","NA","NA",185
"24","7470","8010",-0.00354211709217975,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","Primary education","NA","NA","NA","NA",519
"25","6021","8010",-0.838624112327597,"Urban and suburban passenger railway transportation by underground, metro and similar systems, Other scheduled passenger land transport n.e.c.","Primary education","NA","NA","NA","NA",27
"26","7412","8010",-0.629701096149036,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","Primary education","NA","NA","NA","NA",87
"27","7415","8010",-0.664696823749367,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Primary education","NA, NA","NA","NA, NA","NA",109
"28","6601","8010",-0.882173523555341,"Life insurance","Primary education","NA","NA","NA","NA",22
"29","8514","8010",-0.553502988974,"Other human health activities","Primary education","NA","NA","NA","NA",146
"30","6720","8010",-0.856426405802214,"Activities auxiliary to insurance and pension funding","Primary education","NA","NA","NA","NA",26
"31","7220","8010",-0.889633585486456,"","Primary education","","NA","","NA",24
"32","6603","8010",-0.875794668091221,"Non-life insurance","Primary education","NA","NA","NA","NA",26
"33","5530","8010",-0.501093455540157,"Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","Primary education","NA","NA","NA","NA",138
"34","8512","8010",-0.566013945901214,"Medical practice activities","Primary education","NA","NA","NA","NA",89
"35","7530","8010",-0.682062298412547,"Compulsory social security activities","Primary education","NA","NA","NA","NA",55
"36","6210","8010",-0.912102159373887,"Scheduled passenger air transport,Other scheduled air transport","Primary education","NA","NA","NA","NA",10
"37","2222","8010",-0.793923497023347,"Other printing, Other printing","Primary education","NA, NA","NA","NA, NA","NA",27
"38","5552","8010",-0.232134780033562,"Catering","Primary education","NA","NA","NA","NA",198
"39","3530","8010",-0.865146710556472,"Manufacture of aircraft and spacecraft","Primary education","NA","NA","NA","NA",16
"40","7512","8010",0.238662605419596,"Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","Primary education","NA","NA","NA","NA",635
"41","7460","8010",-0.760526858820997,"Security and related activities, Investigation activities","Primary education","NA, NA","NA","NA, NA","NA",32
"42","7414","8010",-0.641656093994882,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","Primary education","NA, NA","NA","NA, NA","NA",69
"43","8042","8010",0.324017355115244,"Other adult and other education n.e.c., Activities of private training providers","Primary education","NA, NA","NA","NA, NA","NA",653
"44","6330","8010",-0.760463807088011,"Activities of travel agencies, organisers,tour guides,Other tourist assistance activities n.e.c.","Primary education","NA","NA","NA","NA",29
"45","7484","8010",-0.773299374765096,"","Primary education","","NA","","NA",47
"46","5020","8010",-0.78719036538383,"Maintenance and repair of motor vehicles","Primary education","NA","NA","NA","NA",28
"47","4531","8010",-0.830455518055671,"Installation of electrical wiring and fittings","Primary education","NA","NA","NA","NA",20
"48","7523","8010",-0.529378396288093,"Justice and judicial activities","Primary education","NA","NA","NA","NA",64
"49","4533","8010",-0.816046511108548,"Plumbing","Primary education","NA","NA","NA","NA",18
"50","5165","8010",-0.921410646316923,"","Primary education","","NA","","NA",10
"51","9220","8010",-0.848948025411968,"Radio activities","Primary education","NA","NA","NA","NA",13
"52","5511","8010",-0.688897934630668,"","Primary education","","NA","","NA",50
"53","4010","8010",-0.898136019634227,"","Primary education","","NA","","NA",11
"54","5030","8010",-0.81999689197049,"Sale of motor vehicle parts and accessories","Primary education","NA","NA","NA","NA",18
"55","3430","8010",-0.766377524144828,"Manufacture of parts and accessories for motor vehicles and their engines","Primary education","NA","NA","NA","NA",24
"56","5153","8010",-0.814417379163692,"Wholesale of wood, construction materials and sanitary equipment","Primary education","NA","NA","NA","NA",18
"57","9271","8010",-0.420069928069353,"Gambling and betting activities","Primary education","NA","NA","NA","NA",72
"58","8022","8010",0.135600471780651,"Technical and vocational secondary education","Primary education","NA","NA","NA","NA",314
"59","3320","8010",-0.853386766329535,"Manufacture of electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","Primary education","NA, NA, NA","NA","NA, NA, NA","NA",15
"60","7031","8010",-0.705364743397205,"Real estate agencies","Primary education","NA","NA","NA","NA",32
"61","7310","8010",-0.591148366641806,"Research and experimental development on natural sciences and engineering","Primary education","NA","NA","NA","NA",53
"62","5246","8010",-0.661597378494286,"Retail sale of hardware, paints and glass","Primary education","NA","NA","NA","NA",37
"63","2852","8010",-0.85387044165725,"General mechanical engineering","Primary education","NA","NA","NA","NA",13
"64","7020","8010",-0.351287179003896,"Other letting of own property, Letting of conference and exhibition centres","Primary education","NA","NA","NA","NA",95
"65","6312","8010",-0.819803406873479,"Storage and warehousing of frozen and refrigerated goods, liquids or gases, Storage and warehousing of grain, Storage and warehousing n.e.c.","Primary education","NA","NA","NA","NA",18
"66","5147","8010",-0.768199861524875," Wholesale of photographic goods, Wholesale of other household goods n.e.c., Wholesale of furniture,jewellery, imitation jewellery, musical instruments, toys and games,travel and fancy goods","Primary education","NA, NA","NA","NA, NA","NA",23
"67","9262","8010",-0.0442700417020003,"Other sporting activities not elsewhere classified, Activities of racehorse owners","Primary education","NA, NA","NA","NA, NA","NA",193
"68","5245","8010",-0.585965667706756,"Retail sale of electrical household appliances and radio and television goods","Primary education","NA","NA","NA","NA",40
"69","4100","8010",-0.85562172363682,"Collection, purification and distribution of water","Primary education","NA","NA","NA","NA",10
"70","2212","8010",-0.542381419480796,"Publishing of newspapers","Primary education","NA","NA","NA","NA",41
"71","7440","8010",-0.772253338772796,"Planning, creation and placement of advertising activities, Advertising activities not elsewhere classified,Sale or leasing activities of advertising space or time","Primary education","NA","NA","NA","NA",19
"72","6522","8010",-0.878187709535578,"Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Activities of mortgage finance companies,Other credit granting not elsewhere classified, Factoring","Primary education","NA, NA","NA","NA, NA","NA",10
"73","5244","8010",-0.543844902409117,"Retail sale of furniture, lighting equipment and household articles n.e.c.","Primary education","NA","NA","NA","NA",48
"74","1581","8010",-0.721591367411866,"Manufacture of bread; manufacture of fresh pastry goods and cakes","Primary education","NA","NA","NA","NA",22
"75","6412","8010",-0.703571530202418,"Courier activities other than national post activities","Primary education","NA","NA","NA","NA",21
"76","1513","8010",-0.770613172668508,"Bacon and ham production,Other meat and poultry meat processing","Primary education","NA","NA","NA","NA",18
"77","7222","8010",-0.742713026123437,"Other software consultancy and supply","Primary education","NA","NA","NA","NA",24
"78","7525","8010",0.0366302026662031,"Fire service activities","Primary education","NA","NA","NA","NA",116
"79","5247","8010",-0.540859455490291,"Retail sale of books, newspapers and stationery","Primary education","NA","NA","NA","NA",47
"80","2524","8010",-0.739449289757343,"Manufacture of other plastic products","Primary education","NA","NA","NA","NA",17
"81","7230","8010",-0.495165458187671,"Data processing","Primary education","NA","NA","NA","NA",48
"82","5139","8010",-0.641256002779378,"Non-specialised wholesale of food, beverages and tobacco","Primary education","NA","NA","NA","NA",23
"83","9133","8010",0.104600150252252,"Activities of other membership organizations n.e.c.","Primary education","NA","NA","NA","NA",202
"84","5261","8010",-0.643687146658275,"Retail sale via mail order houses","Primary education","NA","NA","NA","NA",27
"85","2213","8010",-0.66138774132707,"Publishing of journals and periodicals","Primary education","NA","NA","NA","NA",23
"86","2811","8010",-0.774166825471389,"Manufacture of metal structures and parts of structures","Primary education","NA","NA","NA","NA",12
"87","5170","8010",-0.77468715423976,"","Primary education","","NA","","NA",14
"88","9261","8010",0.105324021675329,"Operation of ice rinks and roller skating rinks,Operation of other sports arenas and stadiums not elsewhere classified","Primary education","NA","NA","NA","NA",182
"89","5231","8010",-0.599868026738777,"Dispensing chemists","Primary education","NA","NA","NA","NA",21
"90","9131","8010",-0.236352751791922,"Activities of religious organizations","Primary education","NA","NA","NA","NA",51
"91","9302","8010",-0.75533496700482,"Hairdressing and other beauty treatment","Primary education","NA","NA","NA","NA",11
"92","9305","8010",-0.360200100664718,"Other service activities n.e.c., Operation of coin-operated photographic machines","Primary education","NA, NA","NA","NA, NA","NA",45
"93","2452","8010",-0.758880015013134,"","Primary education","","NA","","NA",16
"94","4523","8010",-0.462380869121089,"Construction of motorways, roads, airfields and sport facilities","Primary education","NA","NA","NA","NA",33
"95","7413","8010",-0.412556197405297,"Market research and public opinion polling","Primary education","NA","NA","NA","NA",38
"96","9000","8010",-0.236094191241989,"","Primary education","","NA","","NA",57
"97","8513","8010",-0.613519034079221,"Dental practice activities","Primary education","NA","NA","NA","NA",17
"98","5243","8010",-0.458637323957413,"Retail sale of footwear, leather goods","Primary education","NA","NA","NA","NA",32
"99","2523","8010",-0.724646909333752,"Manufacture of plastic floor covering,Manufacture of other builders' ware of plastic","Primary education","NA","NA","NA","NA",12
"100","3210","8010",-0.789560284327369,"Manufacture of electronic valves and tubes and other electronic components","Primary education","NA","NA","NA","NA",10
"101","7032","8010",-0.260286754957287,"Management of real estate on a fee or contract basis","Primary education","NA","NA","NA","NA",68
"102","6713","8010",-0.791833697267032,"Activities auxiliary to financial intermediation n.e.c.","Primary education","NA","NA","NA","NA",12
"103","130","8010",-0.765740924196634,"","Primary education","","NA","","NA",10
"104","5143","8010",-0.691167496478291,"Wholesale of gramophone records, audio tapes, compact discs and video tapes and of the equipment on which these are played, radios and televisions; wholesale of electrical household appliances n.e.c, Wholesale of electrical household appliances and radio and television goods","Primary education","NA, NA","NA","NA, NA","NA",12
"105","2924","8010",-0.717833995138914,"Manufacture of other general purpose machinery n.e.c.","Primary education","NA","NA","NA","NA",10
"106","5224","8010",-0.562254089649482,"Retail sale of bread, cakes, flour confectionery and sugar confectionery","Primary education","NA","NA","NA","NA",21
"107","7260","8010",-0.676132190649653,"Other computer related activities","Primary education","NA","NA","NA","NA",15
"108","7011","8010",-0.547512945518569,"Development and selling of real estate","Primary education","NA","NA","NA","NA",27
"109","9301","8010",-0.668695946473956,"Washing and dry-cleaning of textile and fur products","Primary education","NA","NA","NA","NA",11
"110","2621","8010",-0.633428575457994,"Manufacture of ceramic household and ornamental articles","Primary education","NA","NA","NA","NA",10
"111","5050","8010",-0.494022679014009,"Retail sale of automotive fuel","Primary education","NA","NA","NA","NA",22
"112","5510","8010",-0.217515369761345,"Hotels and motels with restaurant (licensed and unlicensed) and without restaurant","Primary education","NA","NA","NA","NA",57
"113","5142","8010",-0.629785692147819,"Wholesale of adults' fur and leather clothing,Wholesale of children's and infants' clothing,Wholesale of footwear, Wholesale of clothing n.e.c.","Primary education","NA","NA","NA","NA",12
"114","7513","8010",-0.263012657388985,"Regulation of and contribution to more efficient operation of business","Primary education","NA","NA","NA","NA",51
"115","7487","8010",-0.314856398983882,"Other business activities not elsewhere classified, Specialty design activities, Activities of exhibition and fair organisers,Activities of conference organisers,Credit reporting and collection agency activities","Primary education","NA, NA, NA","NA","NA, NA, NA","NA",71
"116","5131","8010",-0.570854988912248,"Wholesale of fruit and vegetables","Primary education","NA","NA","NA","NA",11
"117","7140","8010",-0.527800081212817,"Renting of sporting and recreational equipment,Renting of records and other pre-recorded media,Renting of video tapes and DVDs,Renting of radios, televisions and video recorders and DVD players, Renting of other personal and household goods not elsewhere classified","Primary education","NA","NA","NA","NA",15
"118","8520","8010",-0.463670864954383,"Veterinary activities","Primary education","NA","NA","NA","NA",12
"119","9252","8010",-0.118534553453594,"Museums activities,Preservation of historical sites and buildings","Primary education","NA","NA","NA","NA",33
"120","9231","8010",-0.574861970083868,"Live theatrical presentations,Other artistic and literary creation and interpretation,Library and archives activities","Primary education","NA","NA","NA","NA",10
"121","7481","8010",-0.479233548053183,"Portrait photographic activities,Other specialist photography,Film processing,Photographic activities not elsewhere classified","Primary education","NA","NA","NA","NA",11
"122","9251","8010",0.541557046664908,"","Primary education","","NA","","NA",165
"123","9112","8010",-0.357256464903303,"Activities of professional organizations","Primary education","NA","NA","NA","NA",15
"124","9272","8010",0.402582704699945,"Other recreational activities not elsewhere classified, Motion picture, television and other theatrical casting","Primary education","NA, NA","NA","NA, NA","NA",121
"125","5233","8010",-0.493039028118729,"Retail sale of cosmetic and toilet articles","Primary education","NA","NA","NA","NA",14
"126","112","8010",-0.487055859201091,"","Primary education","","NA","","NA",10
"127","1512","8010",-0.584348828388105,"Production and preserving of poultry meat","Primary education","NA","NA","NA","NA",10
"128","5551","8010",0.39595440207101,"Canteens","Primary education","NA","NA","NA","NA",100
"129","6023","8010",-0.460303918529821,"Renting of buses and coaches, Other land passenger transport n.e.c.","Primary education","NA","NA","NA","NA",10
"130","5225","8010",-0.189438530022736,"Retail sale of alcoholic and other beverages","Primary education","NA","NA","NA","NA",18
"131","5187","8010",-0.457158228186484,"Wholesale of other machinery for use in industry, trade and navigation","Primary education","NA","NA","NA","NA",11
"132","1520","8010",-0.338226892259665,"Freezing of fish Other fish processing and preserving","Primary education","NA","NA","NA","NA",12
"133","141","8010",-0.194549988061946,"","Primary education","","NA","","NA",16
"134","5523","8010",-0.185302414847934,"Holiday centres and holiday villages, Other self-catering holiday accommodation,Other tourist or short-stay accommodation","Primary education","NA","NA","NA","NA",20
"135","9303","8010",-0.208304796502445,"Funeral and related activities","Primary education","NA","NA","NA","NA",14
"136","4545","8010",-0.521328269632913,"Other building completion","Primary education","NA","NA","NA","NA",10
"137","5227","8010",-0.396388837377094,"Other retail sale of food, beverages and tobacco in specialised stores","Primary education","NA","NA","NA","NA",11
"138","7486","8010",-0.487055859201091,"Call centre activities","Primary education","NA","NA","NA","NA",18
"139","9002","8010",-0.153548788933993,"Collection and treatment of other waste","Primary education","NA","NA","NA","NA",13
"140","9213","8010",-0.0556853758314083,"Motion picture projection","Primary education","NA","NA","NA","NA",17
"141","6022","8010",-0.0692855287028016,"Taxi operation","Primary education","NA","NA","NA","NA",10
"142","5190","8010",-0.182137992810026,"Other wholesale","Primary education","NA","NA","NA","NA",13
"143","9232","8010",0.101302353265781,"Operation of arts facilities","Primary education","NA","NA","NA","NA",15
"144","9253","8010",0.0872765228480831,"Botanical and zoological gardens and nature reserves activities","Primary education","NA","NA","NA","NA",11
"145","9132","8010",0.352908933296488,"Activities of political organizations","Primary education","NA","NA","NA","NA",11
"146","9500","8010",0.332381031793658,"Activities of households as employers of domestic staff","Primary education","NA","NA","NA","NA",15
"147","8010","8511",-0.630069685088942,"Primary education","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",730
"148","8511","8511",1,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",25601
"149","5211","8511",-0.697006034157909,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",299
"150","6512","8511",-0.880796312373283,"Banks,Building societies","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",71
"151","7511","8511",-0.748208529865443,"General (overall) public service activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",174
"152","8030","8511",-0.340887939785139,"Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA, NA","NA","NA, NA, NA","NA",361
"153","4521","8511",-0.900864594337889,"Construction of commercial buildings, Construction of domestic buildings, Construction of civil engineering constructions","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA, NA","NA","NA, NA, NA","NA",33
"154","7524","8511",-0.858493129922597,"Public security, law and order activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",35
"155","8532","8511",-0.234519814962772,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",373
"156","8531","8511",0.229692411113106,"Charitable social work activities with accommodation, Non-charitable social work activities with accommodation","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",891
"157","7411","8511",-0.835613933872026,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",31
"158","6411","8511",-0.852555677949386,"National post activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",26
"159","7420","8511",-0.910792855097879,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities, Other engineering activities, Quantity surveying activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA, NA","NA","NA, NA, NA","NA",19
"160","6420","8511",-0.919913223497138,"Telecommunications","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",14
"161","8021","8511",-0.762064233163408,"General secondary education","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",64
"162","7450","8511",-0.0688467952623323,"Labour recruitment and provision of personnel","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",551
"163","6024","8511",-0.938123202256547,"Freight transport by road n.e.c.,Furniture removal activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",10
"164","5540","8511",-0.500424245631213,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",157
"165","5212","8511",-0.576649381330479,"Other retail sale in non-specialised stores","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",99
"166","5010","8511",-0.909596287037372,"Sale of new and used motor vehicles","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",13
"167","5248","8511",-0.78448044309616,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",42
"168","7522","8511",-0.832073693943549,"Defence activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",21
"169","5242","8511",-0.638609129664308,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",80
"170","7470","8511",-0.393266961989459,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",147
"171","6021","8511",-0.833847234839991,"Urban and suburban passenger railway transportation by underground, metro and similar systems, Other scheduled passenger land transport n.e.c.","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",18
"172","7412","8511",-0.843445751612751,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",21
"173","7415","8511",-0.841892813190246,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",30
"174","6601","8511",-0.845503380738351,"Life insurance","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",19
"175","8514","8511",0.652671749606059,"Other human health activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",1561
"176","6720","8511",-0.878847327359231,"Activities auxiliary to insurance and pension funding","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",14
"177","6603","8511",-0.572209538405631,"Non-life insurance","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",69
"178","5530","8511",-0.536015900297543,"Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",81
"179","8512","8511",0.395676846527051,"Medical practice activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",479
"180","7530","8511",-0.756918349968957,"Compulsory social security activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",26
"181","5552","8511",-0.367059787553544,"Catering","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",95
"182","7512","8511",0.316962016308982,"Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",486
"183","7460","8511",-0.747025835356208,"Security and related activities, Investigation activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",22
"184","7414","8511",-0.813454533017068,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",21
"185","8042","8511",-0.755411947104011,"Other adult and other education n.e.c., Activities of private training providers","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",30
"186","6330","8511",-0.827410091009187,"Activities of travel agencies, organisers,tour guides,Other tourist assistance activities n.e.c.","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",13
"187","7484","8511",-0.823369645568017,"","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","","NA","","NA",23
"188","7523","8511",-0.624964421819378,"Justice and judicial activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",31
"189","5511","8511",-0.563084063866418,"","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","","NA","","NA",49
"190","4010","8511",-0.435935388371185,"","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","","NA","","NA",52
"191","9271","8511",-0.740183173759648,"Gambling and betting activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",17
"192","8022","8511",-0.488806340005947,"Technical and vocational secondary education","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",53
"193","7031","8511",-0.701316138874202,"Real estate agencies","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",21
"194","7310","8511",-0.612609930912466,"Research and experimental development on natural sciences and engineering","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",32
"195","5246","8511",-0.721261677717154,"Retail sale of hardware, paints and glass","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",19
