"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"1068","3030","3030",1,"Air, spacecraft and related m/c","Air, spacecraft and related m/c","Other transport equipment","Other transport equipment","Manufacture machinery, vehicle, transport","Manufacture machinery, vehicle, transport",257
"1069","7010","3030",0.875400120722138,"Head office activities","Air, spacecraft and related m/c","Head offices; mgment consultancy","Other transport equipment","Business services","Manufacture machinery, vehicle, transport",10
"1070","2651","3030",0.928596956529917,"Measuring, testing appliances","Air, spacecraft and related m/c","Computer, electronic, optical","Other transport equipment","Manufacture computer, electronic, light electrical","Manufacture machinery, vehicle, transport",10
"1071","2811","3030",0.946045464035582,"Engines, turbines","Air, spacecraft and related m/c","General machinery","Other transport equipment","Manufacture machinery, vehicle, transport","Manufacture machinery, vehicle, transport",15
"1072","3316","3030",0.990661191523235,"Aircraft and spacecraft","Air, spacecraft and related m/c","Repair/installation excl. household","Other transport equipment","Machinery repair excluding motor vehicles","Manufacture machinery, vehicle, transport",20
"1073","8520","8559",-0.00765815357440989,"Primary","Other education nec","Education","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",92
"1074","8610","8559",-0.425439766880857,"Hospital activities","Other education nec","Human health activities","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",21
"1075","4711","8559",-0.312777138931304,"Food, beverages, tobacco mainly","Other education nec","Non specialised retail stores","Other education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",16
"1076","7820","8559",0.113946971720363,"Temporary employment agencies","Other education nec","Employment activities","Other education","Business services","Government administrative functions, Education, Health",30
"1077","8411","8559",-0.192994883903975,"General public administration","Other education nec","Central/Local Gov. administration","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1078","8542","8559",0.536312430613732,"Tertiary","Other education nec","Education","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",33
"1079","8899","8559",0.451786472837117,"Other","Other education nec","Non residential social work","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",30
"1080","8810","8559",0.173447782546495,"Elderly, disabled","Other education nec","Non residential social work","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1081","7022","8559",0.449214853231782,"Business, other management","Other education nec","Head offices; mgment consultancy","Other education","Business services","Government administrative functions, Education, Health",13
"1082","8532","8559",0.886217365693507,"Technical, vocational secondary","Other education nec","Education","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",78
"1083","8531","8559",0.734938461676514,"General secondary","Other education nec","Education","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",33
"1084","8891","8559",0.484624156093323,"Child day-care","Other education nec","Non residential social work","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1085","8559","8559",1,"Other education nec","Other education nec","Other education","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",257
"1086","8299","8559",0.601160827284647,"Other","Other education nec","Office admin, business support","Other education","Business services","Government administrative functions, Education, Health",12
"1087","8541","8559",0.902279284210136,"Post-secondary non-tertiary","Other education nec","Education","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",25
"1088","6630","8559",0.918241347053321,"Fund management activities","Other education nec","Auxiliary financial services","Other education","Business services ","Government administrative functions, Education, Health",10
"1089","8560","8559",0.977816358024691,"Educational support activities","Other education nec","Other education","Other education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1090","8520","8621",-0.514494146749388,"Primary","General medical practices","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",25
"1091","8610","8621",0.594467581824705,"Hospital activities","General medical practices","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",171
"1092","4711","8621",-0.397499352267598,"Food, beverages, tobacco mainly","General medical practices","Non specialised retail stores","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",11
"1093","4771","8621",-0.108504551817684,"Clothing","General medical practices","Specialised retail - other","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",10
"1094","7820","8621",-0.248120852124812,"Temporary employment agencies","General medical practices","Employment activities","Human health activities","Business services","Government administrative functions, Education, Health",12
"1095","8690","8621",0.552090654498665,"Other","General medical practices","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",42
"1096","8542","8621",0.181425361525609,"Tertiary","General medical practices","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",12
"1097","8899","8621",0.193686538989281,"Other","General medical practices","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",14
"1098","8710","8621",0.41974881260645,"Residential nursing care","General medical practices","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1099","8621","8621",1,"General medical practices","General medical practices","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",249
"1100","8412","8621",0.723975585559834,"Health care, education etc","General medical practices","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",20
"1101","4711","4754",-0.0210325988283315,"Food, beverages, tobacco mainly","Electrical household appliances","Non specialised retail stores","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",11
"1102","7820","4754",0.0550140305821674,"Temporary employment agencies","Electrical household appliances","Employment activities","Specialised retail - household","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1103","4754","4754",1,"Electrical household appliances","Electrical household appliances","Specialised retail - household","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",238
"1104","8520","6831",-0.542936082278142,"Primary","Agencies fee/contract basis","Education","Real estate activities","Government administrative functions, Education, Health","Business services ",15
"1105","6419","6831",0.322417161371094,"Other monetary intermediation","Agencies fee/contract basis","Financial, insurance, pension","Real estate activities","Business services","Business services ",25
"1106","4711","6831",-0.201935550827668,"Food, beverages, tobacco mainly","Agencies fee/contract basis","Non specialised retail stores","Real estate activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services ",11
"1107","4771","6831",0.300186974881679,"Clothing","Agencies fee/contract basis","Specialised retail - other","Real estate activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services ",15
"1108","7112","6831",0.616947308198109,"Engineering/tech consultancy","Agencies fee/contract basis","Architectural, eng/tech testing","Real estate activities","Business services","Business services ",15
"1109","5630","6831",0.360746753964919,"Beverage serving","Agencies fee/contract basis","Food, beverage service","Real estate activities","Other Service activities","Business services ",11
"1110","6820","6831",0.653243036239771,"Renting, operating own or leased ","Agencies fee/contract basis","Real estate activities","Real estate activities","Business services ","Business services ",14
"1111","6831","6831",1,"Agencies fee/contract basis","Agencies fee/contract basis","Real estate activities","Real estate activities","Business services ","Business services ",238
"1112","8299","6831",0.762089637385471,"Other","Agencies fee/contract basis","Office admin, business support","Real estate activities","Business services","Business services ",12
"1113","6832","6831",0.895942039159352,"Managament of fee/contract basis","Agencies fee/contract basis","Real estate activities","Real estate activities","Business services ","Business services ",18
"1114","8520","4520",-0.594815056143566,"Primary","Maintenance/repair of vehicles","Education","Motor vehicle/cycle trade, repair","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",14
"1115","4711","4520",-0.242123158990532,"Food, beverages, tobacco mainly","Maintenance/repair of vehicles","Non specialised retail stores","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",11
"1116","4511","4520",0.949065078933841,"Sale of cars, light motor vehicles","Maintenance/repair of vehicles","Motor vehicle/cycle trade, repair","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",90
"1117","4520","4520",1,"Maintenance/repair of vehicles","Maintenance/repair of vehicles","Motor vehicle/cycle trade, repair","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",234
"1118","4531","4520",0.852422908870773,"Wholesale trade parts, accessories","Maintenance/repair of vehicles","Motor vehicle/cycle trade, repair","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",12
"1119","7711","4520",0.933482518889154,"Cars, light motor vehicles","Maintenance/repair of vehicles","Rental, leasing activities","Motor vehicle/cycle trade, repair","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1120","4532","4520",0.974956425893252,"Retail trade parts, accessories","Maintenance/repair of vehicles","Motor vehicle/cycle trade, repair","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",24
"1121","4519","4520",0.981428868594282,"Sale of other motor vehicles","Maintenance/repair of vehicles","Motor vehicle/cycle trade, repair","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",12
"1122","4711","7911",-0.027105246163923,"Food, beverages, tobacco mainly","Travel agency activities","Non specialised retail stores","Travel agency, tour operators","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",12
"1123","7911","7911",1,"Travel agency activities","Travel agency activities","Travel agency, tour operators","Travel agency, tour operators","Business services","Business services",232
"1124","5110","7911",0.980489113563109,"Passenger air transport","Travel agency activities","Air transport","Travel agency, tour operators","Transportation and Storage","Business services",21
"1125","7912","7911",0.989648844639492,"Tour operator activities","Travel agency activities","Travel agency, tour operators","Travel agency, tour operators","Business services","Business services",21
"1126","8610","7219",-0.575813991973853,"Hospital activities","Other natural sciences, engineering","Human health activities","Scientific research, development","Government administrative functions, Education, Health","Business services",10
"1127","7820","7219",-0.0307441883823777,"Temporary employment agencies","Other natural sciences, engineering","Employment activities","Scientific research, development","Business services","Business services",16
"1128","8542","7219",0.511927663196842,"Tertiary","Other natural sciences, engineering","Education","Scientific research, development","Government administrative functions, Education, Health","Business services",22
"1129","7112","7219",0.362896204281565,"Engineering/tech consultancy","Other natural sciences, engineering","Architectural, eng/tech testing","Scientific research, development","Business services","Business services",10
"1130","6920","7219",0.461676087560856,"Accounting, auditing; tax consltcy","Other natural sciences, engineering","Legal and accounting activities","Scientific research, development","Business services","Business services",10
"1131","7219","7219",1,"Other natural sciences, engineering","Other natural sciences, engineering","Scientific research, development","Scientific research, development","Business services","Business services",227
"1132","2120","7219",0.974512006622013,"Pharmaceutical preparations","Other natural sciences, engineering","Basic pharmaceutical products","Scientific research, development","Manufacture coke, petroleum, chemicals, pharmaceuticals","Business services",114
"1133","4646","7219",0.94188572039529,"Pharmaceutical goods","Other natural sciences, engineering","Household goods wholesale","Scientific research, development","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",31
"1134","3822","7219",0.972950312693286,"Hazardous treatment, disposal","Other natural sciences, engineering","Waste","Scientific research, development","Utilities, sewerage, waste and recycling","Business services",21
"1135","2042","7219",0.981342492737723,"Perfumes, toilet preparations","Other natural sciences, engineering","Chemicals, chemical products","Scientific research, development","Manufacture coke, petroleum, chemicals, pharmaceuticals","Business services",31
"1136","8520","8412",-0.57682733101935,"Primary","Health care, education etc","Education","Central/Local Gov. administration","Government administrative functions, Education, Health","Government administrative functions, Education, Health",23
"1137","8610","8412",0.488258364794126,"Hospital activities","Health care, education etc","Human health activities","Central/Local Gov. administration","Government administrative functions, Education, Health","Government administrative functions, Education, Health",139
"1138","7820","8412",-0.186799604754839,"Temporary employment agencies","Health care, education etc","Employment activities","Central/Local Gov. administration","Business services","Government administrative functions, Education, Health",15
"1139","8411","8412",0.140619833561494,"General public administration","Health care, education etc","Central/Local Gov. administration","Central/Local Gov. administration","Government administrative functions, Education, Health","Government administrative functions, Education, Health",18
"1140","8690","8412",0.897664562337144,"Other","Health care, education etc","Human health activities","Central/Local Gov. administration","Government administrative functions, Education, Health","Government administrative functions, Education, Health",247
"1141","8621","8412",0.560765464658055,"General medical practices","Health care, education etc","Human health activities","Central/Local Gov. administration","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1142","8412","8412",1,"Health care, education etc","Health care, education etc","Central/Local Gov. administration","Central/Local Gov. administration","Government administrative functions, Education, Health","Government administrative functions, Education, Health",181
"1143","4711","5210",-0.539631551081269,"Food, beverages, tobacco mainly","Warehousing and storage","Non specialised retail stores","Warehousing, transport support","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",10
"1144","7820","5210",0.356175481649641,"Temporary employment agencies","Warehousing and storage","Employment activities","Warehousing, transport support","Business services","Transportation and Storage",55
"1145","4941","5210",0.838829421878532,"Road freight transport","Warehousing and storage","Land, pipeline transport","Warehousing, transport support","Transportation and Storage","Transportation and Storage",60
"1146","5320","5210",0.966421073733681,"Other","Warehousing and storage","Postal, courier activities","Warehousing, transport support","Transportation and Storage","Transportation and Storage",290
"1147","4673","5210",0.615387645243878,"Wood, construction, sanitary equip","Warehousing and storage","Other wholesale","Warehousing, transport support","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",10
"1148","5210","5210",1,"Warehousing and storage","Warehousing and storage","Warehousing, transport support","Warehousing, transport support","Transportation and Storage","Transportation and Storage",217
"1149","7810","5210",0.605045935888697,"Employment placement agencies","Warehousing and storage","Employment activities","Warehousing, transport support","Business services","Transportation and Storage",10
"1150","4778","5210",0.683505293777766,"Other new goods","Warehousing and storage","Specialised retail - other","Warehousing, transport support","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",11
"1151","5229","5210",0.96891081088228,"Other support activities","Warehousing and storage","Warehousing, transport support","Warehousing, transport support","Transportation and Storage","Transportation and Storage",82
"1152","8220","5210",0.729387828250351,"Activities of call centres","Warehousing and storage","Office admin, business support","Warehousing, transport support","Business services","Transportation and Storage",10
"1153","8520","6629",-0.630570670369087,"Primary","Other insurance & pension services","Education","Auxiliary financial services","Government administrative functions, Education, Health","Business services ",15
"1154","6419","6629",0.801499442397929,"Other monetary intermediation","Other insurance & pension services","Financial, insurance, pension","Auxiliary financial services","Business services","Business services ",152
"1155","7820","6629",-0.256816935991701,"Temporary employment agencies","Other insurance & pension services","Employment activities","Auxiliary financial services","Business services","Business services ",10
"1156","6622","6629",0.913743898437434,"Insurance agents/brokers activities","Other insurance & pension services","Auxiliary financial services","Auxiliary financial services","Business services","Business services ",47
"1157","7022","6629",0.575615544085856,"Business, other management","Other insurance & pension services","Head offices; mgment consultancy","Auxiliary financial services","Business services","Business services ",13
"1158","6512","6629",0.919798776577402,"Non-life insurance","Other insurance & pension services","Financial, insurance, pension","Auxiliary financial services","Business services","Business services ",45
"1159","6629","6629",1,"Other insurance & pension services","Other insurance & pension services","Auxiliary financial services","Auxiliary financial services","Business services ","Business services ",183
"1160","6619","6629",0.738776513882824,"Other financial services","Other insurance & pension services","Auxiliary financial services","Auxiliary financial services","Business services","Business services ",10
"1161","8220","6629",0.86499018243297,"Activities of call centres","Other insurance & pension services","Office admin, business support","Auxiliary financial services","Business services","Business services ",14
"1162","6419","6619",0.722180953296781,"Other monetary intermediation","Other financial services","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",100
"1163","4711","6619",-0.309552779269993,"Food, beverages, tobacco mainly","Other financial services","Non specialised retail stores","Auxiliary financial services","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",11
"1164","7820","6619",-0.193807537212945,"Temporary employment agencies","Other financial services","Employment activities","Auxiliary financial services","Business services","Business services",11
"1165","6920","6619",0.672417601462597,"Accounting, auditing; tax consltcy","Other financial services","Legal and accounting activities","Auxiliary financial services","Business services","Business services",18
"1166","6622","6619",0.745592073560954,"Insurance agents/brokers activities","Other financial services","Auxiliary financial services","Auxiliary financial services","Business services","Business services",14
"1167","7022","6619",0.611733580356078,"Business, other management","Other financial services","Head offices; mgment consultancy","Auxiliary financial services","Business services","Business services",14
"1168","6629","6619",0.69823997184231,"Other insurance & pension services","Other financial services","Auxiliary financial services","Auxiliary financial services","Business services ","Business services",12
"1169","6619","6619",1,"Other financial services","Other financial services","Auxiliary financial services","Auxiliary financial services","Business services","Business services",198
"1170","6511","6619",0.910252854484287,"Life insurance","Other financial services","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",22
"1171","6612","6619",0.922584364083368,"Security,commodity contract broking","Other financial services","Auxiliary financial services","Auxiliary financial services","Business services","Business services",27
"1172","6492","6619",0.911083550492686,"Other credit granting","Other financial services","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",13
"1173","6630","6619",0.959283398737417,"Fund management activities","Other financial services","Auxiliary financial services","Auxiliary financial services","Business services ","Business services",14
"1174","6499","6619",0.980819796719961,"Other financial services nec","Other financial services","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",17
"1175","8520","8425",0.290300083962946,"Primary","Fire service activities","Education","Central/Local Gov. administration","Government administrative functions, Education, Health","Government administrative functions, Education, Health",64
"1176","8425","8425",1,"Fire service activities","Fire service activities","Central/Local Gov. administration","Central/Local Gov. administration","Government administrative functions, Education, Health","Government administrative functions, Education, Health",196
"1177","8520","7810",-0.268205641851624,"Primary","Employment placement agencies","Education","Employment activities","Government administrative functions, Education, Health","Business services",20
"1178","8610","7810",-0.318095660366901,"Hospital activities","Employment placement agencies","Human health activities","Employment activities","Government administrative functions, Education, Health","Business services",10
"1179","6419","7810",0.0656416403654341,"Other monetary intermediation","Employment placement agencies","Financial, insurance, pension","Employment activities","Business services","Business services",10
"1180","4711","7810",0.0682105662464087,"Food, beverages, tobacco mainly","Employment placement agencies","Non specialised retail stores","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",13
"1181","7820","7810",0.783677896769586,"Temporary employment agencies","Employment placement agencies","Employment activities","Employment activities","Business services","Business services",73
"1182","7112","7810",0.608709068372358,"Engineering/tech consultancy","Employment placement agencies","Architectural, eng/tech testing","Employment activities","Business services","Business services",10
"1183","6920","7810",0.678370901471623,"Accounting, auditing; tax consltcy","Employment placement agencies","Legal and accounting activities","Employment activities","Business services","Business services",10
"1184","5210","7810",0.862793190530695,"Warehousing and storage","Employment placement agencies","Warehousing, transport support","Employment activities","Transportation and Storage","Business services",10
"1185","7810","7810",1,"Employment placement agencies","Employment placement agencies","Employment activities","Employment activities","Business services","Business services",100
"1186","4910","4910",1,"Passenger rail, interurban","Passenger rail, interurban","Land, pipeline transport","Land, pipeline transport","Transportation and Storage","Transportation and Storage",190
"1187","8422","8422",1,"Defence activities","Defence activities","Central/Local Gov. administration","Central/Local Gov. administration","Government administrative functions, Education, Health","Government administrative functions, Education, Health",182
"1188","5911","5911",1,"Production activities","Production activities","Motion picture, video, radio, TV","Motion picture, video, radio, TV","Information and Communication","Information and Communication",69
"1189","6020","5911",0.985921835681577,"Television programming, broadcasting","Production activities","Motion picture, video, radio, TV","Motion picture, video, radio, TV","Information and Communication","Information and Communication",10
"1190","6130","5911",0.993367108049389,"Satellite telecomms activities","Production activities","Telecommunications","Motion picture, video, radio, TV","Information and Communication","Information and Communication",10
"1191","6419","6511",0.378397605501521,"Other monetary intermediation","Life insurance","Financial, insurance, pension","Financial, insurance, pension","Business services","Business services",18
"1192","6512","6511",0.869007910285825,"Non-life insurance","Life insurance","Financial, insurance, pension","Financial, insurance, pension","Business services","Business services",13
"1193","6619","6511",0.864258083285225,"Other financial services","Life insurance","Auxiliary financial services","Financial, insurance, pension","Business services","Business services",10
"1194","6511","6511",1,"Life insurance","Life insurance","Financial, insurance, pension","Financial, insurance, pension","Business services","Business services",176
"1195","6311","6511",0.949675070001379,"Data processing, hosting","Life insurance","Information service activities","Financial, insurance, pension","Information and Communication","Business services",10
"1196","4110","6511",0.950774016633807,"Building projects development","Life insurance","Construction of buildings","Financial, insurance, pension","Construction (including development of real estate)","Business services",10
"1197","8520","4752",-0.491013162843174,"Primary","Hardware, paints, glass","Education","Specialised retail - household","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",11
"1198","4711","4752",0.174515693811572,"Food, beverages, tobacco mainly","Hardware, paints, glass","Non specialised retail stores","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",15
"1199","4771","4752",0.36326329976369,"Clothing","Hardware, paints, glass","Specialised retail - other","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",11
"1200","8121","4752",0.410414987751321,"General cleaning of buildings","Hardware, paints, glass","Buildings, landscape activities","Specialised retail - household","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1201","4719","4752",0.582706974865477,"Other non specialised","Hardware, paints, glass","Non specialised retail stores","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1202","4673","4752",0.860370876628482,"Wood, construction, sanitary equip","Hardware, paints, glass","Other wholesale","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1203","4752","4752",1,"Hardware, paints, glass","Hardware, paints, glass","Specialised retail - household","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",171
"1204","8520","4778",-0.491908401990372,"Primary","Other new goods","Education","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",16
"1205","4711","4778",-0.0835617074111232,"Food, beverages, tobacco mainly","Other new goods","Non specialised retail stores","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",13
"1206","4771","4778",0.388279210047377,"Clothing","Other new goods","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",17
"1207","4719","4778",0.444660166815298,"Other non specialised","Other new goods","Non specialised retail stores","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1208","5210","4778",0.818447854637681,"Warehousing and storage","Other new goods","Warehousing, transport support","Specialised retail - other","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1209","4778","4778",1,"Other new goods","Other new goods","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",168
"1210","4762","4778",0.97570561029353,"Newspapers, stationery","Other new goods","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",50
"1211","4777","4778",0.959473592007262,"Watches, jewellery","Other new goods","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",15
"1212","4776","4778",0.950491047012104,"Flowers, plants, pet animals/food","Other new goods","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1213","4110","4778",0.928740563889649,"Building projects development","Other new goods","Construction of buildings","Specialised retail - other","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1214","5819","4778",0.983528276935602,"Other publishing activities","Other new goods","Publishing activities","Specialised retail - other","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",18
"1215","9004","4778",0.984329992677868,"Operation of arts facilities","Other new goods","Creative, arts and entertainment","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1216","5223","5223",1,"Incidental air service","Incidental air service","Warehousing, transport support","Warehousing, transport support","Transportation and Storage","Transportation and Storage",164
"1217","5224","5223",0.990429321607796,"Cargo handling","Incidental air service","Warehousing, transport support","Warehousing, transport support","Transportation and Storage","Transportation and Storage",10
"1218","7820","6201",-0.0568268058781593,"Temporary employment agencies","Programming activities","Employment activities","Computer programming, consultancy","Business services","Information and Communication",10
"1219","6202","6201",0.959409100464387,"Consultancy activities","Programming activities","Computer programming, consultancy","Computer programming, consultancy","Information and Communication","Information and Communication",105
"1220","7022","6201",0.697127505156739,"Business, other management","Programming activities","Head offices; mgment consultancy","Computer programming, consultancy","Business services","Information and Communication",13
"1221","6209","6201",0.924181289293422,"Other","Programming activities","Computer programming, consultancy","Computer programming, consultancy","Information and Communication","Information and Communication",27
"1222","6201","6201",1,"Programming activities","Programming activities","Computer programming, consultancy","Computer programming, consultancy","Information and Communication","Information and Communication",157
"1223","4651","6201",0.893225620311598,"Computers, peripherals, software","Programming activities","Information/comms equip wholesale","Computer programming, consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Information and Communication",12
"1224","8520","8299",-0.285029721421869,"Primary","Other","Education","Office admin, business support","Government administrative functions, Education, Health","Business services",40
"1225","8610","8299",-0.404489535492545,"Hospital activities","Other","Human health activities","Office admin, business support","Government administrative functions, Education, Health","Business services",17
"1226","6419","8299",-0.29044859939204,"Other monetary intermediation","Other","Financial, insurance, pension","Office admin, business support","Business services","Business services",10
"1227","4711","8299",-0.160932308132965,"Food, beverages, tobacco mainly","Other","Non specialised retail stores","Office admin, business support","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",17
"1228","7820","8299",0.411075657739116,"Temporary employment agencies","Other","Employment activities","Office admin, business support","Business services","Business services",44
"1229","5610","8299",0.263524355521552,"Restaurants, mobile food service","Other","Food, beverage service","Office admin, business support","Other Service activities","Business services",18
"1230","8121","8299",0.200353310720054,"General cleaning of buildings","Other","Buildings, landscape activities","Office admin, business support","Business services","Business services",14
"1231","8899","8299",0.347409459770241,"Other","Other","Non residential social work","Office admin, business support","Government administrative functions, Education, Health","Business services",18
"1232","6910","8299",0.576020751272937,"Legal activities","Other","Legal and accounting activities","Office admin, business support","Business services ","Business services",15
"1233","7112","8299",0.329329225503336,"Engineering/tech consultancy","Other","Architectural, eng/tech testing","Office admin, business support","Business services","Business services",10
"1234","6920","8299",0.502360488490615,"Accounting, auditing; tax consltcy","Other","Legal and accounting activities","Office admin, business support","Business services","Business services",12
"1235","5630","8299",0.153610306320497,"Beverage serving","Other","Food, beverage service","Office admin, business support","Other Service activities","Business services",10
"1236","6820","8299",0.411524999053522,"Renting, operating own or leased ","Other","Real estate activities","Office admin, business support","Business services ","Business services",10
"1237","8010","8299",0.502604056943022,"Private security","Other","Security, investigation activities","Office admin, business support","Business services","Business services",10
"1238","6202","8299",0.541934938105667,"Consultancy activities","Other","Computer programming, consultancy","Office admin, business support","Information and Communication","Business services",12
"1239","8810","8299",0.296961570572014,"Elderly, disabled","Other","Non residential social work","Office admin, business support","Government administrative functions, Education, Health","Business services",10
"1240","7022","8299",0.615979727358585,"Business, other management","Other","Head offices; mgment consultancy","Office admin, business support","Business services","Business services",16
"1241","8559","8299",0.634658281292483,"Other education nec","Other","Other education","Office admin, business support","Government administrative functions, Education, Health","Business services",14
"1242","6831","8299",0.793402009838961,"Agencies fee/contract basis","Other","Real estate activities","Office admin, business support","Business services ","Business services",13
"1243","8299","8299",1,"Other","Other","Office admin, business support","Office admin, business support","Business services","Business services",154
"1244","7311","8299",0.846954767351791,"Advertising agencies","Other","Advertising,market research","Office admin, business support","Business services","Business services",10
"1245","7010","8299",0.796825369008136,"Head office activities","Other","Head offices; mgment consultancy","Office admin, business support","Business services","Business services",10
"1246","9609","8299",0.860300554751677,"Other","Other","Other personal service activities","Office admin, business support","Other Service activities","Business services",10
"1247","9700","8299",0.793159369596757,"Households as employers","Other","Domestic personnel employment","Office admin, business support","Other Service activities","Business services",11
"1248","7490","8299",0.864445839358371,"Other","Other","Other professional, scientific/tech","Office admin, business support","Business services","Business services",13
