"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"439","4299","7820",-0.154871727648604,"Other civil engineering nec","Temporary employment agencies","Civil engineering","Employment activities","Construction (including development of real estate)","Business services",10
"440","6209","7820",-0.0429039229731017,"Other","Temporary employment agencies","Computer programming, consultancy","Employment activities","Information and Communication","Business services",10
"441","8299","7820",0.100435291455922,"Other","Temporary employment agencies","Office admin, business support","Employment activities","Business services","Business services",32
"442","9311","7820",-0.305835696084413,"Operation of sports facilities","Temporary employment agencies","Sports activities and recreation","Employment activities","Other Service activities","Business services",10
"443","6619","7820",-0.0217785155495025,"Other financial services","Temporary employment agencies","Auxiliary financial services","Employment activities","Business services","Business services",14
"444","5320","7820",0.319520999416098,"Other","Temporary employment agencies","Postal, courier activities","Employment activities","Transportation and Storage","Business services",17
"445","7219","7820",-0.00924724766001476,"Other natural sciences, engineering","Temporary employment agencies","Scientific research, development","Employment activities","Business services","Business services",10
"446","4639","7820",0.330517630682324,"Other non-specialised","Temporary employment agencies","Food, beverages, tobacco wholesale","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",17
"447","2910","7820",0.194472749729813,"Manufacture of motor vehicles","Temporary employment agencies","Motor vehicles,trailers/semitrailer","Employment activities","Manufacture machinery, vehicle, transport","Business services",10
"448","9700","7820",-0.316777481545327,"Households as employers","Temporary employment agencies","Domestic personnel employment","Employment activities","Other Service activities","Business services",10
"449","4759","7820",0.111971886655504,"Furniture, lighting, other","Temporary employment agencies","Specialised retail - household","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"450","4399","7820",0.184429692953986,"Other","Temporary employment agencies","Specialised activities","Employment activities","Construction (including development of real estate)","Business services",10
"451","4669","7820",0.258499417647556,"Other","Temporary employment agencies","Other m/c, equipment wholesale","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"452","3811","7820",0.233700895384346,"Non-hazardous waste collection","Temporary employment agencies","Waste","Employment activities","Utilities, sewerage, waste and recycling","Business services",10
"453","4791","7820",0.0862487030191048,"Via mail order houses, Internet","Temporary employment agencies","Other retail","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"454","2120","7820",0.186924591029105,"Pharmaceutical preparations","Temporary employment agencies","Basic pharmaceutical products","Employment activities","Manufacture coke, petroleum, chemicals, pharmaceuticals","Business services",10
"455","6492","7820",0.212464091999705,"Other credit granting","Temporary employment agencies","Financial, insurance, pension","Employment activities","Business services","Business services",10
"456","4646","7820",0.299120441424892,"Pharmaceutical goods","Temporary employment agencies","Household goods wholesale","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"457","7810","7820",0.72705598938262,"Employment placement agencies","Temporary employment agencies","Employment activities","Employment activities","Business services","Business services",95
"458","1071","7820",0.208445512274364,"Bread; pastry goods, cakes","Temporary employment agencies","Food products - other","Employment activities","Manufacture food, drink, tobacco","Business services",11
"459","9499","7820",0.0616887171387128,"Other nec","Temporary employment agencies","Membership organisations activities","Employment activities","Other Service activities","Business services",10
"460","6120","7820",0.342451206307782,"Wireless telecomms activities","Temporary employment agencies","Telecommunications","Employment activities","Information and Communication","Business services",10
"461","6832","7820",0.036305380976109,"Managament of fee/contract basis","Temporary employment agencies","Real estate activities","Employment activities","Business services ","Business services",10
"462","5229","7820",0.284315336716518,"Other support activities","Temporary employment agencies","Warehousing, transport support","Employment activities","Transportation and Storage","Business services",10
"463","9312","7820",-0.136524919990216,"Activities of sport clubs","Temporary employment agencies","Sports activities and recreation","Employment activities","Other Service activities","Business services",12
"464","4649","7820",0.532973919073999,"Other","Temporary employment agencies","Household goods wholesale","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",12
"465","4674","7820",0.36521891041534,"Hardware, plumbing, heating equip","Temporary employment agencies","Other wholesale","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"466","1812","7820",0.528123709955539,"Other","Temporary employment agencies","Printing","Employment activities","All other Manufacturing","Business services",10
"467","2562","7820",0.500269248267787,"Machining","Temporary employment agencies","Other fabricated metal products","Employment activities","All other Manufacturing","Business services",13
"468","7739","7820",0.523990749605046,"Other machinery, equipment nec","Temporary employment agencies","Rental, leasing activities","Employment activities","Business services","Business services",10
"469","1012","7820",0.65577820309777,"Poultry meat processing, preserving","Temporary employment agencies","Food products - meat, fish","Employment activities","Manufacture food, drink, tobacco","Business services",14
"470","4690","7820",0.536457247261859,"Non-specialised wholesale trade","Temporary employment agencies","Other wholesale","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"471","8541","7820",0.272712018595684,"Post-secondary non-tertiary","Temporary employment agencies","Education","Employment activities","Government administrative functions, Education, Health","Business services",10
"472","2229","7820",0.620406829644275,"Other plastic","Temporary employment agencies","Rubber and plastic products","Employment activities","All other Manufacturing","Business services",10
"473","1085","7820",0.549129383119483,"Prepared meals and dishes","Temporary employment agencies","Food products - other","Employment activities","Manufacture food, drink, tobacco","Business services",10
"474","2932","7820",0.698559761131114,"Motor vehicle other parts","Temporary employment agencies","Motor vehicles,trailers/semitrailer","Employment activities","Manufacture machinery, vehicle, transport","Business services",10
"475","3109","7820",0.762307404943918,"Other","Temporary employment agencies","Furniture","Employment activities","All other Manufacturing","Business services",10
"476","2221","7820",0.762307404943918,"Plastic plates, sheets, tubes etc","Temporary employment agencies","Rubber and plastic products","Employment activities","All other Manufacturing","Business services",10
"477","4631","7820",0.790303582874955,"Fruit and vegetables","Temporary employment agencies","Food, beverages, tobacco wholesale","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"478","1013","7820",0.744124706366824,"Meat, poultry meat production","Temporary employment agencies","Food products - meat, fish","Employment activities","Manufacture food, drink, tobacco","Business services",15
"479","4675","7820",0.796009898645668,"Chemical products","Temporary employment agencies","Other wholesale","Employment activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"480","8292","7820",0.756812912572637,"Packaging activities","Temporary employment agencies","Office admin, business support","Employment activities","Business services","Business services",10
"481","2740","7820",0.813349209065105,"Electric lighting equipment","Temporary employment agencies","Electrical equipment","Employment activities","Manufacture computer, electronic, light electrical","Business services",10
"482","1039","7820",0.796009898645668,"Other fruit, vegetable","Temporary employment agencies","Food products - fruit, vegetables","Employment activities","Manufacture food, drink, tobacco","Business services",10
"483","1089","7820",0.796009898645668,"Other food products nec","Temporary employment agencies","Food products - other","Employment activities","Manufacture food, drink, tobacco","Business services",10
"484","1020","7820",0.931445975634112,"Fish processing, preserving","Temporary employment agencies","Food products - meat, fish","Employment activities","Manufacture food, drink, tobacco","Business services",10
"485","1011","7820",0.867435854111854,"Meat processing, preserving","Temporary employment agencies","Food products - meat, fish","Employment activities","Manufacture food, drink, tobacco","Business services",10
"486","8610","8542",-0.215815170241694,"Hospital activities","Tertiary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",110
"487","8520","8542",-0.417094423613995,"Primary","Tertiary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",94
"488","4711","8542",-0.477016984385392,"Food, beverages, tobacco mainly","Tertiary","Non specialised retail stores","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",41
"489","5610","8542",-0.308374086927968,"Restaurants, mobile food service","Tertiary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",41
"490","8411","8542",-0.210721158321739,"General public administration","Tertiary","Central/Local Gov. administration","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",32
"491","7820","8542",-0.27679245905323,"Temporary employment agencies","Tertiary","Employment activities","Education","Business services","Government administrative functions, Education, Health",53
"492","8542","8542",1,"Tertiary","Tertiary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",1176
"493","4771","8542",-0.145804293281294,"Clothing","Tertiary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",32
"494","8690","8542",-0.203387763119543,"Other","Tertiary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",26
"495","8121","8542",-0.41193792543469,"General cleaning of buildings","Tertiary","Buildings, landscape activities","Education","Business services","Government administrative functions, Education, Health",17
"496","6910","8542",-0.308250105059862,"Legal activities","Tertiary","Legal and accounting activities","Education","Business services ","Government administrative functions, Education, Health",10
"497","6920","8542",-0.377283392157889,"Accounting, auditing; tax consltcy","Tertiary","Legal and accounting activities","Education","Business services","Government administrative functions, Education, Health",10
"498","5630","8542",-0.22137692676066,"Beverage serving","Tertiary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",24
"499","8531","8542",-0.0464210320300116,"General secondary","Tertiary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",33
"500","4719","8542",-0.238011754943651,"Other non specialised","Tertiary","Non specialised retail stores","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",16
"501","8899","8542",-0.0677427281713883,"Other","Tertiary","Non residential social work","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",28
"502","7112","8542",-0.232053521797824,"Engineering/tech consultancy","Tertiary","Architectural, eng/tech testing","Education","Business services","Government administrative functions, Education, Health",10
"503","8810","8542",-0.424692356577503,"Elderly, disabled","Tertiary","Non residential social work","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",13
"504","5510","8542",-0.36071723682036,"Hotels and similar","Tertiary","Accommodation","Education","Other Service activities","Government administrative functions, Education, Health",10
"505","6202","8542",-0.179619320290547,"Consultancy activities","Tertiary","Computer programming, consultancy","Education","Information and Communication","Government administrative functions, Education, Health",10
"506","8110","8542",-0.300538839866917,"Combined facilities support","Tertiary","Buildings, landscape activities","Education","Business services","Government administrative functions, Education, Health",10
"507","6820","8542",-0.0889596740480803,"Renting, operating own or leased ","Tertiary","Real estate activities","Education","Business services ","Government administrative functions, Education, Health",12
"508","7022","8542",-0.26694397331792,"Business, other management","Tertiary","Head offices; mgment consultancy","Education","Business services","Government administrative functions, Education, Health",10
"509","5629","8542",-0.268842202753915,"Other food service","Tertiary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",10
"510","8891","8542",-0.22842885352201,"Child day-care","Tertiary","Non residential social work","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",11
"511","8621","8542",0.0803999515887276,"General medical practices","Tertiary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",15
"512","8532","8542",0.602192714217481,"Technical, vocational secondary","Tertiary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",47
"513","5621","8542",-0.046664941530196,"Event catering","Tertiary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",10
"514","6201","8542",0.143477907432178,"Programming activities","Tertiary","Computer programming, consultancy","Education","Information and Communication","Government administrative functions, Education, Health",10
"515","8559","8542",0.505921384516646,"Other education nec","Tertiary","Other education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",36
"516","9311","8542",0.230251405975861,"Operation of sports facilities","Tertiary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",15
"517","7219","8542",0.672982892711209,"Other natural sciences, engineering","Tertiary","Scientific research, development","Education","Business services","Government administrative functions, Education, Health",26
"518","7810","8542",0.143477907432178,"Employment placement agencies","Tertiary","Employment activities","Education","Business services","Government administrative functions, Education, Health",10
"519","9499","8542",0.60647579364118,"Other nec","Tertiary","Membership organisations activities","Education","Other Service activities","Government administrative functions, Education, Health",18
"520","8541","8542",0.739051323731577,"Post-secondary non-tertiary","Tertiary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",19
"521","9102","8542",0.870800033853631,"Museum activities","Tertiary","Libraries, archives, museums","Education","Other Service activities","Government administrative functions, Education, Health",10
"522","8610","4771",-0.790259754372266,"Hospital activities","Clothing","Human health activities","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",20
"523","8520","4771",-0.677353861830223,"Primary","Clothing","Education","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",44
"524","4711","4771",-0.00392172697498666,"Food, beverages, tobacco mainly","Clothing","Non specialised retail stores","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",115
"525","5610","4771",0.0452746064986826,"Restaurants, mobile food service","Clothing","Food, beverage service","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",85
"526","6419","4771",-0.569037100636367,"Other monetary intermediation","Clothing","Financial, insurance, pension","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"527","8424","4771",-0.498109840721483,"Police, public order, safety activ.","Clothing","Central/Local Gov. administration","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"528","8411","4771",-0.661787682437318,"General public administration","Clothing","Central/Local Gov. administration","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"529","7820","4771",-0.331723465280803,"Temporary employment agencies","Clothing","Employment activities","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",47
"530","8542","4771",-0.422179164768381,"Tertiary","Clothing","Education","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",14
"531","4771","4771",1,"Clothing","Clothing","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",1120
"532","8121","4771",-0.60673853648205,"General cleaning of buildings","Clothing","Buildings, landscape activities","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"533","6910","4771",-0.308690205357414,"Legal activities","Clothing","Legal and accounting activities","Specialised retail - other","Business services ","Wholesale and retail,motor vehicle repair,sale of fuel",10
"534","6920","4771",-0.377700464087699,"Accounting, auditing; tax consltcy","Clothing","Legal and accounting activities","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"535","5630","4771",0.130544079212826,"Beverage serving","Clothing","Food, beverage service","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",49
"536","8531","4771",-0.387538470901147,"General secondary","Clothing","Education","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",16
"537","4719","4771",0.33297961260954,"Other non specialised","Clothing","Non specialised retail stores","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",52
"538","8899","4771",-0.524945877954044,"Other","Clothing","Non residential social work","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"539","7112","4771",-0.232513660118011,"Engineering/tech consultancy","Clothing","Architectural, eng/tech testing","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"540","8810","4771",-0.526341825377195,"Elderly, disabled","Clothing","Non residential social work","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"541","5510","4771",-0.00722776030274101,"Hotels and similar","Clothing","Accommodation","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",21
"542","6202","4771",-0.180089968326684,"Consultancy activities","Clothing","Computer programming, consultancy","Specialised retail - other","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",10
"543","4511","4771",-0.0827804676792921,"Sale of cars, light motor vehicles","Clothing","Motor vehicle/cycle trade, repair","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"544","7022","4771",-0.267395636910447,"Business, other management","Clothing","Head offices; mgment consultancy","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"545","9200","4771",-0.0206860235796871,"Gambling, betting activities","Clothing","Gambling, betting","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"546","6622","4771",0.0331142453482751,"Insurance agents/brokers activities","Clothing","Auxiliary financial services","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"547","8730","4771",-0.368647144157787,"Elderly, disabled","Clothing","Residential care activities","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"548","5629","4771",-0.26929337132243,"Other food service","Clothing","Food, beverage service","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"549","8891","4771",-0.111965125459852,"Child day-care","Clothing","Non residential social work","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",14
"550","8220","4771",-0.188347067323362,"Activities of call centres","Clothing","Office admin, business support","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"551","4752","4771",0.176368027450513,"Hardware, paints, glass","Clothing","Specialised retail - household","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"552","6831","4771",0.21174119992127,"Agencies fee/contract basis","Clothing","Real estate activities","Specialised retail - other","Business services ","Wholesale and retail,motor vehicle repair,sale of fuel",10
"553","4754","4771",0.296686131093248,"Electrical household appliances","Clothing","Specialised retail - household","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"554","5621","4771",0.000469849863571134,"Event catering","Clothing","Food, beverage service","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",11
"555","8559","4771",-0.0835254682214357,"Other education nec","Clothing","Other education","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"556","8299","4771",-0.00243731001908986,"Other","Clothing","Office admin, business support","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",13
"557","9311","4771",0.0312258408495134,"Operation of sports facilities","Clothing","Sports activities and recreation","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"558","9602","4771",0.561918733764923,"Hairdressing, beauty treatment","Clothing","Other personal service activities","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",17
"559","8623","4771",0.401365875571404,"Dental practices","Clothing","Human health activities","Specialised retail - other","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"560","7311","4771",0.391000312243605,"Advertising agencies","Clothing","Advertising,market research","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"561","4759","4771",0.619958959755434,"Furniture, lighting, other","Clothing","Specialised retail - household","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",17
"562","4778","4771",0.538199120133906,"Other new goods","Clothing","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",16
"563","4791","4771",0.408362505074336,"Via mail order houses, Internet","Clothing","Other retail","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"564","4764","4771",0.683182191771361,"Sporting equipment","Clothing","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",21
"565","7810","4771",0.143001505465623,"Employment placement agencies","Clothing","Employment activities","Specialised retail - other","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"566","4777","4771",0.66417678714536,"Watches, jewellery","Clothing","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",13
"567","9499","4771",0.387579116903801,"Other nec","Clothing","Membership organisations activities","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"568","9312","4771",0.413283226975902,"Activities of sport clubs","Clothing","Sports activities and recreation","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",19
"569","4775","4771",0.672120828160818,"Cosmetic, toilet articles","Clothing","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",16
"570","4772","4771",0.660630343791364,"Footwear, leather goods","Clothing","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",17
"571","4645","4771",0.577720571790983,"Perfume, cosmetics","Clothing","Household goods wholesale","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"572","4762","4771",0.588828678844369,"Newspapers, stationery","Clothing","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"573","4642","4771",0.768085514828888,"Clothing, footwear","Clothing","Household goods wholesale","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"574","8610","8690",0.478931010272117,"Hospital activities","Other","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",542
"575","8520","8690",-0.52818661470059,"Primary","Other","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",79
"576","4711","8690",-0.574866571271838,"Food, beverages, tobacco mainly","Other","Non specialised retail stores","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",35
"577","5610","8690",-0.72234865632647,"Restaurants, mobile food service","Other","Food, beverage service","Human health activities","Other Service activities","Government administrative functions, Education, Health",14
"578","8411","8690",-0.617437484856427,"General public administration","Other","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",13
"579","7820","8690",-0.264041696120899,"Temporary employment agencies","Other","Employment activities","Human health activities","Business services","Government administrative functions, Education, Health",61
"580","8542","8690",-0.273271467938246,"Tertiary","Other","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",22
"581","8690","8690",1,"Other","Other","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",1106
"582","5630","8690",-0.528592406636729,"Beverage serving","Other","Food, beverage service","Human health activities","Other Service activities","Government administrative functions, Education, Health",13
"583","8531","8690",-0.459925724603958,"General secondary","Other","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",15
"584","8899","8690",-0.160046684580517,"Other","Other","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",26
"585","8810","8690",0.241491085899514,"Elderly, disabled","Other","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",59
"586","8790","8690",0.0587905232641685,"Other","Other","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",30
"587","7022","8690",-0.318614576782905,"Business, other management","Other","Head offices; mgment consultancy","Human health activities","Business services","Government administrative functions, Education, Health",10
"588","8710","8690",0.156798984953011,"Residential nursing care","Other","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",42
"589","8730","8690",0.267935289244621,"Elderly, disabled","Other","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",42
"590","8891","8690",-0.3245462474452,"Child day-care","Other","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"591","8220","8690",-0.241786328907496,"Activities of call centres","Other","Office admin, business support","Human health activities","Business services","Government administrative functions, Education, Health",10
"592","8621","8690",0.634824491806602,"General medical practices","Other","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",64
"593","8559","8690",0.0628813537589047,"Other education nec","Other","Other education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",15
"594","8412","8690",0.453882220535559,"Health care, education etc","Other","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",18
"595","8299","8690",-0.058418323880924,"Other","Other","Office admin, business support","Human health activities","Business services","Government administrative functions, Education, Health",13
"596","5221","8690",0.495804493252388,"Incidental inland service","Other","Warehousing, transport support","Human health activities","Transportation and Storage","Government administrative functions, Education, Health",12
"597","9700","8690",0.164301924500816,"Households as employers","Other","Domestic personnel employment","Human health activities","Other Service activities","Government administrative functions, Education, Health",15
"598","8720","8690",0.831880061617187,"Learning, mental, substance abuse","Other","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",35
"599","8610","8121",-0.756204650365465,"Hospital activities","General cleaning of buildings","Human health activities","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",25
"600","8520","8121",-0.259086431773821,"Primary","General cleaning of buildings","Education","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",142
"601","4711","8121",-0.312835601773179,"Food, beverages, tobacco mainly","General cleaning of buildings","Non specialised retail stores","Buildings, landscape activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",64
"602","5610","8121",-0.37763668908881,"Restaurants, mobile food service","General cleaning of buildings","Food, beverage service","Buildings, landscape activities","Other Service activities","Business services",37
"603","8411","8121",-0.676551375260775,"General public administration","General cleaning of buildings","Central/Local Gov. administration","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",10
"604","7820","8121",-0.228882118615631,"Temporary employment agencies","General cleaning of buildings","Employment activities","Buildings, landscape activities","Business services","Business services",62
"605","8542","8121",-0.568508469093525,"Tertiary","General cleaning of buildings","Education","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",10
"606","4771","8121",-0.609419181384138,"Clothing","General cleaning of buildings","Specialised retail - other","Buildings, landscape activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",11
"607","8121","8121",1,"General cleaning of buildings","General cleaning of buildings","Buildings, landscape activities","Buildings, landscape activities","Business services","Business services",1044
"608","5630","8121",-0.0225591974184116,"Beverage serving","General cleaning of buildings","Food, beverage service","Buildings, landscape activities","Other Service activities","Business services",38
"609","8531","8121",-0.172279969826864,"General secondary","General cleaning of buildings","Education","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",27
"610","4719","8121",-0.357233196646839,"Other non specialised","General cleaning of buildings","Non specialised retail stores","Buildings, landscape activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",13
"611","4120","8121",-0.283024113580338,"Residential, non-residential buildings","General cleaning of buildings","Construction of buildings","Buildings, landscape activities","Construction (including development of real estate)","Business services",10
"612","8899","8121",-0.544044036178188,"Other","General cleaning of buildings","Non residential social work","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",10
"613","8810","8121",-0.114678310003853,"Elderly, disabled","General cleaning of buildings","Non residential social work","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",27
"614","5510","8121",0.20404711255986,"Hotels and similar","General cleaning of buildings","Accommodation","Buildings, landscape activities","Other Service activities","Business services",34
"615","8110","8121",0.72275082289527,"Combined facilities support","General cleaning of buildings","Buildings, landscape activities","Buildings, landscape activities","Business services","Business services",122
"616","6820","8121",-0.158577158885638,"Renting, operating own or leased ","General cleaning of buildings","Real estate activities","Buildings, landscape activities","Business services ","Business services",11
"617","8790","8121",-0.139300813239802,"Other","General cleaning of buildings","Residential care activities","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",19
"618","9200","8121",-0.0473927230191467,"Gambling, betting activities","General cleaning of buildings","Gambling, betting","Buildings, landscape activities","Other Service activities","Business services",10
"619","8710","8121",-0.18152292355055,"Residential nursing care","General cleaning of buildings","Residential care activities","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",20
