"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"15","5630","8610",-0.553783389365745,"Beverage serving","Hospital activities","Food, beverage service","Human health activities","Other Service activities","Government administrative functions, Education, Health",54
"16","8531","8610",-0.757129274681937,"General secondary","Hospital activities","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",25
"17","4719","8610",-0.452017550584219,"Other non specialised","Hospital activities","Non specialised retail stores","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",49
"18","8899","8610",-0.397839069300673,"Other","Hospital activities","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",69
"19","8810","8610",-0.157648385732412,"Elderly, disabled","Hospital activities","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",117
"20","5510","8610",-0.670100160704117,"Hotels and similar","Hospital activities","Accommodation","Human health activities","Other Service activities","Government administrative functions, Education, Health",21
"21","6202","8610",-0.755554006178923,"Consultancy activities","Hospital activities","Computer programming, consultancy","Human health activities","Information and Communication","Government administrative functions, Education, Health",10
"22","8423","8610",-0.692787336322803,"Justice, judicial activities","Hospital activities","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"23","8110","8610",-0.408497919148597,"Combined facilities support","Hospital activities","Buildings, landscape activities","Human health activities","Business services","Government administrative functions, Education, Health",39
"24","6820","8610",-0.733787580240572,"Renting, operating own or leased ","Hospital activities","Real estate activities","Human health activities","Business services ","Government administrative functions, Education, Health",11
"25","4511","8610",-0.63840995841433,"Sale of cars, light motor vehicles","Hospital activities","Motor vehicle/cycle trade, repair","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",13
"26","8790","8610",-0.12779285396029,"Other","Hospital activities","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",92
"27","7022","8610",-0.579227402737225,"Business, other management","Hospital activities","Head offices; mgment consultancy","Human health activities","Business services","Government administrative functions, Education, Health",23
"28","9200","8610",-0.625034532339233,"Gambling, betting activities","Hospital activities","Gambling, betting","Human health activities","Other Service activities","Government administrative functions, Education, Health",12
"29","8710","8610",0.27082547013871,"Residential nursing care","Hospital activities","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",238
"30","8010","8610",-0.534183713501736,"Private security","Hospital activities","Security, investigation activities","Human health activities","Business services","Government administrative functions, Education, Health",21
"31","8730","8610",0.148843169584947,"Elderly, disabled","Hospital activities","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",146
"32","5629","8610",-0.688341508676427,"Other food service","Hospital activities","Food, beverage service","Human health activities","Other Service activities","Government administrative functions, Education, Health",16
"33","8891","8610",-0.583606775014756,"Child day-care","Hospital activities","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",23
"34","8220","8610",-0.505439642589521,"Activities of call centres","Hospital activities","Office admin, business support","Human health activities","Business services","Government administrative functions, Education, Health",24
"35","8621","8610",0.403383160079288,"General medical practices","Hospital activities","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",150
"36","8532","8610",-0.658535628482778,"Technical, vocational secondary","Hospital activities","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",12
"37","7010","8610",-0.641774772874886,"Head office activities","Hospital activities","Head offices; mgment consultancy","Human health activities","Business services","Government administrative functions, Education, Health",11
"38","5621","8610",-0.570423034851991,"Event catering","Hospital activities","Food, beverage service","Human health activities","Other Service activities","Government administrative functions, Education, Health",15
"39","8559","8610",-0.356270640466111,"Other education nec","Hospital activities","Other education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",28
"40","8412","8610",0.044967140955471,"Health care, education etc","Hospital activities","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",33
"41","8299","8610",-0.495321737882507,"Other","Hospital activities","Office admin, business support","Human health activities","Business services","Government administrative functions, Education, Health",22
"42","9311","8610",-0.445095780178573,"Operation of sports facilities","Hospital activities","Sports activities and recreation","Human health activities","Other Service activities","Government administrative functions, Education, Health",18
"43","4773","8610",0.0284908147578581,"Dispensing chemist","Hospital activities","Specialised retail - other","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",25
"44","8623","8610",0.0592439339773332,"Dental practices","Hospital activities","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",24
"45","9700","8610",-0.200258427982582,"Households as employers","Hospital activities","Domestic personnel employment","Human health activities","Other Service activities","Government administrative functions, Education, Health",32
"46","4778","8610",-0.296702400201763,"Other new goods","Hospital activities","Specialised retail - other","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",13
"47","4764","8610",-0.205459684229846,"Sporting equipment","Hospital activities","Specialised retail - other","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",13
"48","7810","8610",-0.40088822119573,"Employment placement agencies","Hospital activities","Employment activities","Human health activities","Business services","Government administrative functions, Education, Health",16
"49","6832","8610",-0.397094495147361,"Managament of fee/contract basis","Hospital activities","Real estate activities","Human health activities","Business services ","Government administrative functions, Education, Health",10
"50","9312","8610",-0.372365264990095,"Activities of sport clubs","Hospital activities","Sports activities and recreation","Human health activities","Other Service activities","Government administrative functions, Education, Health",18
"51","9313","8610",0.0563574515031718,"Fitness facilities","Hospital activities","Sports activities and recreation","Human health activities","Other Service activities","Government administrative functions, Education, Health",10
"52","8720","8610",0.211181812618393,"Learning, mental, substance abuse","Hospital activities","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",22
"53","8622","8610",0.463682399713874,"Specialist medical practices","Hospital activities","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",14
"54","8610","8520",-0.735838048577603,"Hospital activities","Primary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",151
"55","8520","8520",1,"Primary","Primary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",7052
"56","4711","8520",-0.429288768254365,"Food, beverages, tobacco mainly","Primary","Non specialised retail stores","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",269
"57","5610","8520",-0.698824353783868,"Restaurants, mobile food service","Primary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",80
"58","6419","8520",-0.811655338176046,"Other monetary intermediation","Primary","Financial, insurance, pension","Education","Business services","Government administrative functions, Education, Health",22
"59","8424","8520",-0.713572964329827,"Police, public order, safety activ.","Primary","Central/Local Gov. administration","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",29
"60","8411","8520",0.337068246659821,"General public administration","Primary","Central/Local Gov. administration","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",576
"61","7820","8520",-0.40779930189979,"Temporary employment agencies","Primary","Employment activities","Education","Business services","Government administrative functions, Education, Health",229
"62","8542","8520",-0.424064437843834,"Tertiary","Primary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",81
"63","4771","8520",-0.487689173004837,"Clothing","Primary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",86
"64","8690","8520",-0.551798570539185,"Other","Primary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",66
"65","8121","8520",-0.238539603872514,"General cleaning of buildings","Primary","Buildings, landscape activities","Education","Business services","Government administrative functions, Education, Health",146
"66","6910","8520",-0.629715142078615,"Legal activities","Primary","Legal and accounting activities","Education","Business services ","Government administrative functions, Education, Health",25
"67","6920","8520",-0.456641036440988,"Accounting, auditing; tax consltcy","Primary","Legal and accounting activities","Education","Business services","Government administrative functions, Education, Health",48
"68","5630","8520",-0.377421332854223,"Beverage serving","Primary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",99
"69","8531","8520",0.551580411364755,"General secondary","Primary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",729
"70","4719","8520",-0.466644310839642,"Other non specialised","Primary","Non specialised retail stores","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",55
"71","4120","8520",-0.662718653490347,"Residential, non-residential buildings","Primary","Construction of buildings","Education","Construction (including development of real estate)","Government administrative functions, Education, Health",20
"72","8899","8520",0.0661218721205584,"Other","Primary","Non residential social work","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",213
"73","7112","8520",-0.590936008516218,"Engineering/tech consultancy","Primary","Architectural, eng/tech testing","Education","Business services","Government administrative functions, Education, Health",24
"74","8810","8520",-0.264259845086929,"Elderly, disabled","Primary","Non residential social work","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",109
"75","4931","8520",-0.737688962204508,"Urban/suburban passenger transport","Primary","Land, pipeline transport","Education","Transportation and Storage","Government administrative functions, Education, Health",10
"76","5510","8520",-0.493477272479277,"Hotels and similar","Primary","Accommodation","Education","Other Service activities","Government administrative functions, Education, Health",42
"77","6202","8520",-0.678897534088897,"Consultancy activities","Primary","Computer programming, consultancy","Education","Information and Communication","Government administrative functions, Education, Health",16
"78","8423","8520",-0.707387869540466,"Justice, judicial activities","Primary","Central/Local Gov. administration","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",11
"79","8110","8520",-0.207486322864229,"Combined facilities support","Primary","Buildings, landscape activities","Education","Business services","Government administrative functions, Education, Health",71
"80","6820","8520",-0.299341598819044,"Renting, operating own or leased ","Primary","Real estate activities","Education","Business services ","Government administrative functions, Education, Health",45
"81","4511","8520",-0.702288460724442,"Sale of cars, light motor vehicles","Primary","Motor vehicle/cycle trade, repair","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",12
"82","6190","8520",-0.72110759091358,"Other","Primary","Telecommunications","Education","Information and Communication","Government administrative functions, Education, Health",10
"83","8790","8520",-0.196784460695059,"Other","Primary","Residential care activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",93
"84","4941","8520",-0.734822423179531,"Road freight transport","Primary","Land, pipeline transport","Education","Transportation and Storage","Government administrative functions, Education, Health",10
"85","7022","8520",-0.483596194998961,"Business, other management","Primary","Head offices; mgment consultancy","Education","Business services","Government administrative functions, Education, Health",35
"86","9200","8520",-0.561736855241292,"Gambling, betting activities","Primary","Gambling, betting","Education","Other Service activities","Government administrative functions, Education, Health",17
"87","8710","8520",-0.606202390805698,"Residential nursing care","Primary","Residential care activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",39
"88","5310","8520",-0.620151240353542,"Under universal service obligation","Primary","Postal, courier activities","Education","Transportation and Storage","Government administrative functions, Education, Health",10
"89","8730","8520",-0.183099054224717,"Elderly, disabled","Primary","Residential care activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",87
"90","5629","8520",-0.38341356690754,"Other food service","Primary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",45
"91","8891","8520",0.370826609220408,"Child day-care","Primary","Non residential social work","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",222
"92","8220","8520",-0.683478628486487,"Activities of call centres","Primary","Office admin, business support","Education","Business services","Government administrative functions, Education, Health",16
"93","8621","8520",-0.452490587757952,"General medical practices","Primary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",28
"94","8532","8520",-0.0785882342633865,"Technical, vocational secondary","Primary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",58
"95","4520","8520",-0.538490905945585,"Maintenance/repair of vehicles","Primary","Motor vehicle/cycle trade, repair","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",14
"96","4321","8520",-0.607874872993277,"Electrical installation","Primary","Specialised activities","Education","Construction (including development of real estate)","Government administrative functions, Education, Health",10
"97","4752","8520",-0.488070686996972,"Hardware, paints, glass","Primary","Specialised retail - household","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",14
"98","7010","8520",-0.660655097747087,"Head office activities","Primary","Head offices; mgment consultancy","Education","Business services","Government administrative functions, Education, Health",12
"99","6831","8520",-0.459567324148305,"Agencies fee/contract basis","Primary","Real estate activities","Education","Business services ","Government administrative functions, Education, Health",14
"100","5621","8520",-0.24180402258852,"Event catering","Primary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",39
"101","6201","8520",-0.626724744358124,"Programming activities","Primary","Computer programming, consultancy","Education","Information and Communication","Government administrative functions, Education, Health",10
"102","8559","8520",0.00924197056518915,"Other education nec","Primary","Other education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",70
"103","8412","8520",-0.55685227607291,"Health care, education etc","Primary","Central/Local Gov. administration","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"104","4299","8520",-0.597300275004121,"Other civil engineering nec","Primary","Civil engineering","Education","Construction (including development of real estate)","Government administrative functions, Education, Health",10
"105","8299","8520",-0.0852553047939529,"Other","Primary","Office admin, business support","Education","Business services","Government administrative functions, Education, Health",64
"106","9311","8520",0.109266986842575,"Operation of sports facilities","Primary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",68
"107","6619","8520",-0.618658896726813,"Other financial services","Primary","Auxiliary financial services","Education","Business services","Government administrative functions, Education, Health",10
"108","4773","8520",-0.466777493359358,"Dispensing chemist","Primary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",10
"109","9602","8520",-0.431727848468951,"Hairdressing, beauty treatment","Primary","Other personal service activities","Education","Other Service activities","Government administrative functions, Education, Health",11
"110","8425","8520",-0.375925297533741,"Fire service activities","Primary","Central/Local Gov. administration","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"111","8623","8520",-0.348341968523981,"Dental practices","Primary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",12
"112","9700","8520",0.367673487682914,"Households as employers","Primary","Domestic personnel employment","Education","Other Service activities","Government administrative functions, Education, Health",121
"113","4759","8520",-0.356362401519271,"Furniture, lighting, other","Primary","Specialised retail - household","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",11
"114","4778","8520",-0.141453610599064,"Other new goods","Primary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",21
"115","4222","8520",-0.181118641795415,"Utility - electricity, telecomms","Primary","Civil engineering","Education","Construction (including development of real estate)","Government administrative functions, Education, Health",12
"116","4724","8520",-0.12696093627094,"Bread, cakes, confectionery","Primary","Specialised retail - food etc","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",17
"117","3811","8520",-0.286464850174773,"Non-hazardous waste collection","Primary","Waste","Education","Utilities, sewerage, waste and recycling","Government administrative functions, Education, Health",10
"118","4764","8520",-0.0946922052201968,"Sporting equipment","Primary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",19
"119","7810","8520",-0.252656272175851,"Employment placement agencies","Primary","Employment activities","Education","Business services","Government administrative functions, Education, Health",26
"120","9499","8520",0.110083203150923,"Other nec","Primary","Membership organisations activities","Education","Other Service activities","Government administrative functions, Education, Health",32
"121","6832","8520",0.114888124532186,"Managament of fee/contract basis","Primary","Real estate activities","Education","Business services ","Government administrative functions, Education, Health",34
"122","9312","8520",0.0723716999111762,"Activities of sport clubs","Primary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",53
"123","9491","8520",0.325655015442786,"Religious organisations","Primary","Membership organisations activities","Education","Other Service activities","Government administrative functions, Education, Health",32
"124","4775","8520",-0.291671931106338,"Cosmetic, toilet articles","Primary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",10
"125","4772","8520",-0.294713273654216,"Footwear, leather goods","Primary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",11
"126","7490","8520",-0.017833579642492,"Other","Primary","Other professional, scientific/tech","Education","Business services","Government administrative functions, Education, Health",17
"127","4776","8520",-0.223689676555761,"Flowers, plants, pet animals/food","Primary","Specialised retail - other","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",10
"128","9609","8520",0.141891608354168,"Other","Primary","Other personal service activities","Education","Other Service activities","Government administrative functions, Education, Health",17
"129","9313","8520",0.147279081377933,"Fitness facilities","Primary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",14
"130","8510","8520",0.458327725264946,"Pre-primary","Primary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",38
"131","8541","8520",-0.0502450997108017,"Post-secondary non-tertiary","Primary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",15
"132","8129","8520",-0.0931340946227585,"Other cleaning activities","Primary","Buildings, landscape activities","Education","Business services","Government administrative functions, Education, Health",10
"133","8720","8520",-0.250659109267822,"Learning, mental, substance abuse","Primary","Residential care activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"134","8560","8520",0.527794782677383,"Educational support activities","Primary","Other education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",22
"135","8122","8520",0.276617511976987,"Other industrial cleaning","Primary","Buildings, landscape activities","Education","Business services","Government administrative functions, Education, Health",10
"136","9329","8520",0.268277062730256,"Other amusement, recreation","Primary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",10
"137","8610","4711",-0.821175621647633,"Hospital activities","Food, beverages, tobacco mainly","Human health activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",49
"138","8520","4711",-0.537752403515792,"Primary","Food, beverages, tobacco mainly","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",201
"139","4711","4711",1,"Food, beverages, tobacco mainly","Food, beverages, tobacco mainly","Non specialised retail stores","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",3322
"140","5610","4711",0.0884698651074576,"Restaurants, mobile food service","Food, beverages, tobacco mainly","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",271
"141","6419","4711",-0.33511728014341,"Other monetary intermediation","Food, beverages, tobacco mainly","Financial, insurance, pension","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",53
"142","8424","4711",-0.690088591229538,"Police, public order, safety activ.","Food, beverages, tobacco mainly","Central/Local Gov. administration","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",16
"143","8411","4711",-0.788332507459819,"General public administration","Food, beverages, tobacco mainly","Central/Local Gov. administration","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",17
"144","7820","4711",-0.2982237619623,"Temporary employment agencies","Food, beverages, tobacco mainly","Employment activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",148
"145","8542","4711",-0.517807365394953,"Tertiary","Food, beverages, tobacco mainly","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",32
"146","4771","4711",0.15874889605904,"Clothing","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",173
"147","8690","4711",-0.654487746875235,"Other","Food, beverages, tobacco mainly","Human health activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",24
"148","8121","4711",-0.135112559880205,"General cleaning of buildings","Food, beverages, tobacco mainly","Buildings, landscape activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",91
"149","6910","4711",-0.693897979709257,"Legal activities","Food, beverages, tobacco mainly","Legal and accounting activities","Non specialised retail stores","Business services ","Wholesale and retail,motor vehicle repair,sale of fuel",10
"150","6920","4711",-0.492597021955489,"Accounting, auditing; tax consltcy","Food, beverages, tobacco mainly","Legal and accounting activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",22
"151","5630","4711",-0.0145389758397732,"Beverage serving","Food, beverages, tobacco mainly","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",107
"152","8531","4711",-0.514147885043766,"General secondary","Food, beverages, tobacco mainly","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",34
"153","4719","4711",0.23192863260495,"Other non specialised","Food, beverages, tobacco mainly","Non specialised retail stores","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",122
"154","4120","4711",-0.584573647701429,"Residential, non-residential buildings","Food, beverages, tobacco mainly","Construction of buildings","Non specialised retail stores","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",13
"155","8899","4711",-0.47964190891328,"Other","Food, beverages, tobacco mainly","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",33
"156","7112","4711",-0.566260207305056,"Engineering/tech consultancy","Food, beverages, tobacco mainly","Architectural, eng/tech testing","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",13
"157","8810","4711",-0.49286216741838,"Elderly, disabled","Food, beverages, tobacco mainly","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",32
"158","4931","4711",-0.538283326194998,"Urban/suburban passenger transport","Food, beverages, tobacco mainly","Land, pipeline transport","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"159","5510","4711",-0.0805061329894112,"Hotels and similar","Food, beverages, tobacco mainly","Accommodation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",53
"160","6202","4711",-0.615925478641069,"Consultancy activities","Food, beverages, tobacco mainly","Computer programming, consultancy","Non specialised retail stores","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",10
"161","8423","4711",-0.526966697231009,"Justice, judicial activities","Food, beverages, tobacco mainly","Central/Local Gov. administration","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"162","8110","4711",-0.50279701404291,"Combined facilities support","Food, beverages, tobacco mainly","Buildings, landscape activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",18
"163","6820","4711",-0.44798652181242,"Renting, operating own or leased ","Food, beverages, tobacco mainly","Real estate activities","Non specialised retail stores","Business services ","Wholesale and retail,motor vehicle repair,sale of fuel",16
"164","4511","4711",-0.550645983425838,"Sale of cars, light motor vehicles","Food, beverages, tobacco mainly","Motor vehicle/cycle trade, repair","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"165","6190","4711",-0.512632297533302,"Other","Food, beverages, tobacco mainly","Telecommunications","Non specialised retail stores","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",10
"166","8790","4711",-0.589464098533396,"Other","Food, beverages, tobacco mainly","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",18
"167","4941","4711",-0.345631281124235,"Road freight transport","Food, beverages, tobacco mainly","Land, pipeline transport","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",16
"168","7022","4711",-0.591007038459062,"Business, other management","Food, beverages, tobacco mainly","Head offices; mgment consultancy","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",13
"169","9200","4711",-0.0985601850837729,"Gambling, betting activities","Food, beverages, tobacco mainly","Gambling, betting","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",25
"170","5210","4711",-0.29751308194422,"Warehousing and storage","Food, beverages, tobacco mainly","Warehousing, transport support","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",17
"171","8710","4711",-0.666671214491957,"Residential nursing care","Food, beverages, tobacco mainly","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",16
"172","4673","4711",-0.460900301930951,"Wood, construction, sanitary equip","Food, beverages, tobacco mainly","Other wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"173","8010","4711",-0.236860237754444,"Private security","Food, beverages, tobacco mainly","Security, investigation activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",25
"174","6622","4711",-0.464638873780549,"Insurance agents/brokers activities","Food, beverages, tobacco mainly","Auxiliary financial services","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"175","5310","4711",-0.210180288706944,"Under universal service obligation","Food, beverages, tobacco mainly","Postal, courier activities","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",14
