Id,Label,timeset,east,east midlands,london,north east,north west,scotland,south east,south west,wales,west midlands,yorkshire and the humber,total,description,log_east,log_east_midlands,log_london,log_north_east,log_north_west,log_scotland,log_south_east,log_south_west,log_wales,log_west_midlands,log_yorkshire_and_the_humber,log_total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,mainindustry,mainactivity,subactivity,componentnumber,%total,%total north west,%total london,lq north west,lq london,Degree,Weighted Degree,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
3109,,,3500,7000,3000,2250,3000,1250,2500,3500,2000,3500,6000,37500,Manufacture of other furniture,11.773139,12.773139,11.550747,11.135709,11.550747,10.287712,11.287712,11.773139,10.965784,11.773139,12.550747,15.194603,103,8,1,0,4,2,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All other Manufacturing,Furniture,Other,0,0.001315,0.000957,0.000613,0.727912,0.466462,5,4.490724,0.3,3,0.079462,5,0.356436,0.385741,365.136454
1920,,,125,125,20,100,1500,1250,1500,300,600,700,2250,8470,Manufacture of refined petroleum products,6.965784,6.965784,4.321928,6.643856,10.550747,10.287712,10.550747,8.228819,9.228819,9.451211,11.135709,13.048146,42,3,1,0,4,2,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Coke, refined petroleum",Refined petroleum products,0,0.000297,0.000479,0.000004,1.611376,0.013768,4,3.987611,0.166667,1,0.009783,6,0.26393,0.281759,364.941958
3317,,,250,1250,4000,600,1500,600,900,500,350,1000,1750,12700,Repair and maintenance of transport equipment n.e.c.,7.965784,10.287712,11.965784,9.228819,10.550747,9.228819,9.813781,8.965784,8.451211,9.965784,10.773139,13.632541,108,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,Machinery repair excluding motor vehicles,Repair/installation excl. household,Transport equipment nec,0,0.000445,0.000479,0.000818,1.074673,1.836464,3,2.952168,0,0,0.028573,6,0.304569,0.324167,364.179335
4299,,,14000,11000,19000,4000,13000,12000,10000,6000,8000,6000,6000,109000,Construction of other civil engineering projects n.e.c.,13.773139,13.425216,14.213712,11.965784,13.666224,13.550747,13.287712,12.550747,12.965784,12.550747,12.550747,16.733969,124,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,Construction (including development of real estate),Civil engineering,Other civil engineering nec,0,0.003821,0.004147,0.003884,1.08519,1.016374,18,11.705772,0.287582,44,0.253524,6,0.366599,0.408102,362.79344
4643,,,4000,1250,4500,600,3000,450,7000,3000,1250,3500,1250,29800,Wholesale of electrical household appliances,11.965784,10.287712,12.135709,9.228819,11.550747,8.813781,12.773139,11.550747,10.287712,11.773139,10.287712,14.863025,152,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Wholesale and retail,motor vehicle repair,sale of fuel",Household goods wholesale,Electrical appliances,0,0.001045,0.000957,0.00092,0.915997,0.880486,5,4.41023,0.4,4,0.094771,5,0.361446,0.390972,362.67916
8424,,,,,,,,,,,,,,,Public order and safety activities,14.213712,13.773139,15.693705,13.287712,14.823765,14.550747,14.823765,14.053247,13.666224,14.358102,14.213712,17.919981,313,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government administrative functions, Education, Health",Central/Local Gov. administration,"Police, public order, safety activ.",0,0.008695,0.009251,0.010834,1.063984,1.246093,4,1.408844,0.166667,1,0.042891,7,0.292683,0.31873,362.149614
3832,,,4500,3500,1250,900,1500,1750,2500,900,4000,4000,2000,26800,Recovery of sorted materials,12.135709,11.773139,10.287712,9.813781,10.550747,10.773139,11.287712,9.813781,11.965784,11.965784,10.965784,14.709945,117,7,4,6,6,4,2,3,0,0,2,2,1,2,0,0,2,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Utilities, sewerage, waste and recycling",Materials recovery/recycling,Recovery of sorted materials,0,0.00094,0.000479,0.000256,0.509267,0.271958,4,3.890844,0.166667,1,0.031395,6,0.304826,0.324769,361.822048
8710,,,15000,10000,17000,10000,24000,21000,30000,20000,12000,18000,16000,193000,Residential nursing care activities,13.872675,13.287712,14.053247,13.287712,14.550747,14.358102,14.872675,14.287712,13.550747,14.135709,13.965784,17.558241,312,12,9,9,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Government administrative functions, Education, Health",Residential care activities,Residential nursing care,0,0.006766,0.007656,0.003475,1.13147,0.513592,14,5.646541,0.450549,41,0.25112,5,0.39173,0.428519,361.478196
5229,,,9000,5000,16000,1250,6000,4000,13000,4000,800,7000,6000,72050,Other transportation support activities,13.135709,12.287712,13.965784,10.287712,12.550747,11.965784,13.666224,11.965784,9.643856,12.773139,12.550747,16.136711,209,7,4,6,6,4,2,3,1,1,3,3,0,3,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Transportation and Storage,"Warehousing, transport support",Other support activities,0,0.002526,0.001914,0.003271,0.757716,1.294829,5,3.983868,0.6,6,0.093385,5,0.353288,0.383889,359
2312,,,1000,1000,1000,450,1250,800,1000,250,900,1000,1250,9900,Shaping and processing of flat glass,9.965784,9.965784,9.965784,8.813781,10.287712,9.643856,9.965784,7.965784,9.813781,9.965784,10.287712,13.273213,60,8,1,0,4,2,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All other Manufacturing,Glass products,"Flat glass shaping, processing",0,0.000347,0.000399,0.000204,1.148851,0.588967,3,2.559553,0.333333,1,0.066323,5,0.344828,0.373704,359
2222,,,4000,3500,700,1250,3000,700,1750,1500,1250,1750,2500,21900,Manufacture of plastic packing goods,11.965784,11.773139,9.451211,10.287712,11.550747,9.451211,10.773139,10.550747,10.287712,10.773139,11.287712,14.418643,56,3,1,0,4,2,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All other Manufacturing,Rubber and plastic products,Plastic packing goods,0,0.000768,0.000957,0.000143,1.246425,0.186372,4,3.538776,0.5,3,0.063431,5,0.346821,0.375926,359
8292,,,4500,4000,1000,600,2500,2500,2000,1500,1000,3000,2500,25100,Packaging activities,12.135709,11.965784,9.965784,9.228819,11.287712,11.287712,10.965784,10.550747,9.965784,11.550747,11.287712,14.6154,289,1,0,3,0,6,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Business services,"Office admin, business support",Packaging activities,0,0.00088,0.000798,0.000204,0.906265,0.232302,3,2.802482,0.333333,1,0.056415,5,0.343511,0.372083,359
4761,,,1000,700,2000,400,1250,1000,1500,1250,500,1000,500,11100,Retail sale of books in specialised stores,9.965784,9.451211,10.965784,8.643856,10.287712,9.965784,10.550747,10.287712,8.965784,9.965784,8.965784,13.438272,182,9,6,5,5,3,5,5,3,2,4,4,2,4,1,1,1,2,2,2,2,2,1,3,1,2,2,2,2,1,2,1,1,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,Books,0,0.000389,0.000399,0.000409,1.024651,1.05059,2,1.076105,0,0,0.018026,7,0.26393,0.286396,359
147,,,,,,,,,,,,,,,Raising of poultry,,,,,,,,,,,,,5,1,0,3,0,6,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, Forestry, Fishing, Veterinary","Animal production, hunting",Raising of poultry,0,0,0,0,,,3,2.980459,0.333333,1,0.009554,6,0.259179,0.275231,359
1813,,,450,900,1500,600,900,300,800,400,300,600,2000,8750,Pre-press and pre-media services,8.813781,9.813781,10.550747,9.228819,9.813781,8.228819,9.643856,8.643856,8.228819,9.228819,10.965784,13.095067,40,3,1,0,4,2,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All other Manufacturing,Printing,"Pre-press, pre-media services",0,0.000307,0.000287,0.000307,0.935887,0.999561,2,1.991745,0,0,0.008968,6,0.282353,0.298194,359
141,,,,,,,,,,,,,,,Raising of dairy cattle,,,,,,,,,,,,,3,0,0,3,0,6,0,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, Forestry, Fishing, Veterinary","Animal production, hunting",Raising of dairy cattle,0,0,0,0,,,2,1.998088,0,0,0.002785,7,0.230474,0.242784,359
2814,,,,,,,,,,,,,,,Manufacture of other taps and valves,9.451211,8.451211,7.228819,9.643856,10.550747,9.228819,8.813781,11.135709,8.228819,9.813781,9.965784,13.135709,95,1,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manufacture machinery, vehicle, transport",General machinery,"Other taps, valves",0,0.000316,0.000479,0.000031,1.516484,0.09718,2,1.997903,0,0,0.002239,7,0.219646,0.230496,359
2899,,,,,,,,,,,,,,,Manufacture of other special-purpose machinery n.e.c.,10.287712,9.451211,8.643856,8.451211,9.813781,9.451211,9.965784,9.228819,8.965784,9.965784,10.287712,13.078484,101,5,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manufacture machinery, vehicle, transport",Special purpose machinery,Other,0,0.000303,0.000287,0.000082,0.946707,0.269631,2,1.999137,0,0,0.001604,7,0.213523,0.223188,359
4322,,,13000,12000,10000,4500,11000,14000,19000,15000,6000,12000,10000,126500,"Plumbing, heat and air-conditioning installation",13.666224,13.550747,13.287712,12.135709,13.425216,13.773139,14.213712,13.872675,12.550747,13.550747,13.287712,16.948778,126,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Construction (including development of real estate),Specialised activities,"Plumbing, heat, air con inst",0,0.004435,0.003509,0.002044,0.791209,0.460931,13,7.295375,0.333333,26,0.304273,6,0.371901,0.413241,347.990957
2829,,,2000,1500,800,1250,3000,1250,5000,2500,600,3500,3000,24400,Manufacture of other general-purpose machinery n.e.c.,10.965784,10.550747,9.643856,10.287712,11.550747,10.287712,12.287712,11.287712,9.228819,11.773139,11.550747,14.574594,92,5,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture machinery, vehicle, transport",General machinery,Other,0,0.000855,0.000957,0.000164,1.118717,0.191173,5,4.390916,0.3,3,0.078037,5,0.354331,0.384722,344.141962
1012,,,5000,6000,100,300,700,600,50,1000,2000,5000,1500,22250,Processing and preserving of poultry meat,12.287712,12.550747,6.643856,8.228819,9.451211,9.228819,5.643856,9.965784,10.965784,12.287712,10.550747,14.441518,11,1,0,3,0,6,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture food, drink, tobacco","Food products - meat, fish","Poultry meat processing, preserving",0,0.00078,0.000223,0.00002,0.286258,0.026206,5,4.624126,0.6,6,0.06749,5,0.344828,0.375556,331.714719
1071,,,3000,7000,7000,3000,12000,7000,6000,6000,5000,6000,10000,72000,Manufacture of bread; manufacture of fresh pastry goods and cakes,11.550747,12.773139,12.773139,11.550747,13.550747,12.773139,12.550747,12.550747,12.287712,12.550747,13.287712,16.135709,19,1,0,3,0,6,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture food, drink, tobacco",Food products - other,"Bread; pastry goods, cakes",0,0.002524,0.003828,0.001431,1.516484,0.566881,12,7.980374,0.272727,18,0.25984,5,0.393013,0.430231,328.239526
6820,,,16000,12000,45000,7000,29000,18000,29000,18000,8000,20000,14000,216000,Renting and operating of own or leased real estate,13.965784,13.550747,15.457637,12.773139,14.823765,14.135709,14.823765,14.135709,12.965784,14.287712,13.773139,17.720672,250,6,9,9,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Business services,Real estate activities,"Renting, operating own or leased",0,0.007573,0.009251,0.009199,1.221612,1.214745,21,8.052511,0.285714,60,0.403936,6,0.370752,0.41838,326.247055
2712,,,1250,2250,600,1000,2500,800,3000,1750,1250,2250,1250,17900,Manufacture of electricity distribution and control apparatus,10.287712,11.135709,9.228819,9.965784,11.287712,9.643856,11.550747,10.773139,10.287712,11.135709,10.287712,14.127672,84,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture computer, electronic, light electrical",Electrical equipment,"Electricity distn, control apparatus",0,0.000628,0.000798,0.000123,1.270796,0.195445,4,3.376277,0.166667,1,0.06409,5,0.35122,0.380648,319.096799
4719,,,26000,20000,42000,12000,30000,21000,32000,23000,14000,21000,22000,263000,Other retail sale in non-specialised stores,14.666224,14.287712,15.358102,13.550747,14.872675,14.358102,14.965784,14.489346,13.773139,14.358102,14.425216,18.004703,170,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Wholesale and retail,motor vehicle repair,sale of fuel",Non specialised retail stores,Other non specialised,0,0.009221,0.00957,0.008586,1.037898,0.93115,29,12.332017,0.325123,132,0.587349,6,0.379347,0.435278,308.295603
3030,,,7000,15000,500,1500,14000,2250,9000,19000,9000,6000,1250,84500,Manufacture of air and spacecraft and related machinery,12.773139,13.872675,8.965784,10.550747,13.773139,11.135709,13.135709,14.213712,13.135709,12.550747,10.287712,16.366664,100,5,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture machinery, vehicle, transport",Other transport equipment,"Air, spacecraft and related m/c",0,0.002963,0.004466,0.000102,1.50751,0.034502,7,5.77273,0.047619,1,0.090704,6,0.337079,0.365139,303.210757
4752,,,9000,7000,11000,2250,10000,5000,15000,9000,5000,7000,5000,85250,"Retail sale of hardware, paints and glass in specialised stores",13.135709,12.773139,13.425216,11.135709,13.287712,12.287712,13.872675,13.135709,12.287712,12.773139,12.287712,16.379412,179,8,1,0,4,2,7,1,2,5,0,0,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - household,"Hardware, paints, glass",0,0.002989,0.00319,0.002249,1.06732,0.752358,18,10.06286,0.352941,54,0.413473,6,0.375391,0.420556,300.601951
7320,,,2000,1750,20000,1000,2250,1000,12000,1000,175,2250,6000,49425,Market research and public opinion polling,10.965784,10.773139,14.287712,9.965784,11.135709,9.965784,13.550747,9.965784,7.451211,11.135709,12.550747,15.592953,266,10,8,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Business services,"Advertising,market research","Market research, public polling",0,0.001733,0.000718,0.004088,0.414214,2.359443,8,4.851136,0.321429,9,0.236063,5,0.396913,0.429537,296.272842
6619,,,10000,6000,46000,2250,10000,7000,14000,9000,2500,8000,10000,124750,"Other activities auxiliary to financial services, except insurance and pension funding",13.287712,12.550747,15.489346,11.135709,13.287712,12.773139,13.773139,13.135709,11.287712,12.965784,13.287712,16.92868,245,6,8,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Business services,Auxiliary financial services,Other financial services,0,0.004374,0.00319,0.009403,0.729371,2.150025,21,14.039288,0.395238,83,0.344178,6,0.362903,0.408194,289.614376
6622,,,14000,4000,30000,1000,5000,6000,17000,11000,1250,9000,11000,109250,Activities of insurance agents and brokers,13.773139,11.965784,14.872675,9.965784,12.287712,12.550747,14.053247,13.425216,10.287712,13.135709,13.425216,16.737274,247,6,8,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Business services,Auxiliary financial services,Insurance agents/brokers activities,0,0.00383,0.001595,0.006133,0.416426,1.601128,17,8.291394,0.382353,52,0.303318,6,0.361809,0.403704,286.055576
6831,,,13000,7000,48000,4500,11000,6000,28000,12000,5000,10000,10000,154500,Real estate agencies,13.666224,12.773139,15.550747,12.135709,13.425216,12.550747,14.773139,13.550747,12.287712,13.287712,13.287712,17.237247,251,6,8,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Business services,Real estate activities,Agencies fee/contract basis,0,0.005417,0.003509,0.009812,0.647818,1.811503,18,8.061296,0.418301,64,0.435081,6,0.385027,0.427778,272.13132
8129,,,6000,3000,11000,1500,5000,4000,6000,5000,2250,2250,2500,48500,Other cleaning activities,12.550747,11.550747,13.425216,10.550747,12.287712,11.965784,12.550747,12.287712,11.135709,11.135709,11.287712,15.565697,283,11,2,1,8,7,6,6,4,3,1,1,3,1,3,3,2,3,3,3,0,3,2,1,2,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Business services,"Buildings, landscape activities",Other cleaning activities,0,0.0017,0.001595,0.002249,0.938031,1.322444,10,5.320807,0.511111,23,0.274384,5,0.393443,0.428704,265.893555
6130,,,35,10,600,800,800,5000,800,400,0,0,1000,9445,Satellite telecommunications activities,5.129283,3.321928,9.228819,9.643856,9.643856,12.287712,9.643856,8.643856,,,9.965784,13.205335,229,10,8,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Information and Communication,Telecommunications,Satellite telecomms activities,0,0.000331,0.000255,0.000123,0.770685,0.370404,3,2.737533,0.333333,1,0.066021,6,0.318302,0.34037,265.189674
5221,,,5000,4000,15000,1750,9000,7000,13000,7000,2250,11000,7000,82000,Service activities incidental to land transportation,12.287712,11.965784,13.872675,10.773139,13.135709,12.773139,13.666224,12.773139,11.135709,13.425216,12.773139,16.323336,205,7,4,6,6,4,2,3,1,1,3,3,0,3,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Transportation and Storage,"Warehousing, transport support",Incidental inland service,0,0.002875,0.002871,0.003066,0.99866,1.066605,7,4.399944,0.285714,6,0.078204,6,0.332717,0.361528,250.577105
9412,,,1750,900,16000,125,3000,1500,3500,800,75,1250,100,29000,Activities of professional membership organisations,10.773139,9.813781,13.965784,6.965784,11.550747,10.550747,11.773139,9.643856,6.228819,10.287712,6.643856,14.823765,331,12,9,9,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Other Service activities,Membership organisations activities,Professional,0,0.001017,0.000957,0.003271,0.941266,3.216979,4,1.928464,0.333333,2,0.105145,5,0.376569,0.405046,249.866853
9200,,,8000,5000,20000,6000,13000,8000,8000,4000,3500,9000,9000,93500,Gambling and betting activities,12.965784,12.287712,14.287712,12.550747,13.666224,12.965784,12.965784,11.965784,11.773139,13.135709,13.135709,16.512679,325,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Other Service activities,"Gambling, betting","Gambling, betting activities",0,0.003278,0.004147,0.004088,1.265088,1.247225,13,4.575414,0.448718,35,0.342515,6,0.363269,0.40375,247.554374
5320,,,7000,8000,9000,2000,8000,4500,11000,9000,2000,22000,4500,87000,Other postal and courier activities,12.773139,12.965784,13.135709,10.965784,12.965784,12.135709,13.425216,13.135709,10.965784,14.425216,12.135709,16.408728,211,7,4,6,6,4,2,3,1,1,3,3,0,3,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Transportation and Storage,"Postal, courier activities",Other,0,0.00305,0.002552,0.00184,0.836681,0.603184,11,6.407555,0.363636,20,0.187149,5,0.381356,0.416574,242.851067
5110,,,5000,1250,37000,1750,6000,3500,11000,2000,350,1500,3000,72350,Passenger air transport,12.287712,10.287712,15.175238,10.773139,12.550747,11.773139,13.425216,10.965784,8.451211,10.550747,11.550747,16.142705,203,5,2,1,8,7,6,6,4,3,1,1,3,1,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Transportation and Storage,Air transport,Passenger air transport,0,0.002537,0.001914,0.007564,0.754574,2.981875,7,4.436167,0.333333,7,0.132023,6,0.309544,0.344259,242.060492
4931,,,8000,6000,52000,5000,10000,10000,12000,8000,4000,10000,10000,135000,Urban and suburban passenger land transport,12.965784,12.550747,15.666224,12.287712,13.287712,13.287712,13.550747,12.965784,11.965784,13.287712,13.287712,17.0426,198,7,4,6,6,4,2,3,1,1,3,3,0,3,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Transportation and Storage,"Land, pipeline transport",Urban/suburban passenger transport,0,0.004733,0.00319,0.01063,0.673993,2.245928,8,3.895948,0.178571,5,0.071534,6,0.32345,0.351065,234.414166
2042,,,1250,1000,600,500,1500,500,2500,3000,1250,400,1750,14250,Manufacture of perfumes and toilet preparations,10.287712,9.965784,9.228819,8.965784,10.550747,8.965784,11.287712,11.550747,10.287712,8.643856,10.773139,13.798674,49,2,5,4,1,1,3,0,6,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Chemicals, chemical products","Perfumes, toilet preparations",0,0.0005,0.000479,0.000123,0.957779,0.245506,6,4.995262,0.266667,4,0.131733,5,0.379747,0.409722,234.127167
6209,,,10000,5000,32000,2250,10000,8000,30000,8000,3000,9000,4500,121750,Other information technology and computer service activities,13.287712,12.287712,14.965784,11.135709,13.287712,12.965784,14.872675,12.965784,11.550747,13.135709,12.135709,16.893562,233,10,8,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Information and Communication,"Computer programming, consultancy",Other,0,0.004268,0.00319,0.006542,0.747343,1.532524,14,9.558478,0.472527,43,0.268717,6,0.35964,0.399491,229.194301
2223,,,4000,5000,1750,1250,6000,1750,2250,3000,2500,5000,6000,38500,Manufacture of builders� ware of plastic,11.965784,12.287712,10.773139,10.287712,12.550747,10.773139,11.135709,11.550747,11.287712,12.287712,12.550747,15.232571,57,3,1,0,4,2,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All other Manufacturing,Rubber and plastic products,Builders' ware of plastic,0,0.00135,0.001914,0.000358,1.418011,0.265035,5,4.459941,0.5,5,0.077533,5,0.349176,0.379861,225.675763
4211,,,7000,4500,3500,2250,3500,4500,4000,5000,2000,3000,8000,47250,Construction of roads and motorways,12.773139,12.135709,11.773139,11.135709,11.773139,12.135709,11.965784,12.287712,10.965784,11.550747,12.965784,15.528027,120,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Construction (including development of real estate),Civil engineering,"Roads, motorways",0,0.001657,0.001117,0.000715,0.673993,0.431909,5,3.443472,0.6,6,0.073067,7,0.318302,0.34961,212.65403
4110,,,7000,3500,21000,1000,7000,4000,10000,6000,1250,2250,6000,69000,Development of building projects,12.773139,11.773139,14.358102,9.965784,12.773139,11.965784,13.287712,12.550747,10.287712,11.135709,12.550747,16.074309,118,6,8,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Construction (including development of real estate),Construction of buildings,Building projects development,0,0.002419,0.002233,0.004293,0.923077,1.774584,12,9.711187,0.257576,17,0.208336,6,0.35122,0.387361,209.226382
9601,,,2500,2500,6000,450,3000,2250,4500,3000,1500,3000,1250,29950,Washing and (dry-)cleaning of textile and fur products,11.287712,11.287712,12.550747,8.813781,11.550747,11.135709,12.135709,11.550747,10.550747,11.550747,10.287712,14.870268,335,11,2,1,8,7,6,6,4,4,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Other Service activities,Other personal service activities,Washing and (dry-)cleaning,0,0.00105,0.000957,0.001227,0.911409,1.168102,4,2.647487,0,0,0.11768,5,0.375391,0.406019,207.325839
