Id,Label,timeset,east,east midlands,london,north east,north west,scotland,south east,south west,wales,west midlands,yorkshire and the humber,total,description,log_east,log_east_midlands,log_london,log_north_east,log_north_west,log_scotland,log_south_east,log_south_west,log_wales,log_west_midlands,log_yorkshire_and_the_humber,log_total,%total,%total north west,%total london,lq north west,lq london,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,mainindustry,mainactivity,subactivity,componentnumber,Degree,Weighted Degree,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
4941,,,25000,24000,11000,8000,29000,16000,21000,19000,10000,30000,25000,218000,Freight transport by road,14.60964,14.550747,13.425216,12.965784,14.823765,13.965784,14.358102,14.213712,13.287712,14.872675,14.60964,17.733969,0.007643,0.009251,0.002249,1.210404,0.294213,213,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,1,2,4,Transportation and Storage,"Land, pipeline transport",Road freight transport,2,25,15.90977,0.153333,46,0.317333,5,0.404949,0.452454,1785.636659
1610,,,400,500,50,500,600,2000,400,600,450,1000,600,7100,Sawmilling and planing of wood,8.643856,8.965784,5.643856,8.965784,9.228819,10.965784,8.643856,9.228819,8.813781,9.965784,9.228819,12.793603,0.000249,0.000191,0.00001,0.768921,0.041062,34,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,1,2,4,All other Manufacturing,"Wood,cork, straw,plaiting materials","Sawmilling, planing of wood",2,1,0.981281,0,0,0.016196,6,0.288462,0.304444,0
4674,,,7000,4500,4500,2250,5000,4500,9000,4500,1250,9000,6000,57500,"Wholesale of hardware, plumbing and heating equipment and supplies",12.773139,12.135709,12.135709,11.135709,12.287712,12.135709,13.135709,12.135709,10.287712,13.135709,12.550747,15.811274,0.002016,0.001595,0.00092,0.791209,0.456321,175,5,6,7,1,8,7,1,4,4,3,5,2,2,2,5,5,0,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel",Other wholesale,"Hardware, plumbing, heating equip",2,6,4.637164,0.6,9,0.128433,5,0.365854,0.396157,15.201606
4540,,,1250,700,800,75,600,500,1500,1000,1000,800,600,8825,"Sale, maintenance and repair of motorcycles and related parts and accessories",10.287712,9.451211,9.643856,6.228819,9.228819,8.965784,10.550747,9.965784,9.965784,9.643856,9.228819,13.107381,0.000309,0.000191,0.000164,0.618622,0.528569,149,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,3,5,"Wholesale and retail,motor vehicle repair,sale of fuel","Motor vehicle/cycle trade, repair","Motorcycle sale, repair",2,1,0.979792,0,0,0.010167,7,0.258807,0.273386,0
4511,,,20000,13000,11000,6000,17000,18000,27000,16000,14000,16000,14000,172000,Sale of cars and light motor vehicles,14.287712,13.666224,13.425216,12.550747,14.053247,14.135709,14.720672,13.965784,13.773139,13.965784,13.773139,17.392049,0.00603,0.005423,0.002249,0.89931,0.372898,144,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,3,5,"Wholesale and retail,motor vehicle repair,sale of fuel","Motor vehicle/cycle trade, repair","Sale of cars, light motor vehicles",2,15,9.441391,0.171429,18,0.201908,6,0.348837,0.387685,725.761429
4519,,,1250,1250,400,350,1250,1250,1000,1500,1000,1500,900,11650,Sale of other motor vehicles,10.287712,10.287712,8.643856,8.451211,10.287712,10.287712,9.965784,10.550747,9.965784,10.550747,9.813781,13.508042,0.000408,0.000399,0.000082,0.976277,0.200198,145,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,3,5,"Wholesale and retail,motor vehicle repair,sale of fuel","Motor vehicle/cycle trade, repair",Sale of other motor vehicles,2,2,1.952572,1,1,0.017944,7,0.266667,0.284497,0
4672,,,2500,1750,2500,1250,3000,2000,3000,1250,1000,8000,3500,29750,Wholesale of metals and metal ores,11.287712,10.773139,11.287712,10.287712,11.550747,10.965784,11.550747,10.287712,9.965784,12.965784,11.773139,14.860602,0.001043,0.000957,0.000511,0.917536,0.489981,173,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel",Other wholesale,"Metals, metal ores",2,2,1.686892,1,1,0.064336,5,0.351562,0.378565,0
7410,,,4500,5000,15000,600,3000,1750,7000,2500,1000,3500,3000,46850,Specialised design activities,12.135709,12.287712,13.872675,9.228819,11.550747,10.773139,12.773139,11.287712,9.965784,11.773139,11.550747,15.515761,0.001643,0.000957,0.003066,0.58264,1.866844,283,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,Business services,"Other professional, scientific/tech",Specialised design activities,2,4,3.327208,0.333333,2,0.094715,6,0.3485,0.377269,108.204801
4639,,,7000,7000,10000,2500,8000,8000,13000,8000,3000,8000,7000,81500,"Non-specialised wholesale of food, beverages and tobacco",12.773139,12.773139,13.287712,11.287712,12.965784,12.965784,13.666224,12.965784,11.550747,12.965784,12.773139,16.314512,0.002857,0.002552,0.002044,0.893144,0.715432,161,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel","Food, beverages, tobacco wholesale",Other non-specialised,2,15,9.05015,0.247619,26,0.337484,5,0.404494,0.443657,365.443394
4950,,,500,0,50,50,20,50,0,10,0,0,40,720,Transport via pipeline,8.965784,,5.643856,5.643856,4.321928,5.643856,,3.321928,,,5.321928,9.491853,0.000025,0.000006,0.00001,0.252747,0.404915,214,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Transportation and Storage,"Land, pipeline transport",Transport via pipeline,2,1,0.978644,0,0,0.019816,6,0.278638,0.295463,0
8110,,,14000,5000,39000,7000,23000,32000,18000,7000,6000,18000,12000,181000,Combined facilities support activities,13.773139,12.287712,15.251187,12.773139,14.489346,14.965784,14.135709,12.773139,12.550747,14.135709,13.550747,17.46563,0.006346,0.007337,0.007972,1.156214,1.256355,297,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Business services,"Buildings, landscape activities",Combined facilities support,2,25,13.92506,0.243333,73,0.409515,5,0.385852,0.435046,1071.745883
8291,,,900,800,3500,300,3500,1250,2250,225,500,1250,3500,17975,Activities of collection agencies and credit bureaus,9.813781,9.643856,11.773139,8.228819,11.773139,10.287712,11.135709,7.813781,8.965784,10.287712,11.773139,14.133704,0.00063,0.001117,0.000715,1.771692,1.135339,305,0,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Office admin, business support","Collection agencies, credit bureaus",2,4,3.301172,0.5,3,0.121428,5,0.373832,0.401991,50.212975
6209,,,10000,5000,32000,2250,10000,8000,30000,8000,3000,9000,4500,121750,Other information technology and computer service activities,13.287712,12.287712,14.965784,11.135709,13.287712,12.965784,14.872675,12.965784,11.550747,13.135709,12.135709,16.893562,0.004268,0.00319,0.006542,0.747343,1.532524,248,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,"Computer programming, consultancy",Other,2,14,9.558478,0.472527,43,0.268717,6,0.35964,0.399491,229.194301
6201,,,12000,7000,42000,5000,15000,7000,40000,8000,1750,10000,7000,154750,Computer programming activities,13.550747,12.773139,15.358102,12.287712,13.872675,12.773139,15.287712,12.965784,10.773139,13.287712,12.773139,17.23958,0.005425,0.004785,0.008586,0.881961,1.582504,246,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,"Computer programming, consultancy",Programming activities,2,18,10.310197,0.392157,60,0.350447,6,0.377358,0.42037,563.973964
5829,,,1000,400,3500,400,600,150,3500,450,35,200,400,10635,Other software publishing,9.965784,8.643856,11.773139,8.643856,9.228819,7.228819,11.773139,8.813781,5.129283,7.643856,8.643856,13.376532,0.000373,0.000191,0.000715,0.513337,1.91892,237,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,Publishing activities,Other software,2,1,0.977875,0,0,0.016874,7,0.274181,0.28961,0
4690,,,6000,8000,18000,1000,8000,1750,9000,5000,1000,5000,10000,72750,Non-specialised wholesale trade,12.550747,12.965784,14.135709,9.965784,12.965784,10.773139,13.135709,12.287712,9.965784,12.287712,13.287712,16.15066,0.002551,0.002552,0.00368,1.000566,1.442666,179,14,6,7,6,8,8,1,4,4,3,5,2,2,2,2,5,4,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel",Other wholesale,Non-specialised wholesale trade,2,12,7.984386,0.363636,24,0.289275,5,0.399556,0.435787,158.95619
5110,,,5000,1250,37000,1750,6000,3500,11000,2000,350,1500,3000,72350,Passenger air transport,12.287712,10.287712,15.175238,10.773139,12.550747,11.773139,13.425216,10.965784,8.451211,10.550747,11.550747,16.142705,0.002537,0.001914,0.007564,0.754574,2.981875,216,8,2,2,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Transportation and Storage,Air transport,Passenger air transport,2,7,4.436167,0.333333,7,0.132023,6,0.309544,0.344259,242.060492
6612,,,1250,350,24000,125,1000,2000,2000,2250,250,900,900,35025,Security and commodity contracts brokerage,10.287712,8.451211,14.550747,6.965784,9.965784,10.965784,10.965784,11.135709,7.965784,9.813781,9.813781,15.096097,0.001228,0.000319,0.004906,0.259783,3.995392,260,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Auxiliary financial services,"Security,commodity contract broking",2,6,5.126567,0.733333,11,0.097806,6,0.319716,0.34537,2.32605
4399,,,12000,12000,7000,6000,17000,12000,14000,8000,3000,17000,9000,117000,Other specialised construction activities n.e.c.,13.550747,13.550747,12.773139,12.550747,14.053247,13.550747,13.773139,12.965784,11.550747,14.053247,13.135709,16.836149,0.004102,0.005423,0.001431,1.322063,0.34885,143,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,Other,2,10,7.176251,0.444444,20,0.203454,5,0.38961,0.424537,151.54084
4776,,,9000,6000,5000,1250,7000,5000,12000,8000,1750,5000,4500,64500,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",13.135709,12.550747,12.287712,10.287712,12.773139,12.287712,13.550747,12.965784,10.773139,12.287712,12.135709,15.977012,0.002261,0.002233,0.001022,0.987478,0.451998,203,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,"Flowers, plants, pet animals/food",2,10,6.493362,0.6,27,0.294114,6,0.356083,0.39162,116.164603
6190,,,13000,6000,32000,8000,22000,10000,34000,13000,5000,8000,9000,160000,Other telecommunications activities,13.666224,12.550747,14.965784,12.965784,14.425216,13.287712,15.053247,13.666224,12.287712,12.965784,13.135709,17.287712,0.005609,0.007018,0.006542,1.251099,1.166155,245,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,Telecommunications,Other,2,18,9.483178,0.294118,45,0.289062,6,0.35538,0.399583,457.6368
6120,,,900,1000,6000,350,4500,1250,12000,2000,200,2000,2500,32700,Wireless telecommunications activities,9.813781,9.965784,12.550747,8.451211,12.135709,10.287712,13.550747,10.965784,7.643856,10.965784,11.287712,14.997003,0.001146,0.001436,0.001227,1.252142,1.069867,243,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,Telecommunications,Wireless telecomms activities,2,6,4.30602,0.533333,8,0.155559,5,0.377754,0.407778,82.82148
4742,,,2000,1500,5000,700,2000,1250,3000,1250,800,2000,1250,20750,Retail sale of telecommunications equipment in specialised stores,10.965784,10.550747,12.287712,9.451211,10.965784,10.287712,11.550747,10.287712,9.643856,10.965784,10.287712,14.340824,0.000727,0.000638,0.001022,0.877003,1.405006,189,9,6,7,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - info/comms,Telecommunications equipment,2,8,4.750127,0.392857,11,0.182683,6,0.338346,0.374259,72.218273
8299,,,21000,22000,61000,8000,33000,11000,28000,26000,5000,14000,16000,245000,Other business support service activities n.e.c.,14.358102,14.425216,15.896522,12.965784,15.010178,13.425216,14.773139,14.666224,12.287712,13.773139,13.965784,17.902422,0.00859,0.010527,0.01247,1.225566,1.451744,307,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Office admin, business support",Other,2,50,19.959069,0.19102,234,0.958483,5,0.456274,0.519028,3450.218821
4520,,,29000,17000,18000,9000,17000,18000,34000,32000,6000,21000,15000,216000,Maintenance and repair of motor vehicles,14.823765,14.053247,14.135709,13.135709,14.053247,14.135709,15.053247,14.965784,12.550747,14.358102,13.872675,17.720672,0.007573,0.005423,0.00368,0.716117,0.485898,146,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,3,5,"Wholesale and retail,motor vehicle repair,sale of fuel","Motor vehicle/cycle trade, repair",Maintenance/repair of vehicles,2,12,8.95641,0.181818,12,0.148096,6,0.34749,0.386574,365.778494
4778,,,14000,11000,21000,2250,15000,11000,21000,13000,4500,9000,13000,134750,Other retail sale of new goods in specialised stores,13.773139,13.425216,14.358102,11.135709,13.872675,13.425216,14.358102,13.666224,12.135709,13.135709,13.666224,17.039926,0.004724,0.004785,0.004293,1.012865,0.908692,205,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,Other new goods,2,19,11.402589,0.362573,62,0.409421,6,0.378151,0.423148,595.387464
4754,,,4000,4500,6000,1000,4500,2000,6000,3000,1750,3000,2250,38000,Retail sale of electrical household appliances in specialised stores,11.965784,12.135709,12.550747,9.965784,12.135709,10.965784,12.550747,11.550747,10.773139,11.550747,11.135709,15.213712,0.001332,0.001436,0.001227,1.077501,0.920649,192,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - household,Electrical household appliances,2,7,3.202823,0.857143,18,0.187446,6,0.328767,0.362315,1.996189
4322,,,13000,12000,10000,4500,11000,14000,19000,15000,6000,12000,10000,126500,"Plumbing, heat and air-conditioning installation",13.666224,13.550747,13.287712,12.135709,13.425216,13.773139,14.213712,13.872675,12.550747,13.550747,13.287712,16.948778,0.004435,0.003509,0.002044,0.791209,0.460931,137,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,"Plumbing, heat, air con inst",2,13,7.295375,0.333333,26,0.304273,6,0.371901,0.413241,347.990957
4642,,,3000,3500,8000,1000,9000,2500,2250,2250,1000,3500,3000,39000,Wholesale of clothing and footwear,11.550747,11.773139,12.965784,9.965784,13.135709,11.287712,11.135709,11.135709,9.965784,11.773139,11.550747,15.251187,0.001367,0.002871,0.001635,2.099747,1.196056,162,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Household goods wholesale,"Clothing, footwear",2,6,4.212367,0.333333,5,0.187361,5,0.386266,0.418056,122.195203
4764,,,8000,4000,9000,3000,9000,5000,8000,7000,3500,4500,4500,65500,Retail sale of sporting equipment in specialised stores,12.965784,11.965784,13.135709,11.550747,13.135709,12.287712,12.965784,12.773139,11.773139,12.135709,12.135709,15.999207,0.002296,0.002871,0.00184,1.250231,0.801175,197,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,Sporting equipment,2,17,9.66456,0.477941,65,0.462443,6,0.376569,0.420093,184.621359
9492,,,700,300,1000,200,800,175,600,400,150,225,250,4800,Activities of political organisations,9.451211,8.228819,9.965784,7.643856,9.643856,7.451211,9.228819,8.643856,7.228819,7.813781,7.965784,12.228819,0.000168,0.000255,0.000204,1.516484,1.214745,353,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Membership organisations activities,Political organisations,2,1,0.968492,0,0,0.00267,8,0.226558,0.238509,0
8424,,,19000,14000,53000,10000,29000,24000,29000,17000,13000,21000,19000,248000,Public order and safety activities,14.213712,13.773139,15.693705,13.287712,14.823765,14.550747,14.823765,14.053247,13.666224,14.358102,14.213712,17.919981,0.008695,0.009251,0.010834,1.063984,1.246093,313,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Central/Local Gov. administration,"Police, public order, safety activ.",2,4,1.408844,0.166667,1,0.042891,7,0.292683,0.31873,362.149614
4775,,,3000,1750,8000,1250,3500,3000,5000,2250,1250,2250,2500,33750,Retail sale of cosmetic and toilet articles in specialised stores,11.550747,10.773139,12.965784,10.287712,11.773139,11.550747,12.287712,11.135709,10.287712,11.135709,11.287712,15.0426,0.001183,0.001117,0.001635,0.94359,1.38211,202,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,"Cosmetic, toilet articles",2,9,6.144997,0.638889,23,0.211438,6,0.332717,0.368843,27.82261
5813,,,3500,800,14000,1500,4000,2500,7000,1250,1750,1250,2000,39550,Publishing of newspapers,11.773139,9.643856,13.773139,10.550747,11.965784,11.287712,12.773139,10.287712,10.773139,10.287712,10.965784,15.27139,0.001387,0.001276,0.002862,0.920243,2.063991,234,11,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Information and Communication,Publishing activities,Newspapers,2,11,4.296655,0.254545,14,0.325548,5,0.411899,0.444954,554.067991
6511,,,2000,125,4500,75,400,9000,8000,4500,1500,1500,250,31850,Life insurance,10.965784,6.965784,12.135709,6.228819,8.643856,13.135709,12.965784,12.135709,10.550747,10.550747,7.965784,14.959006,0.001117,0.000128,0.00092,0.114272,0.823814,257,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Financial, insurance, pension",Life insurance,2,8,7.024209,0.464286,13,0.102518,6,0.318866,0.344583,8.988639
4299,,,14000,11000,19000,4000,13000,12000,10000,6000,8000,6000,6000,109000,Construction of other civil engineering projects n.e.c.,13.773139,13.425216,14.213712,11.965784,13.666224,13.550747,13.287712,12.550747,12.965784,12.550747,12.550747,16.733969,0.003821,0.004147,0.003884,1.08519,1.016374,135,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Civil engineering,Other civil engineering nec,2,18,11.705772,0.287582,44,0.253524,6,0.366599,0.408102,362.79344
1512,,,300,100,150,0,100,175,125,1000,20,600,25,2595,"Manufacture of luggage, handbags and the like, saddlery and harness",8.228819,6.643856,7.228819,,6.643856,7.451211,6.965784,9.965784,4.321928,9.228819,4.643856,11.341519,0.000091,0.000032,0.000031,0.350632,0.337039,32,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Manufacture textiles, leather",Leather goods,"Luggage, handbags, bridlewear",2,1,0.961315,0,0,0.035576,7,0.28103,0.304405,0
4771,,,29000,18000,73000,12000,39000,30000,47000,26000,14000,27000,27000,342000,Retail sale of clothing in specialised stores,14.823765,14.135709,16.155609,13.550747,15.251187,14.872675,15.520373,14.666224,13.773139,14.720672,14.720672,18.383637,0.01199,0.012441,0.014923,1.037594,1.244581,199,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,Clothing,2,47,19.216102,0.172063,186,0.762566,6,0.390456,0.463657,2020.968964
8211,,,1500,1250,6000,225,1500,1250,3500,1250,600,1250,5000,23325,Combined office administrative service activities,10.550747,10.287712,12.550747,7.813781,10.550747,10.287712,11.773139,10.287712,9.228819,10.287712,12.287712,14.509589,0.000818,0.000479,0.001227,0.585138,1.499878,302,10,2,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Office admin, business support",Combined office admin service,2,2,1.8405,0,0,0.038548,6,0.292921,0.315278,5.437582
6910,,,12000,13000,80000,5000,35000,16000,31000,20000,13000,16000,20000,261000,Legal activities,13.550747,13.666224,16.287712,12.287712,15.095067,13.965784,14.919981,14.287712,13.666224,13.965784,14.287712,17.99369,0.00915,0.011165,0.016354,1.220159,1.787211,269,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Legal and accounting activities,Legal activities,2,17,7.027488,0.323529,44,0.3119,6,0.358923,0.403981,553.688529
9312,,,13000,9000,14000,3500,19000,16000,22000,12000,6000,10000,10000,134500,Activities of sport clubs,13.666224,13.135709,13.773139,11.773139,14.213712,13.965784,14.425216,13.550747,12.550747,13.287712,13.287712,17.037247,0.004715,0.006061,0.002862,1.285347,0.606921,346,16,6,10,6,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Sports activities and recreation,Activities of sport clubs,2,34,11.647189,0.272727,153,0.724248,5,0.414269,0.470509,1676.804516
6619,,,10000,6000,46000,2250,10000,7000,14000,9000,2500,8000,10000,124750,"Other activities auxiliary to financial services, except insurance and pension funding",13.287712,12.550747,15.489346,11.135709,13.287712,12.773139,13.773139,13.135709,11.287712,12.965784,13.287712,16.92868,0.004374,0.00319,0.009403,0.729371,2.150025,261,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Auxiliary financial services,Other financial services,2,21,14.039288,0.395238,83,0.344178,6,0.362903,0.408194,289.614376
8121,,,56000,16000,85000,12000,35000,26000,58000,21000,10000,25000,30000,374000,General cleaning of buildings,15.773139,13.965784,16.375175,13.550747,15.095067,14.666224,15.823765,14.358102,13.287712,14.60964,14.872675,18.512679,0.013112,0.011165,0.017376,0.851501,1.325176,298,10,2,2,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Business services,"Buildings, landscape activities",General cleaning of buildings,2,32,12.516118,0.118952,59,0.494238,5,0.393873,0.44875,2006.768272
2020,,,500,150,15,50,200,400,175,30,250,10,800,2580,Manufacture of pesticides and other agrochemical products,8.965784,7.228819,3.906891,5.643856,7.643856,8.643856,7.451211,4.906891,7.965784,3.321928,9.643856,11.333155,0.00009,0.000064,0.000003,0.705341,0.0339,49,10,2,2,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Chemicals, chemical products","Pesticides, other agrochemical",2,1,0.958649,0,0,0.023557,6,0.282797,0.300833,0
4752,,,9000,7000,11000,2250,10000,5000,15000,9000,5000,7000,5000,85250,"Retail sale of hardware, paints and glass in specialised stores",13.135709,12.773139,13.425216,11.135709,13.287712,12.287712,13.872675,13.135709,12.287712,12.773139,12.287712,16.379412,0.002989,0.00319,0.002249,1.06732,0.752358,191,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - household,"Hardware, paints, glass",2,18,10.06286,0.352941,54,0.413473,6,0.375391,0.420556,300.601951
9104,,,2500,1750,2000,700,2500,1750,2500,3000,800,1500,1500,20500,Botanical and zoological gardens and nature reserve activities,11.287712,10.773139,10.965784,9.451211,11.287712,10.773139,11.287712,11.550747,9.643856,10.550747,10.550747,14.323336,0.000719,0.000798,0.000409,1.109622,0.568856,343,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,"Libraries, archives, museums",Botanical/zoo gardens/reserves,2,2,1.302832,1,1,0.042667,7,0.28777,0.313108,0
4120,,,44000,18000,35000,15000,27000,34000,52000,27000,14000,33000,26000,325000,Construction of residential and non-residential buildings,15.425216,14.135709,15.095067,13.872675,14.720672,15.053247,15.666224,14.720672,13.773139,15.010178,14.666224,18.31008,0.011394,0.008613,0.007155,0.755909,0.62793,130,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Construction of buildings,"Residential, non-residential buildings",2,26,18.269827,0.172308,56,0.282147,6,0.364372,0.41375,1665.902061
5210,,,20000,31000,12000,8000,32000,14000,31000,15000,6000,35000,30000,234000,Warehousing and storage,14.287712,14.919981,13.550747,12.965784,14.965784,13.773139,14.919981,13.872675,12.550747,15.095067,14.872675,17.836149,0.008204,0.010208,0.002453,1.244294,0.299014,217,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,1,2,4,Transportation and Storage,"Warehousing, transport support",Warehousing and storage,2,20,11.868023,0.210526,40,0.300247,5,0.4,0.443194,660.330816
6311,,,4000,4500,12000,1250,3500,900,9000,6000,225,1500,1750,44625,"Data processing, hosting and related activities",11.965784,12.135709,13.550747,10.287712,11.773139,9.813781,13.135709,12.550747,7.813781,10.550747,10.773139,15.445565,0.001565,0.001117,0.002453,0.713639,1.567939,249,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,Information service activities,"Data processing, hosting",2,9,6.126793,0.416667,15,0.23714,5,0.390456,0.424676,154.861014
6202,,,32000,15000,98000,9000,29000,18000,81000,18000,3500,24000,16000,343500,Computer consultancy activities,14.965784,13.872675,16.580494,13.135709,14.823765,14.135709,16.305634,14.135709,11.773139,14.550747,13.965784,18.389951,0.012043,0.009251,0.020033,0.768175,1.663511,247,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,"Computer programming, consultancy",Consultancy activities,2,30,15.28154,0.218391,95,0.485983,6,0.393443,0.446435,1358.446734
5629,,,9000,5000,32000,3500,9000,9000,21000,8000,3500,10000,4500,114500,Other food service activities,13.135709,12.287712,14.965784,11.773139,13.135709,13.135709,14.358102,12.965784,11.773139,13.287712,12.135709,16.804988,0.004014,0.002871,0.006542,0.715197,1.629561,231,10,2,2,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,"Food, beverage service",Other food service,2,13,5.435396,0.487179,38,0.308888,6,0.368852,0.407269,173.208423
5621,,,14000,4500,31000,2250,15000,10000,19000,8000,1250,13000,10000,128000,Event catering activities,13.773139,12.135709,14.919981,11.135709,13.872675,13.287712,14.213712,12.965784,10.287712,13.666224,13.287712,16.965784,0.004488,0.004785,0.006337,1.066278,1.412141,230,10,2,2,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,"Food, beverage service",Event catering,2,12,4.424198,0.545455,36,0.318652,6,0.366972,0.404491,41.937722
5320,,,7000,8000,9000,2000,8000,4500,11000,9000,2000,22000,4500,87000,Other postal and courier activities,12.773139,12.965784,13.135709,10.965784,12.965784,12.135709,13.425216,13.135709,10.965784,14.425216,12.135709,16.408728,0.00305,0.002552,0.00184,0.836681,0.603184,224,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,1,2,4,Transportation and Storage,"Postal, courier activities",Other,2,11,6.407555,0.363636,20,0.187149,5,0.381356,0.416574,242.851067
6622,,,14000,4000,30000,1000,5000,6000,17000,11000,1250,9000,11000,109250,Activities of insurance agents and brokers,13.773139,11.965784,14.872675,9.965784,12.287712,12.550747,14.053247,13.425216,10.287712,13.135709,13.425216,16.737274,0.00383,0.001595,0.006133,0.416426,1.601128,263,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Auxiliary financial services,Insurance agents/brokers activities,2,17,8.291394,0.382353,52,0.303318,6,0.361809,0.403704,286.055576
