StartIndst,FinalIndst,Counts
5630,4711,125
1071,1071,124
6832,6832,123
5621,5629,123
8010,8121,122
9499,9499,122
4531,4531,122
5630,8520,121
7111,7111,121
8730,8790,120
7912,7911,118
4645,4645,117
4711,5630,116
6311,6311,116
8121,4711,116
8610,8710,115
5813,5813,115
8520,8542,113
7820,4941,113
3521,3522,113
4711,4719,112
5610,7820,111
9491,9491,111
5229,5229,111
4775,4775,111
6120,6120,110
8730,8710,109
5223,5223,109
4772,4772,109
7911,7911,109
8790,8520,108
7810,7820,106
7732,7732,105
8790,8610,105
8520,8690,105
1051,1051,104
8411,8531,104
8730,8810,104
6629,6629,104
5629,8121,103
8520,8790,103
8520,9311,103
8730,8520,102
5610,8520,102
5530,5530,102
4771,8520,101
8899,8810,101
8121,8129,101
8542,8520,100
7711,7711,99
7490,7490,99
5610,4771,99
4771,4719,99
4762,4762,99
4649,4649,98
5510,5630,97
7820,8810,97
5630,5510,97
8899,8412,97
8690,8810,96
8531,8411,96
7320,7320,94
9311,8520,94
8810,8899,93
4520,4511,93
4776,4776,93
3523,3523,93
8710,7820,90
7120,7120,90
8610,8790,90
9609,9609,89
8121,5629,89
8110,8520,88
8899,8610,87
4674,4674,87
2651,2651,87
8520,8730,86
5610,8610,86
8899,8790,85
1812,1812,85
7820,6920,84
4211,4211,84
5610,4719,84
8121,5610,83
8790,8899,81
8520,5630,81
5814,5814,81
8559,8520,80
8520,8532,80
8610,8899,79
8411,8423,79
8423,8899,78
7820,8110,78
7010,8121,77
8121,7010,77
8520,8110,77
8610,8730,76
8299,8520,76
5210,4941,76
7820,6419,76
8810,7820,75
6419,6619,75
8621,8710,75
4742,4754,75
5630,7820,74
8520,6920,74
8690,8520,74
8520,5610,74
1012,1012,74
7820,8121,73
4711,8121,73
8121,7820,73
7820,8790,73
8810,8690,73
6201,6202,73
4511,4520,73
5811,5811,73
8610,9313,73
4771,5610,72
2562,2562,72
7739,7739,72
8790,8710,71
8621,8690,71
7820,8690,70
7820,5610,70
8520,8299,70
4730,4730,70
8610,8810,69
7219,2120,69
4711,4773,69
4711,8891,68
7820,8710,68
8520,9312,68
4690,4690,68
8130,8130,68
8520,5629,68
4110,4110,68
8411,8413,68
8532,8520,67
7820,8411,67
3312,3312,67
8730,7820,66
8790,7820,66
5630,8610,66
9312,8520,66
8690,8621,66
4110,4299,66
6511,6511,66
8129,8121,65
4719,8520,65
8532,8531,64
4719,4778,64
4332,4332,64
6920,7820,63
4299,4120,63
8121,8010,63
5610,5621,63
3011,3011,63
8110,4120,62
4771,5630,62
5629,5610,62
8520,5621,62
7820,7022,62
6419,4711,62
7820,2932,61
8121,5630,61
4711,8810,61
4791,4752,61
5510,4711,61
7911,7912,60
7820,8542,60
8510,8510,60
4771,8610,59
4711,8411,59
8532,8559,59
7820,4771,59
4719,4771,59
6619,6419,59
9313,9313,59
8520,6820,58
7820,8899,58
8891,8899,58
6202,6201,58
8610,8110,58
5630,4771,58
5610,5629,58
7820,1085,58
8411,8899,57
5629,8520,57
4771,7820,56
8899,8730,56
7820,8531,56
8710,8690,56
8541,8541,56
4532,4532,56
8129,8129,56
3522,3522,56
4719,7820,55
4711,6920,55
4711,8531,55
8121,5621,55
7820,8299,55
4651,4651,55
8610,4711,55
6630,6630,55
4719,8610,54
4711,8899,54
6820,8520,54
6920,8520,54
8559,8532,54
210,210,53
8690,8710,52
5510,8520,52
8730,8690,52
4742,4742,52
7820,8730,51
8520,9499,51
8532,8542,51
4939,4939,51
8520,7810,51
4329,4329,51
2511,2511,51
4779,4779,51
8121,8610,50
4711,5510,50
9312,4711,50
8520,4771,50
2120,2120,50
4931,4910,50
5610,8121,49
5510,7820,49
5610,8891,49
7912,7912,49
8520,8710,49
5610,8542,49
4711,8542,49
2562,7022,49
2223,2223,49
8411,9311,49
8610,8412,49
3511,3511,49
4719,5630,48
8710,8520,48
8720,8690,48
6419,6499,48
8810,9700,48
9412,9412,48
2651,3030,48
5630,8121,47
4334,4334,47
8610,8411,47
8690,8412,47
7820,2910,47
8510,8520,46
8121,8531,46
8559,8531,46
7112,7022,46
2229,2229,46
8520,8510,46
4771,6419,46
8690,7820,45
8411,8610,45
8121,8810,45
4771,8411,45
8430,8411,45
8520,9491,45
4711,4511,45
7820,5320,45
8110,8610,44
6832,8520,44
5621,8520,44
7022,8520,44
4674,4673,44
4120,4299,44
9700,8810,44
8520,7022,44
4711,4778,44
9312,9311,44
8121,5510,44
8891,8510,44
4671,4671,44
8899,7820,43
4711,8730,43
7820,5630,43
8531,8542,43
4711,8010,43
4666,4666,43
7820,4719,43
9001,9001,43
9104,9104,43
7022,6920,42
8559,8542,42
4719,5610,42
8610,7022,42
4711,4752,42
2041,7010,41
5610,6920,41
6512,6622,41
5610,8710,41
8690,8790,41
4771,8542,41
8720,8720,41
5621,5610,41
4711,6512,41
8899,9700,41
6612,6612,41
4643,4643,41
8520,8424,41
1101,1101,41
9499,8520,40
6209,6202,40
9319,9319,40
8531,8532,40
7010,8110,40
4221,8110,40
4634,4634,40
7820,1012,40
6391,6391,40
6832,6820,39
9700,8610,39
1721,1721,39
5610,8531,39
4711,8690,39
8520,5510,39
8891,4711,39
8531,4711,39
3250,3250,39
5510,8121,38
5210,7820,38
8110,7820,38
8720,8790,38
7022,7112,38
811,811,38
8790,8690,38
8790,8720,38
4672,4672,38
4711,7022,38
8423,8411,38
7820,5510,38
8899,4711,38
8810,4711,38
9311,4711,38
8110,5629,38
1085,1085,38
6130,6130,38
5621,8121,37
8531,7820,37
8542,7820,37
8299,7820,37
8510,8891,37
8690,8730,37
8110,7010,37
8559,8610,37
6820,4120,37
8610,5630,37
8621,8520,37
8621,8790,37
5610,8790,37
4642,4642,37
8531,8559,37
9601,9601,37
2733,2825,37
7312,7312,37
7820,5629,37
5829,5829,37
4920,4920,37
8531,8121,36
8220,7820,36
8412,8610,36
8520,6832,36
9700,8899,36
9491,8520,36
4931,4939,36
4211,4299,36
6419,7022,36
9311,9312,36
8610,8559,36
7021,7021,36
8542,4711,36
7820,1071,36
7820,1013,36
7820,7010,35
8542,8531,35
8411,8542,35
8110,8010,35
5610,8810,35
7820,6202,35
6202,6209,35
6920,7022,35
9311,8411,35
5520,5520,35
4722,4722,35
8299,9700,35
4764,4711,35
5610,6419,35
4711,9200,35
2363,2399,35
4941,7820,34
7022,7820,34
8559,7820,34
8899,8891,34
4120,6820,34
4941,5210,34
6612,6619,34
4711,8790,34
8899,8542,34
7820,4673,34
8520,6202,34
4321,4322,34
5630,5621,34
6202,7022,34
7112,2711,34
4771,4772,34
8121,8122,34
8560,8560,34
7010,2041,34
4761,4761,34
4771,8891,33
8121,8730,33
4711,8710,33
9312,5630,33
4711,4941,33
8520,8621,33
8899,8690,33
8541,8532,33
2222,2222,33
7820,8559,33
8411,8412,33
9102,9102,33
4771,4764,33
4939,4931,33
4719,4645,33
1031,1031,33
8610,8121,32
8411,7820,32
8623,8610,32
8730,8899,32
8542,8899,32
8690,8899,32
5629,5630,32
8424,8520,32
8891,8531,32
5630,8531,32
8520,7112,32
9312,8010,32
4724,5610,32
5610,8411,32
7022,8299,32
4711,9311,32
7010,5510,32
8542,8559,32
8891,9700,32
1105,4634,32
5630,5629,32
8010,5629,32
4711,5629,32
8520,4719,32
8122,8122,32
9511,6190,32
8122,8121,31
5629,7820,31
5610,8730,31
8531,8610,31
4711,4120,31
2932,2932,31
7410,7410,31
8542,8411,31
8899,8299,31
5610,8299,31
5610,4724,31
3316,3316,31
4771,4775,31
8730,9700,31
8610,9700,31
4120,8110,31
4711,8110,31
8542,7219,31
4762,4711,31
2059,2825,31
3012,3012,31
8299,8121,30
4391,4391,30
8891,8610,30
8299,8610,30
4711,5210,30
7820,4120,30
8121,8710,30
8541,8531,30
8610,5610,30
7820,4791,30
4711,7810,30
5610,9312,30
8542,8532,30
4711,4639,30
7820,8423,30
8010,4711,30
3320,3320,30
5610,9200,30
8532,7820,29
5610,7010,29
7022,8610,29
5630,6920,29
8610,8622,29
8520,4120,29
6910,8520,29
7810,8520,29
8899,8531,29
5630,8542,29
8690,8542,29
5630,8810,29
6201,6209,29
5610,7810,29
9312,9319,29
4711,9312,29
5610,9311,29
8520,8541,29
4719,4752,29
6619,6612,29
5621,4711,29
5629,4711,29
5813,4711,29
9200,4711,29
4711,5310,29
2221,2221,29
4942,4942,29
4765,4765,29
8810,8121,28
6920,8610,28
8720,8610,28
6820,8899,28
3109,3109,28
5621,5630,28
4778,8520,28
6419,8520,28
4752,4673,28
2030,4673,28
4711,4759,28
9312,5610,28
5610,7022,28
5630,8411,28
1623,1623,28
4711,8220,28
2711,2712,28
7820,7219,28
5819,5819,28
4729,4729,28
4120,4110,28
4753,4753,28
4652,4652,28
1107,1107,28
2811,2811,28
8710,8121,27
8010,7820,27
5630,6910,27
7820,6820,27
8730,6820,27
5510,6820,27
8220,8610,27
6419,6920,27
4711,9609,27
5630,8710,27
9311,5630,27
7112,8520,27
5630,8790,27
4711,7112,27
8542,8690,27
8891,8810,27
8299,5610,27
8299,7022,27
5630,9312,27
7820,8532,27
5630,9602,27
6499,6499,27
3832,3832,27
8230,8230,27
7820,9700,27
8520,8423,27
3822,3822,27
6512,6419,27
5630,4719,27
7820,6190,27
5911,5911,27
8413,8413,27
8730,8121,26
6820,7820,26
7022,6910,26
4711,6820,26
4773,8610,26
7219,8542,26
4711,4673,26
8542,7022,26
4711,8299,26
4711,4520,26
3030,2651,26
8690,9700,26
4724,4711,26
4932,4932,26
4711,4931,26
2892,2892,26
4711,8424,26
4711,6190,26
4771,4777,26
3315,3011,26
8610,8891,25
9700,8730,25
5610,6910,25
4771,6910,25
8810,6820,25
8010,8610,25
5629,8610,25
4771,6920,25
4711,9499,25
8520,9609,25
7820,7112,25
2351,811,25
7820,4759,25
7820,5621,25
4638,4638,25
4221,4211,25
4711,5320,25
7820,8220,25
4673,4674,25
8690,4711,25
2829,2825,25
2825,2825,25
8520,8412,25
4312,4312,25
6621,6621,25
8121,4719,25
1082,4636,25
4673,2030,25
3317,4212,25
8790,8121,24
8531,8891,24
8610,6920,24
8710,8899,24
8559,8899,24
7112,6831,24
9004,9004,24
4120,8520,24
8622,8790,24
5320,4941,24
4711,8621,24
7820,8010,24
4221,4299,24
8810,8720,24
8542,6202,24
4711,6202,24
6619,7022,24
4771,7022,24
8891,8411,24
9700,8299,24
4631,4631,24
6619,6499,24
4711,9700,24
8730,4711,24
8110,4711,24
4742,6120,24
5510,4771,24
8520,8560,24
7820,1020,24
7820,1039,24
4634,1105,24
7820,3513,24
6419,7820,23
6820,8730,23
8520,6910,23
8899,6820,23
9312,8610,23
5510,8610,23
6820,6832,23
6209,6201,23
8531,5630,23
4764,8520,23
8560,8520,23
8541,8542,23
2410,2410,23
6820,8810,23
4771,8810,23
9499,5610,23
4778,5610,23
4711,5621,23
8690,8411,23
4771,5510,23
2712,2712,23
5610,4752,23
4711,8423,23
4752,4711,23
4639,4711,23
6512,6511,23
4764,4771,23
6920,6419,23
4719,4773,23
4675,4675,23
4741,4741,23
1013,1013,23
8621,7820,22
5630,8891,22
5630,8730,22
8520,7010,22
5610,6820,22
8542,6920,22
8299,6920,22
6831,6832,22
8299,8899,22
2829,2829,22
7022,6619,22
8891,8790,22
4719,8542,22
4771,4759,22
6920,7810,22
8559,7022,22
8220,8411,22
6419,8411,22
8010,9312,22
5630,4511,22
8532,8541,22
5610,8220,22
4711,4321,22
4532,4520,22
8899,8559,22
8790,9700,22
4666,4651,22
7820,1812,22
6920,4711,22
9700,4711,22
6622,6511,22
4632,4632,22
5630,6419,22
5222,5222,22
7820,8424,22
3102,3102,22
7820,1089,22
7219,8422,22
4221,4221,22
4711,6910,21
7810,8610,21
4639,6920,21
5630,8899,21
8790,5630,21
6202,8520,21
8220,8520,21
8610,8531,21
8121,8542,21
4645,4941,21
2312,2312,21
5610,8690,21
9700,8690,21
8412,8690,21
8531,5610,21
9311,5610,21
9200,5610,21
6910,8411,21
8520,4778,21
8121,8299,21
5630,8299,21
8411,8532,21
9329,9311,21
4520,4532,21
4322,4321,21
4531,4520,21
5610,8110,21
9321,9321,21
8411,4711,21
4730,4711,21
4775,4711,21
4776,4711,21
4772,4711,21
8220,5629,21
7990,7990,21
8531,8560,21
5630,9200,21
3011,3315,21
7112,7820,20
7820,8891,20
4642,7010,20
4711,7010,20
8790,6820,20
4711,4669,20
5621,8610,20
9311,8610,20
8531,8899,20
8621,8899,20
4771,8899,20
2561,2561,20
6920,5630,20
9602,5630,20
7490,8520,20
8559,8790,20
4771,8531,20
9311,8542,20
5229,4941,20
7820,8621,20
8730,8720,20
8610,8720,20
8299,8810,20
5510,8810,20
5629,8810,20
4771,4791,20
8790,8411,20
8424,8411,20
8690,8299,20
8110,8299,20
4711,8532,20
4941,5229,20
8520,8623,20
8542,8541,20
4651,4666,20
5621,5510,20
8790,8559,20
8541,8559,20
8520,7490,20
7820,4639,20
5610,9700,20
7010,4711,20
8790,4711,20
4778,4711,20
7820,2229,20
6630,6511,20
8610,4771,20
4759,4771,20
4778,4771,20
6619,6630,20
9511,9511,20
3821,3821,20
1920,1920,20
9312,7820,19
5320,7820,19
9700,8891,19
7820,6910,19
8532,8610,19
6910,6920,19
9499,8899,19
4711,6831,19
4791,5210,19
4711,6622,19
6920,6619,19
5610,9499,19
4771,9499,19
4110,4120,19
8710,5630,19
9609,8520,19
4724,8520,19
6920,8531,19
9312,8531,19
9311,8531,19
9499,8542,19
7820,4299,19
7112,4299,19
7022,6209,19
8542,5610,19
6512,4322,19
5510,5621,19
8110,5621,19
8121,8411,19
8810,8411,19
6202,8411,19
7022,8411,19
8531,9491,19
4771,4778,19
6920,8299,19
8010,8299,19
7820,9312,19
6629,6512,19
5630,9311,19
4771,9311,19
5630,8559,19
7820,8292,19
8292,8292,19
7820,4649,19
7490,9700,19
7022,8110,19
8899,8423,19
6820,4711,19
5310,4711,19
8424,4711,19
2599,2599,19
2711,2711,19
9312,4771,19
9602,4771,19
4775,4771,19
4772,4771,19
5510,5629,19
2740,2740,19
7220,7220,19
8520,4931,19
4752,4719,19
147,147,19
7820,4646,19
910,910,19
7820,1011,19
8891,7820,18
4639,7820,18
8730,8891,18
8542,6910,18
5629,7010,18
4778,8610,18
8411,6920,18
8542,6201,18
8520,6619,18
8542,9499,18
5629,8710,18
8730,5630,18
8542,5630,18
4778,5630,18
8541,8520,18
9200,8520,18
4673,4941,18
4511,4531,18
4772,4642,18
8411,8690,18
8110,4299,18
8891,5610,18
7010,5621,18
5630,7810,18
6622,7022,18
8810,8299,18
6419,8299,18
8531,9312,18
4771,9602,18
7820,4511,18
4531,4511,18
5610,4511,18
6622,6512,18
5610,8559,18
6612,6629,18
8121,9700,18
8810,8110,18
5210,4711,18
4759,4711,18
9602,4711,18
4519,4519,18
8531,4771,18
6910,6419,18
7022,6419,18
5610,4729,18
6419,6630,18
6430,6630,18
4771,4645,18
4771,4762,18
4661,4661,18
4719,9200,18
6619,6492,18
4321,3513,18
4711,3513,18
8411,8422,18
3700,3700,18
6910,7820,17
7010,7820,17
8411,8730,17
5510,8730,17
8610,6910,17
6920,6910,17
6910,8610,17
8622,8610,17
6419,8610,17
8531,6920,17
7112,3317,17
5610,8899,17
9491,8899,17
8532,8899,17
6820,6831,17
2512,2512,17
7112,4120,17
9313,8520,17
9700,8790,17
8621,8542,17
7490,7112,17
4520,4531,17
8710,8621,17
4311,4311,17
8531,8690,17
8559,8690,17
9329,9329,17
4711,4299,17
4222,4299,17
8730,8411,17
6820,8411,17
8299,8411,17
8532,8411,17
8412,8411,17
8520,8129,17
4120,4321,17
4711,4730,17
5811,5814,17
4711,4754,17
3299,3299,17
4941,4711,17
8299,4711,17
113,113,17
8710,5629,17
4711,4762,17
9603,9603,17
2042,2042,17
7010,4779,17
6920,7010,16
8610,6820,16
7820,4669,16
7010,8610,16
4764,8610,16
8899,6920,16
6831,6920,16
7820,6832,16
8610,6832,16
7311,6201,16
8520,6831,16
7022,6622,16
6622,6619,16
4711,6619,16
4339,4339,16
8899,8710,16
8891,5630,16
8810,5630,16
4776,5630,16
4520,8520,16
5629,8531,16
8542,7112,16
8299,8690,16
8520,4299,16
8520,8720,16
5610,6202,16
7022,6202,16
7820,6209,16
8730,5610,16
7010,5610,16
8899,5610,16
8710,5610,16
4776,5610,16
8121,7810,16
8610,7810,16
7311,7022,16
5610,4778,16
8610,8299,16
6202,8299,16
8121,9312,16
8610,8532,16
8899,8532,16
4771,4511,16
7820,4690,16
4711,4724,16
8531,9311,16
4531,4532,16
8211,8211,16
8110,8129,16
5610,4520,16
4719,5510,16
4711,4775,16
4711,8559,16
7112,7490,16
6832,8110,16
8531,8110,16
9499,4711,16
8710,4711,16
4773,4711,16
5530,4711,16
4711,4776,16
4711,4764,16
8542,4771,16
8531,5629,16
7820,5310,16
5610,5310,16
5610,4772,16
8291,8291,16
7820,2221,16
5610,1071,16
4711,1071,16
1061,1071,16
8520,8425,16
8411,8424,16
4771,9200,16
5914,5914,16
1082,1082,16
6202,6190,16
5224,5224,16
2540,2540,16
9700,8121,15
6622,7820,15
6619,7820,15
4120,7820,15
4520,7820,15
1013,7820,15
8720,8730,15
8299,8730,15
6419,6910,15
6831,6820,15
4110,6820,15
6820,8610,15
7810,6920,15
4719,6920,15
8121,8899,15
7022,6201,15
6832,6831,15
7810,5210,15
5610,6622,15
7820,6619,15
4333,4333,15
5630,9499,15
4764,5630,15
9200,5630,15
7010,8520,15
6831,8520,15
7810,8790,15
4771,8790,15
9700,8531,15
3811,4941,15
4520,4941,15
4771,4642,15
5610,8010,15
4321,4299,15
7820,3811,15
8520,3811,15
8110,8810,15
4711,7711,15
6920,6202,15
8790,5610,15
9329,5610,15
8810,5610,15
9602,5610,15
4762,5610,15
4711,4322,15
5210,4791,15
5630,4791,15
5814,7022,15
6920,8411,15
4719,8411,15
5610,9602,15
1071,4724,15
7820,9311,15
8542,9311,15
5510,9311,15
4941,5320,15
5610,5520,15
7112,7111,15
4719,4775,15
4618,4618,15
5630,8110,15
8129,8110,15
5629,8110,15
4676,4676,15
7112,4711,15
7022,4711,15
2790,2790,15
7311,7312,15
8129,5223,15
5610,4776,15
8891,4771,15
8299,4771,15
6202,6419,15
4771,5629,15
8610,4773,15
2410,2511,15
4711,4772,15
7820,4931,15
5610,4931,15
8610,4719,15
4663,4663,15
8010,8424,15
6209,6190,15
1813,1813,15
4711,9313,15
2363,2363,15
4719,8121,14
6202,7820,14
2562,7820,14
4321,7820,14
4754,7820,14
1012,7820,14
9200,7820,14
8121,8891,14
8810,8891,14
4719,8730,14
8121,6820,14
8411,6820,14
8299,6820,14
9200,8610,14
7112,6920,14
8121,6832,14
7810,8899,14
6920,5210,14
5229,5210,14
7820,3109,14
4771,6622,14
6630,6619,14
4399,4120,14
4321,4120,14
5510,8710,14
8899,5630,14
4752,5630,14
4511,8520,14
8129,8520,14
4752,8520,14
8423,8520,14
8810,8531,14
8810,8542,14
9102,8542,14
4771,7112,14
8542,8621,14
8610,8010,14
5630,8690,14
8621,8810,14
8720,8810,14
8220,6202,14
4771,6202,14
6190,6202,14
4764,5610,14
5530,5610,14
5610,4791,14
8710,7810,14
8790,7810,14
5510,7810,14
6910,7022,14
5630,7022,14
7810,7022,14
8411,7022,14
7490,7022,14
6492,7022,14
6201,8299,14
8710,8299,14
5510,8299,14
7820,5229,14
4299,4211,14
4711,9602,14
7820,4399,14
4711,4690,14
6820,9311,14
8610,9311,14
7810,5510,14
9311,5510,14
8690,8559,14
8299,8559,14
5610,4639,14
4711,6629,14
8411,9700,14
8542,8110,14
8299,8110,14
4120,4711,14
7810,4711,14
8220,4711,14
8559,4711,14
4729,4711,14
5914,4711,14
6190,6120,14
5630,4776,14
8542,9102,14
5630,4764,14
5610,4764,14
4777,4771,14
4711,4729,14
4778,4719,14
5510,4719,14
4772,4719,14
4641,4641,14
9411,9411,14
1105,1105,14
5610,8424,14
4771,8424,14
7820,9200,14
4742,6190,14
4778,4777,14
1072,1072,14
6419,6492,14
4799,4799,14
1013,1011,14
4771,8121,13
4673,7820,13
4791,7820,13
5621,7820,13
4752,7820,13
4649,7820,13
9499,8891,13
5510,8891,13
4771,8730,13
5629,8730,13
9499,8610,13
4511,8610,13
4120,6920,13
6202,6920,13
5510,6920,13
3317,3317,13
4711,6832,13
7311,7320,13
9312,8899,13
5630,6831,13
4634,5210,13
6419,6622,13
8121,4120,13
6920,4120,13
5610,4120,13
8411,4120,13
4719,8710,13
8690,5630,13
8299,5630,13
8110,5630,13
4299,8520,13
8623,8520,13
8122,8520,13
8425,8520,13
4222,8520,13
8121,8790,13
6820,8790,13
8531,8790,13
8411,8790,13
4719,8790,13
9491,8531,13
6820,8542,13
5621,8542,13
7022,8542,13
4759,4673,13
5630,4941,13
4639,4941,13
8299,7112,13
7111,7112,13
8899,8621,13
8790,8621,13
4719,4759,13
5221,8690,13
6622,8810,13
8531,8810,13
4719,8810,13
4511,7711,13
8610,6202,13
8411,6202,13
4321,6202,13
6920,5610,13
4730,5610,13
8110,5610,13
1071,5610,13
4711,4791,13
8531,5621,13
8542,7810,13
4771,7810,13
7010,7022,13
6201,7022,13
1085,7022,13
9609,8299,13
7112,8299,13
8610,9312,13
5630,8623,13
5610,8623,13
5510,4511,13
7820,7739,13
7732,7739,13
8810,9311,13
8220,9311,13
4771,8220,13
5510,5520,13
8520,4321,13
8520,4520,13
7820,4674,13
8610,5510,13
6430,6499,13
4771,8559,13
4771,7311,13
4771,4752,13
2611,2651,13
6622,6629,13
5621,8110,13
6419,6612,13
5610,4754,13
6910,8423,13
4690,4711,13
7490,4711,13
6190,4711,13
7820,8412,13
6419,6511,13
4511,4519,13
5621,4771,13
4754,4771,13
7820,2120,13
3320,2511,13
7820,3030,13
7219,7220,13
8520,8122,13
4771,5110,13
7911,5110,13
4711,4645,13
4711,5813,13
8423,8424,13
8520,9200,13
1085,1013,13
8520,4222,13
4711,2910,13
6419,2910,13
7112,6190,13
7022,6190,13
8220,6190,13
4725,4725,13
3313,3313,13
610,610,13
4763,4763,13
8411,8430,13
6820,8121,12
4120,8121,12
8220,8121,12
4669,7820,12
4778,7820,12
8690,8891,12
6820,6910,12
8899,6910,12
8010,7010,12
8690,6820,12
8520,4669,12
1392,1392,12
7820,6201,12
6499,6619,12
8899,9499,12
8299,9609,12
5630,4120,12
8891,8710,12
6910,5630,12
9499,5630,12
9700,5630,12
6622,8520,12
9329,8520,12
9602,8520,12
4775,8520,12
4772,8520,12
4931,8520,12
4110,8520,12
8299,8531,12
8560,8531,12
8891,8542,12
8299,8542,12
5610,4941,12
2651,7112,12
4532,4531,12
8622,8621,12
8412,8621,12
5510,8010,12
5629,8010,12
6820,8690,12
4719,8690,12
4399,4299,12
8219,8219,12
4711,6209,12
7810,5610,12
6419,5610,12
8110,4322,12
4719,4791,12
8810,7810,12
8559,7810,12
9499,8411,12
8010,8411,12
8559,8411,12
9700,8411,12
2361,2361,12
6619,8299,12
8411,8299,12
4764,9312,12
5610,8532,12
8299,8532,12
5320,5229,12
8520,9602,12
8610,8623,12
4719,4511,12
6910,6512,12
8520,4724,12
8531,8541,12
8559,8541,12
2521,8220,12
7820,4520,12
8710,5510,12
8810,5510,12
5520,5510,12
5610,4775,12
8810,8559,12
8411,8559,12
6202,7311,12
7022,7311,12
9700,7490,12
4711,7490,12
150,150,12
7820,2651,12
5630,9700,12
7810,9700,12
4321,8110,12
8010,8423,12
2822,2822,12
6910,4711,12
6622,4711,12
4725,4711,12
7820,6120,12
8621,8412,12
4711,8510,12
5510,4776,12
4719,4776,12
8121,4771,12
4762,4771,12
8220,6419,12
6612,6419,12
7010,5629,12
2630,2630,12
4724,1071,12
9003,9003,12
1039,1039,12
8610,8424,12
8121,9200,12
5610,5914,12
5610,6190,12
7820,6492,12
8220,6492,12
6399,6399,12
6202,3011,12
4711,4910,12
6832,8121,11
8542,8121,11
8411,8121,11
9312,8121,11
8541,7820,11
1071,7820,11
4762,7820,11
8424,7820,11
6190,7820,11
8790,8891,11
4719,8891,11
5630,7010,11
5630,6820,11
8423,8610,11
9313,8610,11
8430,8610,11
7010,6920,11
6820,6920,11
7490,6920,11
4120,6832,11
5510,6832,11
8720,8899,11
4719,8899,11
8622,8622,11
8621,8622,11
8520,6201,11
5610,6201,11
7820,6831,11
4771,6831,11
7820,6622,11
5630,6622,11
6511,6622,11
7420,7420,11
7820,9499,11
8299,4120,11
4332,4120,11
2229,2932,11
7010,5630,11
9329,5630,11
8559,5630,11
4759,8520,11
4773,8520,11
5510,8790,11
4711,3600,11
6910,8542,11
5510,8542,11
8110,8542,11
8520,4941,11
4299,7112,11
2562,7112,11
5630,8010,11
6202,8690,11
7022,8690,11
8220,8690,11
1089,1084,11
9700,8720,11
4941,3811,11
8532,8810,11
9200,8810,11
4721,4721,11
6311,6202,11
4719,6202,11
7022,5610,11
8220,5610,11
8610,5621,11
8899,5621,11
4771,5621,11
3811,8411,11
9312,8411,11
5630,4778,11
7810,8299,11
4771,8299,11
8891,9312,11
8899,9312,11
8411,9312,11
8110,9312,11
4719,9312,11
4711,8623,11
4771,8623,11
7732,4399,11
9312,4511,11
